Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE_COMMERCIAL,BCBSMT_HEALTHLINK_NETWORK,BCBSMT-TRADITIONAL_NETWORK,InterWest_PPO,MONTANA_HEALTH_CO-OP,MONTANA_HEALTH_CO-OP_HPN_PRODUCT,PACIFIC_SOURCE_COMMERCIAL_,UHC,hospital
6771349_1,67253-0148-45 - amoxicillin 250 mg / 5 mL Powder for reconstitution,Outpatient,,,,,0,22.08,22.08,18.768,22.08,20.976,19.872,19.872,21.4176,20.976,18.768,20.976,20.7552,Daniels_Memorial_Hospital
6771355_1,00904-6292-61 - atorvastatin 40 mg Tab,Inpatient,,,,,0,1.9,1.9,1.615,1.9,1.805,1.71,1.71,1.843,1.805,1.615,1.805,1.786,Daniels_Memorial_Hospital
6771355_1,00904-6292-61 - atorvastatin 40 mg Tab,Outpatient,,,,,0,1.9,1.9,1.615,1.9,1.805,1.71,1.71,1.843,1.805,1.615,1.805,1.786,Daniels_Memorial_Hospital
6771359_1,17478-0215-02 - atropine ophthalmic 1% Soln,Inpatient,,,,,0,122.96,122.96,104.516,122.96,116.812,110.664,110.664,119.2712,116.812,104.516,116.812,115.5824,Daniels_Memorial_Hospital
6771359_1,17478-0215-02 - atropine ophthalmic 1% Soln,Outpatient,,,,,0,122.96,122.96,104.516,122.96,116.812,110.664,110.664,119.2712,116.812,104.516,116.812,115.5824,Daniels_Memorial_Hospital
6771362_1,00093-2026-23 - azithromycin 200 mg/5 mL Powder,Inpatient,,,,,0,107.2,107.2,91.12,107.2,101.84,96.48,96.48,103.984,101.84,91.12,101.84,100.768,Daniels_Memorial_Hospital
6771362_1,00093-2026-23 - azithromycin 200 mg/5 mL Powder,Outpatient,,,,,0,107.2,107.2,91.12,107.2,101.84,96.48,96.48,103.984,101.84,91.12,101.84,100.768,Daniels_Memorial_Hospital
6771364_1,00781-1496-68 - azithromycin 250 mg Tab,Inpatient,,,,,0,12.22,12.22,10.387,12.22,11.609,10.998,10.998,11.8534,11.609,10.387,11.609,11.4868,Daniels_Memorial_Hospital
6771364_1,00781-1496-68 - azithromycin 250 mg Tab,Outpatient,,,,,0,12.22,12.22,10.387,12.22,11.609,10.998,10.998,11.8534,11.609,10.387,11.609,11.4868,Daniels_Memorial_Hospital
6771366_1,59762-3070-01 - azithromycin 500 mg Tab,Inpatient,,,,,0,15.84,15.84,13.464,15.84,15.048,14.256,14.256,15.3648,15.048,13.464,15.048,14.8896,Daniels_Memorial_Hospital
6771366_1,59762-3070-01 - azithromycin 500 mg Tab,Outpatient,,,,,0,15.84,15.84,13.464,15.84,15.048,14.256,14.256,15.3648,15.048,13.464,15.048,14.8896,Daniels_Memorial_Hospital
6771368_1,"60793-0702-10 - penicillin G benzathine 2,400,000 units/4 mL Susp",Inpatient,,J0561,Penicillin g benzathine inj,,24,468.8,468.8,13.377,454.736,445.36,421.92,421.92,454.736,445.36,398.48,445.36,440.672,Daniels_Memorial_Hospital
6771368_1,"60793-0702-10 - penicillin G benzathine 2,400,000 units/4 mL Susp",Outpatient,,J0561,Penicillin g benzathine inj,,24,468.8,468.8,13.377,454.736,445.36,13.377,13.377,454.736,445.36,398.48,445.36,440.672,Daniels_Memorial_Hospital
6771371_1,13668-0271-01 - carBAMazepine 100 mg Chew t,Inpatient,,,,,0,4.29,4.29,3.6465,4.29,4.0755,3.861,3.861,4.1613,4.0755,3.6465,4.0755,4.0326,Daniels_Memorial_Hospital
6771371_1,13668-0271-01 - carBAMazepine 100 mg Chew t,Outpatient,,,,,0,4.29,4.29,3.6465,4.29,4.0755,3.861,3.861,4.1613,4.0755,3.6465,4.0755,4.0326,Daniels_Memorial_Hospital
6771373_1,00409-2585-01 - ceFAZolin 1 g Inject,Inpatient,636,J0690,Cefazolin sodium injection,,2,18.48,18.48,15.708,18.48,17.556,16.632,16.632,17.9256,17.556,15.708,17.556,17.3712,Daniels_Memorial_Hospital
6771373_1,00409-2585-01 - ceFAZolin 1 g Inject,Outpatient,636,J0690,Cefazolin sodium injection,,2,18.48,18.48,15.708,18.48,17.556,16.632,16.632,17.9256,17.556,15.708,17.556,17.3712,Daniels_Memorial_Hospital
6771376_1,68084-0069-01 - ciprofloxacin 250 mg Tab,Inpatient,,,,,0,2.21,2.21,1.8785,2.21,2.0995,1.989,1.989,2.1437,2.0995,1.8785,2.0995,2.0774,Daniels_Memorial_Hospital
6771376_1,68084-0069-01 - ciprofloxacin 250 mg Tab,Outpatient,,,,,0,2.21,2.21,1.8785,2.21,2.0995,1.989,1.989,2.1437,2.0995,1.8785,2.0995,2.0774,Daniels_Memorial_Hospital
6771378_1,63304-0692-01 - clindamycin 150 mg Cap,Inpatient,,,,,0,0.8,0.8,0.68,0.8,0.76,0.72,0.72,0.776,0.76,0.68,0.76,0.752,Daniels_Memorial_Hospital
6771378_1,63304-0692-01 - clindamycin 150 mg Cap,Outpatient,,,,,0,0.8,0.8,0.68,0.8,0.76,0.72,0.72,0.776,0.76,0.68,0.76,0.752,Daniels_Memorial_Hospital
6771380_1,00904-5656-61 - cloNIDine 0.1 mg Tab,Inpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771380_1,00904-5656-61 - cloNIDine 0.1 mg Tab,Outpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771382_1,00781-3440-95 - cosyntropin 0.25 mg Inject,Inpatient,,J0834,"Inj., cosyntropin, 0.25 mg",,1,161.35,161.35,61.0995,161.35,153.2825,145.215,145.215,156.5095,153.2825,137.1475,153.2825,151.669,Daniels_Memorial_Hospital
6771382_1,00781-3440-95 - cosyntropin 0.25 mg Inject,Outpatient,,J0834,"Inj., cosyntropin, 0.25 mg",,1,161.35,161.35,61.0995,161.35,153.2825,61.0995,61.0995,156.5095,153.2825,137.1475,153.2825,151.669,Daniels_Memorial_Hospital
6771385_1,00904-5502-61 - enalapril 5 mg Tab,Inpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771385_1,00904-5502-61 - enalapril 5 mg Tab,Outpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771387_1,24208-0910-55 - erythromycin ophthalmic 0.5% Ointme,Inpatient,,,,,0,34.95,34.95,29.7075,34.95,33.2025,31.455,31.455,33.9015,33.2025,29.7075,33.2025,32.853,Daniels_Memorial_Hospital
6771387_1,24208-0910-55 - erythromycin ophthalmic 0.5% Ointme,Outpatient,,,,,0,34.95,34.95,29.7075,34.95,33.2025,31.455,31.455,33.9015,33.2025,29.7075,33.2025,32.853,Daniels_Memorial_Hospital
6771390_1,00409-9094-22 - fentaNYL 50 mcg/mL Soln,Inpatient,,J3010,Fentanyl citrate injection,,1,11.83,11.83,10.0555,11.83,11.2385,10.647,10.647,11.4751,11.2385,10.0555,11.2385,11.1202,Daniels_Memorial_Hospital
6771390_1,00409-9094-22 - fentaNYL 50 mcg/mL Soln,Outpatient,,J3010,Fentanyl citrate injection,,1,11.83,11.83,10.0555,11.83,11.2385,10.647,10.647,11.4751,11.2385,10.0555,11.2385,11.1202,Daniels_Memorial_Hospital
6771393_1,59762-5017-01 - fluconazole 150 mg Tab,Inpatient,,,,,0,18.28,18.28,15.538,18.28,17.366,16.452,16.452,17.7316,17.366,15.538,17.366,17.1832,Daniels_Memorial_Hospital
6771393_1,59762-5017-01 - fluconazole 150 mg Tab,Outpatient,,,,,0,18.28,18.28,15.538,18.28,17.366,16.452,16.452,17.7316,17.366,15.538,17.366,17.1832,Daniels_Memorial_Hospital
6771395_1,36000-0282-25 - furosemide 10 mg/mL Soln,Inpatient,,J1940,Furosemide injection,,1,21.6,21.6,1.7325,21.6,20.52,19.44,19.44,20.952,20.52,18.36,20.52,20.304,Daniels_Memorial_Hospital
6771395_1,36000-0282-25 - furosemide 10 mg/mL Soln,Outpatient,,J1940,Furosemide injection,,1,21.6,21.6,1.7325,21.6,20.52,1.7325,1.7325,20.952,20.52,18.36,20.52,20.304,Daniels_Memorial_Hospital
6771398_1,51079-0073-20 - furosemide 40 mg Tab,Inpatient,,,,,0,0.6,0.6,0.51,0.6,0.57,0.54,0.54,0.582,0.57,0.51,0.57,0.564,Daniels_Memorial_Hospital
6771398_1,51079-0073-20 - furosemide 40 mg Tab,Outpatient,,,,,0,0.6,0.6,0.51,0.6,0.57,0.54,0.54,0.582,0.57,0.51,0.57,0.564,Daniels_Memorial_Hospital
6771400_1,68084-0295-21 - glipiZIDE 2.5 mg ER Tab,Inpatient,,,,,0,9.7,9.7,8.245,9.7,9.215,8.73,8.73,9.409,9.215,8.245,9.215,9.118,Daniels_Memorial_Hospital
6771400_1,68084-0295-21 - glipiZIDE 2.5 mg ER Tab,Outpatient,,,,,0,9.7,9.7,8.245,9.7,9.215,8.73,8.73,9.409,9.215,8.245,9.215,9.118,Daniels_Memorial_Hospital
6771402_1,00904-6419-61 - acetaminophen-HYDROcodone 325 mg-5 mg Tab,Inpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771402_1,00904-6419-61 - acetaminophen-HYDROcodone 325 mg-5 mg Tab,Outpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771405_1,00781-1766-13 - imipramine 50 mg Tab,Inpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771405_1,00781-1766-13 - imipramine 50 mg Tab,Outpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771410_1,00006-3845-71 - ertapenem 1 g Inject,Inpatient,,J1335,Ertapenem injection,,2,236.54,236.54,73.0485,236.54,224.713,212.886,212.886,229.4438,224.713,201.059,224.713,222.3476,Daniels_Memorial_Hospital
6771410_1,00006-3845-71 - ertapenem 1 g Inject,Outpatient,,J1335,Ertapenem injection,,2,236.54,236.54,73.0485,236.54,224.713,73.0485,73.0485,229.4438,224.713,201.059,224.713,222.3476,Daniels_Memorial_Hospital
6771415_1,63323-0162-01 - ketorolac 30 mg/mL Soln,Inpatient,,J1885,Ketorolac tromethamine inj,,2,20.64,20.64,0.8505,20.64,19.608,18.576,18.576,20.0208,19.608,17.544,19.608,19.4016,Daniels_Memorial_Hospital
6771415_1,63323-0162-01 - ketorolac 30 mg/mL Soln,Outpatient,,J1885,Ketorolac tromethamine inj,,2,20.64,20.64,0.8505,20.64,19.608,0.8505,0.8505,20.0208,19.608,17.544,19.608,19.4016,Daniels_Memorial_Hospital
6771418_1,66758-0170-13 - potassium chloride 10 mEq ER Tab,Inpatient,,,,,0,21.28,21.28,18.088,21.28,20.216,19.152,19.152,20.6416,20.216,18.088,20.216,20.0032,Daniels_Memorial_Hospital
6771418_1,66758-0170-13 - potassium chloride 10 mEq ER Tab,Outpatient,,,,,0,21.28,21.28,18.088,21.28,20.216,19.152,19.152,20.6416,20.216,18.088,20.216,20.0032,Daniels_Memorial_Hospital
6771420_1,00591-2737-23 - levalbuterol 0.63 mg/3 mL Soln,Inpatient,,,,,0,44.16,44.16,37.536,44.16,41.952,39.744,39.744,42.8352,41.952,37.536,41.952,41.5104,Daniels_Memorial_Hospital
6771420_1,00591-2737-23 - levalbuterol 0.63 mg/3 mL Soln,Outpatient,,,,,0,44.16,44.16,37.536,44.16,41.952,39.744,39.744,42.8352,41.952,37.536,41.952,41.5104,Daniels_Memorial_Hospital
6771430_1,68084-0198-01 - lisinopril 20 mg Tab,Inpatient,,,,,0,0.78,0.78,0.663,0.78,0.741,0.702,0.702,0.7566,0.741,0.663,0.741,0.7332,Daniels_Memorial_Hospital
6771430_1,68084-0198-01 - lisinopril 20 mg Tab,Outpatient,,,,,0,0.78,0.78,0.663,0.78,0.741,0.702,0.702,0.7566,0.741,0.663,0.741,0.7332,Daniels_Memorial_Hospital
6771444_1,55154-2540-04 - meclizine 25 mg Tab,Inpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771444_1,55154-2540-04 - meclizine 25 mg Tab,Outpatient,,,,,0,4.68,4.68,3.978,4.68,4.446,4.212,4.212,4.5396,4.446,3.978,4.446,4.3992,Daniels_Memorial_Hospital
6771446_1,53746-0179-01 - metFORMIN 750 mg ER Tab,Inpatient,,,,,0,1.17,1.17,0.9945,1.17,1.1115,1.053,1.053,1.1349,1.1115,0.9945,1.1115,1.0998,Daniels_Memorial_Hospital
6771446_1,53746-0179-01 - metFORMIN 750 mg ER Tab,Outpatient,,,,,0,1.17,1.17,0.9945,1.17,1.1115,1.053,1.053,1.1349,1.1115,0.9945,1.1115,1.0998,Daniels_Memorial_Hospital
6771448_1,68084-0659-01 - metoprolol 25 mg ER Tab,Inpatient,,,,,0,8.58,8.58,7.293,8.58,8.151,7.722,7.722,8.3226,8.151,7.293,8.151,8.0652,Daniels_Memorial_Hospital
6771448_1,68084-0659-01 - metoprolol 25 mg ER Tab,Outpatient,,,,,0,8.58,8.58,7.293,8.58,8.151,7.722,7.722,8.3226,8.151,7.293,8.151,8.0652,Daniels_Memorial_Hospital
6771450_1,42292-0001-20 - metroNIDAZOLE 500 mg Tab,Inpatient,,,,,0,5.98,5.98,5.083,5.98,5.681,5.382,5.382,5.8006,5.681,5.083,5.681,5.6212,Daniels_Memorial_Hospital
6771450_1,42292-0001-20 - metroNIDAZOLE 500 mg Tab,Outpatient,,,,,0,5.98,5.98,5.083,5.98,5.681,5.382,5.382,5.8006,5.681,5.083,5.681,5.6212,Daniels_Memorial_Hospital
6771452_1,45802-0112-22 - mupirocin topical 2% Ointme,Inpatient,,,,,0,44.79,44.79,38.0715,44.79,42.5505,40.311,40.311,43.4463,42.5505,38.0715,42.5505,42.1026,Daniels_Memorial_Hospital
6771452_1,45802-0112-22 - mupirocin topical 2% Ointme,Outpatient,,,,,0,44.79,44.79,38.0715,44.79,42.5505,40.311,40.311,43.4463,42.5505,38.0715,42.5505,42.1026,Daniels_Memorial_Hospital
6771454_1,66689-0037-50 - nystatin 100000 units/mL Susp,Inpatient,,,,,0,8.45,8.45,7.1825,8.45,8.0275,7.605,7.605,8.1965,8.0275,7.1825,8.0275,7.943,Daniels_Memorial_Hospital
6771454_1,66689-0037-50 - nystatin 100000 units/mL Susp,Outpatient,,,,,0,8.45,8.45,7.1825,8.45,8.0275,7.605,7.605,8.1965,8.0275,7.1825,8.0275,7.943,Daniels_Memorial_Hospital
6771456_1,51079-0524-20 - ondansetron 4 mg Tab,Inpatient,,,,,0,2.8,2.8,2.38,2.8,2.66,2.52,2.52,2.716,2.66,2.38,2.66,2.632,Daniels_Memorial_Hospital
6771456_1,51079-0524-20 - ondansetron 4 mg Tab,Outpatient,,,,,0,2.8,2.8,2.38,2.8,2.66,2.52,2.52,2.716,2.66,2.38,2.66,2.632,Daniels_Memorial_Hospital
6771458_1,25021-0651-02 - orphenadrine 30 mg/mL Soln,Inpatient,,J2360,Orphenadrine injection,,2,32,32,11.067,32,30.4,28.8,28.8,31.04,30.4,27.2,30.4,30.08,Daniels_Memorial_Hospital
6771458_1,25021-0651-02 - orphenadrine 30 mg/mL Soln,Outpatient,,J2360,Orphenadrine injection,,2,32,32,11.067,32,30.4,11.067,11.067,31.04,30.4,27.2,30.4,30.08,Daniels_Memorial_Hospital
6771461_1,00054-0017-20 - predniSONE 10 mg Tab,Inpatient,,,,,0,13.6,13.6,11.56,13.6,12.92,12.24,12.24,13.192,12.92,11.56,12.92,12.784,Daniels_Memorial_Hospital
6771461_1,00054-0017-20 - predniSONE 10 mg Tab,Outpatient,,,,,0,13.6,13.6,11.56,13.6,12.92,12.24,12.24,13.192,12.92,11.56,12.92,12.784,Daniels_Memorial_Hospital
6771466_1,00006-3516-59 - imipenem-cilastatin 500 mg-500 mg Inject,Inpatient,,J0743,Cilastatin sodium injection,,2,41.25,41.25,35.0625,41.25,39.1875,37.125,37.125,40.0125,39.1875,35.0625,39.1875,38.775,Daniels_Memorial_Hospital
6771466_1,00006-3516-59 - imipenem-cilastatin 500 mg-500 mg Inject,Outpatient,,J0743,Cilastatin sodium injection,,2,41.25,41.25,35.0625,41.25,39.1875,37.125,37.125,40.0125,39.1875,35.0625,39.1875,38.775,Daniels_Memorial_Hospital
6771470_1,63739-0677-10 - QUEtiapine 200 mg Tab,Inpatient,,,,,0,4.03,4.03,3.4255,4.03,3.8285,3.627,3.627,3.9091,3.8285,3.4255,3.8285,3.7882,Daniels_Memorial_Hospital
6771470_1,63739-0677-10 - QUEtiapine 200 mg Tab,Outpatient,,,,,0,4.03,4.03,3.4255,4.03,3.8285,3.627,3.627,3.9091,3.8285,3.4255,3.8285,3.7882,Daniels_Memorial_Hospital
6771472_1,00078-0435-61 - zoledronic acid 5 mg/100 mL Soln,Inpatient,,J3489,Zoledronic acid 1mg,,5,90.36,90.36,76.806,90.36,85.842,81.324,81.324,87.6492,85.842,76.806,85.842,84.9384,Daniels_Memorial_Hospital
6771472_1,00078-0435-61 - zoledronic acid 5 mg/100 mL Soln,Outpatient,,J3489,Zoledronic acid 1mg,,5,90.36,90.36,76.806,90.36,85.842,81.324,81.324,87.6492,85.842,76.806,85.842,84.9384,Daniels_Memorial_Hospital
6771475_1,64253-0202-30 - sodium chloride 0.9% Soln,Inpatient,,,,,0,6.89,6.89,5.8565,6.89,6.5455,6.201,6.201,6.6833,6.5455,5.8565,6.5455,6.4766,Daniels_Memorial_Hospital
6771475_1,64253-0202-30 - sodium chloride 0.9% Soln,Outpatient,,,,,0,6.89,6.89,5.8565,6.89,6.5455,6.201,6.201,6.6833,6.5455,5.8565,6.5455,6.4766,Daniels_Memorial_Hospital
6771477_1,51079-0753-20 - sucralfate 1 g Tab,Inpatient,,,,,0,2.86,2.86,2.431,2.86,2.717,2.574,2.574,2.7742,2.717,2.431,2.717,2.6884,Daniels_Memorial_Hospital
6771477_1,51079-0753-20 - sucralfate 1 g Tab,Outpatient,,,,,0,2.86,2.86,2.431,2.86,2.717,2.574,2.574,2.7742,2.717,2.431,2.717,2.6884,Daniels_Memorial_Hospital
6771479_1,00173-0682-24 - albuterol CFC free 90 mcg/inh Aeroso,Inpatient,,,,,0,96.35,96.35,81.8975,96.35,91.5325,86.715,86.715,93.4595,91.5325,81.8975,91.5325,90.569,Daniels_Memorial_Hospital
6771479_1,00173-0682-24 - albuterol CFC free 90 mcg/inh Aeroso,Outpatient,,,,,0,96.35,96.35,81.8975,96.35,91.5325,86.715,86.715,93.4595,91.5325,81.8975,91.5325,90.569,Daniels_Memorial_Hospital
6771481_1,62584-0994-01 - warfarin 5 mg Tab,Inpatient,,,,,0,3.77,3.77,3.2045,3.77,3.5815,3.393,3.393,3.6569,3.5815,3.2045,3.5815,3.5438,Daniels_Memorial_Hospital
6771481_1,62584-0994-01 - warfarin 5 mg Tab,Outpatient,,,,,0,3.77,3.77,3.2045,3.77,3.5815,3.393,3.393,3.6569,3.5815,3.2045,3.5815,3.5438,Daniels_Memorial_Hospital
6771483_1,63323-0486-27 - lidocaine 2% Soln,Inpatient,,J2001,Lidocaine injection,,40,264.6,264.6,224.91,264.6,251.37,238.14,238.14,256.662,251.37,224.91,251.37,248.724,Daniels_Memorial_Hospital
6771483_1,63323-0486-27 - lidocaine 2% Soln,Outpatient,,J2001,Lidocaine injection,,40,264.6,264.6,224.91,264.6,251.37,238.14,238.14,256.662,251.37,224.91,251.37,248.724,Daniels_Memorial_Hospital
6771486_1,00173-0696-04 - fluticasone-salmeterol 250 mcg-50 mcg Powder,Inpatient,,,,,0,45.8,45.8,38.93,45.8,43.51,41.22,41.22,44.426,43.51,38.93,43.51,43.052,Daniels_Memorial_Hospital
6771486_1,00173-0696-04 - fluticasone-salmeterol 250 mcg-50 mcg Powder,Outpatient,,,,,0,45.8,45.8,38.93,45.8,43.51,41.22,41.22,44.426,43.51,38.93,43.51,43.052,Daniels_Memorial_Hospital
6771488_1,00069-6001-21 - fosphenytoin 500 mg PE/10 mL Soln,Inpatient,,Q2009,Fosphenytoin inj pe,,10,122,122,103.7,122,115.9,109.8,109.8,118.34,115.9,103.7,115.9,114.68,Daniels_Memorial_Hospital
6771488_1,00069-6001-21 - fosphenytoin 500 mg PE/10 mL Soln,Outpatient,,Q2009,Fosphenytoin inj pe,,10,122,122,103.7,122,115.9,109.8,109.8,118.34,115.9,103.7,115.9,114.68,Daniels_Memorial_Hospital
6771491_1,00056-0168-75 - warfarin 4 mg Tab,Inpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771491_1,00056-0168-75 - warfarin 4 mg Tab,Outpatient,,,,,0,0.52,0.52,0.442,0.52,0.494,0.468,0.468,0.5044,0.494,0.442,0.494,0.4888,Daniels_Memorial_Hospital
6771493_1,00002-3235-60 - DULoxetine 20 mg Cap,Inpatient,,,,,0,54.32,54.32,46.172,54.32,51.604,48.888,48.888,52.6904,51.604,46.172,51.604,51.0608,Daniels_Memorial_Hospital
6771493_1,00002-3235-60 - DULoxetine 20 mg Cap,Outpatient,,,,,0,54.32,54.32,46.172,54.32,51.604,48.888,48.888,52.6904,51.604,46.172,51.604,51.0608,Daniels_Memorial_Hospital
6771496_1,00003-0894-31 - apixaban 5 mg Tab,Inpatient,,,,,0,49,49,41.65,49,46.55,44.1,44.1,47.53,46.55,41.65,46.55,46.06,Daniels_Memorial_Hospital
6771496_1,00003-0894-31 - apixaban 5 mg Tab,Outpatient,,,,,0,49,49,41.65,49,46.55,44.1,44.1,47.53,46.55,41.65,46.55,46.06,Daniels_Memorial_Hospital
6771498_1,68462-0126-05 - gabapentin 600 mg Tab,Inpatient,,,,,0,4.42,4.42,3.757,4.42,4.199,3.978,3.978,4.2874,4.199,3.757,4.199,4.1548,Daniels_Memorial_Hospital
6771498_1,68462-0126-05 - gabapentin 600 mg Tab,Outpatient,,,,,0,4.42,4.42,3.757,4.42,4.199,3.978,3.978,4.2874,4.199,3.757,4.199,4.1548,Daniels_Memorial_Hospital
6771503_1,00904-6420-61 - acetaminophen-HYDROcodone 325 mg-7.5 mg Tab,Inpatient,,,,,0,18.32,18.32,15.572,18.32,17.404,16.488,16.488,17.7704,17.404,15.572,17.404,17.2208,Daniels_Memorial_Hospital
6771503_1,00904-6420-61 - acetaminophen-HYDROcodone 325 mg-7.5 mg Tab,Outpatient,,,,,0,18.32,18.32,15.572,18.32,17.404,16.488,16.488,17.7704,17.404,15.572,17.404,17.2208,Daniels_Memorial_Hospital
6771505_1,66758-0190-13 - potassium chloride 20 mEq ER Tab,Inpatient,,,,,0,4.55,4.55,3.8675,4.55,4.3225,4.095,4.095,4.4135,4.3225,3.8675,4.3225,4.277,Daniels_Memorial_Hospital
6771505_1,66758-0190-13 - potassium chloride 20 mEq ER Tab,Outpatient,,,,,0,4.55,4.55,3.8675,4.55,4.3225,4.095,4.095,4.4135,4.3225,3.8675,4.3225,4.277,Daniels_Memorial_Hospital
6771507_1,49781-0026-30 - ranitidine 75 mg Tab,Inpatient,,,,,0,1.17,1.17,0.9945,1.17,1.1115,1.053,1.053,1.1349,1.1115,0.9945,1.1115,1.0998,Daniels_Memorial_Hospital
6771507_1,49781-0026-30 - ranitidine 75 mg Tab,Outpatient,,,,,0,1.17,1.17,0.9945,1.17,1.1115,1.053,1.053,1.1349,1.1115,0.9945,1.1115,1.0998,Daniels_Memorial_Hospital
6771509_1,45802-0357-58 - sodium chloride nasal 0.65% Spray,Inpatient,,,,,0,11.96,11.96,10.166,11.96,11.362,10.764,10.764,11.6012,11.362,10.166,11.362,11.2424,Daniels_Memorial_Hospital
6771509_1,45802-0357-58 - sodium chloride nasal 0.65% Spray,Outpatient,,,,,0,11.96,11.96,10.166,11.96,11.362,10.764,10.764,11.6012,11.362,10.166,11.362,11.2424,Daniels_Memorial_Hospital
6771511_1,00074-6624-11 - levothyroxine 100 mcg (0.1 mg) Tab,Inpatient,,,,,0,1.95,1.95,1.6575,1.95,1.8525,1.755,1.755,1.8915,1.8525,1.6575,1.8525,1.833,Daniels_Memorial_Hospital
6771511_1,00074-6624-11 - levothyroxine 100 mcg (0.1 mg) Tab,Outpatient,,,,,0,1.95,1.95,1.6575,1.95,1.8525,1.755,1.755,1.8915,1.8525,1.6575,1.8525,1.833,Daniels_Memorial_Hospital
6771513_1,49281-0400-10 - tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2 units-15.5 mcg/0.5 mL Susp,Inpatient,,,,,0,226.87,226.87,192.8395,226.87,215.5265,204.183,204.183,220.0639,215.5265,192.8395,215.5265,213.2578,Daniels_Memorial_Hospital
6771513_1,49281-0400-10 - tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2 units-15.5 mcg/0.5 mL Susp,Outpatient,,,,,0,226.87,226.87,192.8395,226.87,215.5265,204.183,204.183,220.0639,215.5265,192.8395,215.5265,213.2578,Daniels_Memorial_Hospital
6771560_1,58160-0826-52 - hepatitis A adult vaccine 1440 units/mL preservative free Susp,Inpatient,,,,,0,227.76,227.76,193.596,227.76,216.372,204.984,204.984,220.9272,216.372,193.596,216.372,214.0944,Daniels_Memorial_Hospital
6771560_1,58160-0826-52 - hepatitis A adult vaccine 1440 units/mL preservative free Susp,Outpatient,,,,,0,227.76,227.76,193.596,227.76,216.372,204.984,204.984,220.9272,216.372,193.596,216.372,214.0944,Daniels_Memorial_Hospital
6773392_2,DMHC Ear Lavage,ProFee,989,69209,"Removal impacted cerumen using irrigation/lavage, unilateral",,0,109,109,12.97,109,12.97,,,0,,,103.55,21.3415,Daniels_Memorial_Hospital
6774058_1,00270-1316-30 - RAD iopamidol 76% Soln,Inpatient,,Q9967,"Locm 300-399mg/ml iodine,1ml",,50,41.84,41.84,1.0185,41.84,39.748,37.656,37.656,40.5848,39.748,35.564,39.748,39.3296,Daniels_Memorial_Hospital
6774058_1,00270-1316-30 - RAD iopamidol 76% Soln,Outpatient,,Q9967,"Locm 300-399mg/ml iodine,1ml",,50,41.84,41.84,1.0185,41.84,39.748,1.0185,1.0185,40.5848,39.748,35.564,39.748,39.3296,Daniels_Memorial_Hospital
6774061_1,00270-1316-35 - RAD iopamidol 76% Soln,Inpatient,,Q9967,"Locm 300-399mg/ml iodine,1ml",,100,89.52,89.52,1.0185,89.52,85.044,80.568,80.568,86.8344,85.044,76.092,85.044,84.1488,Daniels_Memorial_Hospital
6774061_1,00270-1316-35 - RAD iopamidol 76% Soln,Outpatient,,Q9967,"Locm 300-399mg/ml iodine,1ml",,100,89.52,89.52,1.0185,89.52,85.044,1.0185,1.0185,86.8344,85.044,76.092,85.044,84.1488,Daniels_Memorial_Hospital
6774064_1,00270-0445-35 - RAD diatrizoate 66%-10% Soln,Inpatient,,Q9963,"Hocm 350-399mg/ml iodine,1ml",,1,73.35,73.35,62.3475,73.35,69.6825,66.015,66.015,71.1495,69.6825,62.3475,69.6825,68.949,Daniels_Memorial_Hospital
