ALT CODE TYPE,ALT CODE,NAME,CURRENT STANDARD AMOUNT,GROSS CHARGES,SELF PAY CHARGES,MINIMUM NEGOTIATED CHARGES,MAXIMUM NEGOTIATED CHARGES,PAYER - AARP,PAYER - AETNA,PAYER - AID ASSOCIATION FOR LUTHERANS,PAYER - ALLEGIANCE BENEFIT PLAN MANAGEMENT,PAYER - ANTHEM,PAYER - APWU,PAYER - BANKERS,PAYER - BLUE CROSS BLUE SHIELD,PAYER - CHAMPUS VA,PAYER - CIGNA,PAYER - COLONIAL LIFE,PAYER - CONTINENTAL GENERAL,PAYER - CONTINENTAL LIFE,PAYER - EMBS,PAYER - EMPLOYEE BENEFIT MANAGEMENT SERVICES,PAYER - EQUITABLE LIFE,PAYER - GE,PAYER - GEHA,PAYER - GOLDEN,PAYER - HEALTH INFO NET,PAYER - HUMANA,PAYER - KAISER PERMANENTE,PAYER - LOOMIS,PAYER - MACO,PAYER - MAIL HANDLERS,PAYER - MARSH,PAYER - MT HEALTH COOP,PAYER - MT MEDICAL BILLING,PAYER - MUTUAL OF OMAHA,PAYER - OPERATING ENGINEERS,PAYER - PACIFIC SOURCE,PAYER - PHYSICIANS MUTUAL,PAYER - PRINCIPAL LIFE,PAYER - RURAL CARRIER,PAYER - STERLING,PAYER - TRICARE FOR LIFE,PAYER - TRICARE NORTHWEST,PAYER - TRIWEST,PAYER - UHC,PAYER - UNITED AMERICAN,PAYER - UNITED HEALTHCARE,PAYER - USAA,PAYER - VA NETWORK,hospital
HCPCS,A9540,TC99M MAA 10 MILLICUREIS,1412.4,1412.4,1129.92,441.77,1412.4,1412.58,1400.03,1411.2,1142.35,441.77,1190.02,1407.02,1019.91,820.68,1159.28,1388.21,1412.4,1412.65,1264.1,1091.38,1412.45,1412.4,1190.45,1412.4,1412.4,1363.99,848.82,904.11,1106.73,1234.72,1412.4,1186.41,698.67,1412.0,1412.4,1157.73,1412.4,1406.54,1411.27,1412.41,1399.95,657.97,825.54,1412.4,1410.75,1179.2,1412.4,781.93,St_Luke_Community_Hospital
CPT-4,20680,REMOVAL IMPLANT DEEP,1414.62,1414.62,1131.7,442.47,1414.62,1414.8,1402.23,1413.42,1144.15,442.47,1191.89,1409.23,1021.51,821.97,1161.1,1390.4,1414.62,1414.87,1266.09,1093.1,1414.67,1414.62,1192.32,1414.62,1414.62,1366.13,850.15,905.53,1108.46,1236.66,1414.62,1188.27,699.77,1414.22,1414.62,1159.55,1414.62,1408.75,1413.49,1414.63,1402.15,659.01,826.84,1414.62,1412.97,1181.06,1414.62,783.16,St_Luke_Community_Hospital
HCPCS,C1713,I PLATE 3D 2.3M LKNG 2X2HOLE,1415.5,1415.5,1132.4,442.74,1415.5,1415.68,1403.1,1414.29,1144.86,442.74,1192.64,1410.1,1022.15,822.49,1161.82,1391.26,1415.5,1415.75,1266.87,1093.78,1415.55,1415.5,1193.06,1415.5,1415.5,1366.98,850.68,906.09,1109.15,1237.43,1415.5,1189.01,700.2,1415.1,1415.5,1160.27,1415.5,1409.63,1414.36,1415.51,1403.02,659.42,827.35,1415.5,1413.85,1181.79,1415.5,783.65,St_Luke_Community_Hospital
HCPCS,C1713,I IMPLANT INSERTER 2.75MM,1417.5,1417.5,1134.0,443.37,1417.5,1417.68,1405.09,1416.29,1146.48,443.37,1194.32,1412.1,1023.59,823.65,1163.46,1393.23,1417.5,1417.75,1268.66,1095.32,1417.55,1417.5,1194.74,1417.5,1417.5,1368.91,851.89,907.37,1110.72,1239.18,1417.5,1190.69,701.19,1417.1,1417.5,1161.91,1417.5,1411.62,1416.36,1417.51,1405.0,660.35,828.52,1417.5,1415.85,1183.46,1417.5,784.75,St_Luke_Community_Hospital
CPT-4,28100,REMOVAL OF ANKLE/HEEL LESION,1418.1,1418.1,1134.48,443.56,1418.1,1418.28,1405.68,1416.89,1146.96,443.56,1194.83,1412.69,1024.03,824.0,1163.95,1393.82,1418.1,1418.35,1269.2,1095.79,1418.15,1418.1,1195.25,1418.1,1418.1,1369.49,852.25,907.76,1111.19,1239.71,1418.1,1191.2,701.49,1417.7,1418.1,1162.4,1418.1,1412.22,1416.96,1418.11,1405.6,660.63,828.87,1418.1,1416.45,1183.96,1418.1,785.09,St_Luke_Community_Hospital
HCPCS,G0378,OBSERVATION ROOM TELEMETRY -14,1419.2,1419.2,1135.36,443.9,1419.2,1419.38,1406.77,1417.99,1147.85,443.9,1195.75,1413.79,1024.82,824.64,1164.86,1394.9,1419.2,1419.45,1270.19,1096.64,1419.25,1419.2,1196.18,1419.2,1419.2,1370.56,852.91,908.46,1112.05,1240.67,1419.2,1192.12,702.03,1418.8,1419.2,1163.3,1419.2,1413.31,1418.06,1419.21,1406.69,661.14,829.52,1419.2,1417.55,1184.88,1419.2,785.69,St_Luke_Community_Hospital
CPT-4,29824,SHOULDER ARTHROSCOPY/SURGERY,1426.3,1426.3,1141.04,446.12,1426.3,1426.48,1413.81,1425.09,1153.59,446.12,1201.73,1420.86,1029.95,828.76,1170.68,1401.88,1426.3,1426.55,1276.54,1102.12,1426.35,1426.3,1202.16,1426.3,1426.3,1377.41,857.17,913.01,1117.62,1246.87,1426.3,1198.09,705.55,1425.9,1426.3,1169.12,1426.3,1420.38,1425.16,1426.31,1413.72,664.45,833.67,1426.3,1424.64,1190.81,1426.3,789.63,St_Luke_Community_Hospital
CPT-4,78315,BONE/JOINT IMAGING 3 PHASE STU,1428.85,1428.85,1143.08,446.92,1428.85,1429.03,1416.34,1427.63,1155.66,446.92,1203.88,1423.4,1031.79,830.24,1172.78,1404.38,1428.85,1429.1,1278.82,1104.09,1428.9,1428.85,1204.31,1428.85,1428.85,1379.88,858.71,914.64,1119.62,1249.1,1428.85,1200.23,706.81,1428.45,1428.85,1171.21,1428.85,1422.92,1427.7,1428.86,1416.25,665.64,835.16,1428.85,1427.19,1192.94,1428.85,791.04,St_Luke_Community_Hospital
CPT-4,27882,AMPUTATION OF LOWER LEG,1429.4,1429.4,1143.52,447.09,1429.4,1429.58,1416.88,1428.18,1156.1,447.09,1204.35,1423.95,1032.19,830.56,1173.23,1404.92,1429.4,1429.65,1279.32,1104.52,1429.45,1429.4,1204.77,1429.4,1429.4,1380.41,859.04,914.99,1120.05,1249.58,1429.4,1200.69,707.08,1429.0,1429.4,1171.66,1429.4,1423.47,1428.25,1429.41,1416.8,665.89,835.48,1429.4,1427.74,1193.4,1429.4,791.34,St_Luke_Community_Hospital
CPT-4,29879,KNEE ARTHROSCOPY/SURGERY,1431.4,1431.4,1145.12,447.72,1431.4,1431.58,1418.86,1430.18,1157.72,447.72,1206.03,1425.94,1033.63,831.73,1174.87,1406.89,1431.4,1431.65,1281.11,1106.06,1431.45,1431.4,1206.46,1431.4,1431.4,1382.34,860.24,916.27,1121.61,1251.33,1431.4,1202.37,708.07,1431.0,1431.4,1173.3,1431.4,1425.46,1430.25,1431.41,1418.78,666.83,836.65,1431.4,1429.73,1195.07,1431.4,792.45,St_Luke_Community_Hospital
CPT-4,27380,REPAIR OF KNEECAP TENDON,1435.0,1435.0,1148.0,448.84,1435.0,1435.18,1422.43,1433.78,1160.63,448.84,1209.06,1429.53,1036.23,833.82,1177.83,1410.43,1435.0,1435.25,1284.33,1108.85,1435.05,1435.0,1209.49,1435.0,1435.0,1385.82,862.4,918.58,1124.43,1254.48,1435.0,1205.39,709.85,1434.6,1435.0,1176.25,1435.0,1429.05,1433.85,1435.01,1422.35,668.5,838.75,1435.0,1433.33,1198.07,1435.0,794.44,St_Luke_Community_Hospital
CPT-4,28306,INCISION OF METATARSAL,1438.8,1438.8,1151.04,450.03,1438.8,1438.98,1426.2,1437.58,1163.7,450.03,1212.27,1433.31,1038.97,836.02,1180.94,1414.16,1438.8,1439.05,1287.73,1111.78,1438.85,1438.8,1212.7,1438.8,1438.8,1389.48,864.69,921.01,1127.41,1257.8,1438.8,1208.59,711.73,1438.4,1438.8,1179.37,1438.8,1432.83,1437.65,1438.81,1426.11,670.27,840.97,1438.8,1437.12,1201.24,1438.8,796.55,St_Luke_Community_Hospital
CPT-4,28306,INCISION OF METATARSAL,1438.8,1438.8,1151.04,450.03,1438.8,1438.98,1426.2,1437.58,1163.7,450.03,1212.27,1433.31,1038.97,836.02,1180.94,1414.16,1438.8,1439.05,1287.73,1111.78,1438.85,1438.8,1212.7,1438.8,1438.8,1389.48,864.69,921.01,1127.41,1257.8,1438.8,1208.59,711.73,1438.4,1438.8,1179.37,1438.8,1432.83,1437.65,1438.81,1426.11,670.27,840.97,1438.8,1437.12,1201.24,1438.8,796.55,St_Luke_Community_Hospital
CPT-4,78320,BONE/JOINT IMAGING;TOMOGRAPHIC,1441.0,1441.0,1152.8,450.72,1441.0,1441.18,1428.38,1439.77,1165.48,450.72,1214.12,1435.51,1040.56,837.3,1182.75,1416.32,1441.0,1441.25,1289.7,1113.48,1441.05,1441.0,1214.55,1441.0,1441.0,1391.61,866.01,922.42,1129.14,1259.73,1441.0,1210.43,712.82,1440.6,1441.0,1181.17,1441.0,1435.02,1439.84,1441.01,1428.29,671.3,842.26,1441.0,1439.32,1203.08,1441.0,797.76,St_Luke_Community_Hospital
HCPCS,C1713,I PLATE 1.7 S LOCK 3-D 2X2H,1447.7,1447.7,1158.16,452.82,1447.7,1447.88,1435.02,1446.47,1170.9,452.82,1219.77,1442.18,1045.4,841.2,1188.25,1422.91,1447.7,1447.95,1295.69,1118.66,1447.75,1447.7,1220.2,1447.7,1447.7,1398.08,870.03,926.71,1134.39,1265.58,1447.7,1216.06,716.13,1447.29,1447.7,1186.66,1447.7,1441.69,1446.54,1447.71,1434.93,674.42,846.18,1447.7,1446.01,1208.67,1447.7,801.47,St_Luke_Community_Hospital
CPT-4,27822,TREATMENT OF ANKLE FRACTURE,1453.0,1453.0,1162.4,454.47,1453.0,1453.18,1440.27,1451.76,1175.19,454.47,1224.23,1447.46,1049.23,844.28,1192.6,1428.12,1453.0,1453.25,1300.44,1122.75,1453.05,1453.0,1224.67,1453.0,1453.0,1403.2,873.22,930.1,1138.54,1270.22,1453.0,1220.51,718.75,1452.59,1453.0,1191.0,1453.0,1446.97,1451.83,1453.01,1440.19,676.89,849.27,1453.0,1451.31,1213.1,1453.0,804.41,St_Luke_Community_Hospital
CPT-4,27822,TREATMENT OF ANKLE FRACTURE,1453.0,1453.0,1162.4,454.47,1453.0,1453.18,1440.27,1451.76,1175.19,454.47,1224.23,1447.46,1049.23,844.28,1192.6,1428.12,1453.0,1453.25,1300.44,1122.75,1453.05,1453.0,1224.67,1453.0,1453.0,1403.2,873.22,930.1,1138.54,1270.22,1453.0,1220.51,718.75,1452.59,1453.0,1191.0,1453.0,1446.97,1451.83,1453.01,1440.19,676.89,849.27,1453.0,1451.31,1213.1,1453.0,804.41,St_Luke_Community_Hospital
CPT-4,23405,INCISION OF TENDON & MUSCLE,1457.0,1457.0,1165.6,455.72,1457.0,1457.18,1444.24,1455.76,1178.42,455.72,1227.6,1451.45,1052.12,846.6,1195.88,1432.05,1457.0,1457.25,1304.02,1125.84,1457.05,1457.0,1228.04,1457.0,1457.0,1407.06,875.62,932.66,1141.67,1273.71,1457.0,1223.87,720.73,1456.59,1457.0,1194.28,1457.0,1450.96,1455.83,1457.01,1444.15,678.75,851.61,1457.0,1455.3,1216.44,1457.0,806.62,St_Luke_Community_Hospital
CPT-4,23405,INCISION OF TENDON & MUSCLE,1457.0,1457.0,1165.6,455.72,1457.0,1457.18,1444.24,1455.76,1178.42,455.72,1227.6,1451.45,1052.12,846.6,1195.88,1432.05,1457.0,1457.25,1304.02,1125.84,1457.05,1457.0,1228.04,1457.0,1457.0,1407.06,875.62,932.66,1141.67,1273.71,1457.0,1223.87,720.73,1456.59,1457.0,1194.28,1457.0,1450.96,1455.83,1457.01,1444.15,678.75,851.61,1457.0,1455.3,1216.44,1457.0,806.62,St_Luke_Community_Hospital
HCPCS,C1713,I PLATE STR LO-PRO 2.4MM 5 HL,1459.5,1459.5,1167.6,456.51,1459.5,1459.68,1446.72,1458.26,1180.45,456.51,1229.71,1453.94,1053.92,848.05,1197.93,1434.51,1459.5,1459.75,1306.25,1127.78,1459.55,1459.5,1230.14,1459.5,1459.5,1409.48,877.13,934.26,1143.63,1275.9,1459.5,1225.97,721.97,1459.09,1459.5,1196.33,1459.5,1453.45,1458.33,1459.51,1446.63,679.92,853.07,1459.5,1457.8,1218.53,1459.5,808.01,St_Luke_Community_Hospital
CPT-4,59409,VAGINAL DELIVERY ONLY,1464.7,1464.7,1171.76,458.13,1464.7,1464.88,1451.87,1463.45,1184.65,458.13,1234.09,1459.12,1057.68,851.07,1202.2,1439.62,1464.7,1464.95,1310.91,1131.79,1464.75,1464.7,1234.53,1464.7,1464.7,1414.5,880.25,937.59,1147.71,1280.44,1464.7,1230.34,724.54,1464.29,1464.7,1200.6,1464.7,1458.62,1463.53,1464.71,1451.78,682.34,856.11,1464.7,1462.99,1222.87,1464.7,810.88,St_Luke_Community_Hospital
CPT-4,78708,KIDNEY IMAGING MORPHOLOGY,1468.55,1468.55,1174.84,459.34,1468.55,1468.73,1455.69,1467.3,1187.76,459.34,1237.33,1462.95,1060.46,853.31,1205.36,1443.4,1468.55,1468.8,1314.35,1134.77,1468.6,1468.55,1237.77,1468.55,1468.55,1418.22,882.57,940.05,1150.72,1283.81,1468.55,1233.58,726.45,1468.14,1468.55,1203.75,1468.55,1462.46,1467.37,1468.56,1455.6,684.13,858.36,1468.55,1466.84,1226.08,1468.55,813.02,St_Luke_Community_Hospital
HCPCS,G0378,OBSERVATION ROOM TELEMETRY -15,1469.6,1469.6,1175.68,459.66,1469.6,1469.78,1456.73,1468.35,1188.61,459.66,1238.22,1464.0,1061.22,853.92,1206.22,1444.43,1469.6,1469.86,1315.29,1135.58,1469.65,1469.6,1238.66,1469.6,1469.6,1419.23,883.2,940.72,1151.55,1284.73,1469.6,1234.46,726.97,1469.19,1469.6,1204.61,1469.6,1463.5,1468.42,1469.61,1456.64,684.62,858.98,1469.6,1467.89,1226.96,1469.6,813.6,St_Luke_Community_Hospital
CPT-4,46040,INCISION OF RECTAL ABSCESS,1474.0,1474.0,1179.2,461.04,1474.0,1474.18,1461.09,1472.75,1192.17,461.04,1241.92,1468.38,1064.39,856.48,1209.84,1448.76,1474.0,1474.26,1319.23,1138.98,1474.05,1474.0,1242.37,1474.0,1474.0,1423.48,885.84,943.54,1154.99,1288.57,1474.0,1238.15,729.14,1473.59,1474.0,1208.22,1474.0,1467.89,1472.82,1474.01,1461.0,686.67,861.55,1474.0,1472.28,1230.63,1474.0,816.03,St_Luke_Community_Hospital
CPT-4,19120,REMOVAL OF BREAST LESION,1474.0,1474.0,1179.2,461.04,1474.0,1474.18,1461.09,1472.75,1192.17,461.04,1241.92,1468.38,1064.39,856.48,1209.84,1448.76,1474.0,1474.26,1319.23,1138.98,1474.05,1474.0,1242.37,1474.0,1474.0,1423.48,885.84,943.54,1154.99,1288.57,1474.0,1238.15,729.14,1473.59,1474.0,1208.22,1474.0,1467.89,1472.82,1474.01,1461.0,686.67,861.55,1474.0,1472.28,1230.63,1474.0,816.03,St_Luke_Community_Hospital
,,LEVEL 3 CLOSED TX FX/PROCEDURE,1480.0,1480.0,1184.0,462.92,1480.0,1480.19,1467.04,1478.74,1197.03,462.92,1246.98,1474.36,1068.73,859.96,1214.76,1454.66,1480.0,1480.26,1324.6,1143.62,1480.05,1480.0,1247.42,1480.0,1480.0,1429.27,889.45,947.38,1159.7,1293.82,1480.0,1243.19,732.11,1479.58,1480.0,1213.14,1480.0,1473.86,1478.81,1480.01,1466.95,689.47,865.05,1480.0,1478.28,1235.64,1480.0,819.35,St_Luke_Community_Hospital
HCPCS,C1713,I X-PLATE MEDIUM 3.0MM TI,1488.0,1488.0,1190.4,465.42,1488.0,1488.19,1474.97,1486.73,1203.5,465.42,1253.72,1482.33,1074.5,864.61,1221.33,1462.52,1488.0,1488.26,1331.76,1149.8,1488.05,1488.0,1254.17,1488.0,1488.0,1437.0,894.25,952.5,1165.96,1300.81,1488.0,1249.91,736.07,1487.58,1488.0,1219.69,1488.0,1481.83,1486.81,1488.01,1474.88,693.19,869.73,1488.0,1486.27,1242.32,1488.0,823.78,St_Luke_Community_Hospital
,,STIMULBLAST PUTTY 5CC,1488.0,1488.0,1190.4,465.42,1488.0,1488.19,1474.97,1486.73,1203.5,465.42,1253.72,1482.33,1074.5,864.61,1221.33,1462.52,1488.0,1488.26,1331.76,1149.8,1488.05,1488.0,1254.17,1488.0,1488.0,1437.0,894.25,952.5,1165.96,1300.81,1488.0,1249.91,736.07,1487.58,1488.0,1219.69,1488.0,1481.83,1486.81,1488.01,1474.88,693.19,869.73,1488.0,1486.27,1242.32,1488.0,823.78,St_Luke_Community_Hospital
CPT-4,43255,EGD CONTROL BLEEDING ANY,1493.3,1493.3,1194.64,467.08,1493.3,1493.49,1480.22,1492.03,1207.78,467.08,1258.19,1487.61,1078.33,867.69,1225.68,1467.73,1493.3,1493.56,1336.51,1153.89,1493.35,1493.3,1258.63,1493.3,1493.3,1442.12,897.44,955.9,1170.12,1305.45,1493.3,1254.36,738.69,1492.88,1493.3,1224.04,1493.3,1487.11,1492.1,1493.31,1480.13,695.66,872.83,1493.3,1491.56,1246.74,1493.3,826.72,St_Luke_Community_Hospital
CPT-4,71550,MRI CHEST WITHOUT,1512.5,1512.5,1210.0,473.08,1512.5,1512.69,1499.25,1511.21,1223.31,473.08,1274.36,1506.73,1092.19,878.85,1241.44,1486.6,1512.5,1512.76,1353.69,1168.73,1512.55,1512.5,1274.82,1512.5,1512.5,1460.66,908.98,968.19,1185.16,1322.23,1512.5,1270.49,748.19,1512.07,1512.5,1239.78,1512.5,1506.23,1511.29,1512.51,1499.16,704.61,884.05,1512.5,1510.74,1262.77,1512.5,837.35,St_Luke_Community_Hospital
CPT-4,29882,KNEE ARTHROSCOPY/SURGERY,1514.6,1514.6,1211.68,473.74,1514.6,1514.79,1501.34,1513.31,1225.01,473.74,1276.13,1508.83,1093.71,880.07,1243.16,1488.66,1514.6,1514.86,1355.57,1170.35,1514.65,1514.6,1276.59,1514.6,1514.6,1462.69,910.24,969.53,1186.81,1324.07,1514.6,1272.26,749.23,1514.17,1514.6,1241.5,1514.6,1508.32,1513.39,1514.61,1501.24,705.59,885.28,1514.6,1512.84,1264.53,1514.6,838.51,St_Luke_Community_Hospital
HCPCS,G0378,OBSERVATION ROOM TELEMETRY -16,1520.7,1520.7,1216.56,475.65,1520.7,1520.89,1507.38,1519.41,1229.94,475.65,1281.27,1514.9,1098.12,883.61,1248.17,1494.66,1520.7,1520.96,1361.03,1175.07,1520.76,1520.7,1281.73,1520.7,1520.7,1468.58,913.91,973.43,1191.59,1329.4,1520.7,1277.38,752.24,1520.27,1520.7,1246.5,1520.7,1514.39,1519.48,1520.71,1507.29,708.43,888.84,1520.7,1518.93,1269.62,1520.7,841.89,St_Luke_Community_Hospital
CPT-4,27690,REVISE LOWER LEG TENDON,1520.8,1520.8,1216.64,475.68,1520.8,1520.99,1507.48,1519.51,1230.02,475.68,1281.36,1515.0,1098.19,883.67,1248.25,1494.76,1520.8,1521.06,1361.12,1175.14,1520.86,1520.8,1281.81,1520.8,1520.8,1468.67,913.97,973.5,1191.67,1329.49,1520.8,1277.46,752.29,1520.37,1520.8,1246.58,1520.8,1514.49,1519.58,1520.81,1507.39,708.47,888.9,1520.8,1519.03,1269.7,1520.8,841.94,St_Luke_Community_Hospital
CPT-4,27690,REVISE LOWER LEG TENDON,1520.8,1520.8,1216.64,475.68,1520.8,1520.99,1507.48,1519.51,1230.02,475.68,1281.36,1515.0,1098.19,883.67,1248.25,1494.76,1520.8,1521.06,1361.12,1175.14,1520.86,1520.8,1281.81,1520.8,1520.8,1468.67,913.97,973.5,1191.67,1329.49,1520.8,1277.46,752.29,1520.37,1520.8,1246.58,1520.8,1514.49,1519.58,1520.81,1507.39,708.47,888.9,1520.8,1519.03,1269.7,1520.8,841.94,St_Luke_Community_Hospital
CPT-4,73718,MRI LOWER EXT NO JOINT W/O,1524.3,1524.3,1219.44,476.77,1524.3,1524.49,1510.95,1523.0,1232.86,476.77,1284.3,1518.49,1100.72,885.71,1251.12,1498.2,1524.3,1524.56,1364.25,1177.85,1524.36,1524.3,1284.76,1524.3,1524.3,1472.05,916.07,975.74,1194.41,1332.55,1524.3,1280.4,754.02,1523.87,1524.3,1249.45,1524.3,1517.98,1523.08,1524.31,1510.86,710.1,890.95,1524.3,1522.52,1272.63,1524.3,843.88,St_Luke_Community_Hospital
CPT-4,28300,INCISION OF HEEL BONE,1527.3,1527.3,1221.84,477.71,1527.3,1527.49,1513.92,1526.0,1235.28,477.71,1286.83,1521.48,1102.88,887.45,1253.58,1501.15,1527.3,1527.57,1366.94,1180.17,1527.36,1527.3,1287.29,1527.3,1527.3,1474.95,917.87,977.66,1196.76,1335.17,1527.3,1282.92,755.51,1526.87,1527.3,1251.91,1527.3,1520.96,1526.08,1527.31,1513.83,711.5,892.7,1527.3,1525.52,1275.13,1527.3,845.54,St_Luke_Community_Hospital
CPT-4,99468,NEONATE CRIT CARE INITIAL,1533.0,1533.0,1226.4,479.5,1533.0,1533.19,1519.57,1531.69,1239.89,479.5,1291.64,1527.16,1107.0,890.76,1258.26,1506.75,1533.0,1533.27,1372.04,1184.57,1533.06,1533.0,1292.09,1533.0,1533.0,1480.46,921.3,981.31,1201.22,1340.15,1533.0,1287.71,758.33,1532.57,1533.0,1256.58,1533.0,1526.64,1531.77,1533.01,1519.48,714.16,896.03,1533.0,1531.21,1279.89,1533.0,848.7,St_Luke_Community_Hospital
HCPCS,C1713,I BONE VOID FILLER KIT-SMALL,1534.5,1534.5,1227.6,479.96,1534.5,1534.69,1521.06,1533.19,1241.11,479.96,1292.9,1528.65,1108.08,891.63,1259.49,1508.22,1534.5,1534.77,1373.38,1185.73,1534.56,1534.5,1293.36,1534.5,1534.5,1481.9,922.2,982.27,1202.4,1341.46,1534.5,1288.97,759.07,1534.07,1534.5,1257.81,1534.5,1528.13,1533.27,1534.51,1520.97,714.86,896.91,1534.5,1532.71,1281.14,1534.5,849.53,St_Luke_Community_Hospital
CPT-4,73721,MRI LOWER EXT JOINT WITHOUT,1538.9,1538.9,1231.12,481.34,1538.9,1539.09,1525.42,1537.59,1244.66,481.34,1296.61,1533.03,1111.26,894.19,1263.11,1512.55,1538.9,1539.17,1377.32,1189.13,1538.96,1538.9,1297.07,1538.9,1538.9,1486.15,924.84,985.09,1205.85,1345.31,1538.9,1292.67,761.25,1538.47,1538.9,1261.42,1538.9,1532.52,1537.67,1538.91,1525.33,716.91,899.48,1538.9,1537.11,1284.82,1538.9,851.96,St_Luke_Community_Hospital
CPT-4,73221,MRI UPPER EXT JOINT WITHOUT,1538.9,1538.9,1231.12,481.34,1538.9,1539.09,1525.42,1537.59,1244.66,481.34,1296.61,1533.03,1111.26,894.19,1263.11,1512.55,1538.9,1539.17,1377.32,1189.13,1538.96,1538.9,1297.07,1538.9,1538.9,1486.15,924.84,985.09,1205.85,1345.31,1538.9,1292.67,761.25,1538.47,1538.9,1261.42,1538.9,1532.52,1537.67,1538.91,1525.33,716.91,899.48,1538.9,1537.11,1284.82,1538.9,851.96,St_Luke_Community_Hospital
CPT-4,72195,MRI PELVIS W/O CONTRAST,1538.9,1538.9,1231.12,481.34,1538.9,1539.09,1525.42,1537.59,1244.66,481.34,1296.61,1533.03,1111.26,894.19,1263.11,1512.55,1538.9,1539.17,1377.32,1189.13,1538.96,1538.9,1297.07,1538.9,1538.9,1486.15,924.84,985.09,1205.85,1345.31,1538.9,1292.67,761.25,1538.47,1538.9,1261.42,1538.9,1532.52,1537.67,1538.91,1525.33,716.91,899.48,1538.9,1537.11,1284.82,1538.9,851.96,St_Luke_Community_Hospital
CPT-4,74181,MRI ABDOMEN WITHOUT,1538.9,1538.9,1231.12,481.34,1538.9,1539.09,1525.42,1537.59,1244.66,481.34,1296.61,1533.03,1111.26,894.19,1263.11,1512.55,1538.9,1539.17,1377.32,1189.13,1538.96,1538.9,1297.07,1538.9,1538.9,1486.15,924.84,985.09,1205.85,1345.31,1538.9,1292.67,761.25,1538.47,1538.9,1261.42,1538.9,1532.52,1537.67,1538.91,1525.33,716.91,899.48,1538.9,1537.11,1284.82,1538.9,851.96,St_Luke_Community_Hospital
CPT-4,70336,MRI TMJ B/L,1538.9,1538.9,1231.12,481.34,1538.9,1539.09,1525.42,1537.59,1244.66,481.34,1296.61,1533.03,1111.26,894.19,1263.11,1512.55,1538.9,1539.17,1377.32,1189.13,1538.96,1538.9,1297.07,1538.9,1538.9,1486.15,924.84,985.09,1205.85,1345.31,1538.9,1292.67,761.25,1538.47,1538.9,1261.42,1538.9,1532.52,1537.67,1538.91,1525.33,716.91,899.48,1538.9,1537.11,1284.82,1538.9,851.96,St_Luke_Community_Hospital
HCPCS,J3304,INJ TRIAMCINOLONE ACE XR 32MG,1539.0,1539.0,1231.2,481.37,1539.0,1539.19,1525.52,1537.69,1244.74,481.37,1296.69,1533.13,1111.33,894.25,1263.19,1512.65,1539.0,1539.27,1377.41,1189.21,1539.06,1539.0,1297.15,1539.0,1539.0,1486.25,924.9,985.15,1205.93,1345.4,1539.0,1292.75,761.3,1538.57,1539.0,1261.5,1539.0,1532.62,1537.77,1539.01,1525.43,716.95,899.54,1539.0,1537.21,1284.9,1539.0,852.02,St_Luke_Community_Hospital
CPT-4,93306,ECHOCARDIOGRAM W/IV,1539.95,1539.95,1231.96,481.67,1539.95,1540.14,1526.46,1538.64,1245.51,481.67,1297.49,1534.08,1112.02,894.8,1263.97,1513.58,1539.95,1540.22,1378.26,1189.94,1540.01,1539.95,1297.95,1539.95,1539.95,1487.17,925.48,985.76,1206.67,1346.23,1539.95,1293.55,761.77,1539.52,1539.95,1262.28,1539.95,1533.56,1538.71,1539.96,1526.37,717.39,900.1,1539.95,1538.16,1285.69,1539.95,852.54,St_Luke_Community_Hospital
CPT-4,23515,TREAT CLAVICLE FRACTURE,1551.0,1551.0,1240.8,485.13,1551.0,1551.19,1537.42,1549.68,1254.45,485.13,1306.8,1545.09,1120.0,901.22,1273.04,1524.44,1551.0,1551.27,1388.15,1198.48,1551.06,1551.0,1307.27,1551.0,1551.0,1497.84,932.12,992.83,1215.33,1355.89,1551.0,1302.83,767.23,1550.56,1551.0,1271.33,1551.0,1544.57,1549.76,1551.01,1537.32,722.54,906.55,1551.0,1549.19,1294.92,1551.0,858.66,St_Luke_Community_Hospital
CPT-4,27685,REVISION OF LOWER LEG TENDON,1553.0,1553.0,1242.4,485.75,1553.0,1553.19,1539.4,1551.68,1256.07,485.75,1308.49,1547.08,1121.44,902.38,1274.68,1526.41,1553.0,1553.27,1389.94,1200.03,1553.06,1553.0,1308.95,1553.0,1553.0,1499.77,933.32,994.11,1216.9,1357.64,1553.0,1304.51,768.22,1552.56,1553.0,1272.97,1553.0,1546.56,1551.75,1553.01,1539.31,723.47,907.72,1553.0,1551.19,1296.59,1553.0,859.77,St_Luke_Community_Hospital
CPT-4,27685,REVISION OF LOWER LEG TENDON,1553.0,1553.0,1242.4,485.75,1553.0,1553.19,1539.4,1551.68,1256.07,485.75,1308.49,1547.08,1121.44,902.38,1274.68,1526.41,1553.0,1553.27,1389.94,1200.03,1553.06,1553.0,1308.95,1553.0,1553.0,1499.77,933.32,994.11,1216.9,1357.64,1553.0,1304.51,768.22,1552.56,1553.0,1272.97,1553.0,1546.56,1551.75,1553.01,1539.31,723.47,907.72,1553.0,1551.19,1296.59,1553.0,859.77,St_Luke_Community_Hospital
