Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_BLUE_OPTIONS,BCBSMT_HEALTHLINK_NETWORK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,EBMS,FIRST_CHOICE,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_PPO_DIRECT,INTERWEST_HEALTH_TRADITIONAL,MONTANA_HEALTH_COOP,PACIFIC_SOURCE,UHC,hospital
80156,"Carbamazepine level, total",,,80156,"Carbamazepine level, total",,,145,137.75,121.68,145,137.75,121.68,130.5,137.75,145,137.75,130.5,142.1,142.1,145,130.5,137.75,133.4,Barrett_Hospital_and_Healthcare
80162,"Digoxin level, total",,,80162,"Digoxin level, total",,,123,116.85,110.7,123,116.85,112.48,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
80164,"Valproic acid level, total",,,80164,"Valproic acid level, total",,,136,129.2,114.36,136,129.2,114.36,122.4,129.2,136,129.2,122.4,133.28,133.28,136,122.4,129.2,125.12,Barrett_Hospital_and_Healthcare
80175,Lamotrigine level,,,80175,Lamotrigine level,,,161,152.95,112.28,161,152.95,112.28,144.9,152.95,161,152.95,144.9,157.78,157.78,161,144.9,152.95,148.12,Barrett_Hospital_and_Healthcare
80177,Levetiracetam level,,,80177,Levetiracetam level,,,159,151.05,112.28,159,151.05,112.28,143.1,151.05,159,151.05,143.1,155.82,155.82,159,143.1,151.05,146.28,Barrett_Hospital_and_Healthcare
80178,Lithium level,,,80178,Lithium level,,,93,88.35,64.72,93,88.35,64.72,83.7,88.35,93,88.35,83.7,91.14,91.14,93,83.7,88.35,85.56,Barrett_Hospital_and_Healthcare
80185,"Phenytoin level, total",,,80185,"Phenytoin level, total",,,128,121.6,112.28,128,121.6,112.28,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
80197,Tacrolimus level,,,80197,Tacrolimus level,,,148,140.6,115.76,148,140.6,115.76,133.2,140.6,148,140.6,133.2,145.04,145.04,148,133.2,140.6,136.16,Barrett_Hospital_and_Healthcare
80202,Vancomycin (antibiotic) level,,,80202,Vancomycin (antibiotic) level,,,156,148.2,114.36,156,148.2,114.36,140.4,148.2,156,148.2,140.4,152.88,152.88,156,140.4,148.2,143.52,Barrett_Hospital_and_Healthcare
80305,"Testing for presence of drug, read by direct observation",,,80305,"Testing for presence of drug, read by direct observation",,,121,114.95,78.08,121,114.95,78.08,108.9,114.95,121,114.95,108.9,118.58,118.58,121,108.9,114.95,111.32,Barrett_Hospital_and_Healthcare
80307,"Testing for presence of drug, by chemistry analyzers",,,80307,"Testing for presence of drug, by chemistry analyzers",,,141,133.95,126.9,434,133.95,434,126.9,133.95,141,133.95,126.9,138.18,138.18,141,126.9,133.95,129.72,Barrett_Hospital_and_Healthcare
805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MAJOR COMPLICATIONS,,,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MAJOR COMPLICATIONS,,,10050.6425,9548.1103,9045.5783,10050.6425,9548.1103,9045.5783,9045.5783,9548.1103,10050.6425,9548.1103,9045.5783,9849.6297,9849.6297,10050.6425,9045.5783,9548.1103,9246.5911,Barrett_Hospital_and_Healthcare
806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH COMPLICATIONS,,,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH COMPLICATIONS,,,6096.5663,5791.738,5486.9096,6096.5663,5791.738,5486.9096,5486.9096,5791.738,6096.5663,5791.738,5486.9096,5974.635,5974.635,6096.5663,5486.9096,5791.738,5608.841,Barrett_Hospital_and_Healthcare
807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT COMPLICATIONS/MAJOR COMPLICATIONS,,,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT COMPLICATIONS/MAJOR COMPLICATIONS,,,5148.309,4890.8935,4633.4781,5148.309,4890.8935,4633.4781,4633.4781,4890.8935,5148.309,4890.8935,4633.4781,5045.3428,5045.3428,5148.309,4633.4781,4890.8935,4736.4443,Barrett_Hospital_and_Healthcare
81001,"Manual urinalysis test with examination using microscope, automated",,,81001,"Manual urinalysis test with examination using microscope, automated",,,53,50.35,22.72,53,50.35,22.72,47.7,50.35,53,50.35,47.7,51.94,51.94,53,47.7,50.35,48.76,Barrett_Hospital_and_Healthcare
81002,"Urinalysis, manual test",,,81002,"Urinalysis, manual test",,,19,18.05,17.1,20.2,18.05,20.2,17.1,18.05,19,18.05,17.1,18.62,18.62,19,17.1,18.05,17.48,Barrett_Hospital_and_Healthcare
81003,Automated urinalysis test,,,81003,Automated urinalysis test,,,35,33.25,16.08,35,33.25,16.08,31.5,33.25,35,33.25,31.5,34.3,34.3,35,31.5,33.25,32.2,Barrett_Hospital_and_Healthcare
81015,Urinalysis using microscope,,,81015,Urinalysis using microscope,,,29,27.55,21.8,29,27.55,21.8,26.1,27.55,29,27.55,26.1,28.42,28.42,29,26.1,27.55,26.68,Barrett_Hospital_and_Healthcare
81025,Urine pregnancy test,,,81025,Urine pregnancy test,,,60,57,49.92,60,57,49.92,54,57,60,57,54,58.8,58.8,60,54,57,55.2,Barrett_Hospital_and_Healthcare
81050,Urine volume measurement,,,81050,Urine volume measurement,,,18,17.1,16.2,21.52,17.1,21.52,16.2,17.1,18,17.1,16.2,17.64,17.64,18,16.2,17.1,16.56,Barrett_Hospital_and_Healthcare
82010,"Ketone bodies analysis, quantitative",,,82010,"Ketone bodies analysis, quantitative",,,77,73.15,69.3,77,73.15,75.92,69.3,73.15,77,73.15,69.3,75.46,75.46,77,69.3,73.15,70.84,Barrett_Hospital_and_Healthcare
82043,Urine microalbumin (protein) level,,,82043,Urine microalbumin (protein) level,,,52,49.4,41.4,52,49.4,41.4,46.8,49.4,52,49.4,46.8,50.96,50.96,52,46.8,49.4,47.84,Barrett_Hospital_and_Healthcare
82085,Aldolase (enzyme) level,,,82085,Aldolase (enzyme) level,,,86,81.7,77.4,86.96,81.7,86.96,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
82140,Ammonia level,,,82140,Ammonia level,,,130,123.5,117,130,123.5,121.76,117,123.5,130,123.5,117,127.4,127.4,130,117,123.5,119.6,Barrett_Hospital_and_Healthcare
82150,Amylase (enzyme) level,,,82150,Amylase (enzyme) level,,,89,84.55,63.8,89,84.55,63.8,80.1,84.55,89,84.55,80.1,87.22,87.22,89,80.1,84.55,81.88,Barrett_Hospital_and_Healthcare
82232,Beta-2 microglobulin (protein) level,,,82232,Beta-2 microglobulin (protein) level,,,138,131.1,124.2,138,131.1,133.24,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
82247,"Bilirubin level, total",,,82247,"Bilirubin level, total",,,63,59.85,53.32,63,59.85,53.32,56.7,59.85,63,59.85,56.7,61.74,61.74,63,56.7,59.85,57.96,Barrett_Hospital_and_Healthcare
82248,"Bilirubin level, direct",,,82248,"Bilirubin level, direct",,,70,66.5,53.32,70,66.5,53.32,63,66.5,70,66.5,63,68.6,68.6,70,63,66.5,64.4,Barrett_Hospital_and_Healthcare
82272,"Stool analysis for blood, by peroxidase activity",,,82272,"Stool analysis for blood, by peroxidase activity",,,36,34.2,24.52,36,34.2,24.52,32.4,34.2,36,34.2,32.4,35.28,35.28,36,32.4,34.2,33.12,Barrett_Hospital_and_Healthcare
82274,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay",,,82274,"Stool analysis for blood, by fecal hemoglobin determination by immunoassay",,,75,71.25,67.5,131.32,71.25,131.32,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
82306,Vitamin D-3 level,,,82306,Vitamin D-3 level,,,135,128.25,121.5,229.4,128.25,229.4,121.5,128.25,135,128.25,121.5,132.3,132.3,135,121.5,128.25,124.2,Barrett_Hospital_and_Healthcare
82310,"Calcium level, total",,,82310,"Calcium level, total",,,61,57.95,54.36,61,57.95,54.36,54.9,57.95,61,57.95,54.9,59.78,59.78,61,54.9,57.95,56.12,Barrett_Hospital_and_Healthcare
82340,Urine calcium level,,,82340,Urine calcium level,,,52,49.4,43.16,52,49.4,43.16,46.8,49.4,52,49.4,46.8,50.96,50.96,52,46.8,49.4,47.84,Barrett_Hospital_and_Healthcare
82378,Carcinoembryonic antigen (CEA) protein level,,,82378,Carcinoembryonic antigen (CEA) protein level,,,158,150.1,142.2,158,150.1,153.16,142.2,150.1,158,150.1,142.2,154.84,154.84,158,142.2,150.1,145.36,Barrett_Hospital_and_Healthcare
82465,Cholesterol level,,,82465,Cholesterol level,,,60,57,48.56,60,114,97.12,108,114,120,114,108,117.6,117.6,120,108,114,110.4,Barrett_Hospital_and_Healthcare
82525,Copper level,,,82525,Copper level,,,109,103.55,98.1,109,103.55,106.24,98.1,103.55,109,103.55,98.1,106.82,106.82,109,98.1,103.55,100.28,Barrett_Hospital_and_Healthcare
82550,"Creatine kinase (cardiac enzyme) level, total",,,82550,"Creatine kinase (cardiac enzyme) level, total",,,87,82.65,64.04,87,82.65,64.04,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
82565,Blood creatinine level,,,82565,Blood creatinine level,,,59,56.05,53.1,59,56.05,54.12,53.1,56.05,59,56.05,53.1,57.82,57.82,59,53.1,56.05,54.28,Barrett_Hospital_and_Healthcare
82570,Creatinine level to test for kidney function or muscle injury,,,82570,Creatinine level to test for kidney function or muscle injury,,,68,64.6,54.48,68,64.6,54.48,61.2,64.6,68,64.6,61.2,66.64,66.64,68,61.2,64.6,62.56,Barrett_Hospital_and_Healthcare
82607,Cyanocobalamin (vitamin B-12) level,,,82607,Cyanocobalamin (vitamin B-12) level,,,118,112.1,106.2,125.32,112.1,125.32,106.2,112.1,118,112.1,106.2,115.64,115.64,118,106.2,112.1,108.56,Barrett_Hospital_and_Healthcare
82705,"Stool fat or lipids analysis, qualitative",,,82705,"Stool fat or lipids analysis, qualitative",,,47,44.65,36.48,47,44.65,36.48,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
82728,Ferritin (blood protein) level,,,82728,Ferritin (blood protein) level,,,116,110.2,104.4,116,110.2,115,104.4,110.2,116,110.2,104.4,113.68,113.68,116,104.4,110.2,106.72,Barrett_Hospital_and_Healthcare
82746,"Folic acid level, serum",,,82746,"Folic acid level, serum",,,117,111.15,105.3,122.68,111.15,122.68,105.3,111.15,117,111.15,105.3,114.66,114.66,117,105.3,111.15,107.64,Barrett_Hospital_and_Healthcare
82784,Gammaglobulin (immune system protein) measurement,,,82784,Gammaglobulin (immune system protein) measurement,,,85,80.75,76.5,85,80.75,84,76.5,80.75,85,80.75,76.5,83.3,83.3,85,76.5,80.75,78.2,Barrett_Hospital_and_Healthcare
82803,Blood gases measurement,,,82803,Blood gases measurement,,,287,272.65,151.2,287,272.65,151.2,258.3,272.65,287,272.65,258.3,281.26,281.26,287,258.3,272.65,264.04,Barrett_Hospital_and_Healthcare
82805,"Blood gases measurement, with O2 saturation",,,82805,"Blood gases measurement, with O2 saturation",,,318,302.1,286.2,456.88,302.1,456.88,286.2,302.1,318,302.1,286.2,311.64,311.64,318,286.2,302.1,292.56,Barrett_Hospital_and_Healthcare
82945,Glucose (sugar) level on body fluid,,,82945,Glucose (sugar) level on body fluid,,,71,67.45,45.52,71,67.45,45.52,63.9,67.45,71,67.45,63.9,69.58,69.58,71,63.9,67.45,65.32,Barrett_Hospital_and_Healthcare
82947,Blood glucose (sugar) level,,,82947,Blood glucose (sugar) level,,,60,57,45.52,60,114,91.04,108,114,120,114,108,117.6,117.6,120,108,114,110.4,Barrett_Hospital_and_Healthcare
82950,Blood glucose (sugar) level after receiving dose of glucose,,,82950,Blood glucose (sugar) level after receiving dose of glucose,,,72,68.4,51.4,72,136.8,102.8,129.6,136.8,144,136.8,129.6,141.12,141.12,144,129.6,136.8,132.48,Barrett_Hospital_and_Healthcare
82951,"Blood glucose (sugar) tolerance test, 3 specimens",,,82951,"Blood glucose (sugar) tolerance test, 3 specimens",,,123,116.85,109.56,123,116.85,109.56,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
82962,Blood glucose (sugar) test performed by hand-held instrument,,,82962,Blood glucose (sugar) test performed by hand-held instrument,,,47,44.65,36.44,47,44.65,36.44,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
82977,Glutamyltransferase (liver enzyme) level,,,82977,Glutamyltransferase (liver enzyme) level,,,72,68.4,64.8,72,68.4,68.96,64.8,68.4,72,68.4,64.8,70.56,70.56,72,64.8,68.4,66.24,Barrett_Hospital_and_Healthcare
83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",,,83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",,,124,117.8,111.6,150.44,117.8,150.44,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
83002,"Gonadotropin, luteinizing (reproductive hormone) level",,,83002,"Gonadotropin, luteinizing (reproductive hormone) level",,,137,130.15,123.3,150,130.15,150,123.3,130.15,137,130.15,123.3,134.26,134.26,137,123.3,130.15,126.04,Barrett_Hospital_and_Healthcare
83010,Haptoglobin (serum protein) level,,,83010,Haptoglobin (serum protein) level,,,141,133.95,107.48,141,133.95,107.48,126.9,133.95,141,133.95,126.9,138.18,138.18,141,126.9,133.95,129.72,Barrett_Hospital_and_Healthcare
83036,Hemoglobin A1C level,,,83036,Hemoglobin A1C level,,,90,85.5,81,90,85.5,86.96,81,85.5,90,85.5,81,88.2,88.2,90,81,85.5,82.8,Barrett_Hospital_and_Healthcare
83090,Homocysteine (amino acid) level,,,83090,Homocysteine (amino acid) level,,,136,129.2,122.4,138.2,129.2,138.2,122.4,129.2,136,129.2,122.4,133.28,133.28,136,122.4,129.2,125.12,Barrett_Hospital_and_Healthcare
83516,"Analysis of substance using immunoassay technique, multiple step method",,,83516,"Analysis of substance using immunoassay technique, multiple step method",,,106,100.7,95.4,106,100.7,100,95.4,100.7,106,100.7,95.4,103.88,103.88,106,95.4,100.7,97.52,Barrett_Hospital_and_Healthcare
83520,Measurement of substance using immunoassay technique,,,83520,Measurement of substance using immunoassay technique,,,128,121.6,115.2,128,121.6,117.56,115.2,121.6,128,121.6,115.2,125.44,125.44,128,115.2,121.6,117.76,Barrett_Hospital_and_Healthcare
83525,"Insulin measurement, total",,,83525,"Insulin measurement, total",,,93,88.35,83.7,99.24,88.35,99.24,83.7,88.35,93,88.35,83.7,91.14,91.14,93,83.7,88.35,85.56,Barrett_Hospital_and_Healthcare
83540,Iron level,,,83540,Iron level,,,86,81.7,63.76,86,81.7,63.76,77.4,81.7,86,81.7,77.4,84.28,84.28,86,77.4,81.7,79.12,Barrett_Hospital_and_Healthcare
83550,Iron binding capacity,,,83550,Iron binding capacity,,,78,74.1,70.2,80,74.1,80,70.2,74.1,78,74.1,70.2,76.44,76.44,78,70.2,74.1,71.76,Barrett_Hospital_and_Healthcare
83605,Lactic acid level,,,83605,Lactic acid level,,,113,107.35,93.92,113,107.35,93.92,101.7,107.35,113,107.35,101.7,110.74,110.74,113,101.7,107.35,103.96,Barrett_Hospital_and_Healthcare
83615,Lactate dehydrogenase (enzyme) level,,,83615,Lactate dehydrogenase (enzyme) level,,,68,64.6,60.6,68,64.6,60.6,61.2,64.6,68,64.6,61.2,66.64,66.64,68,61.2,64.6,62.56,Barrett_Hospital_and_Healthcare
83630,Stool lactoferrin (immune system protein) analysis,,,83630,Stool lactoferrin (immune system protein) analysis,,,114,108.3,102.6,158,108.3,158,102.6,108.3,114,108.3,102.6,111.72,111.72,114,102.6,108.3,104.88,Barrett_Hospital_and_Healthcare
83690,Lipase (fat enzyme) level,,,83690,Lipase (fat enzyme) level,,,98,93.1,66.76,98,93.1,66.76,88.2,93.1,98,93.1,88.2,96.04,96.04,98,88.2,93.1,90.16,Barrett_Hospital_and_Healthcare
83735,Magnesium level,,,83735,Magnesium level,,,73,69.35,65.36,73,69.35,65.36,65.7,69.35,73,69.35,65.7,71.54,71.54,73,65.7,69.35,67.16,Barrett_Hospital_and_Healthcare
83880,Natriuretic peptide (heart and blood vessel protein) level,,,83880,Natriuretic peptide (heart and blood vessel protein) level,,,191,181.45,171.9,260.44,181.45,260.44,171.9,181.45,191,181.45,171.9,187.18,187.18,191,171.9,181.45,175.72,Barrett_Hospital_and_Healthcare
83883,"Nephelometry, test method using light",,,83883,"Nephelometry, test method using light",,,107,101.65,96.3,114.8,101.65,114.8,96.3,101.65,107,101.65,96.3,104.86,104.86,107,96.3,101.65,98.44,Barrett_Hospital_and_Healthcare
83921,Organic acid level,,,83921,Organic acid level,,,175,166.25,140.4,175,166.25,140.4,157.5,166.25,175,166.25,157.5,171.5,171.5,175,157.5,166.25,161,Barrett_Hospital_and_Healthcare
83930,Blood osmolality (concentration) measurement,,,83930,Blood osmolality (concentration) measurement,,,103,97.85,64.72,103,97.85,64.72,92.7,97.85,103,97.85,92.7,100.94,100.94,103,92.7,97.85,94.76,Barrett_Hospital_and_Healthcare
83970,Parathormone (parathyroid hormone) level,,,83970,Parathormone (parathyroid hormone) level,,,188,178.6,169.2,312.96,178.6,312.96,169.2,178.6,188,178.6,169.2,184.24,184.24,188,169.2,178.6,172.96,Barrett_Hospital_and_Healthcare
84100,Phosphate level,,,84100,Phosphate level,,,62,58.9,51.32,62,58.9,51.32,55.8,58.9,62,58.9,55.8,60.76,60.76,62,55.8,58.9,57.04,Barrett_Hospital_and_Healthcare
84134,Prealbumin (protein) level,,,84134,Prealbumin (protein) level,,,113,107.35,101.7,121.84,107.35,121.84,101.7,107.35,113,107.35,101.7,110.74,110.74,113,101.7,107.35,103.96,Barrett_Hospital_and_Healthcare
84144,Progesterone (reproductive hormone) level,,,84144,Progesterone (reproductive hormone) level,,,170,161.5,153,170,161.5,166.8,153,161.5,170,161.5,153,166.6,166.6,170,153,161.5,156.4,Barrett_Hospital_and_Healthcare
84145,Procalcitonin (hormone) level,,,84145,Procalcitonin (hormone) level,,,201,190.95,180.9,209.28,190.95,209.28,180.9,190.95,201,190.95,180.9,196.98,196.98,201,180.9,190.95,184.92,Barrett_Hospital_and_Healthcare
84146,Prolactin (milk producing hormone) level,,,84146,Prolactin (milk producing hormone) level,,,144,136.8,129.6,156.12,136.8,156.12,129.6,136.8,144,136.8,129.6,141.12,141.12,144,129.6,136.8,132.48,Barrett_Hospital_and_Healthcare
84153,"PSA (prostate specific antigen) measurement, total",,,84153,"PSA (prostate specific antigen) measurement, total",,,115,109.25,103.5,149.12,109.25,149.12,103.5,109.25,115,109.25,103.5,112.7,112.7,115,103.5,109.25,105.8,Barrett_Hospital_and_Healthcare
84154,"PSA (prostate specific antigen) measurement, free",,,84154,"PSA (prostate specific antigen) measurement, free",,,123,116.85,110.7,149.12,116.85,149.12,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
84156,"Total protein level, urine",,,84156,"Total protein level, urine",,,53,50.35,26.28,53,50.35,26.28,47.7,50.35,53,50.35,47.7,51.94,51.94,53,47.7,50.35,48.76,Barrett_Hospital_and_Healthcare
84157,"Total protein level, body fluid",,,84157,"Total protein level, body fluid",,,80,76,43.68,80,76,43.68,72,76,80,76,72,78.4,78.4,80,72,76,73.6,Barrett_Hospital_and_Healthcare
84160,Total protein level,,,84160,Total protein level,,,47,44.65,42.3,54.48,44.65,54.48,42.3,44.65,47,44.65,42.3,46.06,46.06,47,42.3,44.65,43.24,Barrett_Hospital_and_Healthcare
84165,"Protein measurement, serum",,,84165,"Protein measurement, serum",,,99,94.05,89.1,99,94.05,94.32,89.1,94.05,99,94.05,89.1,97.02,97.02,99,89.1,94.05,91.08,Barrett_Hospital_and_Healthcare
84207,Vitamin B-6 level,,,84207,Vitamin B-6 level,,,138,131.1,124.2,218.6,131.1,218.6,124.2,131.1,138,131.1,124.2,135.24,135.24,138,124.2,131.1,126.96,Barrett_Hospital_and_Healthcare
84300,Urine sodium level,,,84300,Urine sodium level,,,52,49.4,34.8,52,49.4,34.8,46.8,49.4,52,49.4,46.8,50.96,50.96,52,46.8,49.4,47.84,Barrett_Hospital_and_Healthcare
84402,"Testosterone (hormone) level, free",,,84402,"Testosterone (hormone) level, free",,,123,116.85,110.7,199.8,116.85,199.8,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
84403,"Testosterone (hormone) level, total",,,84403,"Testosterone (hormone) level, total",,,130,123.5,117,202.24,123.5,202.24,117,123.5,130,123.5,117,127.4,127.4,130,117,123.5,119.6,Barrett_Hospital_and_Healthcare
84425,Vitamin B-1 (thiamine) level,,,84425,Vitamin B-1 (thiamine) level,,,107,101.65,96.3,169.4,101.65,169.4,96.3,101.65,107,101.65,96.3,104.86,104.86,107,96.3,101.65,98.44,Barrett_Hospital_and_Healthcare
84439,"Thyroxine (thyroid chemical), free",,,84439,"Thyroxine (thyroid chemical), free",,,98,93.1,81.96,98,93.1,81.96,88.2,93.1,98,93.1,88.2,96.04,96.04,98,88.2,93.1,90.16,Barrett_Hospital_and_Healthcare
84443,"Blood test, thyroid stimulating hormone (TSH)",,,84443,"Blood test, thyroid stimulating hormone (TSH)",,,111,105.45,99.9,137.76,105.45,137.76,99.9,105.45,111,105.45,99.9,108.78,108.78,111,99.9,105.45,102.12,Barrett_Hospital_and_Healthcare
84446,Vitamin E level,,,84446,Vitamin E level,,,95,90.25,85.5,118.96,90.25,118.96,85.5,90.25,95,90.25,85.5,93.1,93.1,95,85.5,90.25,87.4,Barrett_Hospital_and_Healthcare
84478,Triglycerides level,,,84478,Triglycerides level,,,62,58.9,55.8,62,117.8,117.04,111.6,117.8,124,117.8,111.6,121.52,121.52,124,111.6,117.8,114.08,Barrett_Hospital_and_Healthcare
84481,"Thyroid hormone, T3 measurement, free",,,84481,"Thyroid hormone, T3 measurement, free",,,123,116.85,110.7,138.72,116.85,138.72,110.7,116.85,123,116.85,110.7,120.54,120.54,123,110.7,116.85,113.16,Barrett_Hospital_and_Healthcare
84484,"Troponin (protein) analysis, quantitative",,,84484,"Troponin (protein) analysis, quantitative",,,136,129.2,89.72,136,129.2,89.72,122.4,129.2,136,129.2,122.4,133.28,133.28,136,122.4,129.2,125.12,Barrett_Hospital_and_Healthcare
84550,"Uric acid level, blood",,,84550,"Uric acid level, blood",,,65,61.75,49.76,65,61.75,49.76,58.5,61.75,65,61.75,58.5,63.7,63.7,65,58.5,61.75,59.8,Barrett_Hospital_and_Healthcare
84630,Zinc level,,,84630,Zinc level,,,93,88.35,83.7,98.96,88.35,98.96,83.7,88.35,93,88.35,83.7,91.14,91.14,93,83.7,88.35,85.56,Barrett_Hospital_and_Healthcare
84681,C-peptide (protein) level,,,84681,C-peptide (protein) level,,,107,101.65,96.3,166.48,101.65,166.48,96.3,101.65,107,101.65,96.3,104.86,104.86,107,96.3,101.65,98.44,Barrett_Hospital_and_Healthcare
84702,"Gonadotropin, chorionic (reproductive hormone) level",,,84702,"Gonadotropin, chorionic (reproductive hormone) level",,,141,133.95,125.24,141,133.95,125.24,126.9,133.95,141,133.95,126.9,138.18,138.18,141,126.9,133.95,129.72,Barrett_Hospital_and_Healthcare
84703,Gonadotropin (reproductive hormone) analysis,,,84703,Gonadotropin (reproductive hormone) analysis,,,96,91.2,71.28,96,91.2,71.28,86.4,91.2,96,91.2,86.4,94.08,94.08,96,86.4,91.2,88.32,Barrett_Hospital_and_Healthcare
85014,Red blood cell concentration measurement,,,85014,Red blood cell concentration measurement,,,51,48.45,34.4,51,48.45,34.4,45.9,48.45,51,48.45,45.9,49.98,49.98,51,45.9,48.45,46.92,Barrett_Hospital_and_Healthcare
85018,"Blood count, hemoglobin",,,85018,"Blood count, hemoglobin",,,51,48.45,34.4,51,48.45,34.4,45.9,48.45,51,48.45,45.9,49.98,49.98,51,45.9,48.45,46.92,Barrett_Hospital_and_Healthcare
85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",,,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",,,87,82.65,73.04,87,82.65,73.04,78.3,82.65,87,82.65,78.3,85.26,85.26,87,78.3,82.65,80.04,Barrett_Hospital_and_Healthcare
85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",,,85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",,,82,77.9,63.68,82,77.9,63.68,73.8,77.9,82,77.9,73.8,80.36,80.36,82,73.8,77.9,75.44,Barrett_Hospital_and_Healthcare
85046,"Red blood count automated, with additional calculations",,,85046,"Red blood count automated, with additional calculations",,,75,71.25,57.32,75,71.25,57.32,67.5,71.25,75,71.25,67.5,73.5,73.5,75,67.5,71.25,69,Barrett_Hospital_and_Healthcare
85379,"Coagulation function measurement, D-dimer; quantitative",,,85379,"Coagulation function measurement, D-dimer; quantitative",,,147,139.65,90.24,147,139.65,90.24,132.3,139.65,147,139.65,132.3,144.06,144.06,147,132.3,139.65,135.24,Barrett_Hospital_and_Healthcare
85610,"Blood test, clotting time",,,85610,"Blood test, clotting time",,,60,57,45.52,60,57,45.52,54,57,60,57,54,58.8,58.8,60,54,57,55.2,Barrett_Hospital_and_Healthcare
85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",,,85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",,,66,62.7,42.8,66,62.7,42.8,59.4,62.7,66,62.7,59.4,64.68,64.68,66,59.4,62.7,60.72,Barrett_Hospital_and_Healthcare
85730,"Coagulation assessment blood test, plasma or whole blood",,,85730,"Coagulation assessment blood test, plasma or whole blood",,,90,85.5,60.44,90,85.5,60.44,81,85.5,90,85.5,81,88.2,88.2,90,81,85.5,82.8,Barrett_Hospital_and_Healthcare
86038,Screening test for autoimmune disorder,,,86038,Screening test for autoimmune disorder,,,93,88.35,83.7,103.92,88.35,103.92,83.7,88.35,93,88.35,83.7,91.14,91.14,93,83.7,88.35,85.56,Barrett_Hospital_and_Healthcare
86140,Measurement C-reactive protein for detection of infection or inflammation,,,86140,Measurement C-reactive protein for detection of infection or inflammation,,,102,96.9,54.48,102,96.9,54.48,91.8,96.9,102,96.9,91.8,99.96,99.96,102,91.8,96.9,93.84,Barrett_Hospital_and_Healthcare
86147,Cardiolipin antibody (tissue antibody) measurement,,,86147,Cardiolipin antibody (tissue antibody) measurement,,,108,102.6,97.2,199.64,102.6,199.64,97.2,102.6,108,102.6,97.2,105.84,105.84,108,97.2,102.6,99.36,Barrett_Hospital_and_Healthcare
86160,"Measurement of complement (immune system proteins), antigen,",,,86160,"Measurement of complement (immune system proteins), antigen,",,,119,113.05,103.28,119,113.05,103.28,107.1,113.05,119,113.05,107.1,116.62,116.62,119,107.1,113.05,109.48,Barrett_Hospital_and_Healthcare
86200,Measurement of antibody for rheumatoid arthritis assessment,,,86200,Measurement of antibody for rheumatoid arthritis assessment,,,102,96.9,91.8,110.08,96.9,110.08,91.8,96.9,102,96.9,91.8,99.96,99.96,102,91.8,96.9,93.84,Barrett_Hospital_and_Healthcare
