Procedure Number,Description,Standard Amount,UB Code,Modifier 1,hospital
41001133,Rubeola ag if,639.0,300,,Advanced_Care_Hospital_Of_Montana
41001134,Treponema pallidum ag if,129.0,300,,Advanced_Care_Hospital_Of_Montana
41001135,Varicella zoster ag if,141.0,300,,Advanced_Care_Hospital_Of_Montana
41001136,Antibody detection nos if,168.0,300,,Advanced_Care_Hospital_Of_Montana
41001137,Ag detection polyval if,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001138,Adenovirus ag ia,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001139,Aspergillus ag ia,91.24,300,,Advanced_Care_Hospital_Of_Montana
41001140,Chylmd trach ag ia,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001141,C. DIFFICILE ANTIGEN (EIA),114.05,306,,Advanced_Care_Hospital_Of_Montana
41001142,Cryptococcus neoform ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001143,Cryptosporidium ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001144,Giardia ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001145,Cytomegalovirus ag ia,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001146,E coli 0157 ag ia,132.0,300,,Advanced_Care_Hospital_Of_Montana
41001147,Entamoeb hist dispr ag ia,168.0,300,,Advanced_Care_Hospital_Of_Montana
41001148,Entamoeb hist group ag ia,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001149,Hpylori stool ia,184.44,300,,Advanced_Care_Hospital_Of_Montana
41001150,H pylori ag ia,168.0,300,,Advanced_Care_Hospital_Of_Montana
41001151,HEP B SURFACE Antigen,98.2,306,,Advanced_Care_Hospital_Of_Montana
41001152,Hepatitis b surface ag ia,108.0,300,,Advanced_Care_Hospital_Of_Montana
41001153,Hepatitis be ag ia,109.6,300,,Advanced_Care_Hospital_Of_Montana
41001154,Hepatitis delta ag ia,192.0,300,,Advanced_Care_Hospital_Of_Montana
41001155,Histoplasma capsul ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001156,Hiv-1 ag w/hiv-1 & hiv-2 ab,130.4,300,,Advanced_Care_Hospital_Of_Montana
41001157,Hiv-1 ag ia,252.0,300,,Advanced_Care_Hospital_Of_Montana
41001158,Hiv-2 ag ia,231.0,300,,Advanced_Care_Hospital_Of_Montana
41001159,Influenza a/b ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001160,Resp syncytial ag ia,147.0,300,,Advanced_Care_Hospital_Of_Montana
41001161,Rotavirus ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001162,Shiga-like toxin ag ia,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001163,Strep a ag ia,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001164,Ag detect nos ia mult C.Diff,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001165,Ag detect nos ia single,102.0,300,,Advanced_Care_Hospital_Of_Montana
41001166,Ag detect polyval ia mult,111.0,300,,Advanced_Care_Hospital_Of_Montana
41001167,Bartonella dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001168,Bartonella dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001169,Lyme dis dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001170,Lyme dis dna amp probe,172.87,300,,Advanced_Care_Hospital_Of_Montana
41001171,Candida dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001172,Candida dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001173,Candida dna quant,585.0,300,,Advanced_Care_Hospital_Of_Montana
41001174,Cns dna amp probe type 12-25,4377.0,300,,Advanced_Care_Hospital_Of_Montana
41001175,Chylmd pneum dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001176,Chylmd pneum dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001177,Chylmd pneum dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001178,Chylmd trach dna dir probe,190.65,300,,Advanced_Care_Hospital_Of_Montana
41001179,Chylmd trach dna amp probe,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001180,Chylmd trach dna quant,265.92,300,,Advanced_Care_Hospital_Of_Montana
41001181,CLOSTRIDIUM DIFFICILE PCR,197.56,300,,Advanced_Care_Hospital_Of_Montana
41001182,Cytomeg dna dir probe,315.0,300,,Advanced_Care_Hospital_Of_Montana
41001183,Cytomeg dna amp probe,266.96,300,,Advanced_Care_Hospital_Of_Montana
41001184,Cytomeg dna quant,407.3,300,,Advanced_Care_Hospital_Of_Montana
41001185,Enterovirus probe&revrs trns,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001186,Vanomycin dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001187,Influenza dna amp prob 1+,540.0,300,,Advanced_Care_Hospital_Of_Montana
41001188,Influenza dna amp probe,1005.0,300,,Advanced_Care_Hospital_Of_Montana
41001189,Influenza dna amp prob addl,306.0,300,,Advanced_Care_Hospital_Of_Montana
41001190,Nfct agent detection gi,1347.0,300,,Advanced_Care_Hospital_Of_Montana
41001191,Iadna-dna/rna probe tq 6-11,790.47,300,,Advanced_Care_Hospital_Of_Montana
41001192,Iadna-dna/rna probe tq 12-25,4377.0,300,,Advanced_Care_Hospital_Of_Montana
41001193,Gardner vag dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001194,Gardner vag dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001195,Gardner vag dna quant,438.0,300,,Advanced_Care_Hospital_Of_Montana
41001196,Hepatitis b dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001197,Hepatitis b dna quant,277.9,300,,Advanced_Care_Hospital_Of_Montana
41001198,Hepatitis c rna dir probe,327.0,300,,Advanced_Care_Hospital_Of_Montana
41001199,Hepatitis c probe&rvrs trnsc,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001200,Hepatitis c revrs trnscrpj,407.3,300,,Advanced_Care_Hospital_Of_Montana
41001201,Hepatitis g dna dir probe,312.0,300,,Advanced_Care_Hospital_Of_Montana
41001202,Hepatitis g dna amp probe,411.0,300,,Advanced_Care_Hospital_Of_Montana
41001203,Hepatitis g dna quant,438.0,300,,Advanced_Care_Hospital_Of_Montana
41001204,Hsv dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001205,Hsv dna amp probe,266.96,300,,Advanced_Care_Hospital_Of_Montana
41001206,Hsv dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001207,Hhv-6 dna dir probe,609.0,300,,Advanced_Care_Hospital_Of_Montana
41001208,Hhv-6 dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001209,Hhv-6 dna quant,438.0,300,,Advanced_Care_Hospital_Of_Montana
41001210,Hiv-1 dna dir probe,231.0,300,,Advanced_Care_Hospital_Of_Montana
41001211,Hiv-1 probe&reverse trnscrpj,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001212,Hiv-1 quant&revrse trnscrpj,809.1,300,,Advanced_Care_Hospital_Of_Montana
41001213,Hiv-2 dna dir probe,231.0,300,,Advanced_Care_Hospital_Of_Montana
41001214,Hiv-2 probe&revrse trnscripj,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001215,Hiv-2 quant&revrse trnscripj,615.0,300,,Advanced_Care_Hospital_Of_Montana
41001216,Legion pneumo dna dir prob,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001217,Legion pneumo dna amp prob,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001218,Legion pneumo dna quant,438.0,300,,Advanced_Care_Hospital_Of_Montana
41001219,Mycobacteria dna dir probe,190.65,300,,Advanced_Care_Hospital_Of_Montana
41001220,Mycobacteria dna amp probe,507.0,300,,Advanced_Care_Hospital_Of_Montana
41001221,Mycobacteria dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001222,M.tuberculo dna dir probe,190.65,300,,Advanced_Care_Hospital_Of_Montana
41001223,M.tuberculo dna amp probe,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001224,M.tuberculo dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001225,M.avium-intra dna dir prob,190.65,300,,Advanced_Care_Hospital_Of_Montana
41001226,M.avium-intra dna amp prob,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001227,M.avium-intra dna quant,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001228,M. genitalium amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001229,M.pneumon dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001230,M.pneumon dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001231,M.pneumon dna quant,3177.0,300,,Advanced_Care_Hospital_Of_Montana
41001232,N.gonorrhoeae dna dir prob,190.65,300,,Advanced_Care_Hospital_Of_Montana
41001233,N.gonorrhoeae dna amp prob,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001234,N.gonorrhoeae dna quant,325.84,300,,Advanced_Care_Hospital_Of_Montana
41001235,Hpv low-risk types,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001236,Hpv high-risk types,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001237,Hpv types 16 & 18 only,426.0,300,,Advanced_Care_Hospital_Of_Montana
41001238,Resp virus 3-5 targets,175.98,300,,Advanced_Care_Hospital_Of_Montana
41001239,Resp virus 6-11 targets,772.6,300,,Advanced_Care_Hospital_Of_Montana
41001240,Respiratory PCR Panel,772.6,300,,Advanced_Care_Hospital_Of_Montana
41001241,Rsv dna/rna amp probe,738.0,300,,Advanced_Care_Hospital_Of_Montana
41001242,Sars-cov-2 covid-19 amp prb,150.0,300,,Advanced_Care_Hospital_Of_Montana
41001243,Staph a dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001244,Mr-staph dna amp probe,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001245,Strep a dna dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001246,Strep a dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001247,Strep a dna quant,438.0,300,,Advanced_Care_Hospital_Of_Montana
41001248,Strep b dna amp probe,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001249,Trichomonas vagin dir probe,210.0,300,,Advanced_Care_Hospital_Of_Montana
41001250,Trichomonas vaginalis amplif,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001251,Zika virus dna/rna amp probe,540.0,300,,Advanced_Care_Hospital_Of_Montana
41001252,Detect agent nos dna dir,315.0,300,,Advanced_Care_Hospital_Of_Montana
41001253,Detect agent nos dna amp,333.7,300,,Advanced_Care_Hospital_Of_Montana
41001254,Detect agent nos dna quant,325.84,300,,Advanced_Care_Hospital_Of_Montana
41001255,Detect agnt mult dna direc,459.0,300,,Advanced_Care_Hospital_Of_Montana
41001256,Detect agnt mult dna ampli,738.0,300,,Advanced_Care_Hospital_Of_Montana
41001257,Strep b assay w/optic,114.05,306,,Advanced_Care_Hospital_Of_Montana
41001258,Clostridium toxin a w/optic,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001259,Influenza assay w/optic,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001260,Hiv antigen w/hiv antibodies,345.0,300,,Advanced_Care_Hospital_Of_Montana
41001261,Rsv assay w/optic,138.0,300,,Advanced_Care_Hospital_Of_Montana
41001262,Trichomonas assay w/optic,162.0,300,,Advanced_Care_Hospital_Of_Montana
41001263,Adenovirus assay w/optic,228.0,300,,Advanced_Care_Hospital_Of_Montana
41001264,Chylmd trach assay w/optic,372.0,300,,Advanced_Care_Hospital_Of_Montana
41001265,N. gonorrhoeae assay w/optic,258.0,300,,Advanced_Care_Hospital_Of_Montana
41001266,Strep a assay w/optic,114.05,300,,Advanced_Care_Hospital_Of_Montana
41001267,Agent nos assay w/optic,57.54,300,,Advanced_Care_Hospital_Of_Montana
41001268,Phenotype infect agent drug,1368.0,300,,Advanced_Care_Hospital_Of_Montana
41001269,Genotype dna hiv reverse t,2703.0,300,,Advanced_Care_Hospital_Of_Montana
41001270,Genotype dna/rna hep c,1958.28,300,,Advanced_Care_Hospital_Of_Montana
41001271,Phenotype dna hiv w/culture,5130.0,300,,Advanced_Care_Hospital_Of_Montana
41001272,Phenotype dna hiv w/clt add,273.0,300,,Advanced_Care_Hospital_Of_Montana
41001273,Sialidase enzyme assay,129.0,300,,Advanced_Care_Hospital_Of_Montana
41001274,Genotype dna/rna hiv,1353.0,300,,Advanced_Care_Hospital_Of_Montana
41001275,Genotype cytomegalovirus,2703.0,300,,Advanced_Care_Hospital_Of_Montana
41001276,Genotype dna hepatitis b,2703.0,300,,Advanced_Care_Hospital_Of_Montana
41001277,Cytopath fl nongyn smears,182.0,300,,Advanced_Care_Hospital_Of_Montana
41001278,Cytopath fl nongyn filter,240.0,300,,Advanced_Care_Hospital_Of_Montana
41001279,Cytopath concentrate tech,140.0,300,,Advanced_Care_Hospital_Of_Montana
41001280,Cytopath cell enhance tech,280.0,300,,Advanced_Care_Hospital_Of_Montana
41001281,Cytp urne 3-5 probes ea spec,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001282,Cytp urine 3-5 probes cmptr,2976.0,300,,Advanced_Care_Hospital_Of_Montana
41001283,Forensic cytopathology,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001284,Sex chromatin identification,189.0,300,,Advanced_Care_Hospital_Of_Montana
41001285,Sex chromatin identification,76.0,300,,Advanced_Care_Hospital_Of_Montana
41001286,Cytopath c/v thin layer,142.55,300,,Advanced_Care_Hospital_Of_Montana
41001287,Cytopath c/v thin layer redo,243.0,300,,Advanced_Care_Hospital_Of_Montana
41001288,Cytopath c/v automated,531.0,300,,Advanced_Care_Hospital_Of_Montana
41001289,Cytopath c/v auto rescreen,168.0,300,,Advanced_Care_Hospital_Of_Montana
41001290,Cytopath c/v manual,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001291,Cytopath c/v auto redo,291.0,300,,Advanced_Care_Hospital_Of_Montana
41001292,Cytopath c/v redo,252.0,300,,Advanced_Care_Hospital_Of_Montana
41001293,Cytopath c/v index add-on,153.0,300,,Advanced_Care_Hospital_Of_Montana
41001294,Cytopath smear other source,240.0,300,,Advanced_Care_Hospital_Of_Montana
41001295,Cytopath smear other source,240.0,300,,Advanced_Care_Hospital_Of_Montana
41001296,Cytopath smear other source,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001297,Cytopath tbs c/v manual,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001298,Cytopath tbs c/v redo,444.0,300,,Advanced_Care_Hospital_Of_Montana
41001299,Cytopath tbs c/v auto redo,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001300,Cytopath tbs c/v select,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001301,Cytp dx eval fna 1st ea site,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001302,Cytopath eval fna report,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001303,Cytopath c/v auto in fluid,267.0,300,,Advanced_Care_Hospital_Of_Montana
41001304,Cytopath c/v auto fluid redo,279.0,300,,Advanced_Care_Hospital_Of_Montana
41001305,Cell marker study,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001306,Flowcytometry/ tc 1 marker,214.05,300,,Advanced_Care_Hospital_Of_Montana
41001307,Cytopathology procedure,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001308,Tissue culture lymphocyte,1224.0,300,,Advanced_Care_Hospital_Of_Montana
41001309,Tissue culture skin/biopsy,1070.48,300,,Advanced_Care_Hospital_Of_Montana
41001310,Tissue culture placenta,1578.0,300,,Advanced_Care_Hospital_Of_Montana
41001311,Tissue culture bone marrow,1200.95,300,,Advanced_Care_Hospital_Of_Montana
41001312,Tissue culture tumor,1548.0,300,,Advanced_Care_Hospital_Of_Montana
41001313,Cell cryopreserve/storage,138.0,300,,Advanced_Care_Hospital_Of_Montana
41001314,Frozen cell preparation,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001315,Chromosome analysis 20-25,1818.0,300,,Advanced_Care_Hospital_Of_Montana
41001316,Chromosome analysis 50-100,1818.0,300,,Advanced_Care_Hospital_Of_Montana
41001317,Chromosome analysis 100,1818.0,300,,Advanced_Care_Hospital_Of_Montana
41001318,Chromosome analysis 5,2775.0,300,,Advanced_Care_Hospital_Of_Montana
41001319,Chromosome analysis 15-20,1317.0,300,,Advanced_Care_Hospital_Of_Montana
41001320,Chromosome analysis 45,1578.0,300,,Advanced_Care_Hospital_Of_Montana
41001321,Chromosome analysis 20-25,1185.15,300,,Advanced_Care_Hospital_Of_Montana
41001322,Chromosome analys placenta,1980.0,300,,Advanced_Care_Hospital_Of_Montana
41001323,Chromosome analys amniotic,1824.0,300,,Advanced_Care_Hospital_Of_Montana
41001324,Cytogenetics dna probe,203.65,300,,Advanced_Care_Hospital_Of_Montana
41001325,Cytogenetics 3-5,426.0,300,,Advanced_Care_Hospital_Of_Montana
41001326,Cytogenetics 10-30,366.0,300,,Advanced_Care_Hospital_Of_Montana
41001327,Cytogenetics 25-99,444.0,300,,Advanced_Care_Hospital_Of_Montana
41001328,Cytogenetics 100-300,381.85,300,,Advanced_Care_Hospital_Of_Montana
41001329,Chromosome karyotype study,238.65,300,,Advanced_Care_Hospital_Of_Montana
41001330,Chromosome banding study,720.0,300,,Advanced_Care_Hospital_Of_Montana
41001331,Chromosome count additional,282.0,300,,Advanced_Care_Hospital_Of_Montana
41001332,Chromosome study additional,363.0,300,,Advanced_Care_Hospital_Of_Montana
41001333,Cytogenetic study,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001334,Cultr oocyte/embryo <4 days,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001335,Cultr oocyte/embryo <4 days,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001336,Embryo hatching,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001337,Oocyte identification,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001338,Prepare embryo for transfer,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001339,Sperm identification,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001340,Cryopreservation embryo(s),6597.0,300,,Advanced_Care_Hospital_Of_Montana
41001341,Cryopreservation sperm,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001342,Sperm isolation simple,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001343,Sperm isolation complex,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001344,Identify sperm tissue,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001345,Insemination of oocytes,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001346,Extended culture of oocytes,6597.0,300,,Advanced_Care_Hospital_Of_Montana
41001347,Assist oocyte fertilization,6597.0,300,,Advanced_Care_Hospital_Of_Montana
41001348,Assist oocyte fertilization,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001349,Biopsy oocyte polar body,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001350,Biopsy oocyte polar body,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001351,Semen analysis w/huhner,95.0,300,,Advanced_Care_Hospital_Of_Montana
41001352,Semen analysis w/count,90.0,300,,Advanced_Care_Hospital_Of_Montana
41001353,Semen anal vol/count/mot,129.0,300,,Advanced_Care_Hospital_Of_Montana
41001354,Semen anal sperm detection,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001355,Semen anal strict criteria,162.0,300,,Advanced_Care_Hospital_Of_Montana
41001356,Sperm antibody test,111.0,300,,Advanced_Care_Hospital_Of_Montana
41001357,Sperm evaluation test,207.0,300,,Advanced_Care_Hospital_Of_Montana
41001358,Evaluation cervical mucus,108.0,300,,Advanced_Care_Hospital_Of_Montana
41001359,Retrograde ejaculation anal,207.0,300,,Advanced_Care_Hospital_Of_Montana
41001360,Cryopreserve testicular tiss,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001361,Cryopreservation oocyte(s),1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001362,Storage/year embryo(s),1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001363,Storage/year sperm/semen,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001364,Storage/year reprod tissue,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001365,Storage/year oocyte(s),2976.0,300,,Advanced_Care_Hospital_Of_Montana
41001366,Thawing cryopresrved embryo,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001367,Thawing cryopresrved sperm,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001368,Thaw cryoprsvrd reprod tiss,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001369,Thawing cryopresrved oocyte,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001370,Unlisted reprod med lab proc,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001371,INF DISEASE 22 TGTS,450.0,300,,Advanced_Care_Hospital_Of_Montana
41001372,OP SPEC COLL COVID19,243.0,300,,Advanced_Care_Hospital_Of_Montana
41001373,Semen analysis,69.0,300,,Advanced_Care_Hospital_Of_Montana
41001374,Psa screening,204.0,300,,Advanced_Care_Hospital_Of_Montana
41001375,Screen cerv/vag thin layer,213.0,300,,Advanced_Care_Hospital_Of_Montana
41001376,"Scr c/v cyto,thinlayer,rescr",285.0,300,,Advanced_Care_Hospital_Of_Montana
41001377,"Scr c/v cyto,thinlayer,rescr",462.0,300,,Advanced_Care_Hospital_Of_Montana
41001378,AB COVID 19 SGL STEP,97.48,302,,Advanced_Care_Hospital_Of_Montana
41001379,"Scr c/v cyto,thinlayer,rescr",279.0,300,,Advanced_Care_Hospital_Of_Montana
41001380,AB COVID 19 MULT STP,300.0,302,,Advanced_Care_Hospital_Of_Montana
41001381,"Scr c/v cyto, automated sys",159.0,300,,Advanced_Care_Hospital_Of_Montana
41001382,"Scr c/v cyto, autosys, rescr",336.0,300,,Advanced_Care_Hospital_Of_Montana
41001383,Cbc/diffwbc w/o platelet,81.0,300,,Advanced_Care_Hospital_Of_Montana
41001384,Lab pathology consultation,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001385,Cbc without platelet,69.0,300,,Advanced_Care_Hospital_Of_Montana
41001386,Lab pathology consultation,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001387,Fecal blood scrn immunoassay,189.0,300,,Advanced_Care_Hospital_Of_Montana
41001388,Bone marrow interpretation,380.68,300,,Advanced_Care_Hospital_Of_Montana
41001389,Eia hiv-1/hiv-2 screen,204.0,300,,Advanced_Care_Hospital_Of_Montana
41001390,Phys blood bank serv xmatch,240.0,300,,Advanced_Care_Hospital_Of_Montana
41001391,Elisa hiv-1/hiv-2 screen,192.0,300,,Advanced_Care_Hospital_Of_Montana
41001392,Phys blood bank serv reactj,1506.0,300,,Advanced_Care_Hospital_Of_Montana
41001393,Oral hiv-1/hiv-2 screen,126.0,300,,Advanced_Care_Hospital_Of_Montana
41001394,Phys blood bank serv authrj,519.0,300,,Advanced_Care_Hospital_Of_Montana
41001395,Ven blood coll snf/hha,54.0,300,,Advanced_Care_Hospital_Of_Montana
41001396,Skin test candida,240.0,302,,Advanced_Care_Hospital_Of_Montana
41001397,Hep c screen high risk/other,486.0,300,,Advanced_Care_Hospital_Of_Montana
41001398,Skin test nos antigen,240.0,302,,Advanced_Care_Hospital_Of_Montana
41001399,Hiv combination assay,252.0,300,,Advanced_Care_Hospital_Of_Montana
41001400,Coccidioidomycosis skin test,579.0,302,,Advanced_Care_Hospital_Of_Montana
41001401,Hpv combo assay ca screen,369.0,300,,Advanced_Care_Hospital_Of_Montana
41001402,Histoplasmosis skin test,579.0,302,,Advanced_Care_Hospital_Of_Montana
41001403,Drug test def 1-7 classes,1203.0,300,,Advanced_Care_Hospital_Of_Montana
41001404,Tb intradermal test,240.0,302,,Advanced_Care_Hospital_Of_Montana
41001405,Drug test def 8-14 classes,1644.0,300,,Advanced_Care_Hospital_Of_Montana
41001406,Drug test def 15-21 classes,2088.0,300,,Advanced_Care_Hospital_Of_Montana
41001407,Drug test def 22+ classes,2592.0,300,,Advanced_Care_Hospital_Of_Montana
41001408,Hepb screen high risk indiv,297.0,300,,Advanced_Care_Hospital_Of_Montana
41001409,Drug test def simple all cl,651.0,300,,Advanced_Care_Hospital_Of_Montana
41001410,Specimen collect COVID-19,246.0,300,,Advanced_Care_Hospital_Of_Montana
41001411,Spec coll SNF/Lab COVID-19,267.0,300,,Advanced_Care_Hospital_Of_Montana
41001412,Warfarin respon genetic test,1269.0,300,,Advanced_Care_Hospital_Of_Montana
41001413,Cephalin floculation test,51.0,300,,Advanced_Care_Hospital_Of_Montana
41001414,Congo red blood test,51.0,300,,Advanced_Care_Hospital_Of_Montana
41001415,Hair analysis,51.0,300,,Advanced_Care_Hospital_Of_Montana
41001416,Blood thymol turbidity,51.0,300,,Advanced_Care_Hospital_Of_Montana
41001417,Blood mucoprotein,51.0,300,,Advanced_Care_Hospital_Of_Montana
41001418,Screen pap by tech w md supv,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001419,Catheterize for urine spec,33.0,300,,Advanced_Care_Hospital_Of_Montana
41001420,Urine specimen collect mult,33.0,300,,Advanced_Care_Hospital_Of_Montana
41001421,Wet mounts/ w preparations,159.0,300,,Advanced_Care_Hospital_Of_Montana
41001422,Potassium hydroxide preps,60.0,300,,Advanced_Care_Hospital_Of_Montana
41001423,Pinworm examinations,45.0,300,,Advanced_Care_Hospital_Of_Montana
41001424,Fern test,102.0,300,,Advanced_Care_Hospital_Of_Montana
41001425,Post-coital mucous exam,264.0,300,,Advanced_Care_Hospital_Of_Montana
41001426,2019-ncov diagnostic p,377.07,300,,Advanced_Care_Hospital_Of_Montana
41001427,Covid-19 lab test non-cdc,538.77,300,,Advanced_Care_Hospital_Of_Montana
41001428,COVID19 AMP 2020-01R,300.0,305,,Advanced_Care_Hospital_Of_Montana
41001429,COVID 19 ANY 2020-01,300.0,305,,Advanced_Care_Hospital_Of_Montana
41001430,Tox Screen - Amphetamine,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001431,Tox Screen - Barbituate,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001432,Tox Screen - Benzodiazepine,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001433,Tox Screen - Buprenorphine,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001434,Tox Screen - Cocaine,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001435,Tox Screen - Methadone,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001436,Tox Screen - Methamphetamine,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001437,Tox Screen - Opiate,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001438,Tox Screen - Oxycodone,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001439,Tox Screen - Propoxyphene,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001440,Tox Screen - THC,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001441,Tox Screen - Tricyclic Antidep,28.84,307,,Advanced_Care_Hospital_Of_Montana
41001442,Wound Culture,81.9,301,,Advanced_Care_Hospital_Of_Montana
41001443,Fluid Culture,81.9,301,,Advanced_Care_Hospital_Of_Montana
41001444,PICC Culture,81.9,301,,Advanced_Care_Hospital_Of_Montana
41001445,Surgical Patholody - Level IV,409.0,301,,Advanced_Care_Hospital_Of_Montana
41001446,Fluid Cell Count and Diff,53.25,300,,Advanced_Care_Hospital_Of_Montana
41001447,Tox Screen - PCP,279.0,307,,Advanced_Care_Hospital_Of_Montana
41001448,COVID-19 Infection Agent Detec,156.0,300,,Advanced_Care_Hospital_Of_Montana
41001449,COVID-19 NCOV Non COVID 19 NON,156.0,300,,Advanced_Care_Hospital_Of_Montana
