Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_BLUE_OPTIONS,EBMS__RMHN_NETWORK_,FIRST_CHOICE,GEHA,MONTANA_HEALTH_CO-OP,MULTIPLAN,PACIFIC_SOURCE,hospital
41720175_1,morphine 2mg/mL 1mL inj rmh,Inpatient,636,J2274,Inj morphine pf epid ithc,,1,11,11,8.8,11,9.9,10.45,10.67,9.02,,10.67,10.45,Roundup_Memorial_Healthcare
41720175_1,morphine 2mg/mL 1mL inj rmh,Outpatient,636,J2274,Inj morphine pf epid ithc,,1,11,11,8.8,11,8.8,10.45,10.67,9.02,,10.67,10.45,Roundup_Memorial_Healthcare
41720176_1,magnesium hydroxide 240mg/mL concentrate 10mL rmh,Inpatient,250,,,,10,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720176_1,magnesium hydroxide 240mg/mL concentrate 10mL rmh,Outpatient,250,,,,10,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720177_1,ampicillin 1gm vial rmh,Inpatient,636,J0290,Ampicillin 500 mg inj,,4,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720177_1,ampicillin 1gm vial rmh,Outpatient,636,J0290,Ampicillin 500 mg inj,,4,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720178_1,terbutaline 1 mg/mL 1mL Soln rmh,Inpatient,636,J3105,Terbutaline sulfate inj,,1,8,8,6.4,8,7.2,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720178_1,terbutaline 1 mg/mL 1mL Soln rmh,Outpatient,636,J3105,Terbutaline sulfate inj,,1,8,8,6.4,8,6.4,7.6,7.76,6.56,,7.76,7.6,Roundup_Memorial_Healthcare
41720180_1,"epoetin alfa 40,000 Unit(s)/mL vial rmh",Inpatient,636,J0885,"Epoetin alfa, non-esrd",,1,11880,11880,9504,11880,10692,11286,11523.6,9741.6,,11523.6,11286,Roundup_Memorial_Healthcare
41720180_1,"epoetin alfa 40,000 Unit(s)/mL vial rmh",Outpatient,636,J0885,"Epoetin alfa, non-esrd",,1,11880,11880,9504,11880,9504,11286,11523.6,9741.6,,11523.6,11286,Roundup_Memorial_Healthcare
41720181_1,DAPTOmycin RF 500mg vial rmh,Inpatient,636,J0878,Daptomycin injection,,10,270,270,216,270,243,256.5,261.9,221.4,,261.9,256.5,Roundup_Memorial_Healthcare
41720181_1,DAPTOmycin RF 500mg vial rmh,Outpatient,636,J0878,Daptomycin injection,,10,270,270,216,270,216,256.5,261.9,221.4,,261.9,256.5,Roundup_Memorial_Healthcare
41720186_1,morphine PF 25mg/mL 10mL vial rmh,Inpatient,636,J2274,Inj morphine pf epid ithc,,10,28,28,22.4,28,25.2,26.6,27.16,22.96,,27.16,26.6,Roundup_Memorial_Healthcare
41720186_1,morphine PF 25mg/mL 10mL vial rmh,Outpatient,636,J2274,Inj morphine pf epid ithc,,10,28,28,22.4,28,22.4,26.6,27.16,22.96,,27.16,26.6,Roundup_Memorial_Healthcare
41720187_1,levETIRAcetam 500 mg/100 mL NaCl 0.82% rmh,Inpatient,636,J1953,Levetiracetam injection,,100,6000,6000,4800,6000,5400,5700,5820,4920,,5820,5700,Roundup_Memorial_Healthcare
41720187_1,levETIRAcetam 500 mg/100 mL NaCl 0.82% rmh,Outpatient,636,J1953,Levetiracetam injection,,100,6000,6000,4800,6000,4800,5700,5820,4920,,5820,5700,Roundup_Memorial_Healthcare
41720190_1,lidocaine 2% PF 5mL inj rmh clinic,Inpatient,250,,,,5,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
41720190_1,lidocaine 2% PF 5mL inj rmh clinic,Outpatient,250,,,,5,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
41720193_1,sodium hypochlorite topical 0.25% topical 473mL  rmh,Inpatient,250,,,,1,48.01,48.01,38.408,48.01,43.209,45.6095,46.5697,39.3682,,46.5697,45.6095,Roundup_Memorial_Healthcare
41720193_1,sodium hypochlorite topical 0.25% topical 473mL  rmh,Outpatient,250,,,,1,48.01,48.01,38.408,48.01,38.408,45.6095,46.5697,39.3682,,46.5697,45.6095,Roundup_Memorial_Healthcare
41720194_1,vilazodone 40mg tablet rmh,Inpatient,250,,,,1,37,37,29.6,37,33.3,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
41720194_1,vilazodone 40mg tablet rmh,Outpatient,250,,,,1,37,37,29.6,37,29.6,35.15,35.89,30.34,,35.89,35.15,Roundup_Memorial_Healthcare
41720196_1,diazePAM 5 mg/mL 10 ml MDV rmh,Inpatient,636,J3360,Diazepam injection,,10,10.7,10.7,8.56,10.7,9.63,10.165,10.379,8.774,,10.379,10.165,Roundup_Memorial_Healthcare
41720196_1,diazePAM 5 mg/mL 10 ml MDV rmh,Outpatient,636,J3360,Diazepam injection,,10,10.7,10.7,8.56,10.7,8.56,10.165,10.379,8.774,,10.379,10.165,Roundup_Memorial_Healthcare
41720197_1,antivenin (Crotalidae) polyvalent 1gm vial rmh,Inpatient,636,J0840,Crotalidae poly immune fab,,18,5800,5800,4640,5800,5220,5510,5626,4756,,5626,5510,Roundup_Memorial_Healthcare
41720197_1,antivenin (Crotalidae) polyvalent 1gm vial rmh,Outpatient,636,J0840,Crotalidae poly immune fab,,18,5800,5800,4640,5800,4640,5510,5626,4756,,5626,5510,Roundup_Memorial_Healthcare
41720201_1,propofol 10mg/mL 10mL vial rmh,Inpatient,636,J2704,"Inj, propofol, 10 mg",,10,20,20,16,20,18,19,19.4,16.4,,19.4,19,Roundup_Memorial_Healthcare
41720201_1,propofol 10mg/mL 10mL vial rmh,Outpatient,636,J2704,"Inj, propofol, 10 mg",,10,20,20,16,20,16,19,19.4,16.4,,19.4,19,Roundup_Memorial_Healthcare
41720202_1,IV TUBING SECONDARY SET__14230-28,Inpatient,272,,,,0,7,7,5.6,7,6.3,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
41720202_1,IV TUBING SECONDARY SET__14230-28,Outpatient,272,,,,0,7,7,5.6,7,5.6,6.65,6.79,5.74,,6.79,6.65,Roundup_Memorial_Healthcare
41720204_1,zoledronic acid 5mg/100mL soln rmh,Inpatient,636,J3489,Zoledronic acid 1mg,,100,234,234,187.2,234,210.6,222.3,226.98,191.88,,226.98,222.3,Roundup_Memorial_Healthcare
41720204_1,zoledronic acid 5mg/100mL soln rmh,Outpatient,636,J3489,Zoledronic acid 1mg,,100,234,234,187.2,234,187.2,222.3,226.98,191.88,,226.98,222.3,Roundup_Memorial_Healthcare
41720205_1,nitroglycerin 50mg/250mL D5W rmh,Inpatient,250,,,,250,77,77,61.6,77,69.3,73.15,74.69,63.14,,74.69,73.15,Roundup_Memorial_Healthcare
41720205_1,nitroglycerin 50mg/250mL D5W rmh,Outpatient,250,,,,250,77,77,61.6,77,61.6,73.15,74.69,63.14,,74.69,73.15,Roundup_Memorial_Healthcare
41720206_1,propofol 10 mg/mL 100mL vial premix rmh,Inpatient,636,J2704,"Inj, propofol, 10 mg",,0,4300,4300,3440,4300,3870,4085,4171,3526,,4171,4085,Roundup_Memorial_Healthcare
41720206_1,propofol 10 mg/mL 100mL vial premix rmh,Outpatient,636,J2704,"Inj, propofol, 10 mg",,0,4300,4300,3440,4300,3440,4085,4171,3526,,4171,4085,Roundup_Memorial_Healthcare
41720211_1,tetanus/diphth/pertuss adult/adol (Tdap) (Adacel) rmh,Inpatient,250,,,,0.5,60,60,48,60,54,57,58.2,49.2,,58.2,57,Roundup_Memorial_Healthcare
41720211_1,tetanus/diphth/pertuss adult/adol (Tdap) (Adacel) rmh,Outpatient,250,,,,0.5,60,60,48,60,48,57,58.2,49.2,,58.2,57,Roundup_Memorial_Healthcare
41720212_1,denosumab 60 mg/mL syringe rmh,Inpatient,636,J0897,Denosumab injection,,1,2243,2243,1794.4,2243,2018.7,2130.85,2175.71,1839.26,,2175.71,2130.85,Roundup_Memorial_Healthcare
41720212_1,denosumab 60 mg/mL syringe rmh,Outpatient,636,J0897,Denosumab injection,,1,2243,2243,1794.4,2243,1794.4,2130.85,2175.71,1839.26,,2175.71,2130.85,Roundup_Memorial_Healthcare
41720215_1,zoledronic acid 4mg/5mL vial rmh,Inpatient,636,J3489,Zoledronic acid 1mg,,5,29,29,23.2,29,26.1,27.55,28.13,23.78,,28.13,27.55,Roundup_Memorial_Healthcare
41720215_1,zoledronic acid 4mg/5mL vial rmh,Outpatient,636,J3489,Zoledronic acid 1mg,,5,29,29,23.2,29,23.2,27.55,28.13,23.78,,28.13,27.55,Roundup_Memorial_Healthcare
41720216_1,camphor-menthol 50gm ointment rmh,Inpatient,250,,,,1,32,32,25.6,32,28.8,30.4,31.04,26.24,,31.04,30.4,Roundup_Memorial_Healthcare
41720216_1,camphor-menthol 50gm ointment rmh,Outpatient,250,,,,1,32,32,25.6,32,25.6,30.4,31.04,26.24,,31.04,30.4,Roundup_Memorial_Healthcare
41720217_1,dalbavancin 500mg vial rmh,Inpatient,636,J0875,"Injection, dalbavancin",,25,2908,2908,2326.4,2908,2617.2,2762.6,2820.76,2384.56,,2820.76,2762.6,Roundup_Memorial_Healthcare
41720217_1,dalbavancin 500mg vial rmh,Outpatient,636,J0875,"Injection, dalbavancin",,25,2908,2908,2326.4,2908,2326.4,2762.6,2820.76,2384.56,,2820.76,2762.6,Roundup_Memorial_Healthcare
41720218_1,"penicillin G benzathine 600,000 Unit(s) rmh",Inpatient,636,J0561,Penicillin g benzathine inj,,1,91.44,91.44,73.152,91.44,82.296,86.868,88.6968,74.9808,,88.6968,86.868,Roundup_Memorial_Healthcare
41720218_1,"penicillin G benzathine 600,000 Unit(s) rmh",Outpatient,636,J0561,Penicillin g benzathine inj,,1,91.44,91.44,73.152,91.44,73.152,86.868,88.6968,74.9808,,88.6968,86.868,Roundup_Memorial_Healthcare
41720219_1,rivaroxaban 15mg tablet rmh,Inpatient,250,,,,1,45,45,36,45,40.5,42.75,43.65,36.9,,43.65,42.75,Roundup_Memorial_Healthcare
41720219_1,rivaroxaban 15mg tablet rmh,Outpatient,250,,,,1,45,45,36,45,36,42.75,43.65,36.9,,43.65,42.75,Roundup_Memorial_Healthcare
41720220_1,cholestyramine 4gm powder rmh,Inpatient,250,,,,1,3,3,2.4,3,2.7,2.85,2.91,2.46,,2.91,2.85,Roundup_Memorial_Healthcare
41720220_1,cholestyramine 4gm powder rmh,Outpatient,250,,,,1,3,3,2.4,3,2.4,2.85,2.91,2.46,,2.91,2.85,Roundup_Memorial_Healthcare
41720222_1,ketamine 100mg/mL 10mL vial rmh,Inpatient,250,,,,10,28,28,22.4,28,25.2,26.6,27.16,22.96,,27.16,26.6,Roundup_Memorial_Healthcare
41720222_1,ketamine 100mg/mL 10mL vial rmh,Outpatient,250,,,,10,28,28,22.4,28,22.4,26.6,27.16,22.96,,27.16,26.6,Roundup_Memorial_Healthcare
41720223_1,levothyroxine 112mcg tab rmh,Inpatient,250,,,,1,25,25,20,25,22.5,23.75,24.25,20.5,,24.25,23.75,Roundup_Memorial_Healthcare
41720223_1,levothyroxine 112mcg tab rmh,Outpatient,250,,,,1,25,25,20,25,20,23.75,24.25,20.5,,24.25,23.75,Roundup_Memorial_Healthcare
41720224_1,fentaNYL 50 mcg/mL5mL  vial rmh,Inpatient,636,J3010,Fentanyl citrate injection,,5,1.94,1.94,1.552,1.94,1.746,1.843,1.8818,1.5908,,1.8818,1.843,Roundup_Memorial_Healthcare
41720224_1,fentaNYL 50 mcg/mL5mL  vial rmh,Outpatient,636,J3010,Fentanyl citrate injection,,5,1.94,1.94,1.552,1.94,1.552,1.843,1.8818,1.5908,,1.8818,1.843,Roundup_Memorial_Healthcare
41720225_1,ferumoxytol 30mg/mL 17mL vial rmh,Inpatient,636,Q0138,"Ferumoxytol, non-esrd",,17,2025,2025,1620,2025,1822.5,1923.75,1964.25,1660.5,,1964.25,1923.75,Roundup_Memorial_Healthcare
41720225_1,ferumoxytol 30mg/mL 17mL vial rmh,Outpatient,636,Q0138,"Ferumoxytol, non-esrd",,17,2025,2025,1620,2025,1620,1923.75,1964.25,1660.5,,1964.25,1923.75,Roundup_Memorial_Healthcare
41720227_1,rifAXIMin 550mg tablet rmh,Inpatient,250,,,,1,128,128,102.4,128,115.2,121.6,124.16,104.96,,124.16,121.6,Roundup_Memorial_Healthcare
41720227_1,rifAXIMin 550mg tablet rmh,Outpatient,250,,,,1,128,128,102.4,128,102.4,121.6,124.16,104.96,,124.16,121.6,Roundup_Memorial_Healthcare
41720231_1,methylPREDNISolone 2000mg vial rmh,Inpatient,636,J2930,Methylprednisolone injection,,0,124,124,99.2,124,111.6,117.8,120.28,101.68,,120.28,117.8,Roundup_Memorial_Healthcare
41720231_1,methylPREDNISolone 2000mg vial rmh,Outpatient,636,J2930,Methylprednisolone injection,,0,124,124,99.2,124,99.2,117.8,120.28,101.68,,120.28,117.8,Roundup_Memorial_Healthcare
41720234_1,RHo (D) immune globulin 300mcg (RhoGam) rmh,Inpatient,636,J2790,Rho d immune globulin inj,,0,342,342,273.6,342,307.8,324.9,331.74,280.44,,331.74,324.9,Roundup_Memorial_Healthcare
41720234_1,RHo (D) immune globulin 300mcg (RhoGam) rmh,Outpatient,636,J2790,Rho d immune globulin inj,,0,342,342,273.6,342,273.6,324.9,331.74,280.44,,331.74,324.9,Roundup_Memorial_Healthcare
41720236_1,dulaglutide 1.5 mg/0.5 mL pen rmh,Inpatient,250,,,,0.5,457,457,365.6,457,411.3,434.15,443.29,374.74,,443.29,434.15,Roundup_Memorial_Healthcare
41720236_1,dulaglutide 1.5 mg/0.5 mL pen rmh,Outpatient,250,,,,0.5,457,457,365.6,457,365.6,434.15,443.29,374.74,,443.29,434.15,Roundup_Memorial_Healthcare
41720237_1,insulin degludec 200 units/mL 3mL pen rmh,Inpatient,250,,,,3,204,204,163.2,204,183.6,193.8,197.88,167.28,,197.88,193.8,Roundup_Memorial_Healthcare
41720237_1,insulin degludec 200 units/mL 3mL pen rmh,Outpatient,250,,,,3,204,204,163.2,204,163.2,193.8,197.88,167.28,,197.88,193.8,Roundup_Memorial_Healthcare
41720238_1,probenecid 500mg tablet rmh,Inpatient,250,,,,1,0.98,0.98,0.784,0.98,0.882,0.931,0.9506,0.8036,,0.9506,0.931,Roundup_Memorial_Healthcare
41720238_1,probenecid 500mg tablet rmh,Outpatient,250,,,,1,0.98,0.98,0.784,0.98,0.784,0.931,0.9506,0.8036,,0.9506,0.931,Roundup_Memorial_Healthcare
41720239_1,belimumab 400mg vial rmh,Inpatient,636,J0490,Belimumab injection,,5,3071,3071,2456.8,3071,2763.9,2917.45,2978.87,2518.22,,2978.87,2917.45,Roundup_Memorial_Healthcare
41720239_1,belimumab 400mg vial rmh,Outpatient,636,J0490,Belimumab injection,,5,3071,3071,2456.8,3071,2456.8,2917.45,2978.87,2518.22,,2978.87,2917.45,Roundup_Memorial_Healthcare
42003006_1,PT Therapeutic Exercises Unit(s),Inpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1,PT Therapeutic Exercises Unit(s),Outpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{2},PT Therapeutic Exercises per 15 min,Inpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{2},PT Therapeutic Exercises per 15 min,Outpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{3},PT IP Exercise/Group Unit(s),Inpatient,420,97150,"Therapeutic procedure(s), group (2 or more individuals)",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{3},PT IP Exercise/Group Unit(s),Outpatient,420,97150,"Therapeutic procedure(s), group (2 or more individuals)",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{4},PT IP Exercise/Group Unit(s),Inpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003006_1{4},PT IP Exercise/Group Unit(s),Outpatient,420,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003011_1,PT Message Therapy,Inpatient,420,97124,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",,0,163,163,130.4,163,146.7,154.85,158.11,133.66,,158.11,154.85,Roundup_Memorial_Healthcare
42003011_1,PT Message Therapy,Outpatient,420,97124,"Therapeutic procedure, 1 or more areas, each 15 minutes; massage, including effleurage, petrissage and/or tapotement (stroking, compression, percussion)",,0,163,163,130.4,163,130.4,154.85,158.11,133.66,,158.11,154.85,Roundup_Memorial_Healthcare
42003016_1,PT Therapeutic Activities 1:1 Each 15 Min,Inpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,131,131,104.8,131,117.9,124.45,127.07,107.42,,127.07,124.45,Roundup_Memorial_Healthcare
42003016_1,PT Therapeutic Activities 1:1 Each 15 Min,Outpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,131,131,104.8,131,104.8,124.45,127.07,107.42,,127.07,124.45,Roundup_Memorial_Healthcare
42003016_1{2},PT Therapeutic Activities 1:1 Unit(s),Inpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,131,131,104.8,131,117.9,124.45,127.07,107.42,,127.07,124.45,Roundup_Memorial_Healthcare
42003016_1{2},PT Therapeutic Activities 1:1 Unit(s),Outpatient,420,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",,0,131,131,104.8,131,104.8,124.45,127.07,107.42,,127.07,124.45,Roundup_Memorial_Healthcare
42003018_1,PT Sensory Integration Per 15 min,Inpatient,420,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,89,89,71.2,89,80.1,84.55,86.33,72.98,,86.33,84.55,Roundup_Memorial_Healthcare
42003018_1,PT Sensory Integration Per 15 min,Outpatient,420,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact, each 15 minutes",,0,89,89,71.2,89,71.2,84.55,86.33,72.98,,86.33,84.55,Roundup_Memorial_Healthcare
42003020_1,PT Comm/Work Train 15 min,Inpatient,420,97537,"Community/work reintegration training (eg, shopping, transportation, money management, avocational activities and/or work environment/modification analysis, work task analysis, use of assistive technology device/adaptive equipment), direct one-on-one contact, each 15 minutes",,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
42003020_1,PT Comm/Work Train 15 min,Outpatient,420,97537,"Community/work reintegration training (eg, shopping, transportation, money management, avocational activities and/or work environment/modification analysis, work task analysis, use of assistive technology device/adaptive equipment), direct one-on-one contact, each 15 minutes",,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
42003021_1,PT Wheelchair Management Training,Inpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,122,122,97.6,122,109.8,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003021_1,PT Wheelchair Management Training,Outpatient,420,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,122,122,97.6,122,97.6,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003022_1,PT Gait Train Patient Unit(s),Inpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,113,113,90.4,113,101.7,107.35,109.61,92.66,,109.61,107.35,Roundup_Memorial_Healthcare
42003022_1,PT Gait Train Patient Unit(s),Outpatient,420,97116,"Therapeutic procedure, 1 or more areas, each 15 minutes; gait training (includes stair climbing)",,0,113,113,90.4,113,90.4,107.35,109.61,92.66,,109.61,107.35,Roundup_Memorial_Healthcare
42003024_1,PT Prosthetic Training Lower Extremity Unit(s),Inpatient,420,97761,"Prosthetic(s) training, upper and/or lower extremity(ies), initial prosthetic(s) encounter, each 15 minutes",,0,70,70,56,70,63,66.5,67.9,57.4,,67.9,66.5,Roundup_Memorial_Healthcare
42003024_1,PT Prosthetic Training Lower Extremity Unit(s),Outpatient,420,97761,"Prosthetic(s) training, upper and/or lower extremity(ies), initial prosthetic(s) encounter, each 15 minutes",,0,70,70,56,70,56,66.5,67.9,57.4,,67.9,66.5,Roundup_Memorial_Healthcare
42003025_1,PT IP Exercise/Group,Inpatient,420,97150,"Therapeutic procedure(s), group (2 or more individuals)",,0,108,108,86.4,108,97.2,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
42003025_1,PT IP Exercise/Group,Outpatient,420,97150,"Therapeutic procedure(s), group (2 or more individuals)",,0,108,108,86.4,108,86.4,102.6,104.76,88.56,,104.76,102.6,Roundup_Memorial_Healthcare
42003026_1,PT ADL Training EA 15 Min,Inpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,97.6,122,109.8,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003026_1,PT ADL Training EA 15 Min,Outpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,97.6,122,97.6,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003026_1{2},PT ADL Training EA 15min Unit(s),Inpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,97.6,122,109.8,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003026_1{2},PT ADL Training EA 15min Unit(s),Outpatient,420,97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes",,0,122,122,97.6,122,97.6,115.9,118.34,100.04,,118.34,115.9,Roundup_Memorial_Healthcare
42003027_1,PT Neuromuscular Unit(s),Inpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003027_1,PT Neuromuscular Unit(s),Outpatient,420,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003028_1,PT Orthotic Training per 15 min,Inpatient,420,97760,"Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(ies), lower extremity(ies) and/or trunk, initial orthotic(s) encounter, each 15 minutes",,0,117,117,93.6,117,105.3,111.15,113.49,95.94,,113.49,111.15,Roundup_Memorial_Healthcare
42003028_1,PT Orthotic Training per 15 min,Outpatient,420,97760,"Orthotic(s) management and training (including assessment and fitting when not otherwise reported), upper extremity(ies), lower extremity(ies) and/or trunk, initial orthotic(s) encounter, each 15 minutes",,0,117,117,93.6,117,93.6,111.15,113.49,95.94,,113.49,111.15,Roundup_Memorial_Healthcare
42003029_1,Hot Or Cold Pack Therapy,Inpatient,420,97010,Application of a modality to 1 or more areas; hot or cold packs,,0,57,57,45.6,57,51.3,54.15,55.29,46.74,,55.29,54.15,Roundup_Memorial_Healthcare
42003029_1,Hot Or Cold Pack Therapy,Outpatient,420,97010,Application of a modality to 1 or more areas; hot or cold packs,,0,57,57,45.6,57,45.6,54.15,55.29,46.74,,55.29,54.15,Roundup_Memorial_Healthcare
42003030_1,97755 PT Assistive Technology Evaluation Ea 15 mins,Inpatient,420,97755,"Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact, with written report, each 15 minutes",,0,130,130,104,130,117,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003030_1,97755 PT Assistive Technology Evaluation Ea 15 mins,Outpatient,420,97755,"Assistive technology assessment (eg, to restore, augment or compensate for existing function, optimize functional tasks and/or maximize environmental accessibility), direct one-on-one contact, with written report, each 15 minutes",,0,130,130,104,130,104,123.5,126.1,106.6,,126.1,123.5,Roundup_Memorial_Healthcare
42003031_1,PT Paraffin Bath,Inpatient,420,97018,Application of a modality to 1 or more areas; paraffin bath,,0,133,133,106.4,133,119.7,126.35,129.01,109.06,,129.01,126.35,Roundup_Memorial_Healthcare
42003031_1,PT Paraffin Bath,Outpatient,420,97018,Application of a modality to 1 or more areas; paraffin bath,,0,133,133,106.4,133,106.4,126.35,129.01,109.06,,129.01,126.35,Roundup_Memorial_Healthcare
42003033_1,PT Mech. Traction Therapy Unit(s),Inpatient,420,97012,"Application of a modality to 1 or more areas; traction, mechanical",,0,84,84,67.2,84,75.6,79.8,81.48,68.88,,81.48,79.8,Roundup_Memorial_Healthcare
42003033_1,PT Mech. Traction Therapy Unit(s),Outpatient,420,97012,"Application of a modality to 1 or more areas; traction, mechanical",,0,84,84,67.2,84,67.2,79.8,81.48,68.88,,81.48,79.8,Roundup_Memorial_Healthcare
42003034_1,PT Ultrasound Therapy Unit(s),Inpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,68,85,76.5,80.75,82.45,69.7,,82.45,80.75,Roundup_Memorial_Healthcare
42003034_1,PT Ultrasound Therapy Unit(s),Outpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,68,85,68,80.75,82.45,69.7,,82.45,80.75,Roundup_Memorial_Healthcare
42003034_1{2},PT Ultrasound Therapy per 15 min,Inpatient,420,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,85,85,68,85,76.5,80.75,82.45,69.7,,82.45,80.75,Roundup_Memorial_Healthcare
