Charge Master Code,Description,Invoice Label,Dynamic Pricing,Price,Soft Code,HCPCS Code,HCPCS Multiplier,Revenue Code,Effective Date,Expiration Date,Department,Fractional Billing,Minimum Price,Default Cost,Cost Multiplier,Charge Code Type,hospital
9729,SYSTANE OPTHALMIC DROPS,SYSTANE OPTHALMIC DROPS,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,23.0,1.0,Pharmacy,Granite_County_Medical_Center
9730,ASPERCREME,ASPERCREME,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9731,AURALGAN OTIC DROPS,AURALGAN OTIC DROPS,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,37.0,1.0,Pharmacy,Granite_County_Medical_Center
9733,MELATONIN TABLET,MELATONIN TABLET,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9734,PREMARIN VAGINAL CREAM  30 GM,PREMARIN VAGINAL CREAM,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,501.0,1.0,Pharmacy,Granite_County_Medical_Center
9735,FLAXSEED OIL,FLAXSEED OIL,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9736,CHOLESTYRAMIDE PACKET,CHOLESTYRAMIDE PACKET,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,20.4,1.0,Pharmacy,Granite_County_Medical_Center
9737,CLOZEPINE 25 MG TAB,CLOZEPINE 25 MG TAB,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,15.0,1.0,Pharmacy,Granite_County_Medical_Center
9738,MAGNESIUM SULFATE 40MG /ML 100ML DOSE,MAGNESIUM SULFATE 40MG /ML 100ML DOSE,,,,J3475,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,75.0,1.0,Pharmacy,Granite_County_Medical_Center
9739,NS FLUSH IV,NS FLUSH IV,,,,A4216,1.0,258,2017-06-06,2018-03-14,CC_PHARMACY,,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9741,ACETAMINOPHEN 325 MG,ACETAMINOPHEN 325 MG,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9742,PITAVASTATIN 2MG TAB,PITAVASTATIN 2MG TAB,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,44.1,1.0,Pharmacy,Granite_County_Medical_Center
9732,ESTRIOL VAGINAL CREAM 42.5 GM,,,,,J3490,1.0,250,2017-06-06,2018-03-14,CC_PHARMACY,1.0,,417.5,1.0,Pharmacy,Granite_County_Medical_Center
9512,ORPHENADRINE 60MG/2ML INJ,ORPHENADRINE 60MG/2ML INJ,,,,J2360,1.0,258,2017-06-06,2018-03-14,CC_PHARMACY,1.0,55.0,55.0,1.0,Pharmacy,Granite_County_Medical_Center
9313,INSULIN - REGULAR 100 UNITS INJ,INSULIN - REGULAR 100 UNITS INJ,,,,J1815,10.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,250.0,1.0,Pharmacy,Granite_County_Medical_Center
9491,NOVOLOG 70/30 100 UNITS,NOVOLOG 70/30 100 UNITS,,250.0,,J1820,10.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,,,Standard,Granite_County_Medical_Center
9312,INSULIN - HUMALOG 100 UNITS INJ,INSULIN - HUMALOG 100 UNITS INJ,,250.0,,J1820,10.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,,,Standard,Granite_County_Medical_Center
6249,"17-HYDROXYPROGESTERONE, SERUM",,,49.0,,83498,1.0,300,2018-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6248,"ANTI-MULLERIAN HORMONE (AMH), SERUM",,,95.0,,82397,1.0,300,2018-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9753,CEFEPIME 2GM VIAL,,,60.0,,,1.0,258,2018-03-28,,CC_PHARMACY,,,,,Standard,Granite_County_Medical_Center
1005,INTERM CARE SWING BED MEDICAID,INTERM CARE SWG BED MEDICAID,,174.4,,,1.0,120,2017-06-01,2017-12-31,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
1007,INTERMEDIATE CARE SWING BED SEMI P,INTERMEDIATE CARE SWING BED SEMI P,,175.0,,,1.0,120,2017-06-01,2018-04-30,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
1008,INTERMEDIATE CARE SWING BED PRIVATE ROOM,INTERMEDIATE CARE SWING BED PRIVT,,195.0,,,1.0,110,2017-06-01,2018-04-30,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
6251,"GENTAMICIN, PEAK LEVEL, SERUM",,,45.0,,80170,1.0,300,2018-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6252,"GENTAMICIN, TROUGH LEVEL, SERUM",,,45.0,,80170,1.0,300,2018-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
5715,TUBE ENDOTRACH CUFF MURPHY 9.0MM,,,18.75,,C1146,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5716,WIPE READYFLUSH FRAG FREE 40/PK,,,12.0,,A4335,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5917,CATHETER FOLEY COUDE 16F 5CC 2WAY,,,48.0,,A4340,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5361,CATH FOLEY HOLDER 10/BX,CATH FOLEY HOLDER,,23.5,,A4333,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5186,CATHETER FOLEY 14FR 30CC 2WAY SILICONE COATED LATEX STERILE,CATHETER FOLEY,,39.5,,A4338,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5416,CATHETER FOLEY 14FR 30CC 2WAY SILICONE COATED LATEX STERILE,CATHETER FOLEY,,39.5,,A4338,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5226,CATHETER FOLEY 18FR 5CC 2WAY  ALL SILICONE ROUND TIP 2EYE,CATHETER FOLEY,,39.5,,A4338,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5244,TRAY FOLEY 14FR BARDEX LUBRICATH DRAINAGE BAG,TRAY FOLEY 14FR,,52.0,,A4314,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5387,TRAY FOLEY 16FR BARDEX LUBRICATH CENTER ENTRY,TRAY FOLEY 16FR,,52.0,,A4314,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5250,TRAY FOLEY 18FR BARDEX CENTER ENTRY LUBRICATH ANTIREFLUX DE,TRAY FOLEY 18FR,,52.0,,A4314,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5580,TRAY FOLEY INSERTION W 10ML SYRINGE,,,25.0,,A4312,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
9330,LANTUS 100 UNITS/ML VIAL,LANTUS 100 UNITS/ML VIAL,,,,J1820,1.0,250,2017-06-06,,CC_PHARMACY,1.0,,285.0,1.0,Pharmacy,Granite_County_Medical_Center
3122,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH MANIPULATION; WITHOUT ANESTHESIA",,,625.0,,23650,1.0,981,2018-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
3123,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH MANIPULATION; REQUIRING ANESTHESIA",,,810.0,,23655,1.0,981,2018-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
6034,COMPLETE URINALYSIS,COMPLETE URINALYSIS,,60.0,,81000,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
2135,"AMBULANCE SERVICE, BASIC LIFE SUPPORT (BLS), NON-EMERGENCY TRANSPORT, ALL INCLUSIVE (MILEAGE AND SUPPLIES)",,1.0,,,A0300,1.0,981,2018-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
2136,"AMBULANCE SERVICE, ALS, EMERGENCY TRANSPORT, NO SPECIALIZED ALS SERVICES RENDERED, ALL INCLUSIVE (MILEAGE AND SUPPLIES)",,1.0,,,A0308,1.0,981,2018-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
1010,ADULT DAYCARE HOURLY,ADULT DAYCARE HOURLY,,30.0,,S5100,4.0,3101,2017-06-06,,ADULT DAY CARE,,,,,Standard,Granite_County_Medical_Center
3000,APPLICATION SHORT ARM SPLINT,APPLICATION SHORT ARM SPLINT,,123.0,,29125,1.0,981,2017-06-06,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
3127,APPLICATION OF LONG LEG SPLINT,APPLICATION OF LONG LEG SPLINT,,198.0,,29505,1.0,450,2018-04-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
3082,OBSERVATION CARE INITIAL LEVEL 1,OBSERVATION CARE INITIAL LEVEL 1,,193.5,,99218,1.0,982,2017-06-06,,OBSERVATION,,,,,Standard,Granite_County_Medical_Center
9342,LEVOFLOXACIN 750 MG PREMIX,LEVOFLOXACIN 750 MG PREMIX,,,,J3490,1.0,258,2017-06-06,,CC_PHARMACY,1.0,30.0,30.0,1.0,Pharmacy,Granite_County_Medical_Center
9757,GENTAMYCIN 0.3% EYE DROPS,,,35.0,,J3490,1.0,250,2018-01-01,,CC_PHARMACY,1.0,35.0,,,Standard,Granite_County_Medical_Center
5701,INTUBATION MODULE (PINK/RED),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5702,OXYGEN DELIVERY MODULE (PINK/RED),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5703,INTUBATION MODULE (PURPLE),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5704,OXYGEN DELIVERY MODULE (PURPLE),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5705,INTUBATION MODULE (YELLOW),,,102.0,,A4649,1.0,270,2001-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5706,OXYGEN DELIVERY MODULE (YELLOW),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5707,INTUBATION MODULE (WHITE),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5708,OXYGEN DELIVERY MODULE (WHITE),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5709,INTUBATION MODULE (BLUE),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5710,OXYGEN DELIVERY MODULE (BLUE),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5711,INTUBATION MODULE (ORANGE),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5712,OXYGEN DELIVERY MODULE (ORANGE),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5713,INTUBATION MODULE (GREEN),,,102.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5714,OXYGEN DELIVERY MODULE (GREEN),,,50.0,,A4649,1.0,270,2018-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
3112,"INJECTION, ANESTHETIC AGENT; OTHER PERIPHERAL NERVE OR BRANCH",,,175.0,,64450,1.0,981,2017-06-06,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
6253,"TREPONEMA PALLIDUM AB, SERUM",,,56.0,,86780,1.0,300,2018-03-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
8231,TRANSVAGINAL US OBSTETRICAL,,,390.0,,76817,1.0,402,2018-06-01,,CC_RAD,,,,,Standard,Granite_County_Medical_Center
8232,"COMPUTED TOMOGRAPHIC ANGIOGRAPHY, ABDOMEN, WITH AND W/O CONTRAST",,,2800.0,,74175,1.0,352,2018-03-01,,CC_CT,,,,,Standard,Granite_County_Medical_Center
9758,"LORATADINE 10 MG TABLET 10 mg, 300 eaches","LORATADINE 10 MG TABLET 10 mg, 300 eaches",,,,,1.0,250,2018-07-03,,CC_PHARMACY,,6.0,6.0,1.0,Pharmacy,Granite_County_Medical_Center
6256,"ANTIBODY SCREEN, PLASMA",,,42.0,,86850,1.0,300,2018-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6257,"RUBELLA IGG AB SCREEN, SERUM",,,18.0,,86762,1.0,300,2018-06-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9759,ALUM-MAG HYDROXIDE-SIMETH ORAL SUSPENSION 200 MG-200 MG-20 MG/5 ML,,,,,J3490,1.0,250,2018-06-01,,CC_PHARMACY,1.0,8.0,12.0,1.0,Pharmacy,Granite_County_Medical_Center
9132,CEFTRIAXONE ROCEPHIN 250MG,CEFTRIAXONE ROCEPHIN 250MG,,,,J0696,1.0,258,2017-06-06,,CC_PHARMACY,1.0,42.0,42.0,1.0,Pharmacy,Granite_County_Medical_Center
9761,"LORazepam 2 MG/ML VIAL 2 mL, 1 mL","LORazepam 2 MG/ML VIAL 2 mL, 1 mL",,,,,1.0,250,2018-07-23,2018-07-23,CC_PHARMACY,,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9763,"INVanz 1 GM ADD-VANTAGE VIAL 1 g, 1 each","INVanz 1 GM ADD-VANTAGE VIAL 1 g, 1 each",,,,J1335,2.0,250,2018-07-24,,CC_PHARMACY,1.0,264.0,264.0,1.0,Pharmacy,Granite_County_Medical_Center
9746,ERTAPENEM INVANZ 1 GM INJECTION,,,123.0,,J1335,2.0,262,2017-06-06,2018-07-23,CC_PHARMACY,1.0,264.0,,,Standard,Granite_County_Medical_Center
9764,"CUBICIN 500 MG VIAL 500 mg, 1 each","CUBICIN 500 MG VIAL 500 mg, 1 each",,,,J0878,500.0,250,2018-07-24,,CC_PHARMACY,1.0,857.0,857.0,1.0,Pharmacy,Granite_County_Medical_Center
9747,DAPTOMYCIN CUBICIN 500 MG INJECTION,,,857.0,,J0878,500.0,262,2017-09-01,2018-07-23,CC_PHARMACY,1.0,857.0,,,Standard,Granite_County_Medical_Center
9765,"EXELON 3 MG CAPSULE 3 mg, 60 eaches","EXELON 3 MG CAPSULE 3 mg, 60 eaches",,,,J3490,1.0,250,2018-07-24,,CC_PHARMACY,1.0,6.5,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9766,"HALOPERIDOL LAC 50 MG/10 ML VL 5 mL, 10 mL","HALOPERIDOL LAC 50 MG/10 ML VL 5 mL, 10 mL",,,,J1631,1.0,250,2018-07-24,,CC_PHARMACY,1.0,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9715,SOLUTION SODIUM CHLORIDE .9%  1000ML,SOLUTION SODIUM CHLORIDE .9%  1000ML,,,,J7030,1.0,258,2017-06-06,,CC_PHARMACY,1.0,25.7,25.7,1.0,Pharmacy,Granite_County_Medical_Center
9767,"LORazepam 2 MG/ML VIAL 2 mg, 1 mL","LORazepam 2 MG/ML VIAL 2 mg, 1 mL",,,,J2060,1.0,250,2018-07-24,,CC_PHARMACY,1.0,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9762,LORAZEPAM 2MG/ML SINGLE DOSE VIAL,,,25.0,,J2060,1.0,263,2018-06-01,2018-07-23,CC_PHARMACY,1.0,25.0,,,Standard,Granite_County_Medical_Center
9760,LEVOFLOXACIN 500 IV MG PREMIX,LEVOFLOXACIN 500 MG PREMIX,,,,J1956,2.0,258,2018-06-01,,CC_PHARMACY,1.0,30.0,30.0,1.0,Pharmacy,Granite_County_Medical_Center
9756,FUROSEMIDE INJECTION 20MG / 2 ML,,,,,J1940,1.0,258,2018-01-01,,CC_PHARMACY,1.0,20.0,20.0,1.0,Pharmacy,Granite_County_Medical_Center
9755,ORPHENADRINE 60MG/2ML INJECTION,,,,,J2360,1.0,250,2018-01-01,,CC_PHARMACY,1.0,55.0,55.0,1.0,Pharmacy,Granite_County_Medical_Center
9768,"cetirizine HCL 10 MG TABLET 10 mg, 100 eaches","cetirizine HCL 10 MG TABLET 10 mg, 100 eaches",,,,,1.0,250,2018-07-30,,CC_PHARMACY,,6.5,6.5,1.0,Pharmacy,Granite_County_Medical_Center
11011,COLLECTION OF BLOOD SPECIMEN USING ESTABLISHED CENTRAL OR PERIPHERAL CATHETERS,,,50.0,,36592,1.0,260,2018-08-01,,CC_IV THERAPY,,,,,Standard,Granite_County_Medical_Center
9770,"REFRESH CLASSIC EYE DROPS 1 unit, 30 eaches","REFRESH CLASSIC EYE DROPS 1 unit, 30 eaches",,,,,1.0,250,2018-08-23,,CC_PHARMACY,,28.0,28.0,1.0,Pharmacy,Granite_County_Medical_Center
9772,ACYCLOVIR INJ 500 MG /10 ML VIAL,,,,,J0133,100.0,250,2018-08-01,,CC_PHARMACY,1.0,50.0,6.1,1.0,Pharmacy,Granite_County_Medical_Center
9698,WARFARIN SODIUM 5 MG TABLET,WARFARIN SODIUM 5 MG TABLET,,,,J3490,1.0,250,2017-06-06,,CC_PHARMACY,1.0,18.0,18.0,1.0,Pharmacy,Granite_County_Medical_Center
6262,"CLOMIPRAMINE, SERUM",,,50.0,,80335,1.0,300,2018-08-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9489,NOVOLOG 100 UNIT/ML VIAL,NOVOLOG 100 UNIT/ML VIAL,,,,J1817,1.0,250,2017-06-06,,CC_PHARMACY,1.0,250.0,250.0,1.0,Pharmacy,Granite_County_Medical_Center
9773,"SODIUM BICARB 10 GRAIN TABLET 650 mg, 1000 eaches","SODIUM BICARB 10 GRAIN TABLET 650 mg, 1000 eaches",,,,,1.0,250,2018-10-02,,CC_PHARMACY,,6.5,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9774,"SILVER SULFADIAZINE 1% CREAM 1 ea, 25 g","SILVER SULFADIAZINE 1% CREAM 1 ea, 25 g",,,,,1.0,250,2018-10-22,,CC_PHARMACY,,25.0,6.04,1.0,Pharmacy,Granite_County_Medical_Center
9775,NAFCILLIN 2GM IV,,,,,S0032,1.0,250,2018-09-01,,CC_PHARMACY,,130.0,130.0,1.0,Pharmacy,Granite_County_Medical_Center
9776,LORAZEPAM LIQUID PO 2MG/ML SUSP,,,15.0,,,1.0,250,2018-10-01,,CC_PHARMACY,,,,,Standard,Granite_County_Medical_Center
9259,FLUVACCINE,FLUVACCINE,,,,G0008,1.0,250,2017-06-06,,CC_PHARMACY,,30.0,23.0,1.0,Pharmacy,Granite_County_Medical_Center
6263,"ALLERGY PANEL, SERUM OR PLASMA",,,85.0,,86003,1.0,300,2018-11-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6264," COCONUT IGE, SERUM",,,15.0,,86003,1.0,300,2018-11-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
3128,"DEBRIDEMENT, SUBCUTANEOUS TISSUE (INCLUDES EPIDERMIS AND DERMIS, IF PERFORMED); FIRST 20 SQUARE CM OR LESS.",,,220.0,,11042,1.0,981,2018-10-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
5727,"POST-OP SHOE, SQUARE TOE",,,60.0,,L3260,1.0,270,2018-08-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
9777,Amoxicillin/clavulanic 875 mg Start Pak Oral,Amoxicillin/clavulanic 875 mg Start Pak Oral,,,,,1.0,250,2018-01-01,,CC_PHARMACY,,25.0,0.0,1.0,Pharmacy,Granite_County_Medical_Center
9748,POTASSIUM 40MEQ/20ML CONCENTRATE,,,,,J3480,20.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
1005,INTERM CARE SWING BED MEDICAID,INTERM CARE SWG BED MEDICAID,,181.53,,,1.0,120,2018-01-01,2018-12-31,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
6065,FREE TESTOSTERONE (ADULT MALE),FREE TESTOSTERONE (ADULT MALE),,142.0,,84402,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
1008,INTERMEDIATE CARE SWING BED PRIVATE ROOM,INTERMEDIATE CARE SWING BED PRIVT,,200.0,,,1.0,110,2018-05-01,2019-02-28,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
1007,INTERMEDIATE CARE SWING BED SEMI P,INTERMEDIATE CARE SWING BED SEMI P,,185.0,,,1.0,120,2018-05-01,2019-02-28,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
1006,INTERM CARE SWING BED HOSPICE,INTERM CARE SWING BED HOSPICE,,174.4,,,1.0,125,2017-06-01,2019-02-28,LONG TERM CARE,,,,,Standard,Granite_County_Medical_Center
6268,PROTEIN ELECTROPHORESIS W/ RFLX TO IFE,,,52.0,,84165,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6271,"IMMUNOFIXATION (IFE), SERUM",,,46.0,,86334,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6269,"SJOGREN AB SSA, SERUM",,,21.0,,86235,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6270,"SJOGREN AB SSB, SERUM",,,21.0,,86235,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6267,"WBC, STOOL",,,28.0,,89055,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6272,"PSA, FREE (SERUM OR PLASMA)",,,47.0,,84153,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6273,"CALCIUM, 24-HOUR URINE",,,24.0,,82340,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6275,CREATININE CLEARANCE. 24-HOUR URINE,,,41.0,,82575,1.0,300,2019-02-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9778,"niCARdipine 25 MG/10 ML VIAL 25 mg, 10 mL","niCARdipine 25 MG/10 ML VIAL 25 mg, 10 mL",,,,J3490,1.0,250,2019-02-01,,CC_PHARMACY,1.0,121.5,121.5,1.0,Pharmacy,Granite_County_Medical_Center
6116,PHOSPHORUS,PHOSPHORUS,,55.0,,84100,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
9779,ALLERGY 25 MG TABLET 25 mg,ALLERGY 25 MG TABLET 25 mg,,,,,1.0,250,2019-03-01,,CC_PHARMACY,,6.5,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9780,"INFANT PAIN-FEVER 160 MG/5 ML 160 mg, 59 mL","INFANT PAIN-FEVER 160 MG/5 ML 160 mg, 59 mL",,,,,1.0,250,2019-02-01,,CC_PHARMACY,,8.0,8.0,1.0,Pharmacy,Granite_County_Medical_Center
3130,INSERTION OF A CHEST TUBE,,,310.0,,32551,1.0,981,2019-01-01,,EMERGENCY DEPARTMENT,,,,,Standard,Granite_County_Medical_Center
9769,"KETAMINE 500 MG/10 ML VIAL 100 mg, 10 mL","KETAMINE 500 MG/10 ML VIAL 100 mg, 10 mL",,,,J3490,1.0,250,2018-07-01,,CC_PHARMACY,1.0,175.0,175.0,1.0,Pharmacy,Granite_County_Medical_Center
9301,HYDROMORPHONE 2MG/ML,HYDROMORPHONE 2MG/ML,,,,J1170,1.0,250,2017-06-06,,CC_PHARMACY,1.0,25.0,25.0,1.0,Pharmacy,Granite_County_Medical_Center
9781,Acetaminophen 500 mg tab,Acetaminophen 500 mg tab,,,,J3490,1.0,250,2019-04-09,,CC_PHARMACY,1.0,6.5,6.5,1.0,Pharmacy,Granite_County_Medical_Center
9008,ACETAMINOPHEN/CODIENE 300MG/30 MG,ACETAMINOPHEN/CODIENE 300MG/30 MG,,8.0,,J3490,1.0,250,2017-06-06,2019-04-09,CC_PHARMACY,1.0,8.0,,,Standard,Granite_County_Medical_Center
5741,"BRIEF, BARIATRIC, 90-106"",BEIGE  	",,,56.3,,A4335,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5742,"CLEANSER, FOAM, NO RINSE, REMEDY PHYTO, 4 OZ",,,10.0,,A6260,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5743,"ATOMIZER, MUCOSAL ATMZR DEVICE, NO SYR",,,17.5,,,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5744,"GEL, HYDROACTIVE, DUODERM, 15GM",,,10.5,,A4205,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5745,"SPLINT, KNEE, BASIC, 20"",UNIVERSAL  	",,,25.0,,A4570,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5746,"MASK, OXYGEN, MED. CONCEN, PED, 7' TUB",,,7.5,,A4620,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5747,"NEBULIZER, KIT, MASK, PEDI, 7' TUBING",,,4.0,,A7003,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5149,WATER STERILE 1000ML BOTTLE   IRRIGATION PLASTIC CONTAINER,WATER STERILE 1000ML IRRIGATION,,25.0,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5286,STERILE WATER 500ML IRRIGATIONPLASTIC CONTAINER,STERILE WATER 500ML IRRIGATION,,22.8,,,1.0,270,2017-06-06,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
5749,"PADS, CPR STATPADZ HVP MULTI-FCTN",,,160.0,,A4556,1.0,270,2019-01-01,,CC_CENTRAL SUPPLY,,,,,Standard,Granite_County_Medical_Center
6026,CBC WITH  MANUAL DIFFERENTIAL,CBC WITH  MANUAL DIFFERENTIAL,,129.0,,85023,1.0,300,2017-06-06,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6276,"FECAL FAT, QUANITATIVE, STOOL",,,53.0,,82710,1.0,300,2019-03-27,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
6278,"BILE ACIDS, TOTAL",,,43.5,,82239,1.0,300,2019-01-01,,CC_LAB,,,,,Standard,Granite_County_Medical_Center
