Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,ALLEGIANCE_MEDICARE_RBPHP,BCBSMT_HEALTHLINK,BCBSMT_TRADITIONAL,Indian_Health_Svcs_,PACIFIC_SOURCE_,hospital
7112737_1,alpha 1-proteinase inhibitor (Prolastin-C Liquid) inject nemh,Inpatient,250,,,,0,13.8,10.35,8.14,23.41,13.11,13.11,12.83,13.8,,13.11,Poplar_Community_Hospital
7112737_1,alpha 1-proteinase inhibitor (Prolastin-C Liquid) inject nemh,Outpatient,250,,,,0,13.8,10.35,8.14,23.41,13.11,23.41,12.83,13.8,8.14,13.11,Poplar_Community_Hospital
7117398_1,NEMH Patient Transport w/ Medical Escort,Inpatient,549,,,,0,445.5,334.13,262.85,755.75,423.23,423.23,414.32,445.5,,423.23,Poplar_Community_Hospital
7117398_1,NEMH Patient Transport w/ Medical Escort,Outpatient,549,,,,0,445.5,334.13,262.85,755.75,423.23,755.75,414.32,445.5,262.85,423.23,Poplar_Community_Hospital
7121115_1,diphenhydrAMINE 12.5 mg Chew tab nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
7121115_1,diphenhydrAMINE 12.5 mg Chew tab nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
7121133_1,pantoprazole 40 mg vial nemh,Inpatient,259,S0164,Injection pantroprazole,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
7121133_1,pantoprazole 40 mg vial nemh,Outpatient,259,S0164,Injection pantroprazole,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
7121141_1,LORazepam 1 mg tablet nemh,Inpatient,250,,,,0,6,4.5,3.54,10.18,5.7,5.7,5.58,6,,5.7,Poplar_Community_Hospital
7121141_1,LORazepam 1 mg tablet nemh,Outpatient,250,,,,0,6,4.5,3.54,10.18,5.7,10.18,5.58,6,3.54,5.7,Poplar_Community_Hospital
7122510_1,HYDROXYprogesterone 275 mg/1.1 mL Soln nemh,Inpatient,259,J1726,"Makena, 10 mg",,28,1204.5,903.38,710.66,2043.31,1144.28,1144.28,1120.19,1204.5,,1144.28,Poplar_Community_Hospital
7122510_1,HYDROXYprogesterone 275 mg/1.1 mL Soln nemh,Outpatient,259,J1726,"Makena, 10 mg",,28,1204.5,903.38,710.66,2043.31,1144.28,2043.31,1120.19,1204.5,710.66,1144.28,Poplar_Community_Hospital
7122511_1,PACLitaxel 6 mg/mL 50mL vial nemh,Inpatient,259,J9267,Paclitaxel injection,,300,232.74,174.56,137.32,394.82,221.1,221.1,216.45,232.74,,221.1,Poplar_Community_Hospital
7122511_1,PACLitaxel 6 mg/mL 50mL vial nemh,Outpatient,259,J9267,Paclitaxel injection,,300,232.74,174.56,137.32,394.82,221.1,394.82,216.45,232.74,137.32,221.1,Poplar_Community_Hospital
7123631_1,carbamide peroxide otic 6.5% 15mL solution nemh,Inpatient,250,,,,0,17.94,13.46,10.58,30.43,17.04,17.04,16.68,17.94,,17.04,Poplar_Community_Hospital
7123631_1,carbamide peroxide otic 6.5% 15mL solution nemh,Outpatient,250,,,,0,17.94,13.46,10.58,30.43,17.04,30.43,16.68,17.94,10.58,17.04,Poplar_Community_Hospital
7123744_1,palonosetron 0.25 mg/5 mL vial nemh,Inpatient,259,J2469,Palonosetron hcl,,1,448.4,336.3,264.56,760.67,425.98,425.98,417.01,448.4,,425.98,Poplar_Community_Hospital
7123744_1,palonosetron 0.25 mg/5 mL vial nemh,Outpatient,259,J2469,Palonosetron hcl,,1,448.4,336.3,264.56,760.67,425.98,760.67,417.01,448.4,264.56,425.98,Poplar_Community_Hospital
7126280_1,calcium gluconate 100mg/mL 10mL vial nemh,Inpatient,259,,,,0,3.29,2.47,1.94,5.58,3.13,3.13,3.06,3.29,,3.13,Poplar_Community_Hospital
7126280_1,calcium gluconate 100mg/mL 10mL vial nemh,Outpatient,259,,,,0,3.29,2.47,1.94,5.58,3.13,5.58,3.06,3.29,1.94,3.13,Poplar_Community_Hospital
7126318_1,mupirocin topical 2% 22gm ointment nemh,Inpatient,259,,,,0,128.25,96.19,75.67,217.56,121.84,121.84,119.27,128.25,,121.84,Poplar_Community_Hospital
7126318_1,mupirocin topical 2% 22gm ointment nemh,Outpatient,259,,,,0,128.25,96.19,75.67,217.56,121.84,217.56,119.27,128.25,75.67,121.84,Poplar_Community_Hospital
7131709_1,DOXOrubicin 2 mg/mL 25mL vial nemh,Inpatient,259,J9000,Doxorubicin hcl injection,,5,87.15,65.36,51.42,147.84,82.79,82.79,81.05,87.15,,82.79,Poplar_Community_Hospital
7131709_1,DOXOrubicin 2 mg/mL 25mL vial nemh,Outpatient,259,J9000,Doxorubicin hcl injection,,5,87.15,65.36,51.42,147.84,82.79,147.84,81.05,87.15,51.42,82.79,Poplar_Community_Hospital
7143484_1,Apligraf,Inpatient,270,Q4101,Apligraf,,1,1620,1215,955.8,2748.17,1539,1539,1506.6,1620,,1539,Poplar_Community_Hospital
7143484_1,Apligraf,Outpatient,270,Q4101,Apligraf,,1,1620,1215,955.8,2748.17,1539,2748.17,1506.6,1620,955.8,1539,Poplar_Community_Hospital
7147940_1,LORazepam 2 mg/mL syringe nemh,Inpatient,259,,,,0,20,15,11.8,33.93,19,19,18.6,20,,19,Poplar_Community_Hospital
7147940_1,LORazepam 2 mg/mL syringe nemh,Outpatient,259,,,,0,20,15,11.8,33.93,19,33.93,18.6,20,11.8,19,Poplar_Community_Hospital
7147979_1,fentaNYL 50 mcg/hr patch nemh,Inpatient,250,,,,0,116.65,87.49,68.82,197.89,110.82,110.82,108.48,116.65,,110.82,Poplar_Community_Hospital
7147979_1,fentaNYL 50 mcg/hr patch nemh,Outpatient,250,,,,0,116.65,87.49,68.82,197.89,110.82,197.89,108.48,116.65,68.82,110.82,Poplar_Community_Hospital
7147980_1,morphine 10 mg/mL syringe nemh,Inpatient,259,,,,0,20,15,11.8,33.93,19,19,18.6,20,,19,Poplar_Community_Hospital
7147980_1,morphine 10 mg/mL syringe nemh,Outpatient,259,,,,0,20,15,11.8,33.93,19,33.93,18.6,20,11.8,19,Poplar_Community_Hospital
7148062_1,bupivacaine-EPINEPHrine PF 0.5% 30mL vial nemh,Inpatient,259,,,,0,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
7148062_1,bupivacaine-EPINEPHrine PF 0.5% 30mL vial nemh,Outpatient,259,,,,0,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
7148110_1,clindamycin 150 mg/mL 4mL vial nemh,Inpatient,259,,,,0,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
7148110_1,clindamycin 150 mg/mL 4mL vial nemh,Outpatient,259,,,,0,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
7148130_1,EPINEPHrine 1 mg/mL amp nemh,Inpatient,259,,,,0,52.5,39.38,30.98,89.06,49.88,49.88,48.83,52.5,,49.88,Poplar_Community_Hospital
7148130_1,EPINEPHrine 1 mg/mL amp nemh,Outpatient,259,,,,0,52.5,39.38,30.98,89.06,49.88,89.06,48.83,52.5,30.98,49.88,Poplar_Community_Hospital
7148141_1,eptifibatide 2 mg/mL 100mL vial nemh,Inpatient,259,,,,0,2027.95,1520.96,1196.49,3440.21,1926.55,1926.55,1885.99,2027.95,,1926.55,Poplar_Community_Hospital
7148141_1,eptifibatide 2 mg/mL 100mL vial nemh,Outpatient,259,,,,0,2027.95,1520.96,1196.49,3440.21,1926.55,3440.21,1885.99,2027.95,1196.49,1926.55,Poplar_Community_Hospital
7148152_1,levonorgestrel 1.5 mg tablet nemh,Inpatient,250,,,,0,101.01,75.76,59.6,171.35,95.96,95.96,93.94,101.01,,95.96,Poplar_Community_Hospital
7148152_1,levonorgestrel 1.5 mg tablet nemh,Outpatient,250,,,,0,101.01,75.76,59.6,171.35,95.96,171.35,93.94,101.01,59.6,95.96,Poplar_Community_Hospital
7148239_1,piperacillin-tazobactam 3.375 g Inject nemh,Inpatient,259,,,,0,18.27,13.7,10.78,30.99,17.36,17.36,16.99,18.27,,17.36,Poplar_Community_Hospital
7148239_1,piperacillin-tazobactam 3.375 g Inject nemh,Outpatient,259,,,,0,18.27,13.7,10.78,30.99,17.36,30.99,16.99,18.27,10.78,17.36,Poplar_Community_Hospital
7148240_1,labetalol 5 mg/mL 20mL vial nemh,Inpatient,259,,,,0,41.25,30.94,24.34,69.98,39.19,39.19,38.36,41.25,,39.19,Poplar_Community_Hospital
7148240_1,labetalol 5 mg/mL 20mL vial nemh,Outpatient,259,,,,0,41.25,30.94,24.34,69.98,39.19,69.98,38.36,41.25,24.34,39.19,Poplar_Community_Hospital
7148808_1,allopurinol 100 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
7148808_1,allopurinol 100 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
7148812_1,carbamide peroxide otic 6.5% 15mL solution nemh,Inpatient,250,,,,0,5.94,4.46,3.5,10.08,5.64,5.64,5.52,5.94,,5.64,Poplar_Community_Hospital
7148812_1,carbamide peroxide otic 6.5% 15mL solution nemh,Outpatient,250,,,,0,5.94,4.46,3.5,10.08,5.64,10.08,5.52,5.94,3.5,5.64,Poplar_Community_Hospital
7148813_1,sertraline 50 mg tablet nemh,Inpatient,250,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
7148813_1,sertraline 50 mg tablet nemh,Outpatient,250,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
7148846_1,terbutaline 2.5 mg tablet nemh,Inpatient,250,,,,0,16.33,12.25,9.63,27.7,15.51,15.51,15.19,16.33,,15.51,Poplar_Community_Hospital
7148846_1,terbutaline 2.5 mg tablet nemh,Outpatient,250,,,,0,16.33,12.25,9.63,27.7,15.51,27.7,15.19,16.33,9.63,15.51,Poplar_Community_Hospital
7155094_1,atrop-hyoscyam-PB-scop 32.4mg/10mL elixir nemh,Inpatient,250,,,,0,84.6,63.45,49.91,143.52,80.37,80.37,78.68,84.6,,80.37,Poplar_Community_Hospital
7155094_1,atrop-hyoscyam-PB-scop 32.4mg/10mL elixir nemh,Outpatient,250,,,,0,84.6,63.45,49.91,143.52,80.37,143.52,78.68,84.6,49.91,80.37,Poplar_Community_Hospital
7156046_1,acetaminophen 500 mg tablet nemh,Inpatient,250,,,,0,2,1.5,1.18,3.39,1.9,1.9,1.86,2,,1.9,Poplar_Community_Hospital
7156046_1,acetaminophen 500 mg tablet nemh,Outpatient,250,,,,0,2,1.5,1.18,3.39,1.9,3.39,1.86,2,1.18,1.9,Poplar_Community_Hospital
7156112_1,diphenhydrAMINE 50 mg/mL vial nemh,Inpatient,259,J1200,Diphenhydramine hcl injectio,,1,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
7156112_1,diphenhydrAMINE 50 mg/mL vial nemh,Outpatient,259,J1200,Diphenhydramine hcl injectio,,1,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
7157163_1,EPINEPHrine 0.3 mg/0.3mL syringe nemh,Inpatient,259,J0171,Adrenalin epinephrine inject,,3,468.75,351.56,276.56,795.19,445.31,445.31,435.94,468.75,,445.31,Poplar_Community_Hospital
7157163_1,EPINEPHrine 0.3 mg/0.3mL syringe nemh,Outpatient,259,J0171,Adrenalin epinephrine inject,,3,468.75,351.56,276.56,795.19,445.31,795.19,435.94,468.75,276.56,445.31,Poplar_Community_Hospital
7158006_1,leucovorin 200 mg vial nemh,Inpatient,259,J0640,Leucovorin calcium injection,,4,75.81,56.86,44.73,128.6,72.02,72.02,70.5,75.81,,72.02,Poplar_Community_Hospital
7158006_1,leucovorin 200 mg vial nemh,Outpatient,259,J0640,Leucovorin calcium injection,,4,75.81,56.86,44.73,128.6,72.02,128.6,70.5,75.81,44.73,72.02,Poplar_Community_Hospital
7158007_1,fentaNYL 50 mcg/mL 2mL vial nemh,Inpatient,259,J3010,Fentanyl citrate injection,,1,20,15,11.8,33.93,19,19,18.6,20,,19,Poplar_Community_Hospital
7158007_1,fentaNYL 50 mcg/mL 2mL vial nemh,Outpatient,259,J3010,Fentanyl citrate injection,,1,20,15,11.8,33.93,19,33.93,18.6,20,11.8,19,Poplar_Community_Hospital
7158026_1,ipratropium 0.5 mg/2.5 mL neb soln nemh,Inpatient,250,J7644,Ipratropium bromide non-comp,,0.5,10,7.5,5.9,16.96,9.5,9.5,9.3,10,,9.5,Poplar_Community_Hospital
7158026_1,ipratropium 0.5 mg/2.5 mL neb soln nemh,Outpatient,250,J7644,Ipratropium bromide non-comp,,0.5,10,7.5,5.9,16.96,9.5,16.96,9.3,10,5.9,9.5,Poplar_Community_Hospital
7158113_1,metoclopramide 10 mg tablet nemh,Inpatient,637,,,,0,3,2.25,1.77,5.09,2.85,2.85,2.79,3,,2.85,Poplar_Community_Hospital
7158113_1,metoclopramide 10 mg tablet nemh,Outpatient,637,,,,0,3,2.25,1.77,5.09,2.85,5.09,2.79,3,1.77,2.85,Poplar_Community_Hospital
7158347_1,thp - azithromycin 250 mg tab 6 pack nemh,Inpatient,253,,,,0,839.22,629.42,495.14,1423.65,797.26,797.26,780.47,839.22,,797.26,Poplar_Community_Hospital
7158347_1,thp - azithromycin 250 mg tab 6 pack nemh,Outpatient,253,,,,0,839.22,629.42,495.14,1423.65,797.26,1423.65,780.47,839.22,495.14,797.26,Poplar_Community_Hospital
7158525_1,thp - acetaminophen-codeine 300 mg-30 mg tab #6 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7158525_1,thp - acetaminophen-codeine 300 mg-30 mg tab #6 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7158544_1,azithromycin 250 mg Tab UD nemh,Inpatient,637,,,,0,139.87,104.9,82.52,237.28,132.88,132.88,130.08,139.87,,132.88,Poplar_Community_Hospital
7158544_1,azithromycin 250 mg Tab UD nemh,Outpatient,637,,,,0,139.87,104.9,82.52,237.28,132.88,237.28,130.08,139.87,82.52,132.88,Poplar_Community_Hospital
7158641_1,thp - acetaminophen-oxyCODONE 325 mg-5 mg tab #6 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7158641_1,thp - acetaminophen-oxyCODONE 325 mg-5 mg tab #6 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7158662_1,thp - promethazine 25 mg tab #6 nemh,Inpatient,253,,,,0,18,13.5,10.62,30.54,17.1,17.1,16.74,18,,17.1,Poplar_Community_Hospital
7158662_1,thp - promethazine 25 mg tab #6 nemh,Outpatient,253,,,,0,18,13.5,10.62,30.54,17.1,30.54,16.74,18,10.62,17.1,Poplar_Community_Hospital
7158678_1,thp - ondansetron 4 mg DIS tab #3 nemh,Inpatient,250,,,,0,200.64,150.48,118.38,340.37,190.61,190.61,186.6,200.64,,190.61,Poplar_Community_Hospital
7158678_1,thp - ondansetron 4 mg DIS tab #3 nemh,Outpatient,250,,,,0,200.64,150.48,118.38,340.37,190.61,340.37,186.6,200.64,118.38,190.61,Poplar_Community_Hospital
7158685_1,thp - nitrofurantoin macrocrystals 50 mg cap #8 nemh,Inpatient,253,,,,0,106.72,80.04,62.96,181.04,101.38,101.38,99.25,106.72,,101.38,Poplar_Community_Hospital
7158685_1,thp - nitrofurantoin macrocrystals 50 mg cap #8 nemh,Outpatient,253,,,,0,106.72,80.04,62.96,181.04,101.38,181.04,99.25,106.72,62.96,101.38,Poplar_Community_Hospital
7158694_1,thp - metroNIDAZOLE 250 mg tab #12 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7158694_1,thp - metroNIDAZOLE 250 mg tab #12 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7158703_1,thp - levoFLOXacin 250 mg tab #3 nemh,Inpatient,253,,,,0,132.54,99.41,78.2,224.84,125.91,125.91,123.26,132.54,,125.91,Poplar_Community_Hospital
7158703_1,thp - levoFLOXacin 250 mg tab #3 nemh,Outpatient,253,,,,0,132.54,99.41,78.2,224.84,125.91,224.84,123.26,132.54,78.2,125.91,Poplar_Community_Hospital
7158720_1,thp - ibuprofen 400 mg tab #12 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7158720_1,thp - ibuprofen 400 mg tab #12 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7158721_1,thp - ibuprofen 100 mg/5 mL (120 ml) susp nemh,Inpatient,253,,,,0,11.23,8.42,6.63,19.05,10.67,10.67,10.44,11.23,,10.67,Poplar_Community_Hospital
7158721_1,thp - ibuprofen 100 mg/5 mL (120 ml) susp nemh,Outpatient,253,,,,0,11.23,8.42,6.63,19.05,10.67,19.05,10.44,11.23,6.63,10.67,Poplar_Community_Hospital
7158723_1,thp - diphenhydrAMINE 12.5 mg/5 mL liquid (120 ml) nemh,Inpatient,253,,,,0,8.1,6.08,4.78,13.74,7.7,7.7,7.53,8.1,,7.7,Poplar_Community_Hospital
7158723_1,thp - diphenhydrAMINE 12.5 mg/5 mL liquid (120 ml) nemh,Outpatient,253,,,,0,8.1,6.08,4.78,13.74,7.7,13.74,7.53,8.1,4.78,7.7,Poplar_Community_Hospital
7158724_1,diphenhydrAMINE 12.5 mg/5 mL Llquid (5 ml) nemh,Inpatient,250,,,,0,2,1.5,1.18,3.39,1.9,1.9,1.86,2,,1.9,Poplar_Community_Hospital
7158724_1,diphenhydrAMINE 12.5 mg/5 mL Llquid (5 ml) nemh,Outpatient,250,,,,0,2,1.5,1.18,3.39,1.9,3.39,1.86,2,1.18,1.9,Poplar_Community_Hospital
7158725_1,thp - cephalexin 250 mg/5 mL 100mL bottle nemh,Inpatient,253,,,,0,86.25,64.69,50.89,146.31,81.94,81.94,80.21,86.25,,81.94,Poplar_Community_Hospital
7158725_1,thp - cephalexin 250 mg/5 mL 100mL bottle nemh,Outpatient,253,,,,0,86.25,64.69,50.89,146.31,81.94,146.31,80.21,86.25,50.89,81.94,Poplar_Community_Hospital
7158727_1,thp - amoxicillin-clavulanate 875 mg-125 mg tab #6 nemh,Inpatient,253,,,,0,84.95,63.71,50.12,144.11,80.7,80.7,79,84.95,,80.7,Poplar_Community_Hospital
7158727_1,thp - amoxicillin-clavulanate 875 mg-125 mg tab #6 nemh,Outpatient,253,,,,0,84.95,63.71,50.12,144.11,80.7,144.11,79,84.95,50.12,80.7,Poplar_Community_Hospital
7161784_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Inpatient,253,,,,0,24,18,14.16,40.71,22.8,22.8,22.32,24,,22.8,Poplar_Community_Hospital
7161784_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Outpatient,253,,,,0,24,18,14.16,40.71,22.8,40.71,22.32,24,14.16,22.8,Poplar_Community_Hospital
7162206_1,sterile water 10mL vial nemh,Inpatient,259,,,,0,1.8,1.35,1.06,3.05,1.71,1.71,1.67,1.8,,1.71,Poplar_Community_Hospital
7162206_1,sterile water 10mL vial nemh,Outpatient,259,,,,0,1.8,1.35,1.06,3.05,1.71,3.05,1.67,1.8,1.06,1.71,Poplar_Community_Hospital
7162210_1,amiodarone hcl 200mg tab nemh,Inpatient,250,,,,0,10.14,7.61,5.98,17.2,9.63,9.63,9.43,10.14,,9.63,Poplar_Community_Hospital
7162210_1,amiodarone hcl 200mg tab nemh,Outpatient,250,,,,0,10.14,7.61,5.98,17.2,9.63,17.2,9.43,10.14,5.98,9.63,Poplar_Community_Hospital
7162250_1,thp - acetaminophen 160 mg/5 mL susp nemh,Inpatient,253,,,,0,9.22,6.92,5.44,15.64,8.76,8.76,8.57,9.22,,8.76,Poplar_Community_Hospital
7162250_1,thp - acetaminophen 160 mg/5 mL susp nemh,Outpatient,253,,,,0,9.22,6.92,5.44,15.64,8.76,15.64,8.57,9.22,5.44,8.76,Poplar_Community_Hospital
7162343_1,thp - acetaminophen-codeine 120 mg-12 mg/5 mL 118mL bottle nemh,Inpatient,253,,,,0,20.25,15.19,11.95,34.35,19.24,19.24,18.83,20.25,,19.24,Poplar_Community_Hospital
7162343_1,thp - acetaminophen-codeine 120 mg-12 mg/5 mL 118mL bottle nemh,Outpatient,253,,,,0,20.25,15.19,11.95,34.35,19.24,34.35,18.83,20.25,11.95,19.24,Poplar_Community_Hospital
7162345_1,thp - acetaminophen-codeine 300 mg-30 mg tab #6 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7162345_1,thp - acetaminophen-codeine 300 mg-30 mg tab #6 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7162354_1,thp - acetaminophen-HYDROcodone 325-5mg tab #6 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7162354_1,thp - acetaminophen-HYDROcodone 325-5mg tab #6 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7162357_1,thp - acetaminophen-oxyCODONE 325 mg-5 mg tab #6 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7162357_1,thp - acetaminophen-oxyCODONE 325 mg-5 mg tab #6 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7162359_1,thp - acyclovir 200 mg cap #12 nemh,Inpatient,253,,,,0,51.48,38.61,30.37,87.33,48.91,48.91,47.88,51.48,,48.91,Poplar_Community_Hospital
7162359_1,thp - acyclovir 200 mg cap #12 nemh,Outpatient,253,,,,0,51.48,38.61,30.37,87.33,48.91,87.33,47.88,51.48,30.37,48.91,Poplar_Community_Hospital
7162361_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Inpatient,253,,,,0,29.88,22.41,17.63,50.69,28.39,28.39,27.79,29.88,,28.39,Poplar_Community_Hospital
7162361_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Outpatient,253,,,,0,29.88,22.41,17.63,50.69,28.39,50.69,27.79,29.88,17.63,28.39,Poplar_Community_Hospital
7162363_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Inpatient,253,,,,0,24,18,14.16,40.71,22.8,22.8,22.32,24,,22.8,Poplar_Community_Hospital
7162363_1,thp - albuterol 2.5 mg/3 mL (0.083%) soln #6 nemh,Outpatient,253,,,,0,24,18,14.16,40.71,22.8,40.71,22.32,24,14.16,22.8,Poplar_Community_Hospital
7162365_1,thp - albuterol 1.25 mg/3 mL (0.042%) soln #6 nemh,Inpatient,253,,,,0,29.88,22.41,17.63,50.69,28.39,28.39,27.79,29.88,,28.39,Poplar_Community_Hospital
7162365_1,thp - albuterol 1.25 mg/3 mL (0.042%) soln #6 nemh,Outpatient,253,,,,0,29.88,22.41,17.63,50.69,28.39,50.69,27.79,29.88,17.63,28.39,Poplar_Community_Hospital
7162367_1,thp - albuterol 90 mcg/inh aeroso nemh,Inpatient,253,,,,0,132.86,99.65,78.39,225.38,126.22,126.22,123.56,132.86,,126.22,Poplar_Community_Hospital
7162367_1,thp - albuterol 90 mcg/inh aeroso nemh,Outpatient,253,,,,0,132.86,99.65,78.39,225.38,126.22,225.38,123.56,132.86,78.39,126.22,Poplar_Community_Hospital
7162369_1,thp - amoxicillin 250 mg cap #12 nemh,Inpatient,253,,,,0,36,27,21.24,61.07,34.2,34.2,33.48,36,,34.2,Poplar_Community_Hospital
7162369_1,thp - amoxicillin 250 mg cap #12 nemh,Outpatient,253,,,,0,36,27,21.24,61.07,34.2,61.07,33.48,36,21.24,34.2,Poplar_Community_Hospital
7162373_1,thp - amoxicillin 250 mg/5 mL 150mL suspension nemh,Inpatient,253,,,,0,21.33,16,12.58,36.18,20.26,20.26,19.84,21.33,,20.26,Poplar_Community_Hospital
7162373_1,thp - amoxicillin 250 mg/5 mL 150mL suspension nemh,Outpatient,253,,,,0,21.33,16,12.58,36.18,20.26,36.18,19.84,21.33,12.58,20.26,Poplar_Community_Hospital
7162377_1,thp - amoxicillin-clavulanate 250 mg-62.5 mg/5 mL 75mL bottle nemh,Inpatient,253,,,,0,129.49,97.12,76.4,219.67,123.02,123.02,120.43,129.49,,123.02,Poplar_Community_Hospital
7162377_1,thp - amoxicillin-clavulanate 250 mg-62.5 mg/5 mL 75mL bottle nemh,Outpatient,253,,,,0,129.49,97.12,76.4,219.67,123.02,219.67,120.43,129.49,76.4,123.02,Poplar_Community_Hospital
7162407_1,pegfilgrastim 6 mg/0.6 mL syringe nemh,Inpatient,259,J2506,,,12,9626.99,7220.24,5679.92,16331.23,9145.64,9145.64,8953.1,9626.99,,9145.64,Poplar_Community_Hospital
7162407_1,pegfilgrastim 6 mg/0.6 mL syringe nemh,Outpatient,259,J2506,,,12,9626.99,7220.24,5679.92,16331.23,9145.64,16331.23,8953.1,9626.99,5679.92,9145.64,Poplar_Community_Hospital
7162428_1,thp - amoxicillin-clavulanate 875 mg-125 mg tab #6 nemh,Inpatient,253,,,,0,84.95,63.71,50.12,144.11,80.7,80.7,79,84.95,,80.7,Poplar_Community_Hospital
7162428_1,thp - amoxicillin-clavulanate 875 mg-125 mg tab #6 nemh,Outpatient,253,,,,0,84.95,63.71,50.12,144.11,80.7,144.11,79,84.95,50.12,80.7,Poplar_Community_Hospital
7162440_1,thp - azithromycin 200 mg/5 mL 22.5mL bottle nemh,Inpatient,253,,,,0,104.64,78.48,61.74,177.51,99.41,99.41,97.32,104.64,,99.41,Poplar_Community_Hospital
7162440_1,thp - azithromycin 200 mg/5 mL 22.5mL bottle nemh,Outpatient,253,,,,0,104.64,78.48,61.74,177.51,99.41,177.51,97.32,104.64,61.74,99.41,Poplar_Community_Hospital
7162687_1,thp - azithromycin 250 mg tab 6 pack nemh,Inpatient,253,,,,0,139.87,104.9,82.52,237.28,132.88,132.88,130.08,139.87,,132.88,Poplar_Community_Hospital
7162687_1,thp - azithromycin 250 mg tab 6 pack nemh,Outpatient,253,,,,0,139.87,104.9,82.52,237.28,132.88,237.28,130.08,139.87,82.52,132.88,Poplar_Community_Hospital
7162693_1,thp - bacitracin topical zinc 500 units/g oint 30 gm tube nemh,Inpatient,253,,,,0,9.03,6.77,5.33,15.32,8.58,8.58,8.4,9.03,,8.58,Poplar_Community_Hospital
7162693_1,thp - bacitracin topical zinc 500 units/g oint 30 gm tube nemh,Outpatient,253,,,,0,9.03,6.77,5.33,15.32,8.58,15.32,8.4,9.03,5.33,8.58,Poplar_Community_Hospital
