Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADIIONAL_NETWORK,ROCKY_MOUNTAIN_HEALTH_NETWORK
6979260_1,63323-0690-30 - acetylcysteine 20% Soln,Outpatient,636,J7604,Acetylcysteine comp unit,,0,909,909,863.55,909,890.82,909,863.55
6983096_1,64980-0146-12 - lactobacillus acidophilus and bulgaricus - Granul,Inpatient,637,,,,0,9.59,9.59,9.1105,9.59,9.3982,9.59,9.1105
6983096_1,64980-0146-12 - lactobacillus acidophilus and bulgaricus - Granul,Outpatient,637,,,,0,9.59,9.59,9.1105,9.59,9.3982,9.59,9.1105
6983513_1,68084-0109-01 - acyclovir 800 mg Tab,Inpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983513_1,68084-0109-01 - acyclovir 800 mg Tab,Outpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983514_1,00487-9501-03 - albuterol 2.5 mg/3 mL (0.083%) Soln,Inpatient,636,J7613,Albuterol non-comp unit,,0,10.5,10.5,9.975,10.5,10.29,10.5,9.975
6983514_1,00487-9501-03 - albuterol 2.5 mg/3 mL (0.083%) Soln,Outpatient,636,J7613,Albuterol non-comp unit,,0,10.5,10.5,9.975,10.5,10.29,10.5,9.975
6983515_1,00173-0682-24 - albuterol 90 mcg/inh Aeroso,Inpatient,259,,,,0,153.68,153.68,145.996,153.68,150.6064,153.68,145.996
6983515_1,00173-0682-24 - albuterol 90 mcg/inh Aeroso,Outpatient,259,,,,0,153.68,153.68,145.996,153.68,150.6064,153.68,145.996
6983516_1,50268-0063-15 - allopurinol 100 mg Tab,Inpatient,637,,,,0,14.98,14.98,14.231,14.98,14.6804,14.98,14.231
6983516_1,50268-0063-15 - allopurinol 100 mg Tab,Outpatient,637,,,,0,14.98,14.98,14.231,14.98,14.6804,14.98,14.231
6983520_1,67457-0153-18 - amiodarone 50 mg/mL Soln,Inpatient,636,J0282,Amiodarone hcl,,0,126.9,126.9,120.555,126.9,124.362,126.9,120.555
6983520_1,67457-0153-18 - amiodarone 50 mg/mL Soln,Outpatient,636,J0282,Amiodarone hcl,,0,126.9,126.9,120.555,126.9,124.362,126.9,120.555
6983521_1,00904-6556-61 - amiodarone 200 mg Tab,Inpatient,637,,,,0,17.5,17.5,16.625,17.5,17.15,17.5,16.625
6983521_1,00904-6556-61 - amiodarone 200 mg Tab,Outpatient,637,,,,0,17.5,17.5,16.625,17.5,17.15,17.5,16.625
6983522_1,00781-6041-58 - amoxicillin 250 mg/5 mL Powder,Inpatient,637,,,,0,24,24,22.8,24,23.52,24,22.8
6983522_1,00781-6041-58 - amoxicillin 250 mg/5 mL Powder,Outpatient,637,,,,0,24,24,22.8,24,23.52,24,22.8
6983523_1,44567-0102-10 - ampicillin 1 g Inject,Inpatient,,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983523_1,44567-0102-10 - ampicillin 1 g Inject,Outpatient,,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983524_1,55150-0117-20 - ampicillin-sulbactam 2 g-1 g Inject,Inpatient,636,J0295,Ampicillin sulbactam 1.5 gm,,0,18.83,18.83,17.8885,18.83,18.4534,18.83,17.8885
6983524_1,55150-0117-20 - ampicillin-sulbactam 2 g-1 g Inject,Outpatient,636,J0295,Ampicillin sulbactam 1.5 gm,,0,18.83,18.83,17.8885,18.83,18.4534,18.83,17.8885
6983525_1,00904-0523-72 - ascorbic acid 500 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983525_1,00904-0523-72 - ascorbic acid 500 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983526_1,00781-3412-92 - ampicillin 1 g Inject,Inpatient,,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983526_1,00781-3412-92 - ampicillin 1 g Inject,Outpatient,,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983527_1,00781-6039-46 - amoxicillin 125 mg/5 mL Powder,Inpatient,637,,,,0,5.25,5.25,4.9875,5.25,5.145,5.25,4.9875
6983527_1,00781-6039-46 - amoxicillin 125 mg/5 mL Powder,Outpatient,637,,,,0,5.25,5.25,4.9875,5.25,5.145,5.25,4.9875
6983528_1,00121-1762-30 - Al hydroxide/Mg hydroxide/simethicone 400 mg-400 mg-40 mg/5 mL Susp,Inpatient,637,,,,0,3,3,2.85,3,2.94,3,2.85
6983528_1,00121-1762-30 - Al hydroxide/Mg hydroxide/simethicone 400 mg-400 mg-40 mg/5 mL Susp,Outpatient,637,,,,0,3,3,2.85,3,2.94,3,2.85
6983529_1,00904-4040-73 - aspirin 81 mg Chew t,Inpatient,250,,,,0,126,126,119.7,126,123.48,126,119.7
6983529_1,00904-4040-73 - aspirin 81 mg Chew t,Outpatient,250,,,,0,126,126,119.7,126,123.48,126,119.7
6983549_1,00487-0201-03 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Soln,Inpatient,637,,,,0,10.5,10.5,9.975,10.5,10.29,10.5,9.975
6983549_1,00487-0201-03 - albuterol-ipratropium 2.5 mg-0.5 mg/3 mL Soln,Outpatient,637,,,,0,10.5,10.5,9.975,10.5,10.29,10.5,9.975
6983550_1,76329-3339-01 - atropine 0.1 mg/mL Soln,Inpatient,,,,,0,489,489,464.55,489,479.22,489,464.55
6983550_1,76329-3339-01 - atropine 0.1 mg/mL Soln,Outpatient,,,,,0,489,489,464.55,489,479.22,489,464.55
6983558_1,00904-6405-06 - azithromycin 250 mg Tab,Inpatient,637,,,,0,48,48,45.6,48,47.04,48,45.6
6983558_1,00904-6405-06 - azithromycin 250 mg Tab,Outpatient,637,,,,0,48,48,45.6,48,47.04,48,45.6
6983559_1,63323-0398-14 - azithromycin 500 mg Inject,Inpatient,636,J0456,Azithromycin,,0,16.03,16.03,15.2285,16.03,15.7094,16.03,15.2285
6983559_1,63323-0398-14 - azithromycin 500 mg Inject,Outpatient,636,J0456,Azithromycin,,0,16.03,16.03,15.2285,16.03,15.7094,16.03,15.2285
6983565_1,24208-0555-55 - bacitracin-polymyxin B ophthalmic 500 units-10000 units/g Ointme,Inpatient,250,,,,0,96.6,96.6,91.77,96.6,94.668,96.6,91.77
6983565_1,24208-0555-55 - bacitracin-polymyxin B ophthalmic 500 units-10000 units/g Ointme,Outpatient,250,,,,0,96.6,96.6,91.77,96.6,94.668,96.6,91.77
6983574_1,46414-3333-03 - ammonium chloride - Soln,Inpatient,250,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983574_1,46414-3333-03 - ammonium chloride - Soln,Outpatient,250,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983582_1,00536-3381-01 - bisacodyl 5 mg EC Tab,Inpatient,637,,,,0,350,350,332.5,350,343,350,332.5
6983582_1,00536-3381-01 - bisacodyl 5 mg EC Tab,Outpatient,637,,,,0,350,350,332.5,350,343,350,332.5
6983583_1,51079-0944-20 - buPROPion 100 mg Tab,Inpatient,,,,,0,60,60,57,60,58.8,60,57
6983583_1,51079-0944-20 - buPROPion 100 mg Tab,Outpatient,,,,,0,60,60,57,60,58.8,60,57
6983584_1,68084-0988-32 - calcium carbonate 500 mg Chew t,Inpatient,637,,,,0,19.32,19.32,18.354,19.32,18.9336,19.32,18.354
6983584_1,68084-0988-32 - calcium carbonate 500 mg Chew t,Outpatient,637,,,,0,19.32,19.32,18.354,19.32,18.9336,19.32,18.354
6983588_1,42037-0104-78 - carbamide peroxide otic 6.5% Soln,Inpatient,250,,,,0,24.45,24.45,23.2275,24.45,23.961,24.45,23.2275
6983588_1,42037-0104-78 - carbamide peroxide otic 6.5% Soln,Outpatient,250,,,,0,24.45,24.45,23.2275,24.45,23.961,24.45,23.2275
6983589_1,50268-0149-13 - calcium carbonate 500 mg Chew tab,Inpatient,637,,,,0,15.05,15.05,14.2975,15.05,14.749,15.05,14.2975
6983589_1,50268-0149-13 - calcium carbonate 500 mg Chew tab,Outpatient,637,,,,0,15.05,15.05,14.2975,15.05,14.749,15.05,14.2975
6983735_1,51079-0932-20 - carvedilol 25 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983735_1,51079-0932-20 - carvedilol 25 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983738_1,00904-6301-61 - carvedilol 6.25 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983738_1,00904-6301-61 - carvedilol 6.25 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983740_1,25021-0101-10 - ceFAZolin 1 g Inject,Inpatient,636,J0690,Cefazolin sodium injection,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983740_1,25021-0101-10 - ceFAZolin 1 g Inject,Outpatient,636,J0690,Cefazolin sodium injection,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6983741_1,00781-3208-95 - cefTRIAXone 1 g Inject,Inpatient,636,J0696,Ceftriaxone sodium injection,,0,26.04,26.04,24.738,26.04,25.5192,26.04,24.738
6983741_1,00781-3208-95 - cefTRIAXone 1 g Inject,Outpatient,636,J0696,Ceftriaxone sodium injection,,0,26.04,26.04,24.738,26.04,25.5192,26.04,24.738
6983747_1,00904-6503-61 - celecoxib 200 mg Cap,Inpatient,637,,,,0,69.8,69.8,66.31,69.8,68.404,69.8,66.31
6983747_1,00904-6503-61 - celecoxib 200 mg Cap,Outpatient,637,,,,0,69.8,69.8,66.31,69.8,68.404,69.8,66.31
6983750_1,60687-0152-01 - cephalexin 250 mg Cap,Inpatient,637,,,,0,17.08,17.08,16.226,17.08,16.7384,17.08,16.226
6983750_1,60687-0152-01 - cephalexin 250 mg Cap,Outpatient,637,,,,0,17.08,17.08,16.226,17.08,16.7384,17.08,16.226
6983834_1,61314-0656-05 - ciprofloxacin ophthalmic 0.3% Soln,Inpatient,250,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983834_1,61314-0656-05 - ciprofloxacin ophthalmic 0.3% Soln,Outpatient,250,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983835_1,63739-0700-10 - ciprofloxacin 250 mg Tab,Inpatient,637,,,,0,113.1,113.1,107.445,113.1,110.838,113.1,107.445
6983835_1,63739-0700-10 - ciprofloxacin 250 mg Tab,Outpatient,637,,,,0,113.1,113.1,107.445,113.1,110.838,113.1,107.445
6983845_1,60687-0163-01 - cephalexin 500 mg Cap,Inpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983845_1,60687-0163-01 - cephalexin 500 mg Cap,Outpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
6983891_1,63323-0694-04 - acetylcysteine 20% Soln,Inpatient,636,J7608,Acetylcysteine non-comp unit,,0,23.06,23.06,21.907,23.06,22.5988,23.06,21.907
6983891_1,63323-0694-04 - acetylcysteine 20% Soln,Outpatient,636,J7608,Acetylcysteine non-comp unit,,0,23.06,23.06,21.907,23.06,22.5988,23.06,21.907
6984606_1,51079-0299-20 - cloNIDine 0.1 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984606_1,51079-0299-20 - cloNIDine 0.1 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984615_1,00054-8175-25 - dexamethasone 4 mg Tab,Inpatient,637,,,,0,7.49,7.49,7.1155,7.49,7.3402,7.49,7.1155
6984615_1,00054-8175-25 - dexamethasone 4 mg Tab,Outpatient,637,,,,0,7.49,7.49,7.1155,7.49,7.3402,7.49,7.1155
6984616_1,63323-0165-16 - dexamethasone 4 mg/mL Soln,Inpatient,636,J1100,Dexamethasone sodium phos,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984616_1,63323-0165-16 - dexamethasone 4 mg/mL Soln,Outpatient,636,J1100,Dexamethasone sodium phos,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984618_1,00409-4902-34 - glucose 50% Soln,Inpatient,636,J7799,Non-inhalation drug for dme,,0,46,46,43.7,46,45.08,46,43.7
6984618_1,00409-4902-34 - glucose 50% Soln,Outpatient,636,J7799,Non-inhalation drug for dme,,0,46,46,43.7,46,45.08,46,43.7
6984726_1,00172-3926-60 - diazePAM 5 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984726_1,00172-3926-60 - diazePAM 5 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984735_1,51079-0745-20 - dilTIAZem 30 mg Tab,Inpatient,637,,,,0,8.4,8.4,7.98,8.4,8.232,8.4,7.98
6984735_1,51079-0745-20 - dilTIAZem 30 mg Tab,Outpatient,637,,,,0,8.4,8.4,7.98,8.4,8.232,8.4,7.98
6984736_1,51079-0948-08 - dilTIAZem 180 mg/24 hours ER Cap,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984736_1,51079-0948-08 - dilTIAZem 180 mg/24 hours ER Cap,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984738_1,60687-0195-01 - dilTIAZem 120 mg/24 hours ER Cap,Inpatient,637,,,,0,21.07,21.07,20.0165,21.07,20.6486,21.07,20.0165
6984738_1,60687-0195-01 - dilTIAZem 120 mg/24 hours ER Cap,Outpatient,637,,,,0,21.07,21.07,20.0165,21.07,20.6486,21.07,20.0165
6984817_1,00904-1228-00 - diphenhydrAMINE 12.5 mg/5 mL Liquid,Inpatient,637,,,,0,420,420,399,420,411.6,420,399
6984817_1,00904-1228-00 - diphenhydrAMINE 12.5 mg/5 mL Liquid,Outpatient,637,,,,0,420,420,399,420,411.6,420,399
6984818_1,63323-0664-01 - diphenhydrAMINE 50 mg/mL Soln,Inpatient,,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6984818_1,63323-0664-01 - diphenhydrAMINE 50 mg/mL Soln,Outpatient,,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6988830_1,49281-0400-15 - tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2 units-15.5 mcg/0.5 mL Susp,Inpatient,636,90715,"Tetanus, diphtheria toxoids and acellular pertussis vaccine (Tdap), when administered to individuals 7 years or older, for intramuscular use",,0,65.16,65.16,61.902,65.16,63.8568,65.16,61.902
6988830_1,49281-0400-15 - tetanus/diphth/pertuss (Tdap) adult/adol 5 units-2 units-15.5 mcg/0.5 mL Susp,Outpatient,636,90715,"Tetanus, diphtheria toxoids and acellular pertussis vaccine (Tdap), when administered to individuals 7 years or older, for intramuscular use",,0,65.16,65.16,61.902,65.16,63.8568,65.16,61.902
6989071_1,51645-0850-10 - docusate-senna 50 mg-8.6 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989071_1,51645-0850-10 - docusate-senna 50 mg-8.6 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989087_1,00904-6455-61 - docusate sodium 100 mg Cap,Inpatient,637,,,,0,16.94,16.94,16.093,16.94,16.6012,16.94,16.093
6989087_1,00904-6455-61 - docusate sodium 100 mg Cap,Outpatient,637,,,,0,16.94,16.94,16.093,16.94,16.6012,16.94,16.093
6989165_1,00904-6453-61 - DULoxetine 30 mg Cap,Inpatient,637,,,,0,42.96,42.96,40.812,42.96,42.1008,42.96,40.812
6989165_1,00904-6453-61 - DULoxetine 30 mg Cap,Outpatient,637,,,,0,42.96,42.96,40.812,42.96,42.1008,42.96,40.812
6989167_1,65162-0750-03 - dutasteride 0.5 mg Cap,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989167_1,65162-0750-03 - dutasteride 0.5 mg Cap,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989168_1,00143-9786-10 - enalapril 1.25 mg/mL Soln,Inpatient,259,,,,0,6.9,6.9,6.555,6.9,6.762,6.9,6.555
6989168_1,00143-9786-10 - enalapril 1.25 mg/mL Soln,Outpatient,259,,,,0,6.9,6.9,6.555,6.9,6.762,6.9,6.555
6989169_1,00703-8580-23 - enoxaparin 100 mg/mL Soln,Inpatient,636,J1650,Inj enoxaparin sodium,,0,18.7,18.7,17.765,18.7,18.326,18.7,17.765
6989169_1,00703-8580-23 - enoxaparin 100 mg/mL Soln,Outpatient,636,J1650,Inj enoxaparin sodium,,0,18.7,18.7,17.765,18.7,18.326,18.7,17.765
6989174_1,00703-8530-23 - enoxaparin 30 mg/0.3 mL Soln,Inpatient,636,J1650,Inj enoxaparin sodium,,0,10.12,10.12,9.614,10.12,9.9176,10.12,9.614
6989174_1,00703-8530-23 - enoxaparin 30 mg/0.3 mL Soln,Outpatient,636,J1650,Inj enoxaparin sodium,,0,10.12,10.12,9.614,10.12,9.9176,10.12,9.614
6989179_1,00703-8540-23 - enoxaparin 40 mg/0.4 mL Soln,Inpatient,636,J1650,Inj enoxaparin sodium,,0,18.1,18.1,17.195,18.1,17.738,18.1,17.195
6989179_1,00703-8540-23 - enoxaparin 40 mg/0.4 mL Soln,Outpatient,636,J1650,Inj enoxaparin sodium,,0,18.1,18.1,17.195,18.1,17.738,18.1,17.195
6989181_1,00574-4024-35 - erythromycin ophthalmic 0.5% Ointme,Inpatient,250,,,,0,128.52,128.52,122.094,128.52,125.9496,128.52,122.094
6989181_1,00574-4024-35 - erythromycin ophthalmic 0.5% Ointme,Outpatient,250,,,,0,128.52,128.52,122.094,128.52,125.9496,128.52,122.094
6989183_1,50268-0303-15 - famotidine 20 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989183_1,50268-0303-15 - famotidine 20 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989184_1,17478-0030-05 - fentaNYL 50 mcg/mL Soln,Inpatient,636,J3010,Fentanyl citrate injection,,0,6.42,6.42,6.099,6.42,6.2916,6.42,6.099
6989184_1,17478-0030-05 - fentaNYL 50 mcg/mL Soln,Outpatient,636,J3010,Fentanyl citrate injection,,0,6.42,6.42,6.099,6.42,6.2916,6.42,6.099
6989251_1,00054-8297-25 - furosemide 20 mg Tab,Inpatient,637,,,,0,7.63,7.63,7.2485,7.63,7.4774,7.63,7.2485
6989251_1,00054-8297-25 - furosemide 20 mg Tab,Outpatient,637,,,,0,7.63,7.63,7.2485,7.63,7.4774,7.63,7.2485
6989423_1,68084-0783-01 - gabapentin 100 mg Cap,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989423_1,68084-0783-01 - gabapentin 100 mg Cap,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
6989426_1,00904-5632-61 - gabapentin 300 mg Cap,Inpatient,637,,,,0,5.81,5.81,5.5195,5.81,5.6938,5.81,5.5195
6989426_1,00904-5632-61 - gabapentin 300 mg Cap,Outpatient,637,,,,0,5.81,5.81,5.5195,5.81,5.6938,5.81,5.5195
6989431_1,00409-1207-03 - gentamicin 40 mg/mL Soln,Inpatient,636,J1580,Garamycin gentamicin inj,,0,14.56,14.56,13.832,14.56,14.2688,14.56,13.832
6989431_1,00409-1207-03 - gentamicin 40 mg/mL Soln,Outpatient,636,J1580,Garamycin gentamicin inj,,0,14.56,14.56,13.832,14.56,14.2688,14.56,13.832
7005075_1,49502-0101-02 - EPINEPHrine 0.15 mg Kit,Inpatient,636,J0171,Adrenalin epinephrine inject,,0,335.2,335.2,318.44,335.2,328.496,335.2,318.44
7005075_1,49502-0101-02 - EPINEPHrine 0.15 mg Kit,Outpatient,636,J0171,Adrenalin epinephrine inject,,0,335.2,335.2,318.44,335.2,328.496,335.2,318.44
7005076_1,49502-0102-02 - EPINEPHrine 0.3 mg Kit,Inpatient,636,J0171,Adrenalin epinephrine inject,,0,335.2,335.2,318.44,335.2,328.496,335.2,318.44
7005076_1,49502-0102-02 - EPINEPHrine 0.3 mg Kit,Outpatient,636,J0171,Adrenalin epinephrine inject,,0,335.2,335.2,318.44,335.2,328.496,335.2,318.44
7005093_1,54288-0103-10 - EPINEPHrine 1 mg/mL Soln,Inpatient,636,J0171,Adrenalin epinephrine inject,,0,56.4,56.4,53.58,56.4,55.272,56.4,53.58
7005093_1,54288-0103-10 - EPINEPHrine 1 mg/mL Soln,Outpatient,636,J0171,Adrenalin epinephrine inject,,0,56.4,56.4,53.58,56.4,55.272,56.4,53.58
7008141_1,00904-0053-00 - dextromethorphan-guaifenesin 10 mg-100 mg/5 mL Liquid,Inpatient,637,,,,0,30.8,30.8,29.26,30.8,30.184,30.8,29.26
7008141_1,00904-0053-00 - dextromethorphan-guaifenesin 10 mg-100 mg/5 mL Liquid,Outpatient,637,,,,0,30.8,30.8,29.26,30.8,30.184,30.8,29.26
7008142_1,63824-0008-32 - guaiFENesin 600 mg ER Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7008142_1,63824-0008-32 - guaiFENesin 600 mg ER Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7008143_1,00904-0061-00 - guaiFENesin 100 mg/5 mL Liquid,Inpatient,637,,,,0,6,6,5.7,6,5.88,6,5.7
7008143_1,00904-0061-00 - guaiFENesin 100 mg/5 mL Liquid,Outpatient,637,,,,0,6,6,5.7,6,5.88,6,5.7
7008144_1,67457-0426-12 - haloperidol 5 mg/mL Soln,Inpatient,636,J1630,Haloperidol injection,,0,5.37,5.37,5.1015,5.37,5.2626,5.37,5.1015
7008144_1,67457-0426-12 - haloperidol 5 mg/mL Soln,Outpatient,636,J1630,Haloperidol injection,,0,5.37,5.37,5.1015,5.37,5.2626,5.37,5.1015
7008164_1,"92771-0600-02 - emollients, topical - Cream",Inpatient,250,,,,0,2940,2940,2793,2940,2881.2,2940,2793
7008164_1,"92771-0600-02 - emollients, topical - Cream",Outpatient,250,,,,0,2940,2940,2793,2940,2881.2,2940,2793
7008166_1,50268-0401-15 - acetaminophen-hydrocodone 5 mg-325 mg Tab,Inpatient,637,,,,0,19.11,19.11,18.1545,19.11,18.7278,19.11,18.1545
7008166_1,50268-0401-15 - acetaminophen-hydrocodone 5 mg-325 mg Tab,Outpatient,637,,,,0,19.11,19.11,18.1545,19.11,18.7278,19.11,18.1545
7008167_1,54505-0332-10 - hydrocortisone 10 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7008167_1,54505-0332-10 - hydrocortisone 10 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7008168_1,00904-7623-31 - hydrocortisone topical 1% Cream,Inpatient,250,,,,0,275.1,275.1,261.345,275.1,269.598,275.1,261.345
7008168_1,00904-7623-31 - hydrocortisone topical 1% Cream,Outpatient,250,,,,0,275.1,275.1,261.345,275.1,269.598,275.1,261.345
7008169_1,00713-0503-12 - hydrocortisone topical 25 mg Supp,Inpatient,250,,,,0,38.28,38.28,36.366,38.28,37.5144,38.28,36.366
7008169_1,00713-0503-12 - hydrocortisone topical 25 mg Supp,Outpatient,250,,,,0,38.28,38.28,36.366,38.28,37.5144,38.28,36.366
7008170_1,68084-0254-01 - hydrOXYzine hydrochloride 25 mg Tab,Inpatient,637,,,,0,11.2,11.2,10.64,11.2,10.976,11.2,10.64
7008170_1,68084-0254-01 - hydrOXYzine hydrochloride 25 mg Tab,Outpatient,637,,,,0,11.2,11.2,10.64,11.2,10.976,11.2,10.64
7008905_1,00904-5855-61 - ibuprofen 800 mg Tab,Inpatient,637,,,,0,4.48,4.48,4.256,4.48,4.3904,4.48,4.256
7008905_1,00904-5855-61 - ibuprofen 800 mg Tab,Outpatient,637,,,,0,4.48,4.48,4.256,4.48,4.3904,4.48,4.256
7008906_1,50268-0430-15 - indomethacin 25 mg Cap,Inpatient,637,,,,0,10.78,10.78,10.241,10.78,10.5644,10.78,10.241
7008906_1,50268-0430-15 - indomethacin 25 mg Cap,Outpatient,637,,,,0,10.78,10.78,10.241,10.78,10.5644,10.78,10.241
7008918_1,51079-0928-20 - labetalol 100 mg Tab,Inpatient,637,,,,0,21,21,19.95,21,20.58,21,19.95
7008918_1,51079-0928-20 - labetalol 100 mg Tab,Outpatient,637,,,,0,21,21,19.95,21,20.58,21,19.95
7008919_1,00121-1154-40 - lactulose 10 g/15 mL Syrup,Inpatient,637,,,,0,105,105,99.75,105,102.9,105,99.75
7008919_1,00121-1154-40 - lactulose 10 g/15 mL Syrup,Outpatient,637,,,,0,105,105,99.75,105,102.9,105,99.75
7009081_1,00904-6352-61 - levoFLOXacin 500 mg Tab,Inpatient,637,,,,0,13.3,13.3,12.635,13.3,13.034,13.3,12.635
7009081_1,00904-6352-61 - levoFLOXacin 500 mg Tab,Outpatient,637,,,,0,13.3,13.3,12.635,13.3,13.034,13.3,12.635
7009083_1,51079-0440-20 - levothyroxine 50 mcg (0.05 mg) Tab,Inpatient,637,,,,0,23.73,23.73,22.5435,23.73,23.2554,23.73,22.5435
7009083_1,51079-0440-20 - levothyroxine 50 mcg (0.05 mg) Tab,Outpatient,637,,,,0,23.73,23.73,22.5435,23.73,23.2554,23.73,22.5435
7009118_1,00115-1468-60 - lidocaine-prilocaine topical 2.5%-2.5% Cream,Inpatient,,,,,0,808.2,808.2,767.79,808.2,792.036,808.2,767.79
7009118_1,00115-1468-60 - lidocaine-prilocaine topical 2.5%-2.5% Cream,Outpatient,,,,,0,808.2,808.2,767.79,808.2,792.036,808.2,767.79
7009125_1,00904-6486-61 - lisinopril 20 mg Tab,Inpatient,637,,,,0,3.57,3.57,3.3915,3.57,3.4986,3.57,3.3915
7009125_1,00904-6486-61 - lisinopril 20 mg Tab,Outpatient,637,,,,0,3.57,3.57,3.3915,3.57,3.4986,3.57,3.3915
7009129_1,00904-6485-61 - lisinopril 10 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009129_1,00904-6485-61 - lisinopril 10 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009134_1,63739-0500-10 - LORazepam 1 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009134_1,63739-0500-10 - LORazepam 1 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009136_1,65862-0201-90 - losartan 25 mg Tab,Inpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009136_1,65862-0201-90 - losartan 25 mg Tab,Outpatient,637,,,,0,3.5,3.5,3.325,3.5,3.43,3.5,3.325
7009143_1,00904-6517-61 - meclizine 25 mg Tab,Inpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
7009143_1,00904-6517-61 - meclizine 25 mg Tab,Outpatient,637,,,,0,24.5,24.5,23.275,24.5,24.01,24.5,23.275
7009218_1,00115-1468-60 - lidocaine-prilocaine topical 2.5%-2.5% Cream,Inpatient,250,,,,0,26.94,26.94,25.593,26.94,26.4012,26.94,25.593
7009218_1,00115-1468-60 - lidocaine-prilocaine topical 2.5%-2.5% Cream,Outpatient,250,,,,0,26.94,26.94,25.593,26.94,26.4012,26.94,25.593
