Run Date: 2/11/2022 3:15:49 PM
CDM Date Stamp: 1/1/2022

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_
6702770_1,65862-0390-10 - ondansetron 4 mg DIS Ta,Outpatient,0250,,,,0,66.88,50.16,38.79,124.40,63.54,124.40,62.20,66.88,38.79,63.54
6702773_1,63323-0542-01 - heparin 10000 units/mL Soln,Inpatient,0259,,,,0,26.25,19.69,15.23,48.83,24.94,24.94,24.41,26.25,N/A,24.94
6702773_1,63323-0542-01 - heparin 10000 units/mL Soln,Outpatient,0259,,,,0,26.25,19.69,15.23,48.83,24.94,48.83,24.41,26.25,15.23,24.94
6706128_1,CALCIUM ALGINATE DRESSING ROPE__3564,Inpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,15.44,15.11,16.25,N/A,15.44
6706128_1,CALCIUM ALGINATE DRESSING ROPE__3564,Outpatient,0270,,,,0,16.25,12.19,9.43,30.23,15.44,30.23,15.11,16.25,9.43,15.44
6706770_1,00904-6341-61 - metoprolol 50 mg Tab,Inpatient,0250,,,,0,3.00,2.25,1.74,5.58,2.85,2.85,2.79,3.00,N/A,2.85
6706770_1,00904-6341-61 - metoprolol 50 mg Tab,Outpatient,0250,,,,0,3.00,2.25,1.74,5.58,2.85,5.58,2.79,3.00,1.74,2.85
6706782_1,"FZ PLASMA (PH), 24HR THAW (DIV) E7731",Inpatient,0390,P9059,"Plasma, frz between 8-24hour",,0,363.50,272.63,210.83,676.11,345.33,345.33,338.06,363.50,N/A,345.33
6706782_1,"FZ PLASMA (PH), 24HR THAW (DIV) E7731",Outpatient,0390,P9059,"Plasma, frz between 8-24hour",,0,363.50,272.63,210.83,676.11,345.33,676.11,338.06,363.50,210.83,345.33
6714030_1,00641-0928-25 - promethazine 25 mg/mL Soln,Inpatient,0259,,,,0,18.00,13.50,10.44,33.48,17.10,17.10,16.74,18.00,N/A,17.10
6714030_1,00641-0928-25 - promethazine 25 mg/mL Soln,Outpatient,0259,,,,0,18.00,13.50,10.44,33.48,17.10,33.48,16.74,18.00,10.44,17.10
6716057_1,25021-0132-83 - levofloxacin 750 mg/150 mL Soln,Inpatient,0259,,,,0,50.10,37.58,29.06,93.19,47.60,47.60,46.59,50.10,N/A,47.60
6716057_1,25021-0132-83 - levofloxacin 750 mg/150 mL Soln,Outpatient,0259,,,,0,50.10,37.58,29.06,93.19,47.60,93.19,46.59,50.10,29.06,47.60
6716181_1,16729-0276-38 - fluorouracil 50 mg/mL Soln,Inpatient,0259,J9190,Fluorouracil injection,,10,137.50,103.13,79.75,255.75,130.63,130.63,127.88,137.50,N/A,130.63
6716181_1,16729-0276-38 - fluorouracil 50 mg/mL Soln,Outpatient,0259,J9190,Fluorouracil injection,,10,137.50,103.13,79.75,255.75,130.63,255.75,127.88,137.50,79.75,130.63
6719904_1,XL ANKLE SUPPORT__79-81128,Inpatient,0270,,,,0,9.00,6.75,5.22,16.74,8.55,8.55,8.37,9.00,N/A,8.55
6719904_1,XL ANKLE SUPPORT__79-81128,Outpatient,0270,,,,0,9.00,6.75,5.22,16.74,8.55,16.74,8.37,9.00,5.22,8.55
6720755_1,17478-0215-02 - atropine ophthalmic 1% Soln,Inpatient,0259,,,,0,334.50,250.88,194.01,622.17,317.78,317.78,311.09,334.50,N/A,317.78
6720755_1,17478-0215-02 - atropine ophthalmic 1% Soln,Outpatient,0259,,,,0,334.50,250.88,194.01,622.17,317.78,622.17,311.09,334.50,194.01,317.78
6723904_1,ST POLYESTER TIPPED APPLICATOR__25-801 D 50,Inpatient,0270,,,,0,3.75,2.81,2.18,6.98,3.56,3.56,3.49,3.75,N/A,3.56
6723904_1,ST POLYESTER TIPPED APPLICATOR__25-801 D 50,Outpatient,0270,,,,0,3.75,2.81,2.18,6.98,3.56,6.98,3.49,3.75,2.18,3.56
6726176_1,17478-0937-05 - diltiazem 5 mg/mL Soln,Inpatient,0259,,,,0,18.00,13.50,10.44,33.48,17.10,17.10,16.74,18.00,N/A,17.10
6726176_1,17478-0937-05 - diltiazem 5 mg/mL Soln,Outpatient,0259,,,,0,18.00,13.50,10.44,33.48,17.10,33.48,16.74,18.00,10.44,17.10
6726223_1,00006-4837-03 - pneumococcal 23-polyvalent vaccine - Soln,Inpatient,0259,90732,"Pneumococcal polysaccharide vaccine, 23-valent (PPSV23), adult or immunosuppressed patient dosage, when administered to individuals 2 years or older, for subcutaneous or intramuscular use",,1,189.35,142.01,109.82,352.19,179.88,179.88,176.10,189.35,N/A,179.88
6726223_1,00006-4837-03 - pneumococcal 23-polyvalent vaccine - Soln,Outpatient,0259,90732,"Pneumococcal polysaccharide vaccine, 23-valent (PPSV23), adult or immunosuppressed patient dosage, when administered to individuals 2 years or older, for subcutaneous or intramuscular use",,1,189.35,142.01,109.82,352.19,179.88,352.19,176.10,189.35,109.82,179.88
6726286_1,00409-1890-01 - morphine 2 mg/mL preservative-free Soln,Inpatient,0259,J2270,Morphine sulfate injection,,1,20.00,15.00,11.60,37.20,19.00,19.00,18.60,20.00,N/A,19.00
6726286_1,00409-1890-01 - morphine 2 mg/mL preservative-free Soln,Outpatient,0259,J2270,Morphine sulfate injection,,1,20.00,15.00,11.60,37.20,19.00,37.20,18.60,20.00,11.60,19.00
6726297_1,00955-1003-10 - enoxaparin 30 mg/0.3 mL Soln,Inpatient,0259,,,,0,23.09,17.32,13.39,42.95,21.94,21.94,21.47,23.09,N/A,21.94
6726297_1,00955-1003-10 - enoxaparin 30 mg/0.3 mL Soln,Outpatient,0259,,,,0,23.09,17.32,13.39,42.95,21.94,42.95,21.47,23.09,13.39,21.94
6728245_1,KING LTSD 3__KLTSD403,Inpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,67.45,66.03,71.00,N/A,67.45
6728245_1,KING LTSD 3__KLTSD403,Outpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,132.06,66.03,71.00,41.18,67.45
6728246_1,KING LTSD 4__KLTSD404,Inpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,67.45,66.03,71.00,N/A,67.45
6728246_1,KING LTSD 4__KLTSD404,Outpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,132.06,66.03,71.00,41.18,67.45
6728247_1,KING LTSD 5__KLTSD405,Inpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,67.45,66.03,71.00,N/A,67.45
6728247_1,KING LTSD 5__KLTSD405,Outpatient,0270,,,,0,71.00,53.25,41.18,132.06,67.45,132.06,66.03,71.00,41.18,67.45
6730852_1,00904-6320-78 - sodium biphosphate-sodium phosphate 7 g-19 g Enema,Inpatient,0259,,,,0,5.17,3.88,3.00,9.62,4.91,4.91,4.81,5.17,N/A,4.91
6730852_1,00904-6320-78 - sodium biphosphate-sodium phosphate 7 g-19 g Enema,Outpatient,0259,,,,0,5.17,3.88,3.00,9.62,4.91,9.62,4.81,5.17,3.00,4.91
6730870_1,00904-6301-61 - carvedilol 6.25 mg Tab,Inpatient,0259,,,,0,6.30,4.73,3.65,11.72,5.99,5.99,5.86,6.30,N/A,5.99
6730870_1,00904-6301-61 - carvedilol 6.25 mg Tab,Outpatient,0259,,,,0,6.30,4.73,3.65,11.72,5.99,11.72,5.86,6.30,3.65,5.99
6731423_1,RIPENING BALLOON WITH STYLET__J-CRBS-184000,Inpatient,0270,,,,0,162.50,121.88,94.25,302.25,154.38,154.38,151.13,162.50,N/A,154.38
6731423_1,RIPENING BALLOON WITH STYLET__J-CRBS-184000,Outpatient,0270,,,,0,162.50,121.88,94.25,302.25,154.38,302.25,151.13,162.50,94.25,154.38
6736606_1,LARYNGO MUCOSAL ATOMIZATION__MAD600,Inpatient,0270,,,,0,28.50,21.38,16.53,53.01,27.08,27.08,26.51,28.50,N/A,27.08
6736606_1,LARYNGO MUCOSAL ATOMIZATION__MAD600,Outpatient,0270,,,,0,28.50,21.38,16.53,53.01,27.08,53.01,26.51,28.50,16.53,27.08
6738132_1,PEAK FLOW METER CHILD__E5020-2,Inpatient,0270,,,,0,101.25,75.94,58.73,188.33,96.19,96.19,94.16,101.25,N/A,96.19
6738132_1,PEAK FLOW METER CHILD__E5020-2,Outpatient,0270,,,,0,101.25,75.94,58.73,188.33,96.19,188.33,94.16,101.25,58.73,96.19
6742638_1,24208-0580-60 - gentamicin ophthalmic 0.3% Soln,Inpatient,,,,,0,69.30,51.98,40.19,128.90,65.84,65.84,64.45,69.30,N/A,65.84
6742638_1,24208-0580-60 - gentamicin ophthalmic 0.3% Soln,Outpatient,,,,,0,69.30,51.98,40.19,128.90,65.84,128.90,64.45,69.30,40.19,65.84
6742769_1,00781-2020-01 - amoxicillin 250 mg Cap,Inpatient,,,,,0,3.00,2.25,1.74,5.58,2.85,2.85,2.79,3.00,N/A,2.85
6742769_1,00781-2020-01 - amoxicillin 250 mg Cap,Outpatient,,,,,0,3.00,2.25,1.74,5.58,2.85,5.58,2.79,3.00,1.74,2.85
6742787_1,CMV IgM,Inpatient,,,,,0,160.75,120.56,93.24,299.00,152.71,152.71,149.50,160.75,N/A,152.71
6742787_1,CMV IgM,Outpatient,,,,,0,160.75,120.56,93.24,299.00,152.71,299.00,149.50,160.75,93.24,152.71
6742788_1,Toxoplas Ab IgM,Inpatient,,,,,0,142.75,107.06,82.80,265.52,135.61,135.61,132.76,142.75,N/A,135.61
6742788_1,Toxoplas Ab IgM,Outpatient,,,,,0,142.75,107.06,82.80,265.52,135.61,265.52,132.76,142.75,82.80,135.61
6742789_1,HSV Ab IgM IFA,Inpatient,,,,,0,147.25,110.44,85.41,273.89,139.89,139.89,136.94,147.25,N/A,139.89
6742789_1,HSV Ab IgM IFA,Outpatient,,,,,0,147.25,110.44,85.41,273.89,139.89,273.89,136.94,147.25,85.41,139.89
6742804_1,00904-6326-61 - metFORMIN 500 mg Tab,Inpatient,,,,,0,3.00,2.25,1.74,5.58,2.85,2.85,2.79,3.00,N/A,2.85
6742804_1,00904-6326-61 - metFORMIN 500 mg Tab,Outpatient,,,,,0,3.00,2.25,1.74,5.58,2.85,5.58,2.79,3.00,1.74,2.85
6743579_1,US Exam,Inpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1612.00,1209.00,934.96,2998.32,1531.40,1531.40,1499.16,1612.00,N/A,1531.40
6743579_1,US Exam,Outpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1612.00,1209.00,934.96,2998.32,1531.40,2998.32,1499.16,1612.00,934.96,1531.40
6743580_3,US Venous Doppler Lower Extremity Bilat - Report,ProFee,0989,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,518.00,388.50,57.67,404.04,57.67,57.67,N/A,N/A,404.04,N/A
6743581_1,US Exam,Inpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,1051.18,1029.05,1106.50,N/A,1051.18
6743581_1,US Exam,Outpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,2058.09,1029.05,1106.50,641.77,1051.18
6743582_3,US Venous Doppler Lower Extremity L - Report,ProFee,0989,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,257.75,193.31,37.08,201.05,37.08,37.08,N/A,N/A,201.05,N/A
6743583_1,US Exam,Inpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,1051.18,1029.05,1106.50,N/A,1051.18
6743583_1,US Exam,Outpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,2058.09,1029.05,1106.50,641.77,1051.18
6743584_3,US Venous Doppler Lower Extremity R - Report,ProFee,0989,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,257.75,193.31,37.08,201.05,37.08,37.08,N/A,N/A,201.05,N/A
6743585_1,US Exam,Inpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1612.00,1209.00,934.96,2998.32,1531.40,1531.40,1499.16,1612.00,N/A,1531.40
6743585_1,US Exam,Outpatient,0921,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,1612.00,1209.00,934.96,2998.32,1531.40,2998.32,1499.16,1612.00,934.96,1531.40
6743586_3,US Venous Doppler Upper Extremity Bilat - Report,ProFee,0989,93970,Duplex scan of extremity veins including responses to compression and other maneuvers; complete bilateral study,,0,518.00,388.50,57.67,404.04,57.67,57.67,N/A,N/A,404.04,N/A
6743587_1,US Exam,Inpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,1051.18,1029.05,1106.50,N/A,1051.18
6743587_1,US Exam,Outpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,2058.09,1029.05,1106.50,641.77,1051.18
6743588_3,US Venous Doppler Upper Extremity L - Report,ProFee,0989,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,257.75,193.31,37.08,201.05,37.08,37.08,N/A,N/A,201.05,N/A
6743592_1,US Exam,Inpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,1051.18,1029.05,1106.50,N/A,1051.18
6743592_1,US Exam,Outpatient,0921,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,1106.50,829.88,641.77,2058.09,1051.18,2058.09,1029.05,1106.50,641.77,1051.18
6743593_3,US Venous Doppler Upper Extremity R - Report,ProFee,0989,93971,Duplex scan of extremity veins including responses to compression and other maneuvers; unilateral or limited study,,0,257.75,193.31,37.08,201.05,37.08,37.08,N/A,N/A,201.05,N/A
6746452_1,SHIELD EYE ALUM W/CLOTH__NON1276CLOTH,Inpatient,0270,,,,0,3.75,2.81,2.18,6.98,3.56,3.56,3.49,3.75,N/A,3.56
6746452_1,SHIELD EYE ALUM W/CLOTH__NON1276CLOTH,Outpatient,0270,,,,0,3.75,2.81,2.18,6.98,3.56,6.98,3.49,3.75,2.18,3.56
6746506_1,36000-0047-24 - levofloxacin 500 mg/100 mL Soln,Inpatient,0259,J1956,Levofloxacin injection,,2,24.21,18.16,14.04,45.03,23.00,23.00,22.52,24.21,N/A,23.00
6746506_1,36000-0047-24 - levofloxacin 500 mg/100 mL Soln,Outpatient,0259,J1956,Levofloxacin injection,,2,24.21,18.16,14.04,45.03,23.00,45.03,22.52,24.21,14.04,23.00
6746507_1,36000-0048-24 - levofloxacin 750 mg/150 mL Soln,Inpatient,0259,J1956,Levofloxacin injection,,3,26.82,20.12,15.56,49.89,25.48,25.48,24.94,26.82,N/A,25.48
6746507_1,36000-0048-24 - levofloxacin 750 mg/150 mL Soln,Outpatient,0259,J1956,Levofloxacin injection,,3,26.82,20.12,15.56,49.89,25.48,49.89,24.94,26.82,15.56,25.48
6746516_1,00008-0923-60 - pantoprazole 40 mg Inject,Inpatient,,,,,0,18.00,13.50,10.44,33.48,17.10,17.10,16.74,18.00,N/A,17.10
6746516_1,00008-0923-60 - pantoprazole 40 mg Inject,Outpatient,,,,,0,18.00,13.50,10.44,33.48,17.10,33.48,16.74,18.00,10.44,17.10
6746521_1,50268-0851-15 - thiamine 100 mg Tab,Inpatient,0637,,,,0,3.00,2.25,1.74,5.58,2.85,2.85,2.79,3.00,N/A,2.85
6746521_1,50268-0851-15 - thiamine 100 mg Tab,Outpatient,0637,,,,0,3.00,2.25,1.74,5.58,2.85,5.58,2.79,3.00,1.74,2.85
6747595_1,NEMH TX Rm/OP Proc Level 3,Inpatient,0761,99203,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,193.75,145.31,112.38,360.38,184.06,184.06,180.19,193.75,N/A,184.06
6747595_1,NEMH TX Rm/OP Proc Level 3,Outpatient,0761,99203,"Office or other outpatient visit for the evaluation and management of a new patient, which requires these 3 key components: A detailed history; A detailed examination; Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of moderate severity. Typically, 30 minutes are spent face-to-face with the patient and/or family.",,0,193.75,145.31,112.38,360.38,184.06,360.38,180.19,193.75,112.38,184.06
6748119_1,63323-0416-05 - cisatracurium 2 mg Inj,Inpatient,0259,,,,0,54.08,40.56,31.37,100.59,51.38,51.38,50.29,54.08,N/A,51.38
6748119_1,63323-0416-05 - cisatracurium 2 mg Inj,Outpatient,0259,,,,0,54.08,40.56,31.37,100.59,51.38,100.59,50.29,54.08,31.37,51.38
6750049_1,00904-6391-61 - losartan 25 mg Tab,Inpatient,0250,,,,0,5.12,3.84,2.97,9.52,4.86,4.86,4.76,5.12,N/A,4.86
6750049_1,00904-6391-61 - losartan 25 mg Tab,Outpatient,0250,,,,0,5.12,3.84,2.97,9.52,4.86,9.52,4.76,5.12,2.97,4.86
6750055_1,00409-1560-10 - bupivacaine 0.5% preservative-free Soln,Inpatient,,,,,0,54.00,40.50,31.32,100.44,51.30,51.30,50.22,54.00,N/A,51.30
6750055_1,00409-1560-10 - bupivacaine 0.5% preservative-free Soln,Outpatient,,,,,0,54.00,40.50,31.32,100.44,51.30,100.44,50.22,54.00,31.32,51.30
6750058_1,00409-1631-10 - calcium chloride 100 mg/mL Soln,Inpatient,,,,,0,26.47,19.85,15.35,49.23,25.15,25.15,24.62,26.47,N/A,25.15
6750058_1,00409-1631-10 - calcium chloride 100 mg/mL Soln,Outpatient,,,,,0,26.47,19.85,15.35,49.23,25.15,49.23,24.62,26.47,15.35,25.15
6750059_1,00641-6117-10 - ampicillin-sulbactam 2 g-1 g Inject,Inpatient,0259,J0295,Ampicillin sulbactam 1.5 gm,,2,43.80,32.85,25.40,81.47,41.61,41.61,40.73,43.80,N/A,41.61
6750059_1,00641-6117-10 - ampicillin-sulbactam 2 g-1 g Inject,Outpatient,0259,J0295,Ampicillin sulbactam 1.5 gm,,2,43.80,32.85,25.40,81.47,41.61,81.47,40.73,43.80,25.40,41.61
6750062_1,00409-6629-02 - succinylcholine 20 mg/mL Soln,Inpatient,0259,J0330,Succinycholine chloride inj,,10,96.08,72.06,55.73,178.71,91.28,91.28,89.35,96.08,N/A,91.28
6750062_1,00409-6629-02 - succinylcholine 20 mg/mL Soln,Outpatient,0259,J0330,Succinycholine chloride inj,,10,96.08,72.06,55.73,178.71,91.28,178.71,89.35,96.08,55.73,91.28
6751371_1,00703-4766-01 - PACLitaxel 6 mg/mL Soln,Inpatient,0259,,,,0,466.70,350.03,270.69,868.06,443.37,443.37,434.03,466.70,N/A,443.37
6751371_1,00703-4766-01 - PACLitaxel 6 mg/mL Soln,Outpatient,0259,,,,0,466.70,350.03,270.69,868.06,443.37,868.06,434.03,466.70,270.69,443.37
6751996_3,23665 ED PROF CLSD TX SHOULDER FX GREATER HUMERUS,ProFee,0981,23665,"Closed treatment of shoulder dislocation, with fracture of greater humeral tuberosity, with manipulation",,0,901.00,675.75,671.48,702.78,671.48,671.48,N/A,N/A,702.78,N/A
6752449_1,STAT PADZ__8900-4004,Inpatient,0270,,,,0,208.00,156.00,120.64,386.88,197.60,197.60,193.44,208.00,N/A,197.60
6752449_1,STAT PADZ__8900-4004,Outpatient,0270,,,,0,208.00,156.00,120.64,386.88,197.60,386.88,193.44,208.00,120.64,197.60
6752450_1,PEDI PADZ__8900-4001,Inpatient,0270,,,,0,277.00,207.75,160.66,515.22,263.15,263.15,257.61,277.00,N/A,263.15
6752450_1,PEDI PADZ__8900-4001,Outpatient,0270,,,,0,277.00,207.75,160.66,515.22,263.15,515.22,257.61,277.00,160.66,263.15
6752451_1,V-PACK__8900-1300-01,Inpatient,0270,,,,0,469.00,351.75,272.02,872.34,445.55,445.55,436.17,469.00,N/A,445.55
6752451_1,V-PACK__8900-1300-01,Outpatient,0270,,,,0,469.00,351.75,272.02,872.34,445.55,872.34,436.17,469.00,272.02,445.55
6752681_1,00591-3797-30 - albuterol 2.5 mg/3 mL (0.083%) Soln,Inpatient,0250,,,,0,4.00,3.00,2.32,7.44,3.80,3.80,3.72,4.00,N/A,3.80
6752681_1,00591-3797-30 - albuterol 2.5 mg/3 mL (0.083%) Soln,Outpatient,0250,,,,0,4.00,3.00,2.32,7.44,3.80,7.44,3.72,4.00,2.32,3.80
6752683_1,00409-1630-10 - atropine 0.1 mg/mL Soln,Inpatient,0636,,,,0,20.81,15.61,12.07,38.71,19.77,19.77,19.35,20.81,N/A,19.77
6752683_1,00409-1630-10 - atropine 0.1 mg/mL Soln,Outpatient,0636,,,,0,20.81,15.61,12.07,38.71,19.77,38.71,19.35,20.81,12.07,19.77
6752684_1,00173-0682-21 - albuterol CFC free 90 mcg/inh Aeroso,Inpatient,,,,,0,273.38,205.04,158.56,508.49,259.71,259.71,254.24,273.38,N/A,259.71
6752684_1,00173-0682-21 - albuterol CFC free 90 mcg/inh Aeroso,Outpatient,,,,,0,273.38,205.04,158.56,508.49,259.71,508.49,254.24,273.38,158.56,259.71
6754483_1,00713-0197-57 - miconazole topical 100 mg Supp,Inpatient,0250,,,,0,19.60,14.70,11.37,36.46,18.62,18.62,18.23,19.60,N/A,18.62
6754483_1,00713-0197-57 - miconazole topical 100 mg Supp,Outpatient,0250,,,,0,19.60,14.70,11.37,36.46,18.62,36.46,18.23,19.60,11.37,18.62
6755233_1,60505-0681-00 - cefepime 2 g Inject,Inpatient,,,,,0,35.43,26.57,20.55,65.90,33.66,33.66,32.95,35.43,N/A,33.66
6755233_1,60505-0681-00 - cefepime 2 g Inject,Outpatient,,,,,0,35.43,26.57,20.55,65.90,33.66,65.90,32.95,35.43,20.55,33.66
6756319_1,5FR FEEDING TUBE__155720,Inpatient,0270,,,,0,2.75,2.06,1.60,5.12,2.61,2.61,2.56,2.75,N/A,2.61
6756319_1,5FR FEEDING TUBE__155720,Outpatient,0270,,,,0,2.75,2.06,1.60,5.12,2.61,5.12,2.56,2.75,1.60,2.61
6756320_1,POUCH UP TO 2.25"__18194,Inpatient,0270,,,,0,3.50,2.63,2.03,6.51,3.33,3.33,3.26,3.50,N/A,3.33
6756320_1,POUCH UP TO 2.25"__18194,Outpatient,0270,,,,0,3.50,2.63,2.03,6.51,3.33,6.51,3.26,3.50,2.03,3.33
6756321_1,WAFER SIZE 2-3/4IN__14604,Inpatient,0270,,,,0,4.75,3.56,2.76,8.84,4.51,4.51,4.42,4.75,N/A,4.51
6756321_1,WAFER SIZE 2-3/4IN__14604,Outpatient,0270,,,,0,4.75,3.56,2.76,8.84,4.51,8.84,4.42,4.75,2.76,4.51
6757165_1,00574-4024-50 - erythromycin ophthalmic 0.5% Ointme,Inpatient,,,,,0,28.09,21.07,16.29,52.25,26.69,26.69,26.12,28.09,N/A,26.69
6757165_1,00574-4024-50 - erythromycin ophthalmic 0.5% Ointme,Outpatient,,,,,0,28.09,21.07,16.29,52.25,26.69,52.25,26.12,28.09,16.29,26.69
6757175_1,50383-0700-16 - fluticasone nasal 50 mcg/inh Spray,Inpatient,,,,,0,168.64,126.48,97.81,313.67,160.21,160.21,156.84,168.64,N/A,160.21
6757175_1,50383-0700-16 - fluticasone nasal 50 mcg/inh Spray,Outpatient,,,,,0,168.64,126.48,97.81,313.67,160.21,313.67,156.84,168.64,97.81,160.21
6757250_1,68462-0157-13 - ondansetron 4 mg DIS Ta,Inpatient,0250,,,,0,69.34,52.01,40.22,128.97,65.87,65.87,64.49,69.34,N/A,65.87
6757250_1,68462-0157-13 - ondansetron 4 mg DIS Ta,Outpatient,0250,,,,0,69.34,52.01,40.22,128.97,65.87,128.97,64.49,69.34,40.22,65.87
6758992_1,BP CUFF #4__0683-23-0004,Inpatient,0270,,,,0,21.50,16.13,12.47,39.99,20.43,20.43,20.00,21.50,N/A,20.43
6758992_1,BP CUFF #4__0683-23-0004,Outpatient,0270,,,,0,21.50,16.13,12.47,39.99,20.43,39.99,20.00,21.50,12.47,20.43
6759050_1,XR Exam,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,195.46,191.35,205.75,N/A,195.46
6759050_1,XR Exam,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,382.70,191.35,205.75,119.34,195.46
6759051_3,XR Femur Single View L - Report,ProFee,0989,73551,"Radiologic examination, femur; 1 view",,0,171.25,128.44,14.12,133.58,14.12,14.12,N/A,N/A,133.58,N/A
6759052_1,XR Exam,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,195.46,191.35,205.75,N/A,195.46
6759052_1,XR Exam,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,382.70,191.35,205.75,119.34,195.46
6759053_3,XR Femur Single View R - Report,ProFee,0989,73551,"Radiologic examination, femur; 1 view",,0,171.25,128.44,14.12,133.58,14.12,14.12,N/A,N/A,133.58,N/A
6759054_1,OR Exam,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,195.46,191.35,205.75,N/A,195.46
6759054_1,OR Exam,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,382.70,191.35,205.75,119.34,195.46
6759055_3,OR Femur Single View L - Report,ProFee,0989,73551,"Radiologic examination, femur; 1 view",,0,171.25,128.44,14.12,133.58,14.12,14.12,N/A,N/A,133.58,N/A
6759056_1,OR Exam,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,195.46,191.35,205.75,N/A,195.46
6759056_1,OR Exam,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,205.75,154.31,119.34,382.70,195.46,382.70,191.35,205.75,119.34,195.46
6759057_3,OR Femur Single View R - Report,ProFee,0989,73551,"Radiologic examination, femur; 1 view",,0,171.25,128.44,14.12,133.58,14.12,14.12,N/A,N/A,133.58,N/A
6759058_1,XR Exam,Inpatient,0320,72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",,0,518.00,388.50,300.44,963.48,492.10,492.10,481.74,518.00,N/A,492.10
6759058_1,XR Exam,Outpatient,0320,72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",,0,518.00,388.50,300.44,963.48,492.10,963.48,481.74,518.00,300.44,492.10
6759059_3,XR T and L Spine 4 or 5 Views - Report,ProFee,0989,72083,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 4 or 5 views",,0,129.50,97.13,30.60,101.01,30.60,30.60,N/A,N/A,101.01,N/A
