Mineral Community Hospital Chargemaster as of 1/1/2022,,,,,,,,,,,,
"Provided by Mineral Community Hospital, 1208 6th Ave East, Superior MT  59872",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Department,Charge Master Code,Plain Language Description,Revenue Code,HCPCS Code,Standard Price,Discounted Cash Price,Allegiance,PacificSoursce,FirstChoiceHealthNetwork,MountainHealthCoop,De-Identified Min Negotiated Charge,De-Identified Max Negotiated Charge
MCH Clinic,4396372,THERAPEUTIC INJECTION; SUBCU OR IM,510,96372,38.75,31,35.65,36.81,36.81,36.81,35.65,38.75
MCH Clinic,4398966,"TELEPHONE ASSESS BY QUAL NON PHYS, EST. PT, 5-10 MINUTES",983,98966,14.16,11.33,13.03,13.45,13.45,13.45,13.03,14.16
MCH Clinic,4398967,"TELEPHONE ASSESS BY QUAL NON PHYS, EST. PT, 11-20 MINUTES",983,98967,28.34,22.67,26.07,26.92,26.92,26.92,26.07,28.34
MCH Clinic,4398968,"TELEPHONE ASSESS BY QUAL NON PHYS, EST. PT, 20+ MINUTES",983,98968,42.12,33.7,38.75,40.01,40.01,40.01,38.75,42.12
MCH Clinic,4399024,GLOBE SURGERY PRO FEE,982,99024,0,0,0,0,0,0,0,0
MCH Clinic,4399201,OFFICE VISIT LEVEL I  NEW,982,99201,85.36,68.29,78.53,81.09,81.09,81.09,78.53,85.36
MCH Clinic,4399202,OFFICE VISIT LEVEL 2  NEW,982,99202,143.46,114.77,131.98,136.29,136.29,136.29,131.98,143.46
MCH Clinic,4399203,OFFICE VISIT LEVEL 3  NEW,982,99203,207.83,166.26,191.2,197.44,197.44,197.44,191.2,207.83
MCH Clinic,4399204,OFFICE VISIT LEVEL 4  NEW,982,99204,316.49,253.19,291.17,300.67,300.67,300.67,291.17,316.49
MCH Clinic,4399205,OFFICE VISIT LEVEL 5  NEW,982,99205,398.71,318.97,366.81,378.77,378.77,378.77,366.81,398.71
MCH Clinic,4399211,OFFICE VISIT LEVEL 1   EST,982,99211,40.74,32.59,37.48,38.7,38.7,38.7,37.48,40.74
MCH Clinic,4399212,OFFICE VISIT LEVEL 2 -,982,99212,83.62,66.9,76.93,79.44,79.44,79.44,76.93,83.62
MCH Clinic,4399213,OFFICE VISIT LEVEL 3  EST,982,99213,139.06,111.25,127.94,132.11,132.11,132.11,127.94,139.06
MCH Clinic,4399214,OFFICE VISIT LEVEL 4  EST,982,99214,205.07,164.06,188.66,194.82,194.82,194.82,188.66,205.07
MCH Clinic,4399215,OFFICE VISIT LEVEL 5  EST,982,99215,277.21,221.77,255.03,263.35,263.35,263.35,255.03,277.21
MCH Clinic,4399243,CONSULT INTERMEDIATE,982,99243,301.59,241.27,277.46,286.51,286.51,286.51,277.46,301.59
MCH Clinic,4399359,PROLONGED E/M BEF/AFT PT CONT;ADD'L 30 M,510,99359,103.37,82.7,95.1,98.2,98.2,98.2,95.1,103.37
MCH Clinic,4399381,NEW WELL CHILD LT 1 YR OLD,982,99381,98.34,78.67,90.47,93.42,93.42,93.42,90.47,98.34
MCH Clinic,4399382,NEW WELL CHILD 1 - 4 YEARS,982,99382,163.91,131.13,150.8,155.71,155.71,155.71,150.8,163.91
MCH Clinic,4399383,NEW WELL CHILD 5 - 11 YEARS,982,99383,240.4,192.32,221.17,228.38,228.38,228.38,221.17,240.4
MCH Clinic,4399384,NEW WELL CHILD 12 - 17 YEARS,982,99384,349.67,279.74,321.7,332.19,332.19,332.19,321.7,349.67
MCH Clinic,4399385,NEW WELLNESS VISIT 18 - 39 YEARS,982,99385,349.67,279.74,321.7,332.19,332.19,332.19,321.7,349.67
MCH Clinic,4399386,NEW WELLNESS VISIT 40-64,982,99386,349.67,279.74,321.7,332.19,332.19,332.19,321.7,349.67
MCH Clinic,4399387,NEW WELLNESS VISIT OVER 65 NON-MCARE,982,99387,349.67,279.74,321.7,332.19,332.19,332.19,321.7,349.67
MCH Clinic,4399391,EST WELL CHILD LT 1 YEAR,982,99391,92.89,74.31,85.46,88.25,88.25,88.25,85.46,92.89
MCH Clinic,4399392,EST WELL CHILD 1 - 4 YEARS,982,99392,152.99,122.39,140.75,145.34,145.34,145.34,140.75,152.99
MCH Clinic,4399393,EST  WELL CHILD 5 - 11 YEARS,982,99393,212.18,169.74,195.21,201.57,201.57,201.57,195.21,212.18
MCH Clinic,4399394,EST WELL CHILD 12 - 17 YEARS,982,99394,300.5,240.4,276.46,285.48,285.48,285.48,276.46,300.5
MCH Clinic,4399395,EST. WELLNESS VISIT 18-39 YEARS,982,99395,300.5,240.4,276.46,285.48,285.48,285.48,276.46,300.5
MCH Clinic,4399396,ESTAB WELLNESS VISIT 40-64,982,99396,300.5,240.4,276.46,285.48,285.48,285.48,276.46,300.5
MCH Clinic,4399397,ESTAB WELLNESS VISIT OVER 65 NON-MCARE,982,99397,300.5,240.4,276.46,285.48,285.48,285.48,276.46,300.5
MCH Clinic,4399406,SMOKING CESSATION; 3-10 MIN,942,99406,27.92,22.34,25.69,26.52,26.52,26.52,25.69,27.92
MCH Clinic,4399407,SMOKING CESSATION; GREATER THAN 10 MIN,942,99407,53.88,43.1,49.57,51.19,51.19,51.19,49.57,53.88
MCH Clinic,4399441,"TELEPHONE E/M, EST. PT. 5-10 MINUTES",983,99441,14.16,11.33,13.03,13.45,13.45,13.45,13.03,14.16
MCH Clinic,4399442,"TELEPHONE E/M, EST. PT. 11-20 MINUTES",983,99442,28.34,22.67,26.07,26.92,26.92,26.92,26.07,28.34
MCH Clinic,4399443,"TELEPHONE E/M, EST. PT. 20+ MINUTES",983,99443,42.12,33.7,38.75,40.01,40.01,40.01,38.75,42.12
MCH Clinic,4399495,TRANS CARE WITH FAMILY MEMBER,982,99495,27.32,21.86,25.13,25.95,25.95,25.95,25.13,27.32
MCH Clinic,4406212,FOAM DRESSING:  ALLEVYN,510,A6212,47.72,38.18,43.9,45.33,45.33,45.33,43.9,47.72
MCH Clinic,4410021,NEEDLE ASPIRATION - CLINICAL FEE,510,10021,59.1,47.28,54.37,56.15,56.15,56.15,54.37,59.1
MCH Clinic,4410060,I & D ABSCESS - CLINICAL FEE,510,10060,57.2,45.76,52.62,54.34,54.34,54.34,52.62,57.2
MCH Clinic,4410061,I & D ABSCESS;COMPL/MULT - CLINICAL FEE,510,10061,100.01,80.01,92.01,95.01,95.01,95.01,92.01,100.01
MCH Clinic,4410080,I & D PILONDIAL CYST;SIMPLE-CLINICAL FEE,510,10080,86.47,69.18,79.55,82.15,82.15,82.15,79.55,86.47
MCH Clinic,4411000,DEBRIDE ECZEMA/INFECT SKIN-CLINICAL FEE,510,11000,26.3,21.04,24.2,24.99,24.99,24.99,24.2,26.3
MCH Clinic,4411042,DEBRIDE SKIN AND SUBCU-CLINICAL FEE,510,11042,56.59,45.27,52.06,53.76,53.76,53.76,52.06,56.59
MCH Clinic,4411101,"BIOPSY SKIN, EACH ADD'L LES-CLINICAL FEE",510,11101,15.99,12.79,14.71,15.19,15.19,15.19,14.71,15.99
MCH Clinic,4411102,TANGENTIAL SKIN BIOPSY (SHAVE/SCOOP),510,11102,50.71,40.57,46.65,48.17,48.17,48.17,46.65,50.71
MCH Clinic,4411104,PUNCH BIOPSY INCLUDING SIMPLE CLOSURE,510,11104,54.64,43.71,50.27,51.91,51.91,51.91,50.27,54.64
MCH Clinic,4411200,"SKIN TAG REMOVAL, UP TO 15- CLINICAL FEE",510,11200,43.28,34.62,39.82,41.12,41.12,41.12,39.82,43.28
MCH Clinic,4411300,"SHAVE LESION,TR,ARM,LEG;.5 CM-CLINIC FEE",510,11300,46.94,37.55,43.18,44.59,44.59,44.59,43.18,46.94
MCH Clinic,4411301,"SHVE LES,TR,ARM,LEG;.6-1.0 CM-CLINIC FEE",510,11301,57.75,46.2,53.13,54.86,54.86,54.86,53.13,57.75
MCH Clinic,4411302,"SHVE LES;TR,ARM,LEG 1.1-2 CM-CLINIC FEE",510,11302,68.16,54.53,62.71,64.75,64.75,64.75,62.71,68.16
MCH Clinic,4411303,"SHVE LES,TRK,ARM,LEG; > 2 CM-CLINIC FEE",510,11303,75.4,60.32,69.37,71.63,71.63,71.63,69.37,75.4
MCH Clinic,4411305,"SHVE LES(S,N,H,F,G);.5 CM OR<-CLINIC FEE",510,11305,47.33,37.86,43.54,44.96,44.96,44.96,43.54,47.33
MCH Clinic,4411306,"SHAVE LES(S,N,H,F,G).6-1 CM-CLINIC FEE",510,11306,58.65,46.92,53.96,55.72,55.72,55.72,53.96,58.65
MCH Clinic,4411307,"SHAVE LES(S,N,H,F,G) 1.1-2 CM-CLINIC FEE",510,11307,69.8,55.84,64.22,66.31,66.31,66.31,64.22,69.8
MCH Clinic,4411308,"SHAVE LES(S,N,H,F,G) > 2 CM-CLINIC FEE",510,11308,72.68,58.14,66.87,69.05,69.05,69.05,66.87,72.68
MCH Clinic,4411310,SHAVE LESION FACE;.5 CM OR <-CLINIC FEE,510,11310,54.85,43.88,50.46,52.11,52.11,52.11,50.46,54.85
MCH Clinic,4411311,SHAVE LESION FACE;.6-1 CM-CLINIC FEE,510,11311,54.11,43.29,49.78,51.4,51.4,51.4,49.78,54.11
MCH Clinic,4411312,SHAVE LESION FACE;1.1-2 CM-CLINIC FEE,510,11312,77.65,62.12,71.44,73.77,73.77,73.77,71.44,77.65
MCH Clinic,4411313,SHAVE LESION FACE;> 2 CM - CLINIC FEE,510,11313,90.33,72.26,83.1,85.81,85.81,85.81,83.1,90.33
MCH Clinic,4411400,"EXC BEN LES(T,A,L) .5 CM OR <-CLINIC FEE",510,11400,60.5,48.4,55.66,57.48,57.48,57.48,55.66,60.5
MCH Clinic,4411402,"EXC BEN LES(T,A,L) 1.1-2 CM-CLINIC FEE",510,11402,81.03,64.82,74.55,76.98,76.98,76.98,74.55,81.03
MCH Clinic,4411403,"EXC BEN LES(T,A,L) 2.1-3 CM-CLINIC FEE",510,11403,94.1,75.28,86.57,89.4,89.4,89.4,86.57,94.1
MCH Clinic,4411404,"EXC BEN LES(T,A,L) 3.1-4 CM-CLINIC FEE",510,11404,106.88,85.5,98.33,101.54,101.54,101.54,98.33,106.88
MCH Clinic,4411406,"EXC BEN LESION (T,A,L) > 4 CM-CLINIC FEE",510,11406,155.84,124.67,143.37,148.05,148.05,148.05,143.37,155.84
MCH Clinic,4411420,"EXC BEN LES(S,N,H,F,G).5 CM OR <-CLINIC",510,11420,59.07,47.26,54.34,56.12,56.12,56.12,54.34,59.07
MCH Clinic,4411421,"EXC BEN LES(S,N,H,F,G).6-1 CM-CLINIC FEE",510,11421,76.1,60.88,70.01,72.3,72.3,72.3,70.01,76.1
MCH Clinic,4411422,"EXC BEN LES(S,N,H,F,G)1.1-2 CM-CLINIC",510,11422,85.97,68.78,79.09,81.67,81.67,81.67,79.09,85.97
MCH Clinic,4411424,"EXC BEN LES(S,N,H,F,G) 3.1-4 CM-CLINIC",510,11424,114.47,91.58,105.31,108.75,108.75,108.75,105.31,114.47
MCH Clinic,4411426,"EXC BEN LES(S,N,H,F,G) > 4 CM-CLINIC FEE",510,11426,165.67,132.54,152.42,157.39,157.39,157.39,152.42,165.67
MCH Clinic,4411440,EXC BEN LES FACE; .5 CM OR <-CLINIC FEE,510,11440,65.29,52.23,60.07,62.03,62.03,62.03,60.07,65.29
MCH Clinic,4411441,EXCISE BEN LES FACE;.6-1.0 CM-CLINIC FEE,510,11441,81.61,65.29,75.08,77.53,77.53,77.53,75.08,81.61
MCH Clinic,4411442,EXCISE BEN LESION FACE;1.1-2 CM-CLINIC,510,11442,91.54,73.23,84.22,86.96,86.96,86.96,84.22,91.54
MCH Clinic,4411443,EXCISE BEN LESION FACE;2.1-3 CM-CLINIC,510,11443,109.17,87.34,100.44,103.71,103.71,103.71,100.44,109.17
MCH Clinic,4411444,EXCISE BEN LESION FACE;3.1-4 CM-CLINICAL FEE,510,11444,137.71,110.17,126.69,130.82,130.82,130.82,126.69,137.71
MCH Clinic,4411600,"EXC MAL LES(T,A,L);.5 CM OR <-CLINIC FEE",510,11600,93.7,74.96,86.2,89.02,89.02,89.02,86.2,93.7
MCH Clinic,4411601,"EXC MAL LES(T,A,L), .6-1 CM; CLNIIC FEE",510,11601,111.01,88.81,102.13,105.46,105.46,105.46,102.13,111.01
MCH Clinic,4411602,"EXC MAL LES(T,A,L), 1.1-2.0 CM- CLINIC FEE",510,11602,120.43,96.34,110.8,114.41,114.41,114.41,110.8,120.43
MCH Clinic,4411603,"EXC MAL LES(T,A,L) 2.1-3 CM-CLINIC FEE",510,11603,138.58,110.86,127.49,131.65,131.65,131.65,127.49,138.58
MCH Clinic,4411604,"EXC MAL LES(T,A,L), 3.1-4 CM-CLINIC FEE",510,11604,153.84,123.07,141.53,146.15,146.15,146.15,141.53,153.84
MCH Clinic,4411606,"EXC MAL LES(T,A,L) > 4 CM- CLINIC FEE",510,11606,221.75,177.4,204.01,210.66,210.66,210.66,204.01,221.75
MCH Clinic,4411620,"EXC MAL LES(S,N,H,F,G) .5 CM OR <-CLIN F",510,11620,94.46,75.57,86.9,89.74,89.74,89.74,86.9,94.46
MCH Clinic,4411621,"EXC MAL LES(S,N,H,F,G) .6-1CM-CLINIC FEE",510,11621,111.61,89.29,102.68,106.03,106.03,106.03,102.68,111.61
MCH Clinic,4411622,"EXC MAL LES(S,N,H,F,G) 1.1-2CM CLINIC FE",510,11622,124.69,99.75,114.71,118.46,118.46,118.46,114.71,124.69
MCH Clinic,4411623,"EXC MAL LES(S,N,H,F,G) 2.1-3 CM-CLINIC F",510,11623,147.04,117.63,135.28,139.69,139.69,139.69,135.28,147.04
MCH Clinic,4411624,"EXC MAL LES(S,N,H,F,G)3.1-4CM-CLINIC FEE",510,11624,166.09,132.87,152.8,157.79,157.79,157.79,152.8,166.09
MCH Clinic,4411640,"EXC MAL LES(F,E,N,L) .5CM OR <-CLINIC FE",510,11640,97.27,77.82,89.49,92.41,92.41,92.41,89.49,97.27
MCH Clinic,4411641,"EXC MAL LES(F,E,N,L).6-1CM-CLINIC FEE",510,11641,115.36,92.29,106.13,109.59,109.59,109.59,106.13,115.36
MCH Clinic,4411642,"EXC MAL LES(F,E,N,L)1.1-2 CM-CLINIC FEE",510,11642,132.05,105.64,121.49,125.45,125.45,125.45,121.49,132.05
MCH Clinic,4411643,"EXC MAL LES(F,E,N,L)2.1-3CM-CLINIC FEE",510,11643,156.21,124.97,143.71,148.4,148.4,148.4,143.71,156.21
MCH Clinic,4411644,"EXC MAL LES(F,E,N,L)3.1-4CM-CLINIC FEE",510,11644,193.34,154.67,177.87,183.67,183.67,183.67,177.87,193.34
MCH Clinic,4411646,"EXC MAL LESION FACE, > 4 CM-CLINIC FEE",510,11646,252.94,202.35,232.7,240.29,240.29,240.29,232.7,252.94
MCH Clinic,4411719,"TRIMNONDYSTROPHIC NAILS,ANY #-CLINIC FEE",510,11719,6.88,5.5,6.33,6.54,6.54,6.54,6.33,6.88
MCH Clinic,4411720,DEBRIDEMENT OF NAILS; 1-5- CLINIC FEE,510,11720,15.73,12.58,14.47,14.94,14.94,14.94,14.47,15.73
MCH Clinic,4411721,DEBRIDEMENT OF NAILS;6 OR MORE-CLINIC FE,510,11721,21.73,17.38,19.99,20.64,20.64,20.64,19.99,21.73
MCH Clinic,4411732,AVULSION NAIL PLATE;EACH ADD'L-CLINIC FE,510,11732,15.18,12.14,13.97,14.42,14.42,14.42,13.97,15.18
MCH Clinic,4411750,EXCISION NAIL PERMANENTLY-CLINIC FEE,510,11750,73.46,58.77,67.58,69.79,69.79,69.79,67.58,73.46
MCH Clinic,4411765,WEDGE EXCISION SKIN OF NAIL FOLD-CLIN FE,510,11765,79.75,63.8,73.37,75.76,75.76,75.76,73.37,79.75
MCH Clinic,4411770,EXCISION PILONDIAL CYST;SIMPLE-CLINIC FE,510,11770,136.2,108.96,125.3,129.39,129.39,129.39,125.3,136.2
MCH Clinic,4411900,"INJECT,INTRALESION,UP TO 7 LES-CLINIC FE",510,11900,27.17,21.74,25,25.81,25.81,25.81,25,27.17
MCH Clinic,4411901,INJECT INTRALESION;MORE THAN 7-CLINIC FE,510,11901,34.35,27.48,31.6,32.63,32.63,32.63,31.6,34.35
MCH Clinic,4411976,REMOVAL IMPLANTABLE CONTRACEPT-CLINIC FE,510,11976,69.94,55.95,64.34,66.44,66.44,66.44,64.34,69.94
MCH Clinic,4412001,"SIMP WND RPR(S,N,A,G,T,E)2.5CM OR <-CLIN",510,12001,43.94,35.15,40.42,41.74,41.74,41.74,40.42,43.94
MCH Clinic,4412002,"SIMP RPR WND(S,N,A,G,T,E)2.6-7.5CM-CLIN",510,12002,53.61,42.89,49.32,50.93,50.93,50.93,49.32,53.61
MCH Clinic,4412004,"SIM RPR WND(S,N,A,G,T,E)7.7-12.5CM-CLIN",510,12004,62.78,50.22,57.76,59.64,59.64,59.64,57.76,62.78
MCH Clinic,4412005,"SIM RPR WND(S,N,A,G,T,E)12.6-20CM-CLIN F",510,12005,79.31,63.45,72.97,75.34,75.34,75.34,72.97,79.31
MCH Clinic,4412006,"SIM RPR WND(S,N,A,G,T,E)20.1-30CM CLIN F",510,12006,94.41,75.53,86.86,89.69,89.69,89.69,86.86,94.41
MCH Clinic,4412011,SIMP RPR WND FACE;2.5CM OR LESS-CLIN FEE,510,12011,53.66,42.93,49.37,50.98,50.98,50.98,49.37,53.66
MCH Clinic,4412013,SIMP RPR WOUND FACE;2.6-5 CM-CLINIC FEE,510,12013,56.46,45.17,51.94,53.64,53.64,53.64,51.94,56.46
MCH Clinic,4412014,SIMPLE RPR WOUND FACE;5.1-7.5CM-CLIN FEE,510,12014,66.06,52.85,60.78,62.76,62.76,62.76,60.78,66.06
MCH Clinic,4412015,SIMP RPR WND FACE;7.6-12.5;CLIN FEE,510,12015,79.64,63.71,73.27,75.66,75.66,75.66,73.27,79.64
MCH Clinic,4412016,SIMP REP WOUND FACE;12.6-20 CM-PROV FEE,510,12016,100.67,80.54,92.62,95.64,95.64,95.64,92.62,100.67
MCH Clinic,4412031,"LAYER CLOS WND(S,A,T,E)2.5 OR <-CLIN FEE",510,12031,115.14,92.11,105.93,109.38,109.38,109.38,105.93,115.14
MCH Clinic,4412032,"LAYER CLOS WND(S,A,T,E)2.6-7.5CM-CLIN FE",510,12032,146.11,116.89,134.42,138.8,138.8,138.8,134.42,146.11
MCH Clinic,4412034,"LAYER CLOS WND(S,A,T,E)7.6-12.5CM-CLIN F",510,12034,152.38,121.9,140.19,144.76,144.76,144.76,140.19,152.38
MCH Clinic,4412035,"LAYER CLOS WND(S,A,T,E)12.6-20CM CLIN FE",510,12035,185.41,148.33,170.58,176.14,176.14,176.14,170.58,185.41
MCH Clinic,4412041,"LAYER CLOS WND(N,H,F,G)2.5 OR <-CLIN FEE",510,12041,114.98,91.98,105.78,109.23,109.23,109.23,105.78,114.98
MCH Clinic,4412042,"LAYER CLOS WND(N,H,F,G)2.6-7.5CM-PROV FE",510,12042,140.42,112.34,129.19,133.4,133.4,133.4,129.19,140.42
MCH Clinic,4412051,LAYER CLOS WND FACE;2.5 CM OR <-CLIN FEE,510,12051,125.25,100.2,115.23,118.99,118.99,118.99,115.23,125.25
MCH Clinic,4412052,LAYER CLOS WND FACE;2.6-5CM-CLIN FEE,510,12052,143.11,114.49,131.66,135.95,135.95,135.95,131.66,143.11
MCH Clinic,4412053,LAYER CLOS WND FACE;5.1-7.5CM-CLINIC FEE,510,12053,167.75,134.2,154.33,159.36,159.36,159.36,154.33,167.75
MCH Clinic,4412054,LAYERED CLOSURE FACE; 7.6-12.5CM-CLIN FE,510,12054,175.1,140.08,161.09,166.35,166.35,166.35,161.09,175.1
MCH Clinic,4413151,"COMPLEX""",510,13151,184.13,147.3,169.4,174.92,174.92,174.92,169.4,184.13
MCH Clinic,4416000,"INITIAL TX, FIRST DEGREE BURN-CLINIC FEE",510,16000,33.54,26.83,30.86,31.86,31.86,31.86,30.86,33.54
MCH Clinic,4416025,DRESS/DEBRIDE W/O ANESTH;MED-CLINIC FEE,510,16025,72.43,57.94,66.64,68.81,68.81,68.81,66.64,72.43
MCH Clinic,4416030,DRESS/DEBRIDE W/O ANESTH;LARGE-CLINIC FE,510,16030,91.88,73.5,84.53,87.29,87.29,87.29,84.53,91.88
MCH Clinic,4417000,DESTRUXT PREMALIGNANT LESION; FIRST LES-CLIN FEE,510,17000,31.9,25.52,29.35,30.31,30.31,30.31,29.35,31.9
MCH Clinic,4417003,"DESTRUCT BEN LES;2-14 LES, EACH-CLIN FEE",510,17003,2.58,2.06,2.37,2.45,2.45,2.45,2.37,2.58
MCH Clinic,4417004,DESTRUCT BEN LES;15 OR MORE-CLIN FEE,510,17004,69.89,55.91,64.3,66.4,66.4,66.4,64.3,69.89
MCH Clinic,4417110,DESTRUCT FLAT WART;UP TO 14-CLIN FEE,510,17110,53.48,42.78,49.2,50.81,50.81,50.81,49.2,53.48
MCH Clinic,4417111,DESTRUCTION BENIGN LESION;15 OR MORE,510,17111,63.47,50.78,58.39,60.3,60.3,60.3,58.39,63.47
MCH Clinic,4417260,"DESTRUCT MAL LES(T,A,L) .5 OR <-CLIN FEE",510,17260,46.39,37.11,42.68,44.07,44.07,44.07,42.68,46.39
MCH Clinic,4417261,"DES MAL LES(T,A,L).6-1 CM-CLINIC FEE",510,17261,69.78,55.82,64.2,66.29,66.29,66.29,64.2,69.78
MCH Clinic,4417262,"DES MAL LES(T,A,L) 1.1-2CM-CLINIC FEE",510,17262,85,68,78.2,80.75,80.75,80.75,78.2,85
MCH Clinic,4417263,"DES MAL LES(T,A,L)2.1-3 CM-CLIN FEE",510,17263,92.75,74.2,85.33,88.11,88.11,88.11,85.33,92.75
MCH Clinic,4417264,"DES MAL LES(T,A,L) 3.1-4CM-CLIN FEE",510,17264,99.68,79.74,91.71,94.7,94.7,94.7,91.71,99.68
MCH Clinic,4417266,"DESTRUCT MAL LES(T,A,L) > 4CM-CLIN FEE",510,17266,112.65,90.12,103.64,107.02,107.02,107.02,103.64,112.65
MCH Clinic,4417270,"DES MAL LES(S,N,H,F,G).5CM OR <-CLIN FEE",510,17270,73.28,58.62,67.42,69.62,69.62,69.62,67.42,73.28
MCH Clinic,4417271,"DES MAL LES(S,N,H,F,G) .6-1 CM-CLIN FEE",510,17271,79.29,63.43,72.95,75.33,75.33,75.33,72.95,79.29
MCH Clinic,4417272,"DES MAL LES(S,N,H,F,G)1.1-2CM-CLIN FEE",510,17272,90.61,72.49,83.36,86.08,86.08,86.08,83.36,90.61
MCH Clinic,4417280,DESTRUCT MAL LESION FACE;.5 OR <-CLIN FE,510,17280,68.46,54.77,62.98,65.04,65.04,65.04,62.98,68.46
MCH Clinic,4417281,"DES MAL LES-FACE;,6-1CM-CLINIC FEE",510,17281,86.64,69.31,79.71,82.31,82.31,82.31,79.71,86.64
MCH Clinic,4417282,DESTRUCT MAL LES(1.1-2CM)-CLINIC FEE,510,17282,99.18,79.34,91.25,94.22,94.22,94.22,91.25,99.18
MCH Clinic,4417283,DESTRUCT MAL LES 2.1-3 CM-CLIN FEE,510,17283,119.12,95.3,109.59,113.16,113.16,113.16,109.59,119.12
MCH Clinic,4417340,CRYOTHERAPY FOR ACNE-CLINIC FEE,510,17340,25.73,20.58,23.67,24.44,24.44,24.44,23.67,25.73
MCH Clinic,4419000,PUNCTURE ASPIRATION BREAST-CLINIC FEE,510,19000,54.01,43.21,49.69,51.31,51.31,51.31,49.69,54.01
MCH Clinic,4419001,EACH ADD'L CYST-CLINIC FEE,510,19001,13.24,10.59,12.18,12.58,12.58,12.58,12.18,13.24
MCH Clinic,4420526,"INJECT THERAP, CARPAL TUNNEL-CLINIC FEE",510,20526,38.18,30.54,35.13,36.27,36.27,36.27,35.13,38.18
MCH Clinic,4420551,INJECT SINGLE TENDON ORIGIN-CLINIC FEE,510,20551,29.42,23.54,27.07,27.95,27.95,27.95,27.07,29.42
MCH Clinic,4420552,INJ SING/MULT TRIG PT:1-2 MUSC-CLIN FEE,510,20552,26.67,21.34,24.54,25.34,25.34,25.34,24.54,26.67
MCH Clinic,4420553,"INJ SING/MULT TRIG PT,3 OR > MUSC-CLIN F",510,20553,30.74,24.59,28.28,29.2,29.2,29.2,28.28,30.74
MCH Clinic,4420600,ASP/INJ SMALL JT/BURSA-CLINIC FEE,510,20600,23.36,18.69,21.49,22.19,22.19,22.19,21.49,23.36
MCH Clinic,4420605,ASP/INJECT INTERMED JT/BURSA-CLINIC FEE,510,20605,24.64,19.71,22.67,23.41,23.41,23.41,22.67,24.64
MCH Clinic,4420610,ASP/INJECT MAJOR JOINT/BURSA,982,20610,29.67,23.74,27.3,28.19,28.19,28.19,27.3,29.67
MCH Clinic,4420612,ASP/INJ GANGLION CYST-CLINIC FEE,510,20612,29.36,23.49,27.01,27.89,27.89,27.89,27.01,29.36
MCH Clinic,4421310,CLOSED TX NASAL FX; W/O MANIP-CLINIC FEE,510,21310,64.78,51.82,59.6,61.54,61.54,61.54,59.6,64.78
MCH Clinic,4422310,CLOSED TX VERTEBRAL BODY FRACTURE,510,22310,155.16,124.13,142.75,147.4,147.4,147.4,142.75,155.16
MCH Clinic,4423500,CLOSED TX CLAVICLE FX;W/O MANIP-CLIN FEE,510,23500,107.45,85.96,98.85,102.08,102.08,102.08,98.85,107.45
MCH Clinic,4423620,CL TX GR HUM TUBER FX;W/O MANIP-CLIN FEE,510,23620,132.46,105.97,121.86,125.84,125.84,125.84,121.86,132.46
MCH Clinic,4423650,"SHOULDER D/L,W/MANIP,W/O ANES-CLIN FEE",510,23650,154.55,123.64,142.19,146.82,146.82,146.82,142.19,154.55
MCH Clinic,4424500,CLOSED TX HUM SHAFT FX;W/O MANIP-CLIN FE,510,24500,176.32,141.06,162.21,167.5,167.5,167.5,162.21,176.32
MCH Clinic,4424530,CL TX COND HUMERAL FX;W/O MANIP-CLIN FEE,510,24530,187.45,149.96,172.45,178.08,178.08,178.08,172.45,187.45
MCH Clinic,4424600,TX CL ELBOW DISLOCATION;W/O ANES-CLI FEE,510,24600,179.91,143.93,165.52,170.91,170.91,170.91,165.52,179.91
MCH Clinic,4424670,"CL TX ULNAR FX,PROXIMAL;W/O MANIP-CLIN F",510,24670,142.8,114.24,131.38,135.66,135.66,135.66,131.38,142.8
MCH Clinic,4425500,CL TX RADIAL SHAFT FX;W/O MANIP-CLIN FEE,510,25500,134.12,107.3,123.39,127.41,127.41,127.41,123.39,134.12
MCH Clinic,4425530,CL TX ULNAR SHAFT FX;W/O MANIP-CLIN FEE,510,25530,128.74,102.99,118.44,122.3,122.3,122.3,118.44,128.74
MCH Clinic,4425560,CL TX RAD/ULNA FRACTURE;W/O MANIP-CLIN F,510,25560,136.33,109.06,125.42,129.51,129.51,129.51,125.42,136.33
MCH Clinic,4425600,CL TX DISTAL RADIUS FX;W/O MANIP-CLIN FE,510,25600,160.86,128.69,147.99,152.82,152.82,152.82,147.99,160.86
MCH Clinic,4425622,CL TX CARPAL SCAPHOLD FX-CLINIC FEE,510,25622,149.73,119.78,137.75,142.24,142.24,142.24,137.75,149.73
MCH Clinic,4425630,"CL TX CARPAL FX;W/O MANIP,WACH-CLI FEE",510,25630,150.32,120.26,138.29,142.8,142.8,142.8,138.29,150.32
MCH Clinic,4426010,DRAINAGE FINGER ABSCESS;SIMP CLINIC FEE,510,26010,127.63,102.1,117.42,121.25,121.25,121.25,117.42,127.63
MCH Clinic,4426600,"CL TX METACARPAL FX,W/O MANIP-CLIN FEE",510,26600,143.87,115.1,132.36,136.68,136.68,136.68,132.36,143.87
MCH Clinic,4426720,CL TX PHALANGEAL FX;W/O MANIP-CLINIC FEE,510,26720,96.66,77.33,88.93,91.83,91.83,91.83,88.93,96.66
