Run Date: 10/18/2021 6:47:19 PM
CDM Date Stamp: 10/14/2020

Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL
7520851,SUCTION YANKAUER,Inpatient,0270,,,,0,16.1600,12.9280,12.9280,16.1600,15.3520,14.0592,14.0592,14.0592,14.0592,15.3520,15.6752,15.6752,15.3520,15.3520,15.8368,16.1600,14.2208,15.8368,15.6752,N/A
7520851,SUCTION YANKAUER,Outpatient,0270,,,,0,16.1600,12.9280,12.9280,16.1600,15.3520,13.4128,13.4128,13.4128,13.4128,15.3520,15.6752,15.6752,14.8672,15.3520,15.8368,16.1600,14.2208,15.8368,15.6752,N/A
7521396,INSPIROMETER,Inpatient,0270,,,,0,17.3600,13.8880,13.8880,17.3600,16.4920,15.1032,15.1032,15.1032,15.1032,16.4920,16.8392,16.8392,16.4920,16.4920,17.0128,17.3600,15.2768,17.0128,16.8392,N/A
7521396,INSPIROMETER,Outpatient,0270,,,,0,17.3600,13.8880,13.8880,17.3600,16.4920,14.4088,14.4088,14.4088,14.4088,16.4920,16.8392,16.8392,15.9712,16.4920,17.0128,17.3600,15.2768,17.0128,16.8392,N/A
7522212,OXYGEN CANNULA,Inpatient,0270,,,,0,5.2000,4.1600,4.1600,5.2000,4.9400,4.5240,4.5240,4.5240,4.5240,4.9400,5.0440,5.0440,4.9400,4.9400,5.0960,5.2000,4.5760,5.0960,5.0440,N/A
7522212,OXYGEN CANNULA,Outpatient,0270,,,,0,5.2000,4.1600,4.1600,5.2000,4.9400,4.3160,4.3160,4.3160,4.3160,4.9400,5.0440,5.0440,4.7840,4.9400,5.0960,5.2000,4.5760,5.0960,5.0440,N/A
7523624,STAPLE REMOVER DISPOSABLE,Inpatient,,,,,0,10.7100,8.5680,8.5680,10.7100,10.1745,9.3177,9.3177,9.3177,9.3177,10.1745,10.3887,10.3887,10.1745,10.1745,10.4958,10.7100,9.4248,10.4958,10.3887,N/A
7523624,STAPLE REMOVER DISPOSABLE,Outpatient,,,,,0,10.7100,8.5680,8.5680,10.7100,10.1745,8.8893,8.8893,8.8893,8.8893,10.1745,10.3887,10.3887,9.8532,10.1745,10.4958,10.7100,9.4248,10.4958,10.3887,N/A
7524101,DEFIB PADS (ZOLL),Inpatient,0270,,,,0,144.1000,115.2800,115.2800,144.1000,136.8950,125.3670,125.3670,125.3670,125.3670,136.8950,139.7770,139.7770,136.8950,136.8950,141.2180,144.1000,126.8080,141.2180,139.7770,N/A
7524101,DEFIB PADS (ZOLL),Outpatient,0270,,,,0,144.1000,115.2800,115.2800,144.1000,136.8950,119.6030,119.6030,119.6030,119.6030,136.8950,139.7770,139.7770,132.5720,136.8950,141.2180,144.1000,126.8080,141.2180,139.7770,N/A
7524630,SUTURE REMOVER DISPOSABLE,Inpatient,0270,,,,0,7.8000,6.2400,6.2400,7.8000,7.4100,6.7860,6.7860,6.7860,6.7860,7.4100,7.5660,7.5660,7.4100,7.4100,7.6440,7.8000,6.8640,7.6440,7.5660,N/A
7524630,SUTURE REMOVER DISPOSABLE,Outpatient,0270,,,,0,7.8000,6.2400,6.2400,7.8000,7.4100,6.4740,6.4740,6.4740,6.4740,7.4100,7.5660,7.5660,7.1760,7.4100,7.6440,7.8000,6.8640,7.6440,7.5660,N/A
7524804,TED HOSE THIGH,Inpatient,0273,,,,0,38.3500,30.6800,30.6800,38.3500,36.4325,33.3645,33.3645,33.3645,33.3645,36.4325,37.1995,37.1995,36.4325,36.4325,37.5830,38.3500,33.7480,37.5830,37.1995,N/A
7524804,TED HOSE THIGH,Outpatient,0273,,,,0,38.3500,30.6800,30.6800,38.3500,36.4325,31.8305,31.8305,31.8305,31.8305,36.4325,37.1995,37.1995,35.2820,36.4325,37.5830,38.3500,33.7480,37.5830,37.1995,N/A
7524853,TED HOSE KNEE,Inpatient,0273,,,,0,29.1600,23.3280,23.3280,29.1600,27.7020,25.3692,25.3692,25.3692,25.3692,27.7020,28.2852,28.2852,27.7020,27.7020,28.5768,29.1600,25.6608,28.5768,28.2852,N/A
7524853,TED HOSE KNEE,Outpatient,0273,,,,0,29.1600,23.3280,23.3280,29.1600,27.7020,24.2028,24.2028,24.2028,24.2028,27.7020,28.2852,28.2852,26.8272,27.7020,28.5768,29.1600,25.6608,28.5768,28.2852,N/A
7525504,UNNA BOOT,Inpatient,0270,,,,0,33.6000,26.8800,26.8800,33.6000,31.9200,29.2320,29.2320,29.2320,29.2320,31.9200,32.5920,32.5920,31.9200,31.9200,32.9280,33.6000,29.5680,32.9280,32.5920,N/A
7525504,UNNA BOOT,Outpatient,0270,,,,0,33.6000,26.8800,26.8800,33.6000,31.9200,27.8880,27.8880,27.8880,27.8880,31.9200,32.5920,32.5920,30.9120,31.9200,32.9280,33.6000,29.5680,32.9280,32.5920,N/A
7525751,TRAY LUMBAR PUNCTURE,Inpatient,0270,,,,0,97.4000,77.9200,77.9200,97.4000,92.5300,84.7380,84.7380,84.7380,84.7380,92.5300,94.4780,94.4780,92.5300,92.5300,95.4520,97.4000,85.7120,95.4520,94.4780,N/A
7525751,TRAY LUMBAR PUNCTURE,Outpatient,0270,,,,0,97.4000,77.9200,77.9200,97.4000,92.5300,80.8420,80.8420,80.8420,80.8420,92.5300,94.4780,94.4780,89.6080,92.5300,95.4520,97.4000,85.7120,95.4520,94.4780,N/A
7525801,TRAY THORA/PARA,Inpatient,0270,,,,0,345.0000,276.0000,276.0000,345.0000,327.7500,300.1500,300.1500,300.1500,300.1500,327.7500,334.6500,334.6500,327.7500,327.7500,338.1000,345.0000,303.6000,338.1000,334.6500,N/A
7525801,TRAY THORA/PARA,Outpatient,0270,,,,0,345.0000,276.0000,276.0000,345.0000,327.7500,286.3500,286.3500,286.3500,286.3500,327.7500,334.6500,334.6500,317.4000,327.7500,338.1000,345.0000,303.6000,338.1000,334.6500,N/A
7525900,TRAY CHEST TUBE DISP,Inpatient,0270,,,,0,165.9600,132.7680,132.7680,165.9600,157.6620,144.3852,144.3852,144.3852,144.3852,157.6620,160.9812,160.9812,157.6620,157.6620,162.6408,165.9600,146.0448,162.6408,160.9812,N/A
7525900,TRAY CHEST TUBE DISP,Outpatient,0270,,,,0,165.9600,132.7680,132.7680,165.9600,157.6620,137.7468,137.7468,137.7468,137.7468,157.6620,160.9812,160.9812,152.6832,157.6620,162.6408,165.9600,146.0448,162.6408,160.9812,N/A
7526205,URINARY DRAINAGE BAG,Inpatient,0270,,,,0,28.5000,22.8000,22.8000,28.5000,27.0750,24.7950,24.7950,24.7950,24.7950,27.0750,27.6450,27.6450,27.0750,27.0750,27.9300,28.5000,25.0800,27.9300,27.6450,N/A
7526205,URINARY DRAINAGE BAG,Outpatient,0270,,,,0,28.5000,22.8000,22.8000,28.5000,27.0750,23.6550,23.6550,23.6550,23.6550,27.0750,27.6450,27.6450,26.2200,27.0750,27.9300,28.5000,25.0800,27.9300,27.6450,N/A
7527559,NG TUBE & HOLDER,Inpatient,0270,,,,0,24.0000,19.2000,19.2000,24.0000,22.8000,20.8800,20.8800,20.8800,20.8800,22.8000,23.2800,23.2800,22.8000,22.8000,23.5200,24.0000,21.1200,23.5200,23.2800,N/A
7527559,NG TUBE & HOLDER,Outpatient,0270,,,,0,24.0000,19.2000,19.2000,24.0000,22.8000,19.9200,19.9200,19.9200,19.9200,22.8000,23.2800,23.2800,22.0800,22.8000,23.5200,24.0000,21.1200,23.5200,23.2800,N/A
7527807,"DRAPE STERILE, DISP",Inpatient,0270,,,,0,4.9000,3.9200,3.9200,4.9000,4.6550,4.2630,4.2630,4.2630,4.2630,4.6550,4.7530,4.7530,4.6550,4.6550,4.8020,4.9000,4.3120,4.8020,4.7530,N/A
7527807,"DRAPE STERILE, DISP",Outpatient,0270,,,,0,4.9000,3.9200,3.9200,4.9000,4.6550,4.0670,4.0670,4.0670,4.0670,4.6550,4.7530,4.7530,4.5080,4.6550,4.8020,4.9000,4.3120,4.8020,4.7530,N/A
7532112,IV SOL D5W & .2 NACL 1000,Inpatient,0258,,,,0,25.9700,20.7760,20.7760,25.9700,24.6715,22.5939,22.5939,22.5939,22.5939,24.6715,25.1909,25.1909,24.6715,24.6715,25.4506,25.9700,22.8536,25.4506,25.1909,N/A
7532112,IV SOL D5W & .2 NACL 1000,Outpatient,0258,,,,0,25.9700,20.7760,20.7760,25.9700,24.6715,21.5551,21.5551,21.5551,21.5551,24.6715,25.1909,25.1909,23.8924,24.6715,25.4506,25.9700,22.8536,25.4506,25.1909,N/A
7532146,URINARY LEG BAG,Inpatient,0270,,,,0,29.7000,23.7600,23.7600,29.7000,28.2150,25.8390,25.8390,25.8390,25.8390,28.2150,28.8090,28.8090,28.2150,28.2150,29.1060,29.7000,26.1360,29.1060,28.8090,N/A
7532146,URINARY LEG BAG,Outpatient,0270,,,,0,29.7000,23.7600,23.7600,29.7000,28.2150,24.6510,24.6510,24.6510,24.6510,28.2150,28.8090,28.8090,27.3240,28.2150,29.1060,29.7000,26.1360,29.1060,28.8090,N/A
7532567,GLIDESCOPE GVL STAT,Inpatient,0270,,,,0,102.2500,81.8000,81.8000,102.2500,97.1375,88.9575,88.9575,88.9575,88.9575,97.1375,99.1825,99.1825,97.1375,97.1375,100.2050,102.2500,89.9800,100.2050,99.1825,N/A
7532567,GLIDESCOPE GVL STAT,Outpatient,0270,,,,0,102.2500,81.8000,81.8000,102.2500,97.1375,84.8675,84.8675,84.8675,84.8675,97.1375,99.1825,99.1825,94.0700,97.1375,100.2050,102.2500,89.9800,100.2050,99.1825,N/A
7532583,IV SET 15 GTT/ML,Inpatient,0270,,,,0,21.1000,16.8800,16.8800,21.1000,20.0450,18.3570,18.3570,18.3570,18.3570,20.0450,20.4670,20.4670,20.0450,20.0450,20.6780,21.1000,18.5680,20.6780,20.4670,N/A
7532583,IV SET 15 GTT/ML,Outpatient,0270,,,,0,21.1000,16.8800,16.8800,21.1000,20.0450,17.5130,17.5130,17.5130,17.5130,20.0450,20.4670,20.4670,19.4120,20.0450,20.6780,21.1000,18.5680,20.6780,20.4670,N/A
7542160,DRSG DUODERM HYDROGEL,Inpatient,0270,,,,0,26.9000,21.5200,21.5200,26.9000,25.5550,23.4030,23.4030,23.4030,23.4030,25.5550,26.0930,26.0930,25.5550,25.5550,26.3620,26.9000,23.6720,26.3620,26.0930,N/A
7542160,DRSG DUODERM HYDROGEL,Outpatient,0270,,,,0,26.9000,21.5200,21.5200,26.9000,25.5550,22.3270,22.3270,22.3270,22.3270,25.5550,26.0930,26.0930,24.7480,25.5550,26.3620,26.9000,23.6720,26.3620,26.0930,N/A
7545882,COBAN WRAP,Inpatient,0270,,,,0,13.4200,10.7360,10.7360,13.4200,12.7490,11.6754,11.6754,11.6754,11.6754,12.7490,13.0174,13.0174,12.7490,12.7490,13.1516,13.4200,11.8096,13.1516,13.0174,N/A
7545882,COBAN WRAP,Outpatient,0270,,,,0,13.4200,10.7360,10.7360,13.4200,12.7490,11.1386,11.1386,11.1386,11.1386,12.7490,13.0174,13.0174,12.3464,12.7490,13.1516,13.4200,11.8096,13.1516,13.0174,N/A
7562218,PEAK FLOWMETER,Inpatient,0270,,,,0,68.7500,55.0000,55.0000,68.7500,65.3125,59.8125,59.8125,59.8125,59.8125,65.3125,66.6875,66.6875,65.3125,65.3125,67.3750,68.7500,60.5000,67.3750,66.6875,N/A
7562218,PEAK FLOWMETER,Outpatient,0270,,,,0,68.7500,55.0000,55.0000,68.7500,65.3125,57.0625,57.0625,57.0625,57.0625,65.3125,66.6875,66.6875,63.2500,65.3125,67.3750,68.7500,60.5000,67.3750,66.6875,N/A
7562333,DRSG DUODERM,Inpatient,,,,,0,23.1000,18.4800,18.4800,23.1000,21.9450,20.0970,20.0970,20.0970,20.0970,21.9450,22.4070,22.4070,21.9450,21.9450,22.6380,23.1000,20.3280,22.6380,22.4070,N/A
7562333,DRSG DUODERM,Outpatient,,,,,0,23.1000,18.4800,18.4800,23.1000,21.9450,19.1730,19.1730,19.1730,19.1730,21.9450,22.4070,22.4070,21.2520,21.9450,22.6380,23.1000,20.3280,22.6380,22.4070,N/A
7562556,IV SOL .45 NACL,Inpatient,0258,,,,0,22.0800,17.6640,17.6640,22.0800,20.9760,19.2096,19.2096,19.2096,19.2096,20.9760,21.4176,21.4176,20.9760,20.9760,21.6384,22.0800,19.4304,21.6384,21.4176,N/A
7562556,IV SOL .45 NACL,Outpatient,0258,,,,0,22.0800,17.6640,17.6640,22.0800,20.9760,18.3264,18.3264,18.3264,18.3264,20.9760,21.4176,21.4176,20.3136,20.9760,21.6384,22.0800,19.4304,21.6384,21.4176,N/A
7563125,CATH COUDE,Inpatient,,,,,0,70.5600,56.4480,56.4480,70.5600,67.0320,61.3872,61.3872,61.3872,61.3872,67.0320,68.4432,68.4432,67.0320,67.0320,69.1488,70.5600,62.0928,69.1488,68.4432,N/A
7563125,CATH COUDE,Outpatient,,,,,0,70.5600,56.4480,56.4480,70.5600,67.0320,58.5648,58.5648,58.5648,58.5648,67.0320,68.4432,68.4432,64.9152,67.0320,69.1488,70.5600,62.0928,69.1488,68.4432,N/A
7565658,OXYGEN 1ST HOUR,Inpatient,0271,,,,0,9.3000,7.4400,7.4400,9.3000,8.8350,8.0910,8.0910,8.0910,8.0910,8.8350,9.0210,9.0210,8.8350,8.8350,9.1140,9.3000,8.1840,9.1140,9.0210,N/A
7565658,OXYGEN 1ST HOUR,Outpatient,0271,,,,0,9.3000,7.4400,7.4400,9.3000,8.8350,7.7190,7.7190,7.7190,7.7190,8.8350,9.0210,9.0210,8.5560,8.8350,9.1140,9.3000,8.1840,9.1140,9.0210,N/A
7566649,ANGIOCATH  5 1/4,Inpatient,,,,,0,99.9000,79.9200,79.9200,99.9000,94.9050,86.9130,86.9130,86.9130,86.9130,94.9050,96.9030,96.9030,94.9050,94.9050,97.9020,99.9000,87.9120,97.9020,96.9030,N/A
7566649,ANGIOCATH  5 1/4,Outpatient,,,,,0,99.9000,79.9200,79.9200,99.9000,94.9050,82.9170,82.9170,82.9170,82.9170,94.9050,96.9030,96.9030,91.9080,94.9050,97.9020,99.9000,87.9120,97.9020,96.9030,N/A
7580806,GASTRIC LAVAGE KIT,Inpatient,0270,,,,0,196.3600,157.0880,157.0880,196.3600,186.5420,170.8332,170.8332,170.8332,170.8332,186.5420,190.4692,190.4692,186.5420,186.5420,192.4328,196.3600,172.7968,192.4328,190.4692,N/A
7580806,GASTRIC LAVAGE KIT,Outpatient,0270,,,,0,196.3600,157.0880,157.0880,196.3600,186.5420,162.9788,162.9788,162.9788,162.9788,186.5420,190.4692,190.4692,180.6512,186.5420,192.4328,196.3600,172.7968,192.4328,190.4692,N/A
7594856,DRSG TELFA,Inpatient,0270,,,,0,11.2200,8.9760,8.9760,11.2200,10.6590,9.7614,9.7614,9.7614,9.7614,10.6590,10.8834,10.8834,10.6590,10.6590,10.9956,11.2200,9.8736,10.9956,10.8834,N/A
7594856,DRSG TELFA,Outpatient,0270,,,,0,11.2200,8.9760,8.9760,11.2200,10.6590,9.3126,9.3126,9.3126,9.3126,10.6590,10.8834,10.8834,10.3224,10.6590,10.9956,11.2200,9.8736,10.9956,10.8834,N/A
7596521,SPLASH SHIELD,Inpatient,0270,,,,0,10.9800,8.7840,8.7840,10.9800,10.4310,9.5526,9.5526,9.5526,9.5526,10.4310,10.6506,10.6506,10.4310,10.4310,10.7604,10.9800,9.6624,10.7604,10.6506,N/A
7596521,SPLASH SHIELD,Outpatient,0270,,,,0,10.9800,8.7840,8.7840,10.9800,10.4310,9.1134,9.1134,9.1134,9.1134,10.4310,10.6506,10.6506,10.1016,10.4310,10.7604,10.9800,9.6624,10.7604,10.6506,N/A
7907918,SKIN BARRIER SHEET,Inpatient,0270,,,,0,29.1600,23.3280,23.3280,29.1600,27.7020,25.3692,25.3692,25.3692,25.3692,27.7020,28.2852,28.2852,27.7020,27.7020,28.5768,29.1600,25.6608,28.5768,28.2852,N/A
7907918,SKIN BARRIER SHEET,Outpatient,0270,,,,0,29.1600,23.3280,23.3280,29.1600,27.7020,24.2028,24.2028,24.2028,24.2028,27.7020,28.2852,28.2852,26.8272,27.7020,28.5768,29.1600,25.6608,28.5768,28.2852,N/A
7907934,DRSG MEPILEX SACRUM,Inpatient,0270,,,,0,45.4800,36.3840,36.3840,45.4800,43.2060,39.5676,39.5676,39.5676,39.5676,43.2060,44.1156,44.1156,43.2060,43.2060,44.5704,45.4800,40.0224,44.5704,44.1156,N/A
7907934,DRSG MEPILEX SACRUM,Outpatient,0270,,,,0,45.4800,36.3840,36.3840,45.4800,43.2060,37.7484,37.7484,37.7484,37.7484,43.2060,44.1156,44.1156,41.8416,43.2060,44.5704,45.4800,40.0224,44.5704,44.1156,N/A
7907959,BIO-PATCH,Inpatient,0270,,,,0,64.0000,51.2000,51.2000,64.0000,60.8000,55.6800,55.6800,55.6800,55.6800,60.8000,62.0800,62.0800,60.8000,60.8000,62.7200,64.0000,56.3200,62.7200,62.0800,N/A
7907959,BIO-PATCH,Outpatient,0270,,,,0,64.0000,51.2000,51.2000,64.0000,60.8000,53.1200,53.1200,53.1200,53.1200,60.8000,62.0800,62.0800,58.8800,60.8000,62.7200,64.0000,56.3200,62.7200,62.0800,N/A
8001000,ER CRITICAL CARE 30-74 MINUTES,Emergency,0450,99291,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",,0,2099.0000,1679.2000,1679.2000,2099.0000,1994.0500,1742.1700,1742.1700,1742.1700,1742.1700,1994.0500,2036.0300,2036.0300,1931.0800,1994.0500,2057.0200,2099.0000,1847.1200,2057.0200,2036.0300,N/A
8001000,ER CRITICAL CARE 30-74 MINUTES,Inpatient,0450,99291,"Critical care, evaluation and management of the critically ill or critically injured patient; first 30-74 minutes",,0,2099.0000,1679.2000,1679.2000,2099.0000,1994.0500,1826.1300,1826.1300,1826.1300,1826.1300,1994.0500,2036.0300,2036.0300,1994.0500,1994.0500,2057.0200,2099.0000,1847.1200,2057.0200,2036.0300,N/A
8001109,AH TREATMENT NURSE,Inpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,100.0000,80.0000,80.0000,100.0000,95.0000,87.0000,87.0000,87.0000,87.0000,95.0000,97.0000,97.0000,95.0000,95.0000,98.0000,100.0000,88.0000,98.0000,97.0000,N/A
8001109,AH TREATMENT NURSE,Outpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,100.0000,80.0000,80.0000,100.0000,95.0000,83.0000,83.0000,83.0000,83.0000,95.0000,97.0000,97.0000,92.0000,95.0000,98.0000,100.0000,88.0000,98.0000,97.0000,N/A
8001901,AH INJECTION NURSING SC OR IM,Inpatient,0761,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,100.0000,80.0000,80.0000,100.0000,95.0000,87.0000,87.0000,87.0000,87.0000,95.0000,97.0000,97.0000,95.0000,95.0000,98.0000,100.0000,88.0000,98.0000,97.0000,N/A
8001901,AH INJECTION NURSING SC OR IM,Outpatient,0761,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,100.0000,80.0000,80.0000,100.0000,95.0000,83.0000,83.0000,83.0000,83.0000,95.0000,97.0000,97.0000,92.0000,95.0000,98.0000,100.0000,88.0000,98.0000,97.0000,N/A
8001919,IV PUSH,Inpatient,0260,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,230.0000,184.0000,184.0000,230.0000,218.5000,200.1000,200.1000,200.1000,200.1000,218.5000,223.1000,223.1000,218.5000,218.5000,225.4000,230.0000,202.4000,225.4000,223.1000,N/A
8001919,IV PUSH,Outpatient,0260,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,230.0000,184.0000,184.0000,230.0000,218.5000,190.9000,190.9000,190.9000,190.9000,218.5000,223.1000,223.1000,211.6000,218.5000,225.4000,230.0000,202.4000,225.4000,223.1000,N/A
8001927,IV PUSH ADDITIONAL DRUG,Inpatient,0260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,173.0000,138.4000,138.4000,173.0000,164.3500,150.5100,150.5100,150.5100,150.5100,164.3500,167.8100,167.8100,164.3500,164.3500,169.5400,173.0000,152.2400,169.5400,167.8100,N/A
8001927,IV PUSH ADDITIONAL DRUG,Outpatient,0260,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,173.0000,138.4000,138.4000,173.0000,164.3500,143.5900,143.5900,143.5900,143.5900,164.3500,167.8100,167.8100,159.1600,164.3500,169.5400,173.0000,152.2400,169.5400,167.8100,N/A
8001935,IV PUSH SEQUENTIAL SAME DRUG,Inpatient,0260,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,151.0000,120.8000,120.8000,151.0000,143.4500,131.3700,131.3700,131.3700,131.3700,143.4500,146.4700,146.4700,143.4500,143.4500,147.9800,151.0000,132.8800,147.9800,146.4700,N/A
8001935,IV PUSH SEQUENTIAL SAME DRUG,Outpatient,0260,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,151.0000,120.8000,120.8000,151.0000,143.4500,125.3300,125.3300,125.3300,125.3300,143.4500,146.4700,146.4700,138.9200,143.4500,147.9800,151.0000,132.8800,147.9800,146.4700,N/A
8001943,AH IMMUNIZATION ADMIN 1 VACCINE,Inpatient,0761,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,54.0000,43.2000,43.2000,54.0000,51.3000,46.9800,46.9800,46.9800,46.9800,51.3000,52.3800,52.3800,51.3000,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
8001943,AH IMMUNIZATION ADMIN 1 VACCINE,Outpatient,0761,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,54.0000,43.2000,43.2000,54.0000,51.3000,44.8200,44.8200,44.8200,44.8200,51.3000,52.3800,52.3800,49.6800,51.3000,52.9200,54.0000,47.5200,52.9200,52.3800,N/A
8002107,ER CRITICAL CARE ADDITIONAL 30 MIN,Emergency,0450,99292,"Critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)",,0,1034.0000,827.2000,827.2000,1034.0000,982.3000,858.2200,858.2200,858.2200,858.2200,982.3000,1002.9800,1002.9800,951.2800,982.3000,1013.3200,1034.0000,909.9200,1013.3200,1002.9800,N/A
8002107,ER CRITICAL CARE ADDITIONAL 30 MIN,Inpatient,0450,99292,"Critical care, evaluation and management of the critically ill or critically injured patient; each additional 30 minutes (List separately in addition to code for primary service)",,0,1034.0000,827.2000,827.2000,1034.0000,982.3000,899.5800,899.5800,899.5800,899.5800,982.3000,1002.9800,1002.9800,982.3000,982.3000,1013.3200,1034.0000,909.9200,1013.3200,1002.9800,N/A
8002503,THORACENTESIS FACILITY FEE,Ambulatory Surgical,0761,32554,"Thoracentesis, needle or catheter, aspiration of the pleural space; without imaging guidance",,0,1382.0000,1105.6000,1105.6000,1382.0000,1312.9000,1147.0600,1147.0600,1147.0600,1147.0600,1312.9000,1340.5400,1340.5400,1271.4400,1312.9000,1354.3600,1382.0000,1216.1600,1354.3600,1340.5400,N/A
8002503,THORACENTESIS FACILITY FEE,Inpatient,0761,32554,"Thoracentesis, needle or catheter, aspiration of the pleural space; without imaging guidance",,0,1382.0000,1105.6000,1105.6000,1382.0000,1312.9000,1202.3400,1202.3400,1202.3400,1202.3400,1312.9000,1340.5400,1340.5400,1312.9000,1312.9000,1354.3600,1382.0000,1216.1600,1354.3600,1340.5400,N/A
8002511,PARACENTESIS FACILITY FEE,Ambulatory Surgical,0761,49082,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance,,0,811.0000,648.8000,648.8000,811.0000,770.4500,673.1300,673.1300,673.1300,673.1300,770.4500,786.6700,786.6700,746.1200,770.4500,794.7800,811.0000,713.6800,794.7800,786.6700,N/A
8002511,PARACENTESIS FACILITY FEE,Inpatient,0761,49082,Abdominal paracentesis (diagnostic or therapeutic); without imaging guidance,,0,811.0000,648.8000,648.8000,811.0000,770.4500,705.5700,705.5700,705.5700,705.5700,770.4500,786.6700,786.6700,770.4500,770.4500,794.7800,811.0000,713.6800,794.7800,786.6700,N/A
8003014,ER ROOM LEVEL 1 NO PROVIDER,Emergency,0450,99281,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor.",,0,246.0000,196.8000,196.8000,246.0000,233.7000,204.1800,204.1800,204.1800,204.1800,233.7000,238.6200,238.6200,226.3200,233.7000,241.0800,246.0000,216.4800,241.0800,238.6200,N/A
8003014,ER ROOM LEVEL 1 NO PROVIDER,Inpatient,0450,99281,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: A problem focused history; A problem focused examination; and Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor.",,0,246.0000,196.8000,196.8000,246.0000,233.7000,214.0200,214.0200,214.0200,214.0200,233.7000,238.6200,238.6200,233.7000,233.7000,241.0800,246.0000,216.4800,241.0800,238.6200,N/A
8003022,ER ROOM LEVEL 2,Emergency,0450,99282,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity.",,0,379.0000,303.2000,303.2000,379.0000,360.0500,314.5700,314.5700,314.5700,314.5700,360.0500,367.6300,367.6300,348.6800,360.0500,371.4200,379.0000,333.5200,371.4200,367.6300,N/A
8003022,ER ROOM LEVEL 2,Inpatient,0450,99282,"Emergency department visit for the evaluation and management of a patient, which requires these 3 key components: An expanded problem focused history; An expanded problem focused examination; and Medical decision making of low complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are of low to moderate severity.",,0,379.0000,303.2000,303.2000,379.0000,360.0500,329.7300,329.7300,329.7300,329.7300,360.0500,367.6300,367.6300,360.0500,360.0500,371.4200,379.0000,333.5200,371.4200,367.6300,N/A
