Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE
358021_1,Linezolid (Zyvox) 600 mg TAB,Inpatient,637,A9270,Non-covered item or service,31722-0749-20,0,9.1,7.74,7.74,19.76,8.65,8.65,8.83,9.1,8.92,8.92,8.65
358021_1,Linezolid (Zyvox) 600 mg TAB,Outpatient,637,A9270,Non-covered item or service,31722-0749-20,0,9.1,7.74,7.74,19.76,8.65,19.76,19.76,19.76,8.92,8.92,8.65
358025_1,SODIUM CHLORIDE 0.9% INH SOLN 3 ML,Inpatient,250,A4216,"Sterile water/saline, 10 ml",76204-0300-03,0,1,0.85,0.64,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358025_1,SODIUM CHLORIDE 0.9% INH SOLN 3 ML,Outpatient,250,A4216,"Sterile water/saline, 10 ml",76204-0300-03,0,1,0.85,0.64,1,0.95,0.64,0.64,0.64,0.98,0.98,0.95
358029_1,irbesartan (Avapro) 75 mg TAB,Inpatient,637,A9270,Non-covered item or service,31722-0729-30,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95
358029_1,irbesartan (Avapro) 75 mg TAB,Outpatient,637,A9270,Non-covered item or service,31722-0729-30,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
358037_1,Golimumab (Simponi ARIA) 50 mg/4 mL VIAL,Inpatient,636,J1602,Golimumab for iv use 1mg,57894-0350-01,50,3601.45,3061.23,27.08,3601.45,3421.38,3421.38,3493.41,3601.45,3529.42,3529.42,3421.38
358037_1,Golimumab (Simponi ARIA) 50 mg/4 mL VIAL,Outpatient,636,J1602,Golimumab for iv use 1mg,57894-0350-01,50,3601.45,3061.23,27.08,3601.45,3421.38,27.08,27.08,27.08,3529.42,3529.42,3421.38
358046_1,"VITAMIN A SOFTGEL 10,000 IU",Inpatient,637,A9270,Non-covered item or service,00904-2085-60,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95
358046_1,"VITAMIN A SOFTGEL 10,000 IU",Outpatient,637,A9270,Non-covered item or service,00904-2085-60,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
358047_1,PRE AMOX/CLAVSUSP 200mg-28.5mg/5mL 75 mL,Inpatient,637,A9270,Non-covered item or service,16714-0292-02,0,24.3,20.66,19.76,24.3,23.09,23.09,23.57,24.3,23.81,23.81,23.09
358047_1,PRE AMOX/CLAVSUSP 200mg-28.5mg/5mL 75 mL,Outpatient,637,A9270,Non-covered item or service,16714-0292-02,0,24.3,20.66,19.76,24.3,23.09,19.76,19.76,19.76,23.81,23.81,23.09
358071_1,BUPRENORPHINE (BUTRANS) PATCH 10 MCG/HR,Inpatient,637,A9270,Non-covered item or service,00093-3657-40,0,338.25,287.51,19.76,338.25,321.34,321.34,328.1,338.25,331.49,331.49,321.34
358071_1,BUPRENORPHINE (BUTRANS) PATCH 10 MCG/HR,Outpatient,637,A9270,Non-covered item or service,00093-3657-40,0,338.25,287.51,19.76,338.25,321.34,19.76,19.76,19.76,331.49,331.49,321.34
358072_1,glycopyrrolate (Robinul) 1 mg TAB,Inpatient,637,A9270,Non-covered item or service,23155-0606-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95
358072_1,glycopyrrolate (Robinul) 1 mg TAB,Outpatient,637,A9270,Non-covered item or service,23155-0606-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95
358075_1,LIDOCAINE 2% (GLYDO) TOPICAL JELLY 6 mL,Inpatient,250,,,25021-0673-76,0,11.7,9.95,9.95,11.7,11.12,11.12,11.35,11.7,11.47,11.47,11.12
358075_1,LIDOCAINE 2% (GLYDO) TOPICAL JELLY 6 mL,Outpatient,250,,,25021-0673-76,0,11.7,9.95,9.95,11.7,11.12,11.12,11.35,11.7,11.47,11.47,11.12
358091_1,MEGA-STEEN DIETARY SUPPLEMENT,Inpatient,637,,,99999-9999-99,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358091_1,MEGA-STEEN DIETARY SUPPLEMENT,Outpatient,637,,,99999-9999-99,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358092_1,ALBUTEROL 0.042% NEB IH 1.25MG/3ML (PED),Inpatient,250,A9270,Non-covered item or service,00487-9904-25,0,2.25,1.91,1.91,19.76,2.14,2.14,2.18,2.25,2.21,2.21,2.14
358092_1,ALBUTEROL 0.042% NEB IH 1.25MG/3ML (PED),Outpatient,250,A9270,Non-covered item or service,00487-9904-25,0,2.25,1.91,1.91,19.76,2.14,19.76,19.76,19.76,2.21,2.21,2.14
358100_1,LIDOCAINE 2% INJ 10 mL MDV,Inpatient,636,J2001,Lidocaine injection,55150-0254-10,20,50,42.5,0.02,50,47.5,47.5,48.5,50,49,49,47.5
358100_1,LIDOCAINE 2% INJ 10 mL MDV,Outpatient,636,J2001,Lidocaine injection,55150-0254-10,20,50,42.5,0.02,50,47.5,0.02,0.02,0.02,49,49,47.5
358103_1,ATROPINE 1% OPHTHALMIC SOLN 5 ML,Inpatient,637,A9270,Non-covered item or service,00065-0303-55,0,142.95,121.51,19.76,142.95,135.8,135.8,138.66,142.95,140.09,140.09,135.8
358103_1,ATROPINE 1% OPHTHALMIC SOLN 5 ML,Outpatient,637,A9270,Non-covered item or service,00065-0303-55,0,142.95,121.51,19.76,142.95,135.8,19.76,19.76,19.76,140.09,140.09,135.8
358104_1,"HEPARIN IVBP 25,000 UNITS/250 ML",Inpatient,636,J1644,Inj heparin sodium per 1000u,00409-7650-52,25,50,42.5,0.22,50,47.5,47.5,48.5,50,49,49,47.5
358104_1,"HEPARIN IVBP 25,000 UNITS/250 ML",Outpatient,636,J1644,Inj heparin sodium per 1000u,00409-7650-52,25,50,42.5,0.22,50,47.5,0.22,0.22,0.22,49,49,47.5
358105_1,GLYCERIN LIQ PEDS SUPPOSITORY (2-5YRS),Inpatient,637,A9270,Non-covered item or service,00132-0190-12,0,2.35,2,2,19.76,2.23,2.23,2.28,2.35,2.3,2.3,2.23
358105_1,GLYCERIN LIQ PEDS SUPPOSITORY (2-5YRS),Outpatient,637,A9270,Non-covered item or service,00132-0190-12,0,2.35,2,2,19.76,2.23,19.76,19.76,19.76,2.3,2.3,2.23
358118_1,OCTREOTIDE (SANDOSTATIN) INJ 100 MCG/ML,Inpatient,637,J2354,"Octreotide inj, non-depot",63323-0376-01,4,50,42.5,1.29,50,47.5,47.5,48.5,50,49,49,47.5
358118_1,OCTREOTIDE (SANDOSTATIN) INJ 100 MCG/ML,Outpatient,637,J2354,"Octreotide inj, non-depot",63323-0376-01,4,50,42.5,1.29,50,47.5,1.29,1.29,1.29,49,49,47.5
358121_1,SOD POLYSTYREN (KAYEXALATE) POWDER 15 GM,Inpatient,637,A9270,Non-covered item or service,51293-0831-97,0,5.65,4.8,4.8,19.76,5.37,5.37,5.48,5.65,5.54,5.54,5.37
358121_1,SOD POLYSTYREN (KAYEXALATE) POWDER 15 GM,Outpatient,637,A9270,Non-covered item or service,51293-0831-97,0,5.65,4.8,4.8,19.76,5.37,19.76,19.76,19.76,5.54,5.54,5.37
358123_1,BUPIVACAINE (SENSORCAINE) 0.25% SDV 10ML,Inpatient,250,,,63323-0464-17,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5
358123_1,BUPIVACAINE (SENSORCAINE) 0.25% SDV 10ML,Outpatient,250,,,63323-0464-17,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5
358125_1,Imipenem/Cilastin (Primaxin) 500mg INJ,Inpatient,636,J0743,Cilastatin sodium injection,63323-0322-93,2,60.75,51.64,6.52,60.75,57.71,57.71,58.93,60.75,59.54,59.54,57.71
358125_1,Imipenem/Cilastin (Primaxin) 500mg INJ,Outpatient,636,J0743,Cilastatin sodium injection,63323-0322-93,2,60.75,51.64,6.52,60.75,57.71,6.52,6.52,6.52,59.54,59.54,57.71
358176_1,BOOST BREEZE Nutritional Drink 237 mL,Inpatient,637,,,00087-2703-02,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358176_1,BOOST BREEZE Nutritional Drink 237 mL,Outpatient,637,,,00087-2703-02,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358179_1,FLULAVAL QUAD 15MCG/0.5 ML,Inpatient,636,90686,"Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use",19515-0906-41,0,40,34,19.77,40,38,38,38.8,40,39.2,39.2,38
358179_1,FLULAVAL QUAD 15MCG/0.5 ML,Outpatient,636,90686,"Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.5 mL dosage, for intramuscular use",19515-0906-41,0,40,34,19.77,40,38,19.77,19.77,19.77,39.2,39.2,38
358181_1,FLUBLOK QUAD 45MCG/0.5ML,Inpatient,636,90682,"Influenza virus vaccine, quadrivalent (RIV4), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use",49281-0719-88,0,70,59.5,59.5,70,66.5,66.5,67.9,70,68.6,68.6,66.5
358181_1,FLUBLOK QUAD 45MCG/0.5ML,Outpatient,636,90682,"Influenza virus vaccine, quadrivalent (RIV4), derived from recombinant DNA, hemagglutinin (HA) protein only, preservative and antibiotic free, for intramuscular use",49281-0719-88,0,70,59.5,59.5,70,66.5,66.5,67.9,70,68.6,68.6,66.5
358203_1,MIDAZOLAM (VERSED) INJ 5 MG/ML 1ML,Inpatient,636,J2250,Inj midazolam hydrochloride,00409-2308-49,5,50,42.5,0.16,50,47.5,47.5,48.5,50,49,49,47.5
358203_1,MIDAZOLAM (VERSED) INJ 5 MG/ML 1ML,Outpatient,636,J2250,Inj midazolam hydrochloride,00409-2308-49,5,50,42.5,0.16,50,47.5,0.16,0.16,0.16,49,49,47.5
358204_1,THERAPEUTIC NUTRITION PEDIALYTE,Inpatient,637,,,,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358204_1,THERAPEUTIC NUTRITION PEDIALYTE,Outpatient,637,,,,0,1,0.85,0.85,1,0.95,0.95,0.97,1,0.98,0.98,0.95
358205_1,ALBUMIN 5% IV PRMX 2.5 gm/50 mL,Inpatient,636,P9041,"Albumin (human),5%, 50ml",68516-5214-05,1,238.65,202.85,11.99,238.65,226.72,226.72,231.49,238.65,233.88,233.88,226.72
358205_1,ALBUMIN 5% IV PRMX 2.5 gm/50 mL,Outpatient,636,P9041,"Albumin (human),5%, 50ml",68516-5214-05,1,238.65,202.85,11.99,238.65,226.72,11.99,11.99,11.99,233.88,233.88,226.72
358215_1,LUPRON DEPOT 7.5MG IM INJ,Inpatient,636,J9217,Leuprolide acetate suspnsion,00074-3642-03,1,8812.6,7490.71,302.04,8812.6,8371.97,8371.97,8548.22,8812.6,8636.35,8636.35,8371.97
358215_1,LUPRON DEPOT 7.5MG IM INJ,Outpatient,636,J9217,Leuprolide acetate suspnsion,00074-3642-03,1,8812.6,7490.71,302.04,8812.6,8371.97,302.04,302.04,302.04,8636.35,8636.35,8371.97
358261_1,DERMAIDE ALOE CREAM 4OZ,Inpatient,637,A9270,Non-covered item or service,08020-8000-04,0,65.85,55.97,19.76,65.85,62.56,62.56,63.87,65.85,64.53,64.53,62.56
358261_1,DERMAIDE ALOE CREAM 4OZ,Outpatient,637,A9270,Non-covered item or service,08020-8000-04,0,65.85,55.97,19.76,65.85,62.56,19.76,19.76,19.76,64.53,64.53,62.56
358262_1,DERMAIDE ALOE CREAM VANITY 0.5 OZ,Inpatient,637,A9270,Non-covered item or service,08020-8000-04,0,14.85,12.62,12.62,19.76,14.11,14.11,14.4,14.85,14.55,14.55,14.11
358262_1,DERMAIDE ALOE CREAM VANITY 0.5 OZ,Outpatient,637,A9270,Non-covered item or service,08020-8000-04,0,14.85,12.62,12.62,19.76,14.11,19.76,19.76,19.76,14.55,14.55,14.11
358267_1,TRUXIMA RITUXIMAB-ABBS 500MG/50ML,Inpatient,636,Q5115,Inj truxima 10 mg,63459-0104-50,50,8161.67,6937.42,6937.42,8161.67,7753.59,7753.59,7916.82,8161.67,7998.44,7998.44,7753.59
358267_1,TRUXIMA RITUXIMAB-ABBS 500MG/50ML,Outpatient,636,Q5115,Inj truxima 10 mg,63459-0104-50,50,8161.67,6937.42,6937.42,8161.67,7753.59,7753.59,7916.82,8161.67,7998.44,7998.44,7753.59
358279_1,IV INTRAVIA EMPTY CONTAINER 1000ML,Inpatient,272,,,,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5
358279_1,IV INTRAVIA EMPTY CONTAINER 1000ML,Outpatient,272,,,,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5
358285_1,AMIODARONE (PACERONE) INJ 50 MG/ML 9ML,Inpatient,636,J0282,Amiodarone hcl,63323-0616-03,15,50,42.5,0.52,50,47.5,47.5,48.5,50,49,49,47.5
358285_1,AMIODARONE (PACERONE) INJ 50 MG/ML 9ML,Outpatient,636,J0282,Amiodarone hcl,63323-0616-03,15,50,42.5,0.52,50,47.5,0.52,0.52,0.52,49,49,47.5
358296_1,CAPSAICIN CREAM 0.075% TOPICAL 57G,Inpatient,637,,,65162-0833-66,0,14.45,12.28,12.28,14.45,13.73,13.73,14.02,14.45,14.16,14.16,13.73
358296_1,CAPSAICIN CREAM 0.075% TOPICAL 57G,Outpatient,637,,,65162-0833-66,0,14.45,12.28,12.28,14.45,13.73,13.73,14.02,14.45,14.16,14.16,13.73
358297_1,ROPIVACAINE(NAROPIN)0.5% IV 5MG/ML 30mL,Inpatient,636,J2795,Ropivacaine hcl injection,63323-0286-95,150,50,42.5,0.16,50,47.5,47.5,48.5,50,49,49,47.5
358297_1,ROPIVACAINE(NAROPIN)0.5% IV 5MG/ML 30mL,Outpatient,636,J2795,Ropivacaine hcl injection,63323-0286-95,150,50,42.5,0.16,50,47.5,0.16,0.16,0.16,49,49,47.5
358301_1,INSULIN GLARGINE(LANTUS)100UNIT/ML 3ML,Inpatient,637,J1815,Insulin injection,00088-5020-05,60,58.8,49.98,0.61,58.8,55.86,55.86,57.04,58.8,57.62,57.62,55.86
358301_1,INSULIN GLARGINE(LANTUS)100UNIT/ML 3ML,Outpatient,637,J1815,Insulin injection,00088-5020-05,60,58.8,49.98,0.61,58.8,55.86,0.61,0.61,0.61,57.62,57.62,55.86
358302_1,INSULIN NOVOLOG INJ 100 UNITS/ML 3 ML,Inpatient,637,A9270,Non-covered item or service,00169-6339-10,60,139.2,118.32,19.76,139.2,132.24,132.24,135.02,139.2,136.42,136.42,132.24
358302_1,INSULIN NOVOLOG INJ 100 UNITS/ML 3 ML,Outpatient,637,A9270,Non-covered item or service,00169-6339-10,60,139.2,118.32,19.76,139.2,132.24,19.76,19.76,19.76,136.42,136.42,132.24
358334_1,RABIESIMMUNEGLOBULIN VACC INJ 150 IU/ML,Inpatient,636,90746,"Hepatitis B vaccine (HepB), adult dosage, 3 dose schedule, for intramuscular use",76125-0150-10,0,10000,8500,65.64,10000,9500,9500,9700,10000,9800,9800,9500
358334_1,RABIESIMMUNEGLOBULIN VACC INJ 150 IU/ML,Outpatient,636,90746,"Hepatitis B vaccine (HepB), adult dosage, 3 dose schedule, for intramuscular use",76125-0150-10,0,10000,8500,65.64,10000,9500,65.64,65.64,65.64,9800,9800,9500
358341_1,DAPTOmycin (Cubicin) INJ  350mg VIAL,Inpatient,636,J0878,Daptomycin injection,25021-0179-15,350,227.35,193.25,0.9,227.35,215.98,215.98,220.53,227.35,222.8,222.8,215.98
358341_1,DAPTOmycin (Cubicin) INJ  350mg VIAL,Outpatient,636,J0878,Daptomycin injection,25021-0179-15,350,227.35,193.25,0.9,227.35,215.98,0.9,0.9,0.9,222.8,222.8,215.98
358363_1,THYROTROPIN ALPHA  INJ 0.9 MG,Inpatient,636,J3240,Thyrotropin injection,58468-0030-02,1,10312,8765.2,1819.54,10312,9796.4,9796.4,10002.64,10312,10105.76,10105.76,9796.4
358363_1,THYROTROPIN ALPHA  INJ 0.9 MG,Outpatient,636,J3240,Thyrotropin injection,58468-0030-02,1,10312,8765.2,1819.54,10312,9796.4,1819.54,1819.54,1819.54,10105.76,10105.76,9796.4
358364_1,REMDESIVIR 100 MG,Inpatient,636,J3490,Drugs unclassified injection,61958-2901-01,1,3172,2696.2,2696.2,3172,3013.4,3013.4,3076.84,3172,3108.56,3108.56,3013.4
358364_1,REMDESIVIR 100 MG,Outpatient,636,J3490,Drugs unclassified injection,61958-2901-01,1,3172,2696.2,2696.2,3172,3013.4,3013.4,3076.84,3172,3108.56,3108.56,3013.4
358384_1,NICARDIPINE 25MG/10ML,Inpatient,636,,,00143-9593-10,0,90.9,77.27,77.27,90.9,86.36,86.36,88.17,90.9,89.08,89.08,86.36
358384_1,NICARDIPINE 25MG/10ML,Outpatient,636,,,00143-9593-10,0,90.9,77.27,77.27,90.9,86.36,86.36,88.17,90.9,89.08,89.08,86.36
358431_1,NF-Pamidronate Disodium IV Soln 30,Inpatient,636,,,61703-0324-18,0,62.59,53.2,53.2,62.59,59.46,59.46,60.71,62.59,61.34,61.34,59.46
358431_1,NF-Pamidronate Disodium IV Soln 30,Outpatient,636,,,61703-0324-18,0,62.59,53.2,53.2,62.59,59.46,59.46,60.71,62.59,61.34,61.34,59.46
358441_1,REMEDY CALAZIME TUBE 4 OZ,Inpatient,637,,,05332-9165-44,0,12.65,10.75,10.75,12.65,12.02,12.02,12.27,12.65,12.4,12.4,12.02
358441_1,REMEDY CALAZIME TUBE 4 OZ,Outpatient,637,,,05332-9165-44,0,12.65,10.75,10.75,12.65,12.02,12.02,12.27,12.65,12.4,12.4,12.02
358442_1,REMEDY ANITFUNGAL CREAM 4 OZ,Inpatient,637,,,53329-0162-04,0,15.05,12.79,12.79,15.05,14.3,14.3,14.6,15.05,14.75,14.75,14.3
358442_1,REMEDY ANITFUNGAL CREAM 4 OZ,Outpatient,637,,,53329-0162-04,0,15.05,12.79,12.79,15.05,14.3,14.3,14.6,15.05,14.75,14.75,14.3
358447_1,REGEN-COV(CASIRIV/IMDEV) 600/600MG 10ML,Inpatient,636,Q0240,,61755-0039-01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
358447_1,REGEN-COV(CASIRIV/IMDEV) 600/600MG 10ML,Outpatient,636,Q0240,,61755-0039-01,1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
358461_1,VANCOMYCIN 125 MG/5 ML DOSE 5 ML,Inpatient,637,,,47781-0597-07,0,3.15,2.68,2.68,3.15,2.99,2.99,3.06,3.15,3.09,3.09,2.99
358461_1,VANCOMYCIN 125 MG/5 ML DOSE 5 ML,Outpatient,637,,,47781-0597-07,0,3.15,2.68,2.68,3.15,2.99,2.99,3.06,3.15,3.09,3.09,2.99
358469_1,ACTEMRA (TOCILIZUMAB) 20 MG / 4 ML,Inpatient,636,J3262,Tocilizumab injection,50242-0135-01,80,429.85,365.37,4.3,429.85,408.36,408.36,416.95,429.85,421.25,421.25,408.36
358469_1,ACTEMRA (TOCILIZUMAB) 20 MG / 4 ML,Outpatient,636,J3262,Tocilizumab injection,50242-0135-01,80,429.85,365.37,4.3,429.85,408.36,4.3,4.3,4.3,421.25,421.25,408.36
358470_1,ACETYLC(MUCOMYST)20% INH 200 MG/ML 4ML,Inpatient,250,A9270,Non-covered item or service,63323-0690-30,0,20.1,17.09,17.09,20.1,19.1,19.1,19.5,20.1,19.7,19.7,19.1
358470_1,ACETYLC(MUCOMYST)20% INH 200 MG/ML 4ML,Outpatient,250,A9270,Non-covered item or service,63323-0690-30,0,20.1,17.09,17.09,20.1,19.1,19.76,19.76,19.76,19.7,19.7,19.1
358478_1,INTRALIPID IV INJ : 20%/500 ML,Inpatient,250,,,00338-0519-02,0,237.45,201.83,201.83,237.45,225.58,225.58,230.33,237.45,232.7,232.7,225.58
358478_1,INTRALIPID IV INJ : 20%/500 ML,Outpatient,250,,,00338-0519-02,0,237.45,201.83,201.83,237.45,225.58,225.58,230.33,237.45,232.7,232.7,225.58
37029_1,TREATMENT ROOM,Inpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,132,112.2,112.2,132,125.4,125.4,128.04,132,129.36,129.36,125.4
37029_1,TREATMENT ROOM,Outpatient,761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,132,112.2,112.2,132,125.4,125.4,128.04,132,129.36,129.36,125.4
400107_1,BREATH BAG 2 LITER,Inpatient,270,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400107_1,BREATH BAG 2 LITER,Outpatient,270,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400108_1,ADAPTIC 3X8,Inpatient,272,,,,0,12,10.2,10.2,12,11.4,11.4,11.64,12,11.76,11.76,11.4
400108_1,ADAPTIC 3X8,Outpatient,272,,,,0,12,10.2,10.2,12,11.4,11.4,11.64,12,11.76,11.76,11.4
400109_1,ADAPTIC 1/2 X 4 YDS,Inpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400109_1,ADAPTIC 1/2 X 4 YDS,Outpatient,272,,,,0,26,22.1,22.1,26,24.7,24.7,25.22,26,25.48,25.48,24.7
400110_1,WOUND IRRIGATOR - IGLOO,Inpatient,272,,,,0,23,19.55,19.55,23,21.85,21.85,22.31,23,22.54,22.54,21.85
400110_1,WOUND IRRIGATOR - IGLOO,Outpatient,272,,,,0,23,19.55,19.55,23,21.85,21.85,22.31,23,22.54,22.54,21.85
400113_1,AMNIHOOK,Inpatient,272,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400113_1,AMNIHOOK,Outpatient,272,,,,0,31,26.35,26.35,31,29.45,29.45,30.07,31,30.38,30.38,29.45
400115_1,ARM SLING - MEDIUM,Inpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400115_1,ARM SLING - MEDIUM,Outpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400116_1,ARM SLING - SMALL,Inpatient,270,,,,0,27,22.95,22.95,27,25.65,25.65,26.19,27,26.46,26.46,25.65
400116_1,ARM SLING - SMALL,Outpatient,270,,,,0,27,22.95,22.95,27,25.65,25.65,26.19,27,26.46,26.46,25.65
400117_1,ARM SLING - XLARGE,Inpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400117_1,ARM SLING - XLARGE,Outpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400118_1,ARM IMMOBILIZER - LARGE,Inpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400118_1,ARM IMMOBILIZER - LARGE,Outpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400119_1,ARM IMMOBILIZER - MEDIUM,Inpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400119_1,ARM IMMOBILIZER - MEDIUM,Outpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400120_1,ARM IMMOBILIZER - SMALL,Inpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400120_1,ARM IMMOBILIZER - SMALL,Outpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400121_1,ARM IMMOBILIZER - XLARGE,Inpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400121_1,ARM IMMOBILIZER - XLARGE,Outpatient,270,,,,0,60,51,51,60,57,57,58.2,60,58.8,58.8,57
400122_1,ARM SLING - LARGE,Inpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400122_1,ARM SLING - LARGE,Outpatient,270,,,,0,30,25.5,25.5,30,28.5,28.5,29.1,30,29.4,29.4,28.5
400127_1,VALVE/LOPEZ,Inpatient,270,,,,0,18,15.3,15.3,18,17.1,17.1,17.46,18,17.64,17.64,17.1
400127_1,VALVE/LOPEZ,Outpatient,270,,,,0,18,15.3,15.3,18,17.1,17.1,17.46,18,17.64,17.64,17.1
400128_1,DUODERM CGF,Inpatient,272,,,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
400128_1,DUODERM CGF,Outpatient,272,,,,0,29,24.65,24.65,29,27.55,27.55,28.13,29,28.42,28.42,27.55
400130_1,ET TUBE W/CUFF - 3.5,Inpatient,272,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400130_1,ET TUBE W/CUFF - 3.5,Outpatient,272,,,,0,34,28.9,28.9,34,32.3,32.3,32.98,34,33.32,33.32,32.3
400146_1,ET TUBE W/CUFF - 4.0,Inpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400146_1,ET TUBE W/CUFF - 4.0,Outpatient,272,,,,0,17,14.45,14.45,17,16.15,16.15,16.49,17,16.66,16.66,16.15
400147_1,KNIFE-OPTIMUM SAFETY SIDEPORT 15 DEGREE,Inpatient,272,,,,0,97,82.45,82.45,97,92.15,92.15,94.09,97,95.06,95.06,92.15
400147_1,KNIFE-OPTIMUM SAFETY SIDEPORT 15 DEGREE,Outpatient,272,,,,0,97,82.45,82.45,97,92.15,92.15,94.09,97,95.06,95.06,92.15
400148_1,M9 DROP DEODORIZER,Inpatient,270,,,,0,69,58.65,58.65,69,65.55,65.55,66.93,69,67.62,67.62,65.55
400148_1,M9 DROP DEODORIZER,Outpatient,270,,,,0,69,58.65,58.65,69,65.55,65.55,66.93,69,67.62,67.62,65.55
400150_1,KNIFE-STAR SAFETY SLIT 2.8mm 45 DEGREE,Inpatient,272,,,,0,158,134.3,134.3,158,150.1,150.1,153.26,158,154.84,154.84,150.1
400150_1,KNIFE-STAR SAFETY SLIT 2.8mm 45 DEGREE,Outpatient,272,,,,0,158,134.3,134.3,158,150.1,150.1,153.26,158,154.84,154.84,150.1
400153_1,BREATHING CIRCUIT - PED,Inpatient,270,,,,0,44,37.4,37.4,44,41.8,41.8,42.68,44,43.12,43.12,41.8
400153_1,BREATHING CIRCUIT - PED,Outpatient,270,,,,0,44,37.4,37.4,44,41.8,41.8,42.68,44,43.12,43.12,41.8
400154_1,BREATHING CIRCUIT - ADULT,Inpatient,270,,,,0,49,41.65,41.65,49,46.55,46.55,47.53,49,48.02,48.02,46.55
400154_1,BREATHING CIRCUIT - ADULT,Outpatient,270,,,,0,49,41.65,41.65,49,46.55,46.55,47.53,49,48.02,48.02,46.55
400158_1,SUTURE MONOSOF 4-0 SN5699,Inpatient,272,,,,0,49,41.65,41.65,49,46.55,46.55,47.53,49,48.02,48.02,46.55
400158_1,SUTURE MONOSOF 4-0 SN5699,Outpatient,272,,,,0,49,41.65,41.65,49,46.55,46.55,47.53,49,48.02,48.02,46.55
400160_1,CALCULI STRAINER,Inpatient,270,,,,0,25,21.25,21.25,25,23.75,23.75,24.25,25,24.5,24.5,23.75
