Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBSMT_HEALTHLINK,BCBSMT_POS_CLOSED_NETWORK,BCBSMT_TRADITIONAL,FIRST_CHOICE_HEALTH,PACIFIC_SOURCE,UNITED_HEALTHCARE,hospital
354289_1,GLUCOSAMINE/CHON CAP 500/400 MG,Outpatient,637,A9270,Non-covered item or service,57896-0859-06,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354290_1,VALPROATE (VALPROIC) INJ  500 MG,Inpatient,636,J3490,Drugs unclassified injection,00143-9637-01,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354290_1,VALPROATE (VALPROIC) INJ  500 MG,Outpatient,636,J3490,Drugs unclassified injection,00143-9637-01,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354292_1,CILOSTAZOL (PLETAL) TAB 100 MG,Inpatient,637,A9270,Non-covered item or service,00093-2064-06,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354292_1,CILOSTAZOL (PLETAL) TAB 100 MG,Outpatient,637,A9270,Non-covered item or service,00093-2064-06,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354801_1,CLARITHROMYCIN (BIAXIN ER) TAB 500 MG,Inpatient,637,A9270,Non-covered item or service,63629-1284-01,0,10.1,8.59,8.59,19.76,9.6,9.6,9.8,10.1,9.9,9.9,9.6,Pondera_Medical_Center
354801_1,CLARITHROMYCIN (BIAXIN ER) TAB 500 MG,Outpatient,637,A9270,Non-covered item or service,63629-1284-01,0,10.1,8.59,8.59,19.76,9.6,19.76,19.76,19.76,9.9,9.9,9.6,Pondera_Medical_Center
354803_1,SENNA/DOCUSATE SODIUM 8.6MG/50MG,Inpatient,637,A9270,Non-covered item or service,05789-6304-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354803_1,SENNA/DOCUSATE SODIUM 8.6MG/50MG,Outpatient,637,A9270,Non-covered item or service,05789-6304-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354805_1,ACIDOPHILUS TABLET,Inpatient,637,A9270,Non-covered item or service,43292-0500-22,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354805_1,ACIDOPHILUS TABLET,Outpatient,637,A9270,Non-covered item or service,43292-0500-22,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354806_1,BUPIVACAINE MPF 0.25% INJ SDV  30 ML,Inpatient,250,,,63323-0464-37,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354806_1,BUPIVACAINE MPF 0.25% INJ SDV  30 ML,Outpatient,250,,,63323-0464-37,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354808_1,LAMOTRIGINE (LAMICTAL) TAB 100 MG,Inpatient,637,A9270,Non-covered item or service,16714-0701-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354808_1,LAMOTRIGINE (LAMICTAL) TAB 100 MG,Outpatient,637,A9270,Non-covered item or service,16714-0701-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354810_1,BUPIVACAINE 0.5% W/EPI 50 ML MDV  5 ML,Inpatient,250,,,00409-1755-50,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354810_1,BUPIVACAINE 0.5% W/EPI 50 ML MDV  5 ML,Outpatient,250,,,00409-1755-50,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354814_1,OXYCODONE IR TAB 5 MG,Inpatient,637,A9270,Non-covered item or service,00406-0552-62,0,1.4,1.19,1.19,19.76,1.33,1.33,1.36,1.4,1.37,1.37,1.33,Pondera_Medical_Center
354814_1,OXYCODONE IR TAB 5 MG,Outpatient,637,A9270,Non-covered item or service,00406-0552-62,0,1.4,1.19,1.19,19.76,1.33,19.76,19.76,19.76,1.37,1.37,1.33,Pondera_Medical_Center
354817_1,EFFEXOR (VENLAFAXINE) XR TAB 75 MG,Inpatient,637,A9270,Non-covered item or service,00093-7385-98,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354817_1,EFFEXOR (VENLAFAXINE) XR TAB 75 MG,Outpatient,637,A9270,Non-covered item or service,00093-7385-98,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354833_1,OSELTAMIVIR(TAMIFLU) LIQ 6 MG/ML 60 ML,Inpatient,637,A9270,Non-covered item or service,68180-0678-01,0,215.3,183.01,19.76,215.3,204.54,204.54,208.84,215.3,210.99,210.99,204.54,Pondera_Medical_Center
354833_1,OSELTAMIVIR(TAMIFLU) LIQ 6 MG/ML 60 ML,Outpatient,637,A9270,Non-covered item or service,68180-0678-01,0,215.3,183.01,19.76,215.3,204.54,19.76,19.76,19.76,210.99,210.99,204.54,Pondera_Medical_Center
354834_1,ENALAPRIL (VASOTEC) TAB 20 MG,Inpatient,637,A9270,Non-covered item or service,64679-0926-02,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354834_1,ENALAPRIL (VASOTEC) TAB 20 MG,Outpatient,637,A9270,Non-covered item or service,64679-0926-02,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354838_1,CARBAMAZEPINE (TEGRETOL) TAB 200 MG,Inpatient,637,A9270,Non-covered item or service,00904-6172-61,0,2,1.7,1.7,19.76,1.9,1.9,1.94,2,1.96,1.96,1.9,Pondera_Medical_Center
354838_1,CARBAMAZEPINE (TEGRETOL) TAB 200 MG,Outpatient,637,A9270,Non-covered item or service,00904-6172-61,0,2,1.7,1.7,19.76,1.9,19.76,19.76,19.76,1.96,1.96,1.9,Pondera_Medical_Center
354858_1,PROVISC INJ DEVICE 0.85ML,Inpatient,250,,,08065-1830-85,0,414.8,352.58,352.58,414.8,394.06,394.06,402.36,414.8,406.5,406.5,394.06,Pondera_Medical_Center
354858_1,PROVISC INJ DEVICE 0.85ML,Outpatient,250,,,08065-1830-85,0,414.8,352.58,352.58,414.8,394.06,394.06,402.36,414.8,406.5,406.5,394.06,Pondera_Medical_Center
354878_1,VALSARTAN (DIOVAN) CAP 160 MG,Inpatient,637,A9270,Non-covered item or service,00078-0359-34,0,6.1,5.19,5.19,19.76,5.8,5.8,5.92,6.1,5.98,5.98,5.8,Pondera_Medical_Center
354878_1,VALSARTAN (DIOVAN) CAP 160 MG,Outpatient,637,A9270,Non-covered item or service,00078-0359-34,0,6.1,5.19,5.19,19.76,5.8,19.76,19.76,19.76,5.98,5.98,5.8,Pondera_Medical_Center
354879_1,ASPIRIN EC TAB 81 MG,Inpatient,637,A9270,Non-covered item or service,04948-3481-12,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354879_1,ASPIRIN EC TAB 81 MG,Outpatient,637,A9270,Non-covered item or service,04948-3481-12,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354881_1,CORTISONE (CORTONE) ACETATE TAB  25 MG,Inpatient,637,A9270,Non-covered item or service,00143-9700-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354881_1,CORTISONE (CORTONE) ACETATE TAB  25 MG,Outpatient,637,A9270,Non-covered item or service,00143-9700-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354889_1,PANTOPRAZOLE (PROTONIX) INJ 40 MG,Inpatient,636,J3490,Drugs unclassified injection,00143-9300-10,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354889_1,PANTOPRAZOLE (PROTONIX) INJ 40 MG,Outpatient,636,J3490,Drugs unclassified injection,00143-9300-10,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354892_1,NALOXONE(NARCAN) INJ : 0.4 MG/ML 1ML,Inpatient,636,J2310,Inj naloxone hydrochloride,00409-1215-01,0,48,40.8,40.8,48,45.6,45.6,46.56,48,47.04,47.04,45.6,Pondera_Medical_Center
354892_1,NALOXONE(NARCAN) INJ : 0.4 MG/ML 1ML,Outpatient,636,J2310,Inj naloxone hydrochloride,00409-1215-01,0,48,40.8,40.8,48,45.6,45.76,45.76,45.76,47.04,47.04,45.6,Pondera_Medical_Center
354895_1,FOLIC ACID TAB 400 MCG,Inpatient,637,A9270,Non-covered item or service,74312-0014-03,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354895_1,FOLIC ACID TAB 400 MCG,Outpatient,637,A9270,Non-covered item or service,74312-0014-03,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354898_1,NAPROXEN (ALEVE) TAB 220 MG,Inpatient,637,A9270,Non-covered item or service,45802-0490-71,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354898_1,NAPROXEN (ALEVE) TAB 220 MG,Outpatient,637,A9270,Non-covered item or service,45802-0490-71,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354899_1,NALOXONE(NARCAN) INJ 1 MG/ML 2ML,Inpatient,636,J2310,Inj naloxone hydrochloride,76329-3369-01,2,169.05,143.69,45.76,169.05,160.6,160.6,163.98,169.05,165.67,165.67,160.6,Pondera_Medical_Center
354899_1,NALOXONE(NARCAN) INJ 1 MG/ML 2ML,Outpatient,636,J2310,Inj naloxone hydrochloride,76329-3369-01,2,169.05,143.69,45.76,169.05,160.6,45.76,45.76,45.76,165.67,165.67,160.6,Pondera_Medical_Center
354902_1,MINOXIDIL (ROGAINE) TAB 2.5 MG,Inpatient,637,A9270,Non-covered item or service,00591-5642-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354902_1,MINOXIDIL (ROGAINE) TAB 2.5 MG,Outpatient,637,A9270,Non-covered item or service,00591-5642-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354913_1,QUETIAPINE (SEROQUEL) TAB  25 MG,Inpatient,637,A9270,Non-covered item or service,50268-0630-15,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354913_1,QUETIAPINE (SEROQUEL) TAB  25 MG,Outpatient,637,A9270,Non-covered item or service,50268-0630-15,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354918_1,KETAMINE (KETALAR) INJ 50 MG/ML 1 ML,Inpatient,250,J3490,Drugs unclassified injection,42023-0114-10,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354918_1,KETAMINE (KETALAR) INJ 50 MG/ML 1 ML,Outpatient,250,J3490,Drugs unclassified injection,42023-0114-10,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354921_1,RIFAMPIN CAP 300 MG,Inpatient,637,A9270,Non-covered item or service,00527-1315-30,0,2.5,2.13,2.13,19.76,2.38,2.38,2.43,2.5,2.45,2.45,2.38,Pondera_Medical_Center
354921_1,RIFAMPIN CAP 300 MG,Outpatient,637,A9270,Non-covered item or service,00527-1315-30,0,2.5,2.13,2.13,19.76,2.38,19.76,19.76,19.76,2.45,2.45,2.38,Pondera_Medical_Center
354922_1,ACETAMINOPHEN ARTHRITIS ER 650 MG,Inpatient,637,A9270,Non-covered item or service,57896-0268-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354922_1,ACETAMINOPHEN ARTHRITIS ER 650 MG,Outpatient,637,A9270,Non-covered item or service,57896-0268-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354927_1,LETROZOLE (FEMARA) TAB 2.5 MG,Inpatient,637,A9270,Non-covered item or service,00078-0249-15,0,33.2,28.22,19.76,33.2,31.54,31.54,32.2,33.2,32.54,32.54,31.54,Pondera_Medical_Center
354927_1,LETROZOLE (FEMARA) TAB 2.5 MG,Outpatient,637,A9270,Non-covered item or service,00078-0249-15,0,33.2,28.22,19.76,33.2,31.54,19.76,19.76,19.76,32.54,32.54,31.54,Pondera_Medical_Center
354928_1,MIRTAZAPINE (REMERON) TAB 15 MG,Inpatient,637,A9270,Non-covered item or service,63739-0098-10,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354928_1,MIRTAZAPINE (REMERON) TAB 15 MG,Outpatient,637,A9270,Non-covered item or service,63739-0098-10,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354930_1,RIVASTIGMINE (EXELON) CAP 3 MG,Inpatient,637,A9270,Non-covered item or service,62756-0146-86,0,8.75,7.44,7.44,19.76,8.31,8.31,8.49,8.75,8.58,8.58,8.31,Pondera_Medical_Center
354930_1,RIVASTIGMINE (EXELON) CAP 3 MG,Outpatient,637,A9270,Non-covered item or service,62756-0146-86,0,8.75,7.44,7.44,19.76,8.31,19.76,19.76,19.76,8.58,8.58,8.31,Pondera_Medical_Center
354932_1,MUPIROCIN (BACTROBAN) 2% OINT 22 GM,Inpatient,637,A9270,Non-covered item or service,68462-0180-22,0,18.85,16.02,16.02,19.76,17.91,17.91,18.28,18.85,18.47,18.47,17.91,Pondera_Medical_Center
354932_1,MUPIROCIN (BACTROBAN) 2% OINT 22 GM,Outpatient,637,A9270,Non-covered item or service,68462-0180-22,0,18.85,16.02,16.02,19.76,17.91,19.76,19.76,19.76,18.47,18.47,17.91,Pondera_Medical_Center
354935_1,ESOMEPRAZOLE (NEXIUM) CAP 40 MG,Inpatient,637,A9270,Non-covered item or service,00186-5040-31,0,18.1,15.39,15.39,19.76,17.2,17.2,17.56,18.1,17.74,17.74,17.2,Pondera_Medical_Center
354935_1,ESOMEPRAZOLE (NEXIUM) CAP 40 MG,Outpatient,637,A9270,Non-covered item or service,00186-5040-31,0,18.1,15.39,15.39,19.76,17.2,19.76,19.76,19.76,17.74,17.74,17.2,Pondera_Medical_Center
354940_1,ALBUTEROL 0.5% SOL 2.5 MG/0.5 ML,Inpatient,250,A9270,Non-covered item or service,50383-0741-20,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354940_1,ALBUTEROL 0.5% SOL 2.5 MG/0.5 ML,Outpatient,250,A9270,Non-covered item or service,50383-0741-20,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354942_1,BUMETANIDE (BUMEX) 0.25 MG/ML INJ 4 ML,Inpatient,636,J3490,Drugs unclassified injection,55390-0500-02,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354942_1,BUMETANIDE (BUMEX) 0.25 MG/ML INJ 4 ML,Outpatient,636,J3490,Drugs unclassified injection,55390-0500-02,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
354953_1,CALCIUM CARB + D 600/400 MG  1 TAB,Inpatient,637,A9270,Non-covered item or service,80681-0029-00,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354953_1,CALCIUM CARB + D 600/400 MG  1 TAB,Outpatient,637,A9270,Non-covered item or service,80681-0029-00,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354954_1,INSULIN GLARGINE(LANTUS)100UNIT/ML 10ML,Inpatient,637,J1815,Insulin injection,00088-5021-01,200,118.55,100.77,0.61,118.55,112.62,112.62,114.99,118.55,116.18,116.18,112.62,Pondera_Medical_Center
354954_1,INSULIN GLARGINE(LANTUS)100UNIT/ML 10ML,Outpatient,637,J1815,Insulin injection,00088-5021-01,200,118.55,100.77,0.61,118.55,112.62,0.61,0.61,0.61,116.18,116.18,112.62,Pondera_Medical_Center
354960_1,ATORVASTATIN (LIPITOR) TAB 20 MG,Inpatient,637,A9270,Non-covered item or service,00904-6291-61,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354960_1,ATORVASTATIN (LIPITOR) TAB 20 MG,Outpatient,637,A9270,Non-covered item or service,00904-6291-61,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354962_1,BISOPROLOL/HCTZ (ZIAC)  2.5/6.25 MG TAB,Inpatient,637,A9270,Non-covered item or service,00378-0505-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354962_1,BISOPROLOL/HCTZ (ZIAC)  2.5/6.25 MG TAB,Outpatient,637,A9270,Non-covered item or service,00378-0505-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
354965_1,FLUTICASONE SALMETE 500/50 INH 14 DOSE,Inpatient,637,A9270,Non-covered item or service,00173-0697-04,0,177.45,150.83,19.76,177.45,168.58,168.58,172.13,177.45,173.9,173.9,168.58,Pondera_Medical_Center
354965_1,FLUTICASONE SALMETE 500/50 INH 14 DOSE,Outpatient,637,A9270,Non-covered item or service,00173-0697-04,0,177.45,150.83,19.76,177.45,168.58,19.76,19.76,19.76,173.9,173.9,168.58,Pondera_Medical_Center
354993_1,MELOXICAM (MOBIC) TAB  7.5 MG,Inpatient,637,A9270,Non-covered item or service,68382-0050-01,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
354993_1,MELOXICAM (MOBIC) TAB  7.5 MG,Outpatient,637,A9270,Non-covered item or service,68382-0050-01,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
355009_1,MEDICATION PICK-UP,Inpatient,250,,,,0,20,17,17,20,19,19,19.4,20,19.6,19.6,19,Pondera_Medical_Center
355009_1,MEDICATION PICK-UP,Outpatient,250,,,,0,20,17,17,20,19,19,19.4,20,19.6,19.6,19,Pondera_Medical_Center
356306_1,OXYCODONE/APAP (PERCOCET) 5/325MG 1 TAB,Inpatient,637,A9270,Non-covered item or service,00406-0512-62,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
356306_1,OXYCODONE/APAP (PERCOCET) 5/325MG 1 TAB,Outpatient,637,A9270,Non-covered item or service,00406-0512-62,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
356311_1,MIDAZOLAM (VERSED) INJ 1 MG/ML 2ML,Inpatient,636,J2250,Inj midazolam hydrochloride,00409-2305-17,2,50,42.5,0.16,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
356311_1,MIDAZOLAM (VERSED) INJ 1 MG/ML 2ML,Outpatient,636,J2250,Inj midazolam hydrochloride,00409-2305-17,2,50,42.5,0.16,50,47.5,0.16,0.16,0.16,49,49,47.5,Pondera_Medical_Center
356312_1,ZIPRASIDONE (GEODON)  80MG CAP,Inpatient,637,A9270,Non-covered item or service,00049-3990-60,0,27.05,22.99,19.76,27.05,25.7,25.7,26.24,27.05,26.51,26.51,25.7,Pondera_Medical_Center
356312_1,ZIPRASIDONE (GEODON)  80MG CAP,Outpatient,637,A9270,Non-covered item or service,00049-3990-60,0,27.05,22.99,19.76,27.05,25.7,19.76,19.76,19.76,26.51,26.51,25.7,Pondera_Medical_Center
356321_1,BUDESONIDE(PULMICORT)RESPINH:0.25MG/2 ML,Inpatient,250,A9270,Non-covered item or service,00186-1988-04,0,35,29.75,19.76,35,33.25,33.25,33.95,35,34.3,34.3,33.25,Pondera_Medical_Center
356321_1,BUDESONIDE(PULMICORT)RESPINH:0.25MG/2 ML,Outpatient,250,A9270,Non-covered item or service,00186-1988-04,0,35,29.75,19.76,35,33.25,19.76,19.76,19.76,34.3,34.3,33.25,Pondera_Medical_Center
356322_1,HYDRALAZINE (APRESOLINE) INJ 20 MG/ML,Inpatient,636,J0360,Hydralazine hcl injection,63323-0614-55,0,50,42.5,3.12,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
356322_1,HYDRALAZINE (APRESOLINE) INJ 20 MG/ML,Outpatient,636,J0360,Hydralazine hcl injection,63323-0614-55,0,50,42.5,3.12,50,47.5,3.12,3.12,3.12,49,49,47.5,Pondera_Medical_Center
356323_1,BUPIVACAINE 0.5% W/EPI MDV INJ  50 ML,Inpatient,250,J3490,Drugs unclassified injection,00409-1755-50,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
356323_1,BUPIVACAINE 0.5% W/EPI MDV INJ  50 ML,Outpatient,250,J3490,Drugs unclassified injection,00409-1755-50,0,50,42.5,42.5,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
356325_1,RANITIDINE (ZANTAC) LIQ 15 MG/ML 5ML,Inpatient,637,A9270,Non-covered item or service,00121-0727-16,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99,Pondera_Medical_Center
356325_1,RANITIDINE (ZANTAC) LIQ 15 MG/ML 5ML,Outpatient,637,A9270,Non-covered item or service,00121-0727-16,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99,Pondera_Medical_Center
356327_1,DIGIFAB (DIGIBIND) IMMUNE INJ 40 MG VIAL,Inpatient,636,J1162,Digoxin immune fab (ovine),50633-0120-11,0,3704.2,3148.57,2612.93,3704.2,3518.99,3518.99,3593.07,3704.2,3630.12,3630.12,3518.99,Pondera_Medical_Center
356327_1,DIGIFAB (DIGIBIND) IMMUNE INJ 40 MG VIAL,Outpatient,636,J1162,Digoxin immune fab (ovine),50633-0120-11,0,3704.2,3148.57,2612.93,3704.2,3518.99,2612.93,2612.93,2612.93,3630.12,3630.12,3518.99,Pondera_Medical_Center
356348_1,OLANZAPINE (ZYPREXA)  2.5 MG TAB,Inpatient,637,A9270,Non-covered item or service,00002-4112-30,0,24.25,20.61,19.76,24.25,23.04,23.04,23.52,24.25,23.77,23.77,23.04,Pondera_Medical_Center
356348_1,OLANZAPINE (ZYPREXA)  2.5 MG TAB,Outpatient,637,A9270,Non-covered item or service,00002-4112-30,0,24.25,20.61,19.76,24.25,23.04,19.76,19.76,19.76,23.77,23.77,23.04,Pondera_Medical_Center
356355_1,DESLORATADINE(CLARINEX) TAB  5 MG,Inpatient,637,A9270,Non-covered item or service,00085-1264-01,0,11.65,9.9,9.9,19.76,11.07,11.07,11.3,11.65,11.42,11.42,11.07,Pondera_Medical_Center
356355_1,DESLORATADINE(CLARINEX) TAB  5 MG,Outpatient,637,A9270,Non-covered item or service,00085-1264-01,0,11.65,9.9,9.9,19.76,11.07,19.76,19.76,19.76,11.42,11.42,11.07,Pondera_Medical_Center
356356_1,NIACIN (NIASPAN) ER TAB 500 MG,Inpatient,637,A9270,Non-covered item or service,00904-4342-60,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
356356_1,NIACIN (NIASPAN) ER TAB 500 MG,Outpatient,637,A9270,Non-covered item or service,00904-4342-60,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
356363_1,MORPHINE INJ SYRINGE 4 MG/ML 1 ML,Inpatient,636,J2270,Morphine sulfate injection,00409-1891-01,0,50,42.5,2.31,50,47.5,47.5,48.5,50,49,49,47.5,Pondera_Medical_Center
356363_1,MORPHINE INJ SYRINGE 4 MG/ML 1 ML,Outpatient,636,J2270,Morphine sulfate injection,00409-1891-01,0,50,42.5,2.31,50,47.5,2.31,2.31,2.31,49,49,47.5,Pondera_Medical_Center
356372_1,LOPERAMIDE(IMODIUM) SUSP LIQ : 5 ML,Inpatient,637,A9270,Non-covered item or service,00904-0036-20,0,3,2.55,2.55,19.76,2.85,2.85,2.91,3,2.94,2.94,2.85,Pondera_Medical_Center
356372_1,LOPERAMIDE(IMODIUM) SUSP LIQ : 5 ML,Outpatient,637,A9270,Non-covered item or service,00904-0036-20,0,3,2.55,2.55,19.76,2.85,19.76,19.76,19.76,2.94,2.94,2.85,Pondera_Medical_Center
356374_1,GABAPENTIN (NEURONTIN) CAP 400 MG,Inpatient,637,A9270,Non-covered item or service,50268-0349-11,0,1,0.85,0.85,19.76,0.95,0.95,0.97,1,0.98,0.98,0.95,Pondera_Medical_Center
356374_1,GABAPENTIN (NEURONTIN) CAP 400 MG,Outpatient,637,A9270,Non-covered item or service,50268-0349-11,0,1,0.85,0.85,19.76,0.95,19.76,19.76,19.76,0.98,0.98,0.95,Pondera_Medical_Center
356405_1,ALENDRONATE (FOSAMAX) TAB 70 MG,Inpatient,637,A9270,Non-covered item or service,16714-0633-01,0,1.45,1.23,1.23,19.76,1.38,1.38,1.41,1.45,1.42,1.42,1.38,Pondera_Medical_Center
356405_1,ALENDRONATE (FOSAMAX) TAB 70 MG,Outpatient,637,A9270,Non-covered item or service,16714-0633-01,0,1.45,1.23,1.23,19.76,1.38,19.76,19.76,19.76,1.42,1.42,1.38,Pondera_Medical_Center
356463_1,METAXALONE (SKELAXIN) TAB 800 MG,Inpatient,637,A9270,Non-covered item or service,60793-0136-01,0,14.45,12.28,12.28,19.76,13.73,13.73,14.02,14.45,14.16,14.16,13.73,Pondera_Medical_Center
356463_1,METAXALONE (SKELAXIN) TAB 800 MG,Outpatient,637,A9270,Non-covered item or service,60793-0136-01,0,14.45,12.28,12.28,19.76,13.73,19.76,19.76,19.76,14.16,14.16,13.73,Pondera_Medical_Center
356501_1,OCULAR PHARMACY USUAL  1 EA,Inpatient,250,,,,0,78.25,66.51,66.51,78.25,74.34,74.34,75.9,78.25,76.69,76.69,74.34,Pondera_Medical_Center
356501_1,OCULAR PHARMACY USUAL  1 EA,Outpatient,250,,,,0,78.25,66.51,66.51,78.25,74.34,74.34,75.9,78.25,76.69,76.69,74.34,Pondera_Medical_Center
356804_1,fluoxetine (Prozac) ORAL SOLN 20mg/5mL,Inpatient,637,A9270,Non-covered item or service,00121-0721-04,0,3.15,2.68,2.68,19.76,2.99,2.99,3.06,3.15,3.09,3.09,2.99,Pondera_Medical_Center
356804_1,fluoxetine (Prozac) ORAL SOLN 20mg/5mL,Outpatient,637,A9270,Non-covered item or service,00121-0721-04,0,3.15,2.68,2.68,19.76,2.99,19.76,19.76,19.76,3.09,3.09,2.99,Pondera_Medical_Center
