Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,hospital
690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,Inpatient,,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,,,6633.3247,4974.99,6168.99,16304.98,6301.66,16304.98,6168.99,6633.32,10185,6301.66,Trinity_Hospital
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,Inpatient,,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,,,6869.96,5152.47,6389.06,13290.66,6526.46,13290.66,6389.06,6869.96,6790,6526.46,Trinity_Hospital
840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,Inpatient,,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,,,12028.575,9021.43,10185,21052.85,11427.15,21052.85,11186.57,12028.58,10185,11427.15,Trinity_Hospital
872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,Inpatient,,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,,,3103.51,2327.63,2886.26,9712.53,2948.33,9712.53,2886.26,3103.51,6790,2948.33,Trinity_Hospital
918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,Inpatient,,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,,,16399.45,12299.59,15251.49,35872.08,15579.48,35872.08,15251.49,16399.45,20370,15579.48,Trinity_Hospital
945,REHABILITATION WITH CC/MCC,Inpatient,,945,REHABILITATION WITH CC/MCC,,,9283.47,6962.6,8633.63,25601.55,8819.3,25601.55,8633.63,9283.47,16975,8819.3,Trinity_Hospital
948,SIGNS AND SYMPTOMS WITHOUT MCC,Inpatient,,948,SIGNS AND SYMPTOMS WITHOUT MCC,,,21643.8075,16232.86,20128.74,47413.22,20561.62,47413.22,20128.74,21643.81,27160,20561.62,Trinity_Hospital
,,,,,,,,,,,,,,,,,,Trinity_Hospital
Shoppable Services Code,Shoppable Services Description,Price Tier,Revenue Code,CPT HCPCS DRG Code,CPT HCPCS DRG Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Allegiance,Allegiance_Medicare_RBPHP,BCBS_HEALTHLINK_NETWORK,BCBS_TRADITIONAL_NETWORK,Indian_Health_Svcs,PACIFIC_SOURCE_,Trinity_Hospital
11102,"Biopsy of related skin growth, first growth",,,11102,"Biopsy of related skin growth, first growth",,,850,637.5,514.3,1448.82,772.24,1448.82,691.46,743.5,514.3,706.33,Trinity_Hospital
20610,Aspiration and/or injection of fluid from large joint,,,20610,Aspiration and/or injection of fluid from large joint,,,731.74,548.81,449.41,1206.22,654.09,1206.22,564.27,606.74,449.41,576.4,Trinity_Hospital
36430,Transfusion of blood or blood products,,,36430,Transfusion of blood or blood products,,,355.25,266.44,206.05,660.77,337.49,660.77,330.38,355.25,206.05,337.49,Trinity_Hospital
3E03329,"Introduction of Other Anti-infective into Peripheral Vein, Percutaneous Approach",,,3E03329,"Introduction of Other Anti-infective into Peripheral Vein, Percutaneous Approach",,,7599.04,5699.28,7067.11,10185,7219.09,7599.04,7067.11,7599.04,10185,7219.09,Trinity_Hospital
3E0337Z,"Introduction of Electrolytic and Water Balance Substance into Peripheral Vein, Percutaneous Approach",,,3E0337Z,"Introduction of Electrolytic and Water Balance Substance into Peripheral Vein, Percutaneous Approach",,,8607.17,6455.38,8004.67,13580,8176.82,8607.17,8004.67,8607.17,13580,8176.82,Trinity_Hospital
3E033GC,"Introduction of Other Therapeutic Substance into Peripheral Vein, Percutaneous Approach",,,3E033GC,"Introduction of Other Therapeutic Substance into Peripheral Vein, Percutaneous Approach",,,5743.82,4307.87,5341.75,10185,5456.63,5743.82,5341.75,5743.82,10185,5456.63,Trinity_Hospital
3E0F7GC,"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Opening",,,3E0F7GC,"Introduction of Other Therapeutic Substance into Respiratory Tract, Via Natural or Artificial Opening",,,5742.41,4306.81,5340.44,10185,5455.29,5742.41,5340.44,5742.41,10185,5455.29,Trinity_Hospital
43235,"Diagnostic exam of esophagus, stomach, and/or upper small bowel using a flexible endoscope",,,43235,"Diagnostic exam of esophagus, stomach, and/or upper small bowel using a flexible endoscope",,,3363.57,2522.68,1864.48,4361.29,3158.41,4361.29,1864.48,2004.82,2222.62,1904.58,Trinity_Hospital
43239,"Biopsy of esophagus, stomach, and/or upper small bowel using a flexible endoscope",,,43239,"Biopsy of esophagus, stomach, and/or upper small bowel using a flexible endoscope",,,6605.6,4954.2,3068.54,6795.88,4558.15,6795.88,3068.54,3299.5,4492.47,3134.53,Trinity_Hospital
45378,Diagnostic exam of large bowel using a flexible endoscope,,,45378,Diagnostic exam of large bowel using a flexible endoscope,,,3565.64,2674.23,2158.76,4688.51,3262.92,4688.51,2158.76,2321.24,2316.95,2205.18,Trinity_Hospital
45380,Biopsy of large bowel using a flexible endoscope,,,45380,Biopsy of large bowel using a flexible endoscope,,,7099.79,5324.84,3200.98,7166.7,4734.79,7166.7,3200.98,3441.91,4849.45,3269.82,Trinity_Hospital
45385,Removal of polyps or growths of large bowel using an endoscope with mechanical snare,,,45385,Removal of polyps or growths of large bowel using an endoscope with mechanical snare,,,8836.83,6627.62,4480.35,9817.25,6085.35,9817.25,4480.35,4817.58,5929.21,4576.7,Trinity_Hospital
49082,Drainage of fluid from abdominal cavity,,,49082,Drainage of fluid from abdominal cavity,,,2719.64,2039.73,1577.39,5058.54,2583.66,5058.54,2529.27,2719.64,1577.39,2583.66,Trinity_Hospital
690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MAJOR COMPLICATIONS,,,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MAJOR COMPLICATIONS,,,6633.32,4974.99,6168.99,10185,6301.66,6633.32,6168.99,6633.32,10185,6301.66,Trinity_Hospital
71045,"X-ray of chest, 1 view",,,71045,"X-ray of chest, 1 view",,,377,282.75,191.35,398,210.76,398,191.35,205.75,252.91,195.46,Trinity_Hospital
71046,"X-ray of chest, 2 views",,,71046,"X-ray of chest, 2 views",,,478.75,359.06,285.98,590.19,310.37,590.19,285.98,307.5,311.93,292.13,Trinity_Hospital
71101,"X-ray of ribs on side of body, minimum of 3 views",,,71101,"X-ray of ribs on side of body, minimum of 3 views",,,581.75,436.31,301.32,625,330.16,625,301.32,324,388.97,307.8,Trinity_Hospital
72070,"X-ray of middle spine, 2 views",,,72070,"X-ray of middle spine, 2 views",,,581.75,436.31,301.32,619.71,324.87,619.71,301.32,324,388.97,307.8,Trinity_Hospital
72100,"X-ray of lower and sacral spine, 2-3 views",,,72100,"X-ray of lower and sacral spine, 2-3 views",,,396,297,244.08,621.47,326.63,621.47,301.32,324,244.08,307.8,Trinity_Hospital
72110,"X-ray of lower and sacral spine, minimum of 4 views",,,72110,"X-ray of lower and sacral spine, minimum of 4 views",,,585.25,438.94,304.58,630.92,332.9,630.92,304.58,327.5,391,311.13,Trinity_Hospital
73030,"X-ray of shoulder, minimum of 2 views",,,73030,"X-ray of shoulder, minimum of 2 views",,,382.25,286.69,196.23,408.35,216.34,408.35,196.23,211,255.96,200.45,Trinity_Hospital
73090,"X-ray of forearm, 2 views",,,73090,"X-ray of forearm, 2 views",,,377,282.75,191.35,396.82,209.59,396.82,191.35,205.75,252.91,195.46,Trinity_Hospital
73110,"X-ray of wrist, minimum of 3 views",,,73110,"X-ray of wrist, minimum of 3 views",,,384.25,288.19,198.09,410.89,217.06,410.89,198.09,213,257.12,202.35,Trinity_Hospital
73130,"X-ray of hand, minimum of 3 views",,,73130,"X-ray of hand, minimum of 3 views",,,415.25,311.44,255.75,526.21,275.96,526.21,255.75,275,268.9,261.25,Trinity_Hospital
73501,"X-ray of hip, 1 view",,,73501,"X-ray of hip, 1 view",,,377,282.75,191.35,398.58,211.35,398.58,191.35,205.75,252.91,195.46,Trinity_Hospital
73502,"X-ray of hip, 2-3 views",,,73502,"X-ray of hip, 2-3 views",,,377,282.75,191.35,401.53,214.29,401.53,191.35,205.75,252.91,195.46,Trinity_Hospital
73552,"X-ray of thigh bone, minimum 2 views",,,73552,"X-ray of thigh bone, minimum 2 views",,,377,282.75,191.35,398,210.76,398,191.35,205.75,252.91,195.46,Trinity_Hospital
73560,"X-ray of knee, 1-2 views",,,73560,"X-ray of knee, 1-2 views",,,378.75,284.06,191.35,396.82,209.59,396.82,191.35,205.75,254.28,195.46,Trinity_Hospital
73562,"X-ray of knee, 3 views",,,73562,"X-ray of knee, 3 views",,,454.25,340.69,263.19,542.27,284.74,542.27,263.19,283,297.72,268.85,Trinity_Hospital
73564,"X-ray of knee, 4 or more views",,,73564,"X-ray of knee, 4 or more views",,,651,488.25,360.14,739.12,386.72,739.12,360.14,387.25,430.33,367.89,Trinity_Hospital
73565,X-ray of both knees while standing,,,73565,X-ray of both knees while standing,,,377,282.75,191.35,397.41,210.18,397.41,191.35,205.75,252.91,195.46,Trinity_Hospital
73590,"X-ray of lower leg, 2 views",,,73590,"X-ray of lower leg, 2 views",,,377,282.75,191.35,396.23,209,396.23,191.35,205.75,252.91,195.46,Trinity_Hospital
73610,"X-ray of ankle, minimum of 3 views",,,73610,"X-ray of ankle, minimum of 3 views",,,419,314.25,230.41,475.53,250.08,475.53,230.41,247.75,277.27,235.36,Trinity_Hospital
73630,"X-ray of foot, minimum of 3 views",,,73630,"X-ray of foot, minimum of 3 views",,,408.25,306.19,220.41,454.94,239.27,454.94,220.41,237,271.04,225.15,Trinity_Hospital
74018,"X-ray of abdomen, 1 view",,,74018,"X-ray of abdomen, 1 view",,,288.5,216.38,183.88,398,210.76,398,191.35,205.75,183.88,195.46,Trinity_Hospital
74019,"X-ray of abdomen, 2 views",,,74019,"X-ray of abdomen, 2 views",,,468.25,351.19,245.06,509.53,269.75,509.53,245.06,263.5,312.54,250.33,Trinity_Hospital
74022,X-ray series of abdomen with single X-ray of chest,,,74022,X-ray series of abdomen with single X-ray of chest,,,580.75,435.56,300.39,627.26,333.33,627.26,300.39,323,388.39,306.85,Trinity_Hospital
76536,Ultrasound scan of head and neck soft tissue,,,76536,Ultrasound scan of head and neck soft tissue,,,594.5,445.88,380.11,824.56,444.18,824.56,388.74,418,380.11,397.1,Trinity_Hospital
76642,Limited ultrasound scan of 1 breast,,,76642,Limited ultrasound scan of 1 breast,,,417.25,312.94,228.78,514.06,290.2,514.06,228.78,246,276.26,233.7,Trinity_Hospital
76700,Complete ultrasound scan of abdomen,,,76700,Complete ultrasound scan of abdomen,,,714,535.5,422.92,914.1,500.28,914.1,422.92,454.75,465.97,432.01,Trinity_Hospital
76705,Limited ultrasound scan of abdomen,,,76705,Limited ultrasound scan of abdomen,,,638,478.5,353.17,755.18,409.61,755.18,353.17,379.75,421.69,360.76,Trinity_Hospital
76775,Limited ultrasound scan behind abdominal cavity,,,76775,Limited ultrasound scan behind abdominal cavity,,,580.75,435.56,300.39,649.04,355.11,649.04,300.39,323,388.39,306.85,Trinity_Hospital
76805,"Ultrasound scan of pregnant uterus (14 weeks or more), single or first fetus",,,76805,"Ultrasound scan of pregnant uterus (14 weeks or more), single or first fetus",,,871.75,653.81,491.27,1065.52,584.82,1065.52,491.27,528.25,574.32,501.84,Trinity_Hospital
76830,"Ultrasound scan of uterus, ovaries, tubes, cervix and pelvic area through vagina",,,76830,"Ultrasound scan of uterus, ovaries, tubes, cervix and pelvic area through vagina",,,666,499.5,382,821.67,447.89,821.67,382,410.75,437.33,390.21,Trinity_Hospital
76857,Limited ultrasound scan of pelvis,,,76857,Limited ultrasound scan of pelvis,,,658.5,493.88,372.7,786.59,421.91,786.59,372.7,400.75,433.48,380.71,Trinity_Hospital
77067,Screening mammography,,,77067,Screening mammography,,,549,411.75,347.02,819.31,899.7,1638.62,755.16,812,694.04,771.4,Trinity_Hospital
80048,"Blood test, basic group of blood chemicals (Calcium, total)",,,80048,"Blood test, basic group of blood chemicals (Calcium, total)",,,193.25,144.94,112.09,359.45,183.59,359.45,179.72,193.25,112.09,183.59,Trinity_Hospital
80051,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",,,80051,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",,,122.25,91.69,70.91,227.39,116.14,227.39,113.69,122.25,70.91,116.14,Trinity_Hospital
80053,"Blood test, comprehensive group of blood chemicals",,,80053,"Blood test, comprehensive group of blood chemicals",,,274.25,205.69,159.07,510.11,260.54,510.11,255.05,274.25,159.07,260.54,Trinity_Hospital
80055,Obstetric blood test panel,,,80055,Obstetric blood test panel,,,181.75,136.31,105.42,338.06,172.66,338.06,169.03,181.75,105.42,172.66,Trinity_Hospital
80061,"Blood test, lipids (cholesterol and triglycerides)",,,80061,"Blood test, lipids (cholesterol and triglycerides)",,,181,135.75,104.98,336.66,343.9,673.32,336.66,362,209.96,343.9,Trinity_Hospital
80069,Kidney function blood test panel,,,80069,Kidney function blood test panel,,,161,120.75,93.38,299.46,152.95,299.46,149.73,161,93.38,152.95,Trinity_Hospital
80076,Liver function blood test panel,,,80076,Liver function blood test panel,,,154,115.5,89.32,286.44,146.3,286.44,143.22,154,89.32,146.3,Trinity_Hospital
80162,"Digoxin level, total",,,80162,"Digoxin level, total",,,162,121.5,93.96,301.32,153.9,301.32,150.66,162,93.96,153.9,Trinity_Hospital
80185,"Phenytoin level, total",,,80185,"Phenytoin level, total",,,161.5,121.13,93.67,300.39,153.43,300.39,150.2,161.5,93.67,153.43,Trinity_Hospital
80305,"Testing for presence of drug, read by direct observation",,,80305,"Testing for presence of drug, read by direct observation",,,244,183,141.52,453.84,231.8,453.84,226.92,244,141.52,231.8,Trinity_Hospital
81000,"Manual urinalysis test with examination using microscope, non-automated",,,81000,"Manual urinalysis test with examination using microscope, non-automated",,,54.75,41.06,31.76,101.84,52.01,101.84,50.92,54.75,31.76,52.01,Trinity_Hospital
81001,"Manual urinalysis test with examination using microscope, automated",,,81001,"Manual urinalysis test with examination using microscope, automated",,,54.5,40.88,31.61,101.37,51.78,101.37,50.69,54.5,31.61,51.78,Trinity_Hospital
81003,Automated urinalysis test,,,81003,Automated urinalysis test,,,34.75,26.06,20.16,64.64,33.01,64.64,32.32,34.75,20.16,33.01,Trinity_Hospital
81015,Urinalysis using microscope,,,81015,Urinalysis using microscope,,,33,24.75,19.14,61.38,31.35,61.38,30.69,33,19.14,31.35,Trinity_Hospital
82043,Urine microalbumin (protein) level,,,82043,Urine microalbumin (protein) level,,,135.5,101.63,78.59,252.03,128.73,252.03,126.02,135.5,78.59,128.73,Trinity_Hospital
82140,Ammonia level,,,82140,Ammonia level,,,209.5,157.13,121.51,389.67,199.03,389.67,194.84,209.5,121.51,199.03,Trinity_Hospital
82150,Amylase (enzyme) level,,,82150,Amylase (enzyme) level,,,131.75,98.81,76.42,245.06,125.16,245.06,122.53,131.75,76.42,125.16,Trinity_Hospital
82270,Stool analysis for blood to screen for colon tumors,,,82270,Stool analysis for blood to screen for colon tumors,,,39,29.25,22.62,72.54,74.1,145.08,72.54,78,45.24,74.1,Trinity_Hospital
82272,"Stool analysis for blood, by peroxidase activity",,,82272,"Stool analysis for blood, by peroxidase activity",,,68.25,51.19,39.59,126.95,64.84,126.95,63.47,68.25,39.59,64.84,Trinity_Hospital
82306,Vitamin D-3 level,,,82306,Vitamin D-3 level,,,315.25,236.44,182.85,586.37,299.49,586.37,293.18,315.25,182.85,299.49,Trinity_Hospital
82310,"Calcium level, total",,,82310,"Calcium level, total",,,110,82.5,63.8,204.6,104.5,204.6,102.3,110,63.8,104.5,Trinity_Hospital
82330,"Calcium level, ionized",,,82330,"Calcium level, ionized",,,166.25,124.69,96.43,309.23,157.94,309.23,154.61,166.25,96.43,157.94,Trinity_Hospital
82378,Carcinoembryonic antigen (CEA) protein level,,,82378,Carcinoembryonic antigen (CEA) protein level,,,228.25,171.19,132.39,424.55,216.84,424.55,212.27,228.25,132.39,216.84,Trinity_Hospital
82533,"Cortisol (hormone) measurement, total",,,82533,"Cortisol (hormone) measurement, total",,,211.5,158.63,122.67,393.39,200.93,393.39,196.7,211.5,122.67,200.93,Trinity_Hospital
82550,"Creatine kinase (cardiac enzyme) level, total",,,82550,"Creatine kinase (cardiac enzyme) level, total",,,132.25,99.19,76.71,245.99,125.64,245.99,122.99,132.25,76.71,125.64,Trinity_Hospital
82565,Blood creatinine level,,,82565,Blood creatinine level,,,100.75,75.56,58.44,187.4,95.71,187.4,93.7,100.75,58.44,95.71,Trinity_Hospital
82570,Creatinine level to test for kidney function or muscle injury,,,82570,Creatinine level to test for kidney function or muscle injury,,,101.5,76.13,58.87,188.79,96.43,188.79,94.4,101.5,58.87,96.43,Trinity_Hospital
82607,Cyanocobalamin (vitamin B-12) level,,,82607,Cyanocobalamin (vitamin B-12) level,,,204.75,153.56,118.76,380.84,194.51,380.84,190.42,204.75,118.76,194.51,Trinity_Hospital
82728,Ferritin (blood protein) level,,,82728,Ferritin (blood protein) level,,,196.75,147.56,114.12,365.96,186.91,365.96,182.98,196.75,114.12,186.91,Trinity_Hospital
82746,"Folic acid level, serum",,,82746,"Folic acid level, serum",,,157.75,118.31,91.5,293.42,149.86,293.42,146.71,157.75,91.5,149.86,Trinity_Hospital
82805,"Blood gases measurement, with O2 saturation",,,82805,"Blood gases measurement, with O2 saturation",,,447.75,335.81,259.7,832.82,425.36,832.82,416.41,447.75,259.7,425.36,Trinity_Hospital
82947,Blood glucose (sugar) level,,,82947,Blood glucose (sugar) level,,,85,63.75,49.3,158.1,161.5,316.2,158.1,170,98.6,161.5,Trinity_Hospital
82948,Blood glucose (sugar) measurement using reagent strip,,,82948,Blood glucose (sugar) measurement using reagent strip,,,36.5,27.38,21.17,67.89,34.68,67.89,33.95,36.5,21.17,34.68,Trinity_Hospital
83010,Haptoglobin (serum protein) level,,,83010,Haptoglobin (serum protein) level,,,163.75,122.81,94.98,304.58,155.56,304.58,152.29,163.75,94.98,155.56,Trinity_Hospital
83036,Hemoglobin A1C level,,,83036,Hemoglobin A1C level,,,188.75,141.56,109.48,351.08,179.31,351.08,175.54,188.75,109.48,179.31,Trinity_Hospital
83050,"Methemoglobin (hemoglobin) analysis, quantitative",,,83050,"Methemoglobin (hemoglobin) analysis, quantitative",,,97.5,73.13,56.55,181.35,92.63,181.35,90.68,97.5,56.55,92.63,Trinity_Hospital
83540,Iron level,,,83540,Iron level,,,107.5,80.63,62.35,199.95,102.13,199.95,99.98,107.5,62.35,102.13,Trinity_Hospital
83605,Lactic acid level,,,83605,Lactic acid level,,,234.5,175.88,136.01,436.17,222.78,436.17,218.09,234.5,136.01,222.78,Trinity_Hospital
83615,Lactate dehydrogenase (enzyme) level,,,83615,Lactate dehydrogenase (enzyme) level,,,100.75,75.56,58.44,187.4,95.71,187.4,93.7,100.75,58.44,95.71,Trinity_Hospital
83690,Lipase (fat enzyme) level,,,83690,Lipase (fat enzyme) level,,,145.75,109.31,84.54,271.1,138.46,271.1,135.55,145.75,84.54,138.46,Trinity_Hospital
83735,Magnesium level,,,83735,Magnesium level,,,109.5,82.13,63.51,203.67,104.03,203.67,101.84,109.5,63.51,104.03,Trinity_Hospital
83880,Natriuretic peptide (heart and blood vessel protein) level,,,83880,Natriuretic peptide (heart and blood vessel protein) level,,,334.75,251.06,194.16,622.64,318.01,622.64,311.32,334.75,194.16,318.01,Trinity_Hospital
83935,Urine osmolality (concentration) measurement,,,83935,Urine osmolality (concentration) measurement,,,102.25,76.69,59.31,190.19,97.14,190.19,95.09,102.25,59.31,97.14,Trinity_Hospital
83970,Parathormone (parathyroid hormone) level,,,83970,Parathormone (parathyroid hormone) level,,,401,300.75,232.58,745.86,380.95,745.86,372.93,401,232.58,380.95,Trinity_Hospital
84100,Phosphate level,,,84100,Phosphate level,,,100.75,75.56,58.44,187.4,95.71,187.4,93.7,100.75,58.44,95.71,Trinity_Hospital
84132,Blood potassium level,,,84132,Blood potassium level,,,100.75,75.56,58.44,187.4,95.71,187.4,93.7,100.75,58.44,95.71,Trinity_Hospital
84153,"PSA (prostate specific antigen) measurement, total",,,84153,"PSA (prostate specific antigen) measurement, total",,,226.75,170.06,131.52,421.76,215.41,421.76,210.88,226.75,131.52,215.41,Trinity_Hospital
84154,"PSA (prostate specific antigen) measurement, free",,,84154,"PSA (prostate specific antigen) measurement, free",,,194,145.5,112.52,360.84,184.3,360.84,180.42,194,112.52,184.3,Trinity_Hospital
84156,"Total protein level, urine",,,84156,"Total protein level, urine",,,57,42.75,33.06,106.02,54.15,106.02,53.01,57,33.06,54.15,Trinity_Hospital
84300,Urine sodium level,,,84300,Urine sodium level,,,73.75,55.31,42.78,137.18,70.06,137.18,68.59,73.75,42.78,70.06,Trinity_Hospital
84311,Chemical analysis using spectrophotometry (light),,,84311,Chemical analysis using spectrophotometry (light),,,109.75,82.31,63.66,204.14,104.26,204.14,102.07,109.75,63.66,104.26,Trinity_Hospital
84403,"Testosterone (hormone) level, total",,,84403,"Testosterone (hormone) level, total",,,285.25,213.94,165.45,530.57,270.99,530.57,265.28,285.25,165.45,270.99,Trinity_Hospital
84439,"Thyroxine (thyroid chemical), free",,,84439,"Thyroxine (thyroid chemical), free",,,156.5,117.38,90.77,291.09,148.68,291.09,145.55,156.5,90.77,148.68,Trinity_Hospital
84443,"Blood test, thyroid stimulating hormone (TSH)",,,84443,"Blood test, thyroid stimulating hormone (TSH)",,,209,156.75,121.22,388.74,198.55,388.74,194.37,209,121.22,198.55,Trinity_Hospital
84481,"Thyroid hormone, T3 measurement, free",,,84481,"Thyroid hormone, T3 measurement, free",,,265.5,199.13,153.99,493.83,252.23,493.83,246.92,265.5,153.99,252.23,Trinity_Hospital
84484,"Troponin (protein) analysis, quantitative",,,84484,"Troponin (protein) analysis, quantitative",,,329.75,247.31,191.26,613.34,313.26,613.34,306.67,329.75,191.26,313.26,Trinity_Hospital
84550,"Uric acid level, blood",,,84550,"Uric acid level, blood",,,104.25,78.19,60.47,193.91,99.04,193.91,96.95,104.25,60.47,99.04,Trinity_Hospital
85007,Microscopic examination for white blood cells with manual cell count,,,85007,Microscopic examination for white blood cells with manual cell count,,,81.5,61.13,47.27,151.59,77.43,151.59,75.8,81.5,47.27,77.43,Trinity_Hospital
85014,Red blood cell concentration measurement,,,85014,Red blood cell concentration measurement,,,69,51.75,40.02,128.34,65.55,128.34,64.17,69,40.02,65.55,Trinity_Hospital
85018,"Blood count, hemoglobin",,,85018,"Blood count, hemoglobin",,,70.75,53.06,41.04,131.6,67.21,131.6,65.8,70.75,41.04,67.21,Trinity_Hospital
85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",,,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test and automated differential white blood cell count",,,138.25,103.69,80.19,257.15,131.34,257.15,128.57,138.25,80.19,131.34,Trinity_Hospital
85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",,,85027,"Complete blood cell count (red cells, white blood cell, platelets), automated test",,,129.25,96.94,74.97,240.41,122.79,240.41,120.2,129.25,74.97,122.79,Trinity_Hospital
85046,"Red blood count automated, with additional calculations",,,85046,"Red blood count automated, with additional calculations",,,94.75,71.06,54.96,176.24,90.01,176.24,88.12,94.75,54.96,90.01,Trinity_Hospital
85379,"Coagulation function measurement, D-dimer; quantitative",,,85379,"Coagulation function measurement, D-dimer; quantitative",,,163.5,122.63,94.83,304.11,155.33,304.11,152.06,163.5,94.83,155.33,Trinity_Hospital
85610,"Blood test, clotting time",,,85610,"Blood test, clotting time",,,124.5,93.38,72.21,231.57,118.28,231.57,115.79,124.5,72.21,118.28,Trinity_Hospital
85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",,,85651,"Red blood cell sedimentation rate, to detect inflammation, non-automated",,,80.25,60.19,46.55,149.27,76.24,149.27,74.63,80.25,46.55,76.24,Trinity_Hospital
85730,"Coagulation assessment blood test, plasma or whole blood",,,85730,"Coagulation assessment blood test, plasma or whole blood",,,187.5,140.63,108.75,348.75,178.13,348.75,174.38,187.5,108.75,178.13,Trinity_Hospital
86038,Screening test for autoimmune disorder,,,86038,Screening test for autoimmune disorder,,,190.75,143.06,110.64,354.8,181.21,354.8,177.4,190.75,110.64,181.21,Trinity_Hospital
86140,Measurement C-reactive protein for detection of infection or inflammation,,,86140,Measurement C-reactive protein for detection of infection or inflammation,,,103.75,77.81,60.18,192.98,98.56,192.98,96.49,103.75,60.18,98.56,Trinity_Hospital
86200,Measurement of antibody for rheumatoid arthritis assessment,,,86200,Measurement of antibody for rheumatoid arthritis assessment,,,175.75,131.81,101.94,326.9,166.96,326.9,163.45,175.75,101.94,166.96,Trinity_Hospital
86430,Rheumatoid factor analysis,,,86430,Rheumatoid factor analysis,,,110,82.5,63.8,204.6,104.5,204.6,102.3,110,63.8,104.5,Trinity_Hospital
86769,Measure of severe acute respiratory syndrome coronavirus 2 (Covid-19) antibody,,,86769,Measure of severe acute respiratory syndrome coronavirus 2 (Covid-19) antibody,,,212.25,159.19,123.11,394.79,201.64,394.79,197.39,212.25,123.11,201.64,Trinity_Hospital
86850,Screening test for red blood cell antibodies,,,86850,Screening test for red blood cell antibodies,,,143,107.25,82.94,265.98,135.85,265.98,132.99,143,82.94,135.85,Trinity_Hospital
86900,Blood group typing (ABO),,,86900,Blood group typing (ABO),,,90.25,67.69,52.35,167.87,85.74,167.87,83.93,90.25,52.35,85.74,Trinity_Hospital
86901,Blood typing for Rh (D) antigen,,,86901,Blood typing for Rh (D) antigen,,,90.25,67.69,52.35,167.87,85.74,167.87,83.93,90.25,52.35,85.74,Trinity_Hospital
86920,"Blood unit compatibility test, immediate spin technique",,,86920,"Blood unit compatibility test, immediate spin technique",,,300.25,225.19,174.15,558.47,285.24,558.47,279.23,300.25,174.15,285.24,Trinity_Hospital
87040,Bacterial blood culture,,,87040,Bacterial blood culture,,,169.25,126.94,98.17,314.81,160.79,314.81,157.4,169.25,98.17,160.79,Trinity_Hospital
87070,"Bacterial culture, any other source except urine, blood or stool, aerobic",,,87070,"Bacterial culture, any other source except urine, blood or stool, aerobic",,,154,115.5,89.32,286.44,146.3,286.44,143.22,154,89.32,146.3,Trinity_Hospital
87077,Bacterial culture for aerobic isolates,,,87077,Bacterial culture for aerobic isolates,,,162.5,121.88,94.25,302.25,154.38,302.25,151.13,162.5,94.25,154.38,Trinity_Hospital
87086,"Bacterial colony count, urine",,,87086,"Bacterial colony count, urine",,,126.25,94.69,73.23,234.83,119.94,234.83,117.41,126.25,73.23,119.94,Trinity_Hospital
87186,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",,,87186,"Evaluation of antimicrobial drug (antibiotic, antifungal, antiviral), microdilution or agar dilution",,,148,111,85.84,275.28,140.6,275.28,137.64,148,85.84,140.6,Trinity_Hospital
87205,Special Gram or Giemsa stain for microorganism,,,87205,Special Gram or Giemsa stain for microorganism,,,77.5,58.13,44.95,144.15,73.63,144.15,72.08,77.5,44.95,73.63,Trinity_Hospital
87324,Detection test by immunoassay technique for Clostridium difficile toxins (stool pathogen),,,87324,Detection test by immunoassay technique for Clostridium difficile toxins (stool pathogen),,,203.25,152.44,117.89,378.05,193.09,378.05,189.02,203.25,117.89,193.09,Trinity_Hospital
