Run Date: 1/11/2022 2:58:27 PM,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,hospital
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,247,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,172.9,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,247,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,197.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,209.95,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,172.9,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,247,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,227.24,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,234.65,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
545,,97530 - Therapy procedure using functional activities,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,THERAPY PROCEDURE USING FUNCTIONAL ACTIVITIES,420,97530,1,119,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,119,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,83.3,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,119,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,95.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,101.15,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,83.3,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,119,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,109.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,113.05,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
546,,"97535 - Training for self-care or home management, each 15 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"TRAINING FOR SELF-CARE OR HOME MANAGEMENT, EACH 15 MINUTES",430,97535,1,112,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,112,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,78.4,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,112,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,89.6,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,95.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,78.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,112,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,103.04,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,106.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
547,,"97597 - Removal of tissue from wound, 20.0 sq cm or less",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"REMOVAL OF TISSUE FROM WOUND, 20.0 SQ CM OR LESS",420,97597,1,105,Community_Hospital_of_Anaconda
,2.0,"REMOVAL OF TISSUE FROM WOUND, 20.0 SQ CM OR LESS",981,97597,1,79.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,184.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,73.5,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,184.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,84,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,160.44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,73.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,184.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,156.45,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,99.75,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
548,,"97597 - Removal of tissue from wound, 20.0 sq cm or less",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"REMOVAL OF TISSUE FROM WOUND, 20.0 SQ CM OR LESS",420,97597,1,105,Community_Hospital_of_Anaconda
,2.0,"REMOVAL OF TISSUE FROM WOUND, 20.0 SQ CM OR LESS",981,97597,1,79.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,184.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,ATTENDING PHYSICIAN - not provided by facility (may be billed separately),,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,73.5,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,184.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,84,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,160.44,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,73.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,184.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,156.45,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,99.75,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
549,,"97605 - Therapy procedure using a special bandage and vacuum pump, surface area 50.0 sq cm or less",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE USING A SPECIAL BANDAGE AND VACUUM PUMP, SURFACE AREA 50.0 SQ CM OR LESS",420,97605,1,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,56.7,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,64.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,68.85,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,56.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,81,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,74.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,76.95,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
550,,"97605 - Therapy procedure using a special bandage and vacuum pump, surface area 50.0 sq cm or less",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE USING A SPECIAL BANDAGE AND VACUUM PUMP, SURFACE AREA 50.0 SQ CM OR LESS",420,97605,1,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,ATTENDING PHYSICIAN - not provided by facility (may be billed separately),,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,56.7,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,81,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,64.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,68.85,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,56.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,81,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,74.52,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,76.95,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
551,,"97606 - Therapy procedure using a special bandage and vacuum pump, surface area more than 50.0 sq cm",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE USING A SPECIAL BANDAGE AND VACUUM PUMP, SURFACE AREA MORE THAN 50.0 SQ CM",420,97606,1,106,Community_Hospital_of_Anaconda
,2.0,"THERAPY PROCEDURE USING A SPECIAL BANDAGE AND VACUUM PUMP, SURFACE AREA MORE THAN 50.0 SQ CM",960,97606,1,105.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,211.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,ATTENDING PHYSICIAN - not provided by facility (may be billed separately),,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,74.2,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,211.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,84.8,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,184.69,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,74.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,211.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,143.12,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,100.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
552,,"97802 - Therapy procedure for nutrition management, each 15 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE FOR NUTRITION MANAGEMENT, EACH 15 MINUTES",942,97802,1,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,26.18,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,29.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,31.79,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,26.18,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,37.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,34.41,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,35.53,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
553,,"97802 - Therapy procedure for nutrition management, each 15 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE FOR NUTRITION MANAGEMENT, EACH 15 MINUTES",942,97802,1,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,26.18,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,37.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,29.92,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,31.79,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,26.18,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,37.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,34.41,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,35.53,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
554,,"97803 - Therapy procedure reassessment for nutrition management, each 15 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE REASSESSMENT FOR NUTRITION MANAGEMENT, EACH 15 MINUTES",942,97803,1,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,19.67,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,22.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,23.89,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,19.67,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,28.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,25.85,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,26.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
555,,"97803 - Therapy procedure reassessment for nutrition management, each 15 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"THERAPY PROCEDURE REASSESSMENT FOR NUTRITION MANAGEMENT, EACH 15 MINUTES",942,97803,1,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,19.67,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,28.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,22.48,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,23.89,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,19.67,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,28.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,25.85,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,26.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
556,,"98968 - Telephone medical discussion provided by nonphysician professional, 21-30 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"TELEPHONE MEDICAL DISCUSSION PROVIDED BY NONPHYSICIAN PROFESSIONAL, 21-30 MINUTES",983,98968,1,225.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,225.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,62.7,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,225.2,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,202.68,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,225.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,62.7,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
557,,99195 - Drawing of blood for a medical problem,,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,DRAWING OF BLOOD FOR A MEDICAL PROBLEM,940,99195,1,135,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,135,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,94.5,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,135,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable ALLEGIANCE PROVIDER DIRECT,,,,108,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,114.75,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS MT BLUE OPTIONS,,,,94.5,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,135,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,124.2,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable UHC,,,,128.25,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
558,,99385 - Initial new patient preventive medicine evaluation (18-39 years),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INITIAL NEW PATIENT PREVENTIVE MEDICINE EVALUATION (18-39 YEARS),983,99385,1,313,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,313,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,160.17,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,313,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,281.7,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,313,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,160.17,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
559,,99386 - Initial new patient preventive medicine evaluation (40-64 years),,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,INITIAL NEW PATIENT PREVENTIVE MEDICINE EVALUATION (40-64 YEARS),983,99386,1,379.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,379.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,194.37,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,379.1,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,341.19,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,379.1,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,194.37,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
560,,"99406 - Smoking and tobacco use intensive counseling, 4-10 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"SMOKING AND TOBACCO USE INTENSIVE COUNSELING, 4-10 MINUTES",960,99406,1,38.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,38.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Minimum Estimated Negotiated Allowable,,,,19.95,Community_Hospital_of_Anaconda
,,Maximum Estimated Negotiated Allowable,,,,38.4,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS CLOSED/POS PLAN NETWORK,,,,34.56,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable BCBS TRADITIONAL NETWORK,,,,38.4,Community_Hospital_of_Anaconda
,,Estimated Negotiated Allowable PACIFICSOURCE HEALTH PLANS,,,,19.95,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,Primary Service and Ancillary Services,Rev Code,CPT / HCPCS / ICD-10 Code,Average Unit Count,Charge,Community_Hospital_of_Anaconda
561,,"99407 - Smoking and tobacco use intensive counseling, more than 10 minutes",,,,,Community_Hospital_of_Anaconda
,,SERVICE TYPE: OUTPATIENT,,,,,Community_Hospital_of_Anaconda
,1.0,"SMOKING AND TOBACCO USE INTENSIVE COUNSELING, MORE THAN 10 MINUTES",960,99407,1,81.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,Total of Charges:,81.5,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
,,,,,,,Community_Hospital_of_Anaconda
