BIG HORN HOSPITAL ASSOCIATION,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,hospital
8350324,RAD FEE/MR UPPER EXT JOINT/W-WO(PRO,"73223,26",2019-07-01 00:00:00,,MRI Pro Fees,,372.93,298.344,96.96180000000001,361.7421,354.2835,% OF CHARGE,177.29,FEE SCHEDULE,275.9682,% OF CHARGES,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,298.344,% OF CHARGE,354.2835,% OF CHARGE,354.2835,% OF CHARGE,354.2835,% OF CHARGE,354.2835,% OF CHARGE,361.7421,% OF CHARGE,275.9682,% OF CHARGE,275.9682,% OF CHARGE,275.9682,% OF CHARGE,354.2835,% OF CHARGES,354.2835,% OF CHARGES,275.9682,% OF CHARGES,275.9682,% OF CHARGES,354.2835,% OF CHARGES,354.2835,% OF CHARGE,275.9682,% OF CHARGE,197.65290000000002,% OF CHARGE,96.96180000000001,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660343,RAD FEE/HIP UNI 1 VIEW,"73501,26",2019-07-01 00:00:00,,Radiology Pro Fee,,32.87,26.296,8.546199999999999,31.883899999999997,31.226499999999994,% OF CHARGE,15.75,FEE SCHEDULE,24.3238,% OF CHARGES,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,26.296,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.883899999999997,% OF CHARGE,24.3238,% OF CHARGE,24.3238,% OF CHARGE,24.3238,% OF CHARGE,31.226499999999994,% OF CHARGES,31.226499999999994,% OF CHARGES,24.3238,% OF CHARGES,24.3238,% OF CHARGES,31.226499999999994,% OF CHARGES,31.226499999999994,% OF CHARGE,24.3238,% OF CHARGE,17.4211,% OF CHARGE,8.546199999999999,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660822,RAD FEE/PELVIS-HIPS CHILD<5YRS 2 VI,"73502,26",2019-07-01 00:00:00,,Radiology Pro Fee,,38.81,31.048000000000002,10.0906,37.6457,36.8695,% OF CHARGE,18.66,FEE SCHEDULE,28.7194,% OF CHARGES,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,31.048000000000002,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,37.6457,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,36.8695,% OF CHARGES,36.8695,% OF CHARGES,28.7194,% OF CHARGES,28.7194,% OF CHARGES,36.8695,% OF CHARGES,36.8695,% OF CHARGE,28.7194,% OF CHARGE,20.569300000000002,% OF CHARGE,10.0906,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660350,RAD FEE/HIP UNI W/PELVIS 2 VIEW,"73502,26",2019-07-01 00:00:00,,Radiology Pro Fee,,38.81,31.048000000000002,10.0906,37.6457,36.8695,% OF CHARGE,18.66,FEE SCHEDULE,28.7194,% OF CHARGES,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,18.66,FEE SCHEDULE,31.048000000000002,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,36.8695,% OF CHARGE,37.6457,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,28.7194,% OF CHARGE,36.8695,% OF CHARGES,36.8695,% OF CHARGES,28.7194,% OF CHARGES,28.7194,% OF CHARGES,36.8695,% OF CHARGES,36.8695,% OF CHARGE,28.7194,% OF CHARGE,20.569300000000002,% OF CHARGE,10.0906,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660923,RAD FEE/HIP W/PELVIS BILATERAL 3-4 VIEWS,"73522,26",2019-07-01 00:00:00,,Radiology Pro Fee,,52.64,42.112,13.6864,51.0608,50.007999999999996,% OF CHARGE,24.49,FEE SCHEDULE,38.9536,% OF CHARGES,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,24.49,FEE SCHEDULE,42.112,% OF CHARGE,50.007999999999996,% OF CHARGE,50.007999999999996,% OF CHARGE,50.007999999999996,% OF CHARGE,50.007999999999996,% OF CHARGE,51.0608,% OF CHARGE,38.9536,% OF CHARGE,38.9536,% OF CHARGE,38.9536,% OF CHARGE,50.007999999999996,% OF CHARGES,50.007999999999996,% OF CHARGES,38.9536,% OF CHARGES,38.9536,% OF CHARGES,50.007999999999996,% OF CHARGES,50.007999999999996,% OF CHARGE,38.9536,% OF CHARGE,27.8992,% OF CHARGE,13.6864,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660924,RAD FEE/FEMUR 1 VIEW,"73551,26",2019-07-01 00:00:00,,Radiology Pro Fee,,29.3,23.44,7.618,28.421,27.835,% OF CHARGE,14,FEE SCHEDULE,21.682,% OF CHARGES,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,23.44,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,28.421,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,27.835,% OF CHARGES,27.835,% OF CHARGES,21.682,% OF CHARGES,21.682,% OF CHARGES,27.835,% OF CHARGES,27.835,% OF CHARGE,21.682,% OF CHARGE,15.529000000000002,% OF CHARGE,7.618,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660244,RAD FEE/FEMUR 2 VIEWS,"73552,26",2019-07-01 00:00:00,,Radiology Pro Fee,,31.68,25.344,8.2368,30.729599999999998,30.096,% OF CHARGE,15.16,FEE SCHEDULE,23.4432,% OF CHARGES,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,25.344,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.729599999999998,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,30.096,% OF CHARGES,30.096,% OF CHARGES,23.4432,% OF CHARGES,23.4432,% OF CHARGES,30.096,% OF CHARGES,30.096,% OF CHARGE,23.4432,% OF CHARGE,16.7904,% OF CHARGE,8.2368,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660392,RAD FEE/KNEE 1-2 VIEWS,"73560,26",2019-07-01 00:00:00,,Radiology Pro Fee,,29.3,23.44,7.618,28.421,27.835,% OF CHARGE,14,FEE SCHEDULE,21.682,% OF CHARGES,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,23.44,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,28.421,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,27.835,% OF CHARGES,27.835,% OF CHARGES,21.682,% OF CHARGES,21.682,% OF CHARGES,27.835,% OF CHARGES,27.835,% OF CHARGE,21.682,% OF CHARGE,15.529000000000002,% OF CHARGE,7.618,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660384,RAD FEE/KNEE 3 VIEWS,"73562,26",2019-07-01 00:00:00,,Radiology Pro Fee,,32.87,26.296,8.546199999999999,31.883899999999997,31.226499999999994,% OF CHARGE,15.75,FEE SCHEDULE,24.3238,% OF CHARGES,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,15.75,FEE SCHEDULE,26.296,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.226499999999994,% OF CHARGE,31.883899999999997,% OF CHARGE,24.3238,% OF CHARGE,24.3238,% OF CHARGE,24.3238,% OF CHARGE,31.226499999999994,% OF CHARGES,31.226499999999994,% OF CHARGES,24.3238,% OF CHARGES,24.3238,% OF CHARGES,31.226499999999994,% OF CHARGES,31.226499999999994,% OF CHARGE,24.3238,% OF CHARGE,17.4211,% OF CHARGE,8.546199999999999,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660400,RAD FEE/KNEE BILATERAL STANDING,"73565,26",2019-07-01 00:00:00,,Radiology Pro Fee,,30.49,24.392,7.9274,29.5753,28.9655,% OF CHARGE,14.58,FEE SCHEDULE,22.5626,% OF CHARGES,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,24.392,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,29.5753,% OF CHARGE,22.5626,% OF CHARGE,22.5626,% OF CHARGE,22.5626,% OF CHARGE,28.9655,% OF CHARGES,28.9655,% OF CHARGES,22.5626,% OF CHARGES,22.5626,% OF CHARGES,28.9655,% OF CHARGES,28.9655,% OF CHARGE,22.5626,% OF CHARGE,16.1597,% OF CHARGE,7.9274,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660715,RAD FEE/TIBIA/FIBULA 2 VIEWS,"73590,26",2019-07-01 00:00:00,,Radiology Pro Fee,,28.12,22.496000000000002,7.3112,27.2764,26.714,% OF CHARGE,13.41,FEE SCHEDULE,20.8088,% OF CHARGES,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,22.496000000000002,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,27.2764,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,26.714,% OF CHARGES,26.714,% OF CHARGES,20.8088,% OF CHARGES,20.8088,% OF CHARGES,26.714,% OF CHARGES,26.714,% OF CHARGE,20.8088,% OF CHARGE,14.9036,% OF CHARGE,7.3112,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660806,RAD FEE/LOWER LEG INFANT<12MOS/2 VI,"73592,26",2019-07-01 00:00:00,,Radiology Pro Fee,,28.12,22.496000000000002,7.3112,27.2764,26.714,% OF CHARGE,13.41,FEE SCHEDULE,20.8088,% OF CHARGES,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,22.496000000000002,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,27.2764,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,26.714,% OF CHARGES,26.714,% OF CHARGES,20.8088,% OF CHARGES,20.8088,% OF CHARGES,26.714,% OF CHARGES,26.714,% OF CHARGE,20.8088,% OF CHARGE,14.9036,% OF CHARGE,7.3112,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660053,RAD FEE/ANKLE 2 VIEWS,"73600,26",2019-07-01 00:00:00,,Radiology Pro Fee,,29.3,23.44,7.618,28.421,27.835,% OF CHARGE,14,FEE SCHEDULE,21.682,% OF CHARGES,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,23.44,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,28.421,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,27.835,% OF CHARGES,27.835,% OF CHARGES,21.682,% OF CHARGES,21.682,% OF CHARGES,27.835,% OF CHARGES,27.835,% OF CHARGE,21.682,% OF CHARGE,15.529000000000002,% OF CHARGE,7.618,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660046,RAD FEE/ANKLE MINIMUM 3 VIEWS,"73610,26",2019-07-01 00:00:00,,Radiology Pro Fee,,30.49,24.392,7.9274,29.5753,28.9655,% OF CHARGE,14.58,FEE SCHEDULE,22.5626,% OF CHARGES,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,14.58,FEE SCHEDULE,24.392,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,28.9655,% OF CHARGE,29.5753,% OF CHARGE,22.5626,% OF CHARGE,22.5626,% OF CHARGE,22.5626,% OF CHARGE,28.9655,% OF CHARGES,28.9655,% OF CHARGES,22.5626,% OF CHARGES,22.5626,% OF CHARGES,28.9655,% OF CHARGES,28.9655,% OF CHARGE,22.5626,% OF CHARGE,16.1597,% OF CHARGE,7.9274,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660285,RAD FEE/FOOT 2 VIEWS,"73620,26",2019-07-01 00:00:00,,Radiology Pro Fee,,26.93,21.544,7.0018,26.1221,25.583499999999997,% OF CHARGE,12.83,FEE SCHEDULE,19.9282,% OF CHARGES,12.83,FEE SCHEDULE,12.83,FEE SCHEDULE,12.83,FEE SCHEDULE,12.83,FEE SCHEDULE,21.544,% OF CHARGE,25.583499999999997,% OF CHARGE,25.583499999999997,% OF CHARGE,25.583499999999997,% OF CHARGE,25.583499999999997,% OF CHARGE,26.1221,% OF CHARGE,19.9282,% OF CHARGE,19.9282,% OF CHARGE,19.9282,% OF CHARGE,25.583499999999997,% OF CHARGES,25.583499999999997,% OF CHARGES,19.9282,% OF CHARGES,19.9282,% OF CHARGES,25.583499999999997,% OF CHARGES,25.583499999999997,% OF CHARGE,19.9282,% OF CHARGE,14.2729,% OF CHARGE,7.0018,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660277,RAD FEE/FOOT MINIMUM 3 VIEWS,"73630,26",2019-07-01 00:00:00,,Radiology Pro Fee,,29.3,23.44,7.618,28.421,27.835,% OF CHARGE,14,FEE SCHEDULE,21.682,% OF CHARGES,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,14,FEE SCHEDULE,23.44,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,27.835,% OF CHARGE,28.421,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,21.682,% OF CHARGE,27.835,% OF CHARGES,27.835,% OF CHARGES,21.682,% OF CHARGES,21.682,% OF CHARGES,27.835,% OF CHARGES,27.835,% OF CHARGE,21.682,% OF CHARGE,15.529000000000002,% OF CHARGE,7.618,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660137,RAD FEE/CALCANEOUS (HEEL),"73650,26",2019-07-01 00:00:00,,Radiology Pro Fee,,28.12,22.496000000000002,7.3112,27.2764,26.714,% OF CHARGE,13.41,FEE SCHEDULE,20.8088,% OF CHARGES,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,13.41,FEE SCHEDULE,22.496000000000002,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,26.714,% OF CHARGE,27.2764,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,20.8088,% OF CHARGE,26.714,% OF CHARGES,26.714,% OF CHARGES,20.8088,% OF CHARGES,20.8088,% OF CHARGES,26.714,% OF CHARGES,26.714,% OF CHARGE,20.8088,% OF CHARGE,14.9036,% OF CHARGE,7.3112,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660723,RAD FEE/TOES MINIMUM 2 VIEWS,"73660,26",2019-07-01 00:00:00,,Radiology Pro Fee,,23.33,18.663999999999998,6.065799999999999,22.6301,22.1635,% OF CHARGE,11.08,FEE SCHEDULE,17.2642,% OF CHARGES,11.08,FEE SCHEDULE,11.08,FEE SCHEDULE,11.08,FEE SCHEDULE,11.08,FEE SCHEDULE,18.663999999999998,% OF CHARGE,22.1635,% OF CHARGE,22.1635,% OF CHARGE,22.1635,% OF CHARGE,22.1635,% OF CHARGE,22.6301,% OF CHARGE,17.2642,% OF CHARGE,17.2642,% OF CHARGE,17.2642,% OF CHARGE,22.1635,% OF CHARGES,22.1635,% OF CHARGES,17.2642,% OF CHARGES,17.2642,% OF CHARGES,22.1635,% OF CHARGES,22.1635,% OF CHARGE,17.2642,% OF CHARGE,12.3649,% OF CHARGE,6.065799999999999,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050163,RAD FEE/CT LOWER EXTREMITY WO/CONTR,"73700,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,174.57,139.656,45.3882,169.3329,165.8415,% OF CHARGE,82.81,FEE SCHEDULE,129.18179999999998,% OF CHARGES,82.81,FEE SCHEDULE,82.81,FEE SCHEDULE,82.81,FEE SCHEDULE,82.81,FEE SCHEDULE,139.656,% OF CHARGE,165.8415,% OF CHARGE,165.8415,% OF CHARGE,165.8415,% OF CHARGE,165.8415,% OF CHARGE,169.3329,% OF CHARGE,129.18179999999998,% OF CHARGE,129.18179999999998,% OF CHARGE,129.18179999999998,% OF CHARGE,165.8415,% OF CHARGES,165.8415,% OF CHARGES,129.18179999999998,% OF CHARGES,129.18179999999998,% OF CHARGES,165.8415,% OF CHARGES,165.8415,% OF CHARGE,129.18179999999998,% OF CHARGE,92.5221,% OF CHARGE,45.3882,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050171,RAD FEE/CT LOWER EXTREMITY W/CONTRA,"73701,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,202.69,162.152,52.699400000000004,196.6093,192.5555,% OF CHARGE,95.64,FEE SCHEDULE,149.9906,% OF CHARGES,95.64,FEE SCHEDULE,95.64,FEE SCHEDULE,95.64,FEE SCHEDULE,95.64,FEE SCHEDULE,162.15200000000002,% OF CHARGE,192.5555,% OF CHARGE,192.5555,% OF CHARGE,192.5555,% OF CHARGE,192.5555,% OF CHARGE,196.6093,% OF CHARGE,149.9906,% OF CHARGE,149.9906,% OF CHARGE,149.9906,% OF CHARGE,192.5555,% OF CHARGES,192.5555,% OF CHARGES,149.9906,% OF CHARGES,149.9906,% OF CHARGES,192.5555,% OF CHARGES,192.5555,% OF CHARGE,149.9906,% OF CHARGE,107.4257,% OF CHARGE,52.699400000000004,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8050270,RAD FEE/CT LOWER EXTREMITY W/WO,"73702,26",2019-07-01 00:00:00,, CT Scan Pro Fee,,211,168.8,54.86,204.67,200.45,% OF CHARGE,100.31,FEE SCHEDULE,156.14,% OF CHARGES,100.31,FEE SCHEDULE,100.31,FEE SCHEDULE,100.31,FEE SCHEDULE,100.31,FEE SCHEDULE,168.8,% OF CHARGE,200.45,% OF CHARGE,200.45,% OF CHARGE,200.45,% OF CHARGE,200.45,% OF CHARGE,204.67,% OF CHARGE,156.14,% OF CHARGE,156.14,% OF CHARGE,156.14,% OF CHARGE,200.45,% OF CHARGES,200.45,% OF CHARGES,156.14,% OF CHARGES,156.14,% OF CHARGES,200.45,% OF CHARGES,200.45,% OF CHARGE,156.14,% OF CHARGE,111.83000000000001,% OF CHARGE,54.86,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350332,RAD FEE/MR LOWER EXT/WO (PROF),"73718,26",2019-07-01 00:00:00,,MRI Pro Fees,,234.33,187.464,60.9258,227.30010000000001,222.6135,% OF CHARGE,111.39,FEE SCHEDULE,173.4042,% OF CHARGES,111.39,FEE SCHEDULE,111.39,FEE SCHEDULE,111.39,FEE SCHEDULE,111.39,FEE SCHEDULE,187.46400000000003,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,222.6135,% OF CHARGE,227.30010000000001,% OF CHARGE,173.4042,% OF CHARGE,173.4042,% OF CHARGE,173.4042,% OF CHARGE,222.6135,% OF CHARGES,222.6135,% OF CHARGES,173.4042,% OF CHARGES,173.4042,% OF CHARGES,222.6135,% OF CHARGES,222.6135,% OF CHARGE,173.4042,% OF CHARGE,124.19490000000002,% OF CHARGE,60.9258,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350340,RAD FEE/MR LOWER EXT/W (PROF),"73719,26",2019-07-01 00:00:00,,MRI Pro Fees,,281.49,225.192,73.18740000000001,273.0453,267.4155,% OF CHARGE,134.72,FEE SCHEDULE,208.3026,% OF CHARGES,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,134.72,FEE SCHEDULE,225.192,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,267.4155,% OF CHARGE,273.0453,% OF CHARGE,208.3026,% OF CHARGE,208.3026,% OF CHARGE,208.3026,% OF CHARGE,267.4155,% OF CHARGES,267.4155,% OF CHARGES,208.3026,% OF CHARGES,208.3026,% OF CHARGES,267.4155,% OF CHARGES,267.4155,% OF CHARGE,208.3026,% OF CHARGE,149.18970000000002,% OF CHARGE,73.18740000000001,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350357,RAD FEE/MR LOWER EXT/W-WO (PROF),"73720,26",2019-07-01 00:00:00,,MRI Pro Fees,,371.75,297.4,96.655,360.59749999999997,353.16249999999997,% OF CHARGE,176.71,FEE SCHEDULE,275.09499999999997,% OF CHARGES,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,176.71,FEE SCHEDULE,297.40000000000003,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,360.59749999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,353.16249999999997,% OF CHARGES,353.16249999999997,% OF CHARGES,275.09499999999997,% OF CHARGES,275.09499999999997,% OF CHARGES,353.16249999999997,% OF CHARGES,353.16249999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,197.0275,% OF CHARGE,96.655,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350365,RAD FEE/MR LOWER EXT JOINT/WO (PROF,"73721,26",2019-07-01 00:00:00,,MRI Pro Fees,,236.74,189.392,61.552400000000006,229.6378,224.903,% OF CHARGE,111.97,FEE SCHEDULE,175.1876,% OF CHARGES,111.97,FEE SCHEDULE,111.97,FEE SCHEDULE,111.97,FEE SCHEDULE,111.97,FEE SCHEDULE,189.39200000000002,% OF CHARGE,224.903,% OF CHARGE,224.903,% OF CHARGE,224.903,% OF CHARGE,224.903,% OF CHARGE,229.6378,% OF CHARGE,175.1876,% OF CHARGE,175.1876,% OF CHARGE,175.1876,% OF CHARGE,224.903,% OF CHARGES,224.903,% OF CHARGES,175.1876,% OF CHARGES,175.1876,% OF CHARGES,224.903,% OF CHARGES,224.903,% OF CHARGE,175.1876,% OF CHARGE,125.47220000000002,% OF CHARGE,61.552400000000006,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350373,RAD FEE/MR LOWER EXT JOINT/W (PROF),"73722,26",2019-07-01 00:00:00,,MRI Pro Fees,,282.68,226.144,73.49680000000001,274.1996,268.546,% OF CHARGE,135.3,FEE SCHEDULE,209.1832,% OF CHARGES,135.3,FEE SCHEDULE,135.3,FEE SCHEDULE,135.3,FEE SCHEDULE,135.3,FEE SCHEDULE,226.144,% OF CHARGE,268.546,% OF CHARGE,268.546,% OF CHARGE,268.546,% OF CHARGE,268.546,% OF CHARGE,274.1996,% OF CHARGE,209.1832,% OF CHARGE,209.1832,% OF CHARGE,209.1832,% OF CHARGE,268.546,% OF CHARGES,268.546,% OF CHARGES,209.1832,% OF CHARGES,209.1832,% OF CHARGES,268.546,% OF CHARGES,268.546,% OF CHARGE,209.1832,% OF CHARGE,149.8204,% OF CHARGE,73.49680000000001,% OF CHARGE,Big_Horn_County_Memorial_Hospital
8350381,RAD FEE/MR LOWER EXT JOINT/W-WO(PRO,"73723,26",2019-07-01 00:00:00,,MRI Pro Fees,,371.75,297.4,96.655,360.59749999999997,353.16249999999997,% OF CHARGE,177.29,FEE SCHEDULE,275.09499999999997,% OF CHARGES,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,177.29,FEE SCHEDULE,297.40000000000003,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,353.16249999999997,% OF CHARGE,360.59749999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,353.16249999999997,% OF CHARGES,353.16249999999997,% OF CHARGES,275.09499999999997,% OF CHARGES,275.09499999999997,% OF CHARGES,353.16249999999997,% OF CHARGES,353.16249999999997,% OF CHARGE,275.09499999999997,% OF CHARGE,197.0275,% OF CHARGE,96.655,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660012,RAD FEE/ABDOMEN (KUB),"74018,26",2019-07-01 00:00:00,,Radiology Pro Fee,,31.68,25.344,8.2368,30.729599999999998,30.096,% OF CHARGE,15.16,FEE SCHEDULE,23.4432,% OF CHARGES,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,15.16,FEE SCHEDULE,25.344,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.096,% OF CHARGE,30.729599999999998,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,23.4432,% OF CHARGE,30.096,% OF CHARGES,30.096,% OF CHARGES,23.4432,% OF CHARGES,23.4432,% OF CHARGES,30.096,% OF CHARGES,30.096,% OF CHARGE,23.4432,% OF CHARGE,16.7904,% OF CHARGE,8.2368,% OF CHARGE,Big_Horn_County_Memorial_Hospital
7660927,RAD FEE/ABDOMEN 2 VIEWS,"74019,26",2019-07-01 00:00:00,,Radiology Pro Fee,,40,32,10.4,38.8,38,% OF CHARGE,19.25,FEE SCHEDULE,29.6,% OF CHARGES,19.25,FEE SCHEDULE,19.25,FEE SCHEDULE,19.25,FEE SCHEDULE,19.25,FEE SCHEDULE,32,% OF CHARGE,38,% OF CHARGE,38,% OF CHARGE,38,% OF CHARGE,38,% OF CHARGE,38.8,% OF CHARGE,29.6,% OF CHARGE,29.6,% OF CHARGE,29.6,% OF CHARGE,38,% OF CHARGES,38,% OF CHARGES,29.6,% OF CHARGES,29.6,% OF CHARGES,38,% OF CHARGES,38,% OF CHARGE,29.6,% OF CHARGE,21.200000000000003,% OF CHARGE,10.4,% OF CHARGE,Big_Horn_County_Memorial_Hospital
