PROC NUMBER + PRICE MOD,PROCEDURE NAME,BASE PRICE,UNIT PRICE,hospital
69915,VESTIBULAR NERVE SECTION TRANSLABYRINTHINE APPRCH,,5447.0,Sidney_Health_Center
69930,COCHLEAR DEVICE IMPLANTATION WWO MASTOIDECTOMY,,5386.0,Sidney_Health_Center
69950,VESTIBULAR NERVE SECTION TRANSCRANIAL APPRCH,,5409.0,Sidney_Health_Center
69955,TOTAL FACIAL NERVE DECOMPRESSION &amp; OR RPR (MAY INCLUDE GRAFT),,5984.0,Sidney_Health_Center
69960,DECOMPRESSION INT AUDITORY CANAL,,5827.0,Sidney_Health_Center
69970,REMVL TUMOR TEMPORAL BONE,,6467.0,Sidney_Health_Center
69990,MICROSURGICAL TECHNIQUES REQUIRING OPERATING MICROSCOPE,,1016.0,Sidney_Health_Center
7011026,RADIOLOGIC EXAM MANDIBLE COMP MINIMUM 4 VIEWS,,82.0,Sidney_Health_Center
76801,US PREG UTER REAL TIME WIMAGE DOC FETAL &amp; MATERNAL 1ST TRIMEST TRANSA,,236.0,Sidney_Health_Center
76805,US PREG UTER RLTIME WIMAGE DOC FETAL &amp; MATERNL 1ST TRIMST TRANSABDM S,,332.0,Sidney_Health_Center
7694226,US GUIDANCE NEEDLE PLACE RADIOLOGICAL S&amp;I,,132.0,Sidney_Health_Center
81001,URINALYSIS DIP STICK TABLET REAGENT AUTOMATED WMICROSCOPY,,26.0,Sidney_Health_Center
81002.01,NC UA,,0.0,Sidney_Health_Center
81002,URINALYSIS DIP STICK TABLET REAGENT NON-AUTOMATED WO MICROSCOPY,,20.0,Sidney_Health_Center
81003.001,URINALYSIS MACROSCOPIC,,19.0,Sidney_Health_Center
81025.001,PREGNANCY SCRN UR QUALITA,,33.0,Sidney_Health_Center
82274.001,LV FECAL OCCULT BLOOD,,46.0,Sidney_Health_Center
82274.002,FECAL OCCULT BLOOD SCREENING ICT X3,,46.0,Sidney_Health_Center
82947,GLUCOSE QUANTITATIVE BLOOD (EXCEPT REAGENT STRIP),,51.0,Sidney_Health_Center
82948.001,GLUCOSE,,9.0,Sidney_Health_Center
82962.001,BEDSIDE GLUCOSE,,12.0,Sidney_Health_Center
82962,GLUCOSE BLOOD GLUCOSE MONITOR DEVICE CLEARED BY FDA FOR HOME USE,,12.0,Sidney_Health_Center
83036.001,HEMOGLOBIN A1C,,49.0,Sidney_Health_Center
83036,HEMOGLOBIN GLYCOSYLATED (A1C),,49.0,Sidney_Health_Center
83655.002,LEAD WHOLE BLOOD,,57.0,Sidney_Health_Center
83655,LEAD,,57.0,Sidney_Health_Center
84112.001,PLACENTA ALPHA MICROGLOBULIN-1,,134.0,Sidney_Health_Center
85018.001,HEMOGLOBIN,,18.0,Sidney_Health_Center
85018,BLOOD COUNT HEMOGLOBIN,,18.0,Sidney_Health_Center
85610.001,PROTHROMBIN TIME (PT),,22.0,Sidney_Health_Center
87210.001,WET PREP,,30.0,Sidney_Health_Center
87210.003,KOH PREP BAL BRONCH WASH OR VAGINAL,,30.0,Sidney_Health_Center
87210.004,FERN TEST,,30.0,Sidney_Health_Center
87449.004,EIA QUAL SEMIQUANT MULTIPLE STEP,,80.0,Sidney_Health_Center
87493,CLOSTRIDIUM DIFFICILE,,208.0,Sidney_Health_Center
87804,INFECTIOUS AGENT IMMUNOASSAY DIRECT OBSERVATION INFLUENZA,,49.0,Sidney_Health_Center
87808,TRICHOMONAS VAGINALIS,,41.0,Sidney_Health_Center
87880.002,RAPID STREP ONLY,,56.0,Sidney_Health_Center
87880,INFECTIOUS AGENT IMMUNOASSAY DIRECT OBSERVATION STREPOCOCCUS GROUP A,,56.0,Sidney_Health_Center
87905,SIALIDASE ENZYME ASSAY,,48.0,Sidney_Health_Center
90378,RESPIRATORY SYNCYTIAL VIRUS IMMUNE GLOBULIN (RSV-IGM) IM USE 50 MG EA,,2799.0,Sidney_Health_Center
90460,IMM AD THRU 18 YR 1ST VAC TOX,,52.0,Sidney_Health_Center
90461,IMM ADMIN THRU 18 YRS EACH ADD,,31.0,Sidney_Health_Center
90471,IMMUNIZATION ADMINISTRATION 1 SNGL COMBINATION VACCINE TOXOID,,53.0,Sidney_Health_Center
90471,IMMUNIZATION ADMINISTRATION 1 SNGL COMBINATION VACCINE TOXOID,,42.0,Sidney_Health_Center
90471FLU,IMMUNIZATION ADMINISTRATION 1 SNGL COMBINATION VACCINE TOXOID,,14.0,Sidney_Health_Center
90471MTPP,IMMUNIZATION ADMINISTRATION 1 SNGL COMBINATION VACCINE TOXOID,,27.0,Sidney_Health_Center
90471SL,IMMUNIZATION ADMINISTRATION 1 SNGL COMBINATION VACCINE TOXOID,,0.0,Sidney_Health_Center
90472,IMMUNIZATION ADMINISTRATION EACH ADDL SNGL COMBINATION VACCINE TOXOID,,36.0,Sidney_Health_Center
90472MTPP,IMMUNIZATION ADMINISTRATION EACH ADDL SNGL COMBINATION VACCINE TOXOID,,15.0,Sidney_Health_Center
90472SL,IMMUNIZATION ADMINISTRATION EACH ADDL SNGL COMBINATION VACCINE TOXOID,,0.0,Sidney_Health_Center
90473,IMMUNIZATION ADMINISTRATION INTRANASAL ORAL 1 SNGL COMBINATION VACCINE,,48.0,Sidney_Health_Center
90473FLU,IMMUNIZATION ADMINISTRATION INTRANASAL ORAL 1 SNGL COMBINATION VACCINE,,14.0,Sidney_Health_Center
90474,IMMUNIZATION ADMINISTRATION INTRANASAL ORAL EA ADDL SNGL COMBINATION V,,20.0,Sidney_Health_Center
90620,MENINGOCOCCAL RECOMB PROTEIN&amp;OUTER MEMBRN VESICAL SEROGRP B 2 DOSE IM,,529.0,Sidney_Health_Center
90621,MENINGOCOCCAL RECOMBINANT LIPOPROTEIN VACCINE SEROGROUP B 3 DOSE IM,,161.0,Sidney_Health_Center
90632,HEPATITIS A VACCINE ADULT DOSAGE IM USE,,127.0,Sidney_Health_Center
90633,HEPATITIS A VACCINE PED ADOLESCENT DOSAGE-2 DOSE SCHEDULE IM USE,,72.0,Sidney_Health_Center
90633SL,HEPATITIS A VACCINE PED ADOLESCENT DOSAGE-2 DOSE SCHEDULE IM USE,,0.0,Sidney_Health_Center
90634,HEPATITIS A VACCINE PED ADOLESCENT DOSAGE-3 DOSE SCHEDULE IM USE,,100.0,Sidney_Health_Center
90647,HEMOPHILUS INFLUENZA B VACCINE PRP-OMP 3 DOSE SCHEDULE IM USE,,62.0,Sidney_Health_Center
90647SL,HEMOPHILUS INFLUENZA B VACCINE PRP-OMP 3 DOSE SCHEDULE IM USE,,0.0,Sidney_Health_Center
90648,HEMOPHILUS INFLUENZA B VACCINE(HIB) PRP-T CONJUGATE(4 DOSE SCHEDULE) I,,50.0,Sidney_Health_Center
90649,HPV VACCINE QUADRIVALENT 3 DOSE FOR IM USE,,293.0,Sidney_Health_Center
90649SL,HPV VACCINE QUADRIVALENT 3 DOSE FOR IM USE,,0.0,Sidney_Health_Center
90653,CDMR FLU VACCINE ADJUVANT IM,,35.0,Sidney_Health_Center
90655,INFLUENZA VIRUS VACCINE SPLIT PRESERVATIVE FREE 0.25 ML DOSAGE IM USE,,15.0,Sidney_Health_Center
90655SL,INFLUENZA VIRUS VACCINE SPLIT PRESERVATIVE FREE 0.25 ML DOSAGE IM USE,,0.0,Sidney_Health_Center
90656,INFLUENZA VIRUS VACCINE SPLIT PRESERVATIVE FREE 0.5 ML DOSAGE IM USE,,25.0,Sidney_Health_Center
90656SL,INFLUENZA VIRUS VACCINE SPLIT PRESERVATIVE FREE 0.5 ML DOSAGE IM USE,,0.0,Sidney_Health_Center
90657,INFLUENZA VIRUS VACCINE SPLIT 0.25 ML DOSAGE IM USE,,33.0,Sidney_Health_Center
90658,INFLUENZA VIRUS VACCINE SPLIT 0.5 ML DOSAGE IM USE,,30.0,Sidney_Health_Center
90660,INFLUENZA VIRUS VACCINE LIVE INTRANASAL USE,,49.0,Sidney_Health_Center
90662,CDMR FLU VACC PRSV FREE INC ANTIG,,0.0,Sidney_Health_Center
90670,PNEUMO CONJ VACCINE 13 IM,,377.0,Sidney_Health_Center
90670SL,PNEUMO CONJ VACCINE 13 IM,,0.0,Sidney_Health_Center
90672,CDMR FLU VACCINE 4 VALENT NASAL,,30.0,Sidney_Health_Center
90672SL,CDMR FLU VACCINE 4 VALENT NASAL,,0.0,Sidney_Health_Center
90680,ROTAVIRUS PENTAVALENT 3 DOSE,,173.0,Sidney_Health_Center
90680SL,ROTAVIRUS PENTAVALENT 3 DOSE,,0.0,Sidney_Health_Center
90681,ROTAVIRUS VACCINE 2 DOSE ORAL,,225.0,Sidney_Health_Center
90685,CDMR INFLUENZA VACCINE QUADRIVALENT SPLIT PRESERV FREE 0.25 ML DOSAGE IM,,51.0,Sidney_Health_Center
90685SL,CDMR INFLUENZA VACCINE QUADRIVALENT SPLIT PRESERV FREE 0.25 ML DOSAGE IM,,0.0,Sidney_Health_Center
90686,CDMR INFLUENZA VACCINE QUADRIVALENT PRESER FREE 0.5 ML DOSAGE IM,,39.0,Sidney_Health_Center
90686SL,CDMR INFLUENZA VACCINE QUADRIVALENT PRESER FREE 0.5 ML DOSAGE IM,,0.0,Sidney_Health_Center
90687,INFLUENZA VACCINE QUADRIVALENT SPLIT 0.25 ML DOSAGE IM,,41.0,Sidney_Health_Center
90696,DTAP-IVP VACC 4-6 YR IM,,150.0,Sidney_Health_Center
90696SL,DTAP-IVP VACC 4-6 YR IM,,0.0,Sidney_Health_Center
90698,DTAP - HIB - IPV VACCINE IM USE,,133.0,Sidney_Health_Center
90700,DIPHTHERIA TETANUS TOXOIDS &amp; ACELLULAR PERTUSSIS VACCINE(DTAP) &lt; 7 YEA,,54.0,Sidney_Health_Center
90700SL,DIPHTHERIA TETANUS TOXOIDS &amp; ACELLULAR PERTUSSIS VACCINE(DTAP) &lt; 7 YEA,,0.0,Sidney_Health_Center
90702,DIPHTHERIA &amp; TETANUS TOXOIDS (DT) ADSORBED INDIVIDUALS &lt; 7 YEARS IM,,58.0,Sidney_Health_Center
90707,MEASLES MUMPS AND RUBELLA VIRUS VACCINE (MMR) LIVE SUB-Q USE,,116.0,Sidney_Health_Center
90707SL,MEASLES MUMPS AND RUBELLA VIRUS VACCINE (MMR) LIVE SUB-Q USE,,0.0,Sidney_Health_Center
90710,MEASLES MUMPS RUBELLA &amp; VARICELLA VACCINE (MMRV) LIVE SUBQ USE,,359.0,Sidney_Health_Center
90710SL,MEASLES MUMPS RUBELLA &amp; VARICELLA VACCINE (MMRV) LIVE SUBQ USE,,0.0,Sidney_Health_Center
90713,POLIOVIRUS VACCINE INACTIVATED FOR SQ OR IM,,62.0,Sidney_Health_Center
90714,TD TOXOIDS ABSORBED PRESERVATIVE FREE,,55.0,Sidney_Health_Center
90715,TDAP 7 YRS OR OLDER IM,,93.0,Sidney_Health_Center
90715,TDAP 7 YRS OR OLDER IM,,86.0,Sidney_Health_Center
90715SL,TDAP 7 YRS OR OLDER IM,,0.0,Sidney_Health_Center
90716,VARICELLA VIRUS VACCINE LIVE SUBQ USE,,207.0,Sidney_Health_Center
90716SL,VARICELLA VIRUS VACCINE LIVE SUBQ USE,,0.0,Sidney_Health_Center
90723,DTAP HEPB&amp; POLIO VIRUS INACTIVATED (DTAP-HEPB-IPV) IM USE,,177.0,Sidney_Health_Center
90723SL,DTAP HEPB&amp; POLIO VIRUS INACTIVATED (DTAP-HEPB-IPV) IM USE,,0.0,Sidney_Health_Center
90732,PNEUMOCOCCAL POLYSACCHARIDE VACCINE 23-VALENT ADULT IMMUNOSUPPRESSED P,,163.0,Sidney_Health_Center
90733,MENINGOCOCCAL POLYSACCHARIDE VACCINE (ANY GROUP(S)) SUB-Q USE,,148.0,Sidney_Health_Center
90733SL,MENINGOCOCCAL POLYSACCHARIDE VACCINE (ANY GROUP(S)) SUB-Q USE,,0.0,Sidney_Health_Center
90734,MENINGOCOCCAL CONJUGATE VACCINE SEROGROUPS A C Y &amp; W-135(4-VALENT) IM,,236.0,Sidney_Health_Center
90736,ZOSTER (SHINGLES) VACCINE LIVE FOR SQ INJ,,372.0,Sidney_Health_Center
90743,HEPATITIS B VACCINE ADOLESCENT (2-DOSE SCHEDULE) IM USE,,109.0,Sidney_Health_Center
90744,HEPATITIS B VACCINE PEDIATRIC ADOLESCENT (3-DOSE SCHEDULE) IM USE,,58.0,Sidney_Health_Center
90744SL,HEPATITIS B VACCINE PEDIATRIC ADOLESCENT (3-DOSE SCHEDULE) IM USE,,0.0,Sidney_Health_Center
90746,HEPATITIS B VACCINE ADULT DOSAGE IM USE,,137.0,Sidney_Health_Center
90748,HEPATITIS B &amp; HEMOPHILUS INFLUENZA B VACCINE (HEPB-HIB) IM USE,,116.0,Sidney_Health_Center
90791,PSYCH DIAGNOSTIC EVALUATION,,225.0,Sidney_Health_Center
90792,PSYCH DIAG EVAL WMED SRVCS,,320.0,Sidney_Health_Center
90832,PSYCHOTHERAPY INDIVIDUAL 16-37 MIN,,107.0,Sidney_Health_Center
90834,PSYCHOTHERAPY INDIVIDUAL 38-52 MIN,,142.0,Sidney_Health_Center
90837,PSYCHOTHERAPY INDIVIDUAL 53+ MIN,,150.0,Sidney_Health_Center
90839,PSYTX CRISIS INITIAL 60 MIN,,235.0,Sidney_Health_Center
90845,PSYCHOANALYSIS,,199.0,Sidney_Health_Center
90846,FAMILY PSYCHOTHERAPY (WO PATIENT PRESENT),,175.0,Sidney_Health_Center
90847,FAMILY PSYCHOTHERAPY (CONJOINT PSYCHOTHERAPY) (WPATIENT PRESENT),,175.0,Sidney_Health_Center
90849,MULTIPLE-FAMILY GROUP PSYCHOTHERAPY,,125.0,Sidney_Health_Center
90853,GROUP PSYCHOTHERAPY (OTHER THAN MULTIPLE-FAMILY GROUP),,106.0,Sidney_Health_Center
90865,NARCOSYNTHESIS PSYCHIATRIC DX &amp; THERAPEUTIC PURPOSES,,356.0,Sidney_Health_Center
90870,ELECTROCONVULSIVE THERAPY,,299.0,Sidney_Health_Center
90880,HYPNOTHERAPY,,214.0,Sidney_Health_Center
90901,BIOFEEDBACK TRAINING ANY MODALITY,,65.0,Sidney_Health_Center
90935,HEMODIALYSIS PROC WSNGL PHYSICIAN EVALUATION,,188.0,Sidney_Health_Center
90937,HEMODIALYSIS REPEATED EVAL WWO REVISION DIALYSIS PRESCRIPTION,,370.0,Sidney_Health_Center
90945,DIALYSIS OTHER THAN HEMODIALYSIS SNGL PHYSICIAN EVAL,,443.0,Sidney_Health_Center
90947,DIALYSIS PROCEDURE OTHER THAN HEMODIALYSIS REPEATED PHYSICIAN EVAL,,557.0,Sidney_Health_Center
90997,HEMOPERFUSION,,280.0,Sidney_Health_Center
91010,ESOPHAGUS MOTILITY STUDY,,395.0,Sidney_Health_Center
91020,GASTRIC MOTILITY (MANOMETRIC) STUDIES,,222.0,Sidney_Health_Center
91022,DUODENAL MOTILITY (MANOMETRIC) STUDY,,259.0,Sidney_Health_Center
91030,ESOPHAGUS ACID PERFUSION TEST ESOPHAGITIS,,170.0,Sidney_Health_Center
91034,ESOPH GASTROESOPH REFLUX TEST WNASAL CATH PH ELECTRODE PLACE REC ANAL,,249.0,Sidney_Health_Center
91035,ESOPH GASTROESOPH REFLUX TEST WMUCOUS TELEMETRY PH ELECTRODE PLACE RE,,401.0,Sidney_Health_Center
91037,ESOPH GASTROESOPH REFLUX TEST WNASAL CATH IMPEDANCE ELECTRODE PLACE R,,199.0,Sidney_Health_Center
91038,ESOPH GASTROESOPH REFLUX TEST WNASAL CATH IMPEDANCE ELECTRODE PLACE R,,146.0,Sidney_Health_Center
91040,ESOPHAGEAL BALLOON DISTENSION PROVOCATION STUDY,,129.0,Sidney_Health_Center
91065,BREATH HYDROGEN TEST,,49.0,Sidney_Health_Center
91110,GI TRACT IMAGING INTRALUMINAL (EG CAPSULE ENDOSCOPY) WINTERP &amp; RPT,,534.0,Sidney_Health_Center
91111,GASTRO TRACT IMG INTRA ESOPH,,3153.0,Sidney_Health_Center
91120,RECTAL SENSATION TONE COMPLIANCE TEST,,155.0,Sidney_Health_Center
91122,ANORECTAL MANOMETRY,,324.0,Sidney_Health_Center
91132,ELECTROGASTROGRAPHY DIAGNOSTIC TRANSCUTANEOUS,,47.0,Sidney_Health_Center
91133,ELECTROGASTROGRAPHY DIAGNOSTIC TRANSCUTANEOUS WPROVOCATIVE TESTING,,63.0,Sidney_Health_Center
92002,OPHTHALMOLOGICAL MEDICAL EXAM &amp; EVAL INTMDTE NEW PATIENT,,162.0,Sidney_Health_Center
92004,OPHTHALMOLOGICAL MEDICAL EXAM &amp; EVAL COMPREHENSVE NEW PATIENT 1+ VISIT,,268.0,Sidney_Health_Center
92012,OPHTHALMOLOGICAL MEDICAL EXAM &amp; EVAL INTMDTE ESTABLISHED PATIENT,,155.0,Sidney_Health_Center
92014,OPHTHALMOLOGICAL MEDICAL EXM &amp; EVAL COMPREHENSIVE ESTABLISHED PATIENT,,223.0,Sidney_Health_Center
92018,OPHTHALMOLOGICAL EXAM &amp; EVAL WANES WWO MANIP GLOBE COMP,,580.0,Sidney_Health_Center
92019,OPHTHALMOLOGICAL EXAM &amp; EVAL WANES WWO MANIP GLOBE LIMITED,,192.0,Sidney_Health_Center
92020,GONIOSCOPY (SEP PROC),,77.0,Sidney_Health_Center
92025,CORNEAL TOPOGRAPHY UNIL BIL,,33.0,Sidney_Health_Center
92060,SENSORIMOTOR EXAM WMULTI MEASUREMENT OCULAR DEVIATION WINTERP &amp; RPT,,78.0,Sidney_Health_Center
92065,ORTHOPTIC &amp; OR PLEOPTIC TRAINING WCONTINUING MEDICAL DIRECTION &amp; EVAL,,41.0,Sidney_Health_Center
92081,VISUAL FIELD EXAM UNILAT BILAT WINTERPRETATION &amp; REPORT LIMITED,,54.0,Sidney_Health_Center
92082,VISUAL FIELD EXAM UNILAT BILAT WINTERPRETATION &amp; REPORT INTMDTE,,60.0,Sidney_Health_Center
92083,VISUAL FIELD EXAM UNILAT BILAT WINTERPRETATION &amp; REPORT EXTENDED,,95.0,Sidney_Health_Center
92100,SERIAL TONOMETRY(SEP PROC) MULTI MEASURE EXTENDED PERIOD TIME WINTERP,,151.0,Sidney_Health_Center
92136,OPHTHALMIC BIOMETRY BY PARTIAL COHERENCE INTERFEROMETRY WINTRAOC LENS,,85.0,Sidney_Health_Center
92230,FLUORESCEIN ANGIOSCOPY WINTERPRETATION &amp; REPORT,,158.0,Sidney_Health_Center
92235,FLUORESCEIN ANGIOGRAPHY (WMULTIFRAME IMAGING) WINTERP &amp; REPORT,,97.0,Sidney_Health_Center
92240,INDOCYANINE-GREEN ANGIOGRAPHY (WMULTIFRAME IMAGING) WINTERP &amp; RPT,,176.0,Sidney_Health_Center
92250,FUNDUS PHOTOGRAPHY WINTERPRETATION &amp; REPORT,,67.0,Sidney_Health_Center
92260,OPHTHALMODYNAMOMETRY,,42.0,Sidney_Health_Center
92265,NEEDLE OCULOELECTROMYOGRAPHY 1+ EXTRAOCULAR MUSCLES ONE BOTH EYES WIN,,136.0,Sidney_Health_Center
92270,ELECTRO-OCULOGRAPHY WINTERPRETATION &amp; REPORT,,115.0,Sidney_Health_Center
92283,COLOR VISION EXAM EXTENDED,,21.0,Sidney_Health_Center
92284,DARK ADAPTATION EXAM WINTERPRETATION &amp; REPORT,,30.0,Sidney_Health_Center
92285,EXT OCULAR PHOTOGRAPHY WINTERPRETATION &amp; REPORT MEDICAL PROGRESS,,11.0,Sidney_Health_Center
92286,SPECIAL ANTERIOR SEG PHOTOGRAPHY WINTERP &amp; RPT WSPECULAR MICROSCPY C,,170.0,Sidney_Health_Center
92287,SPECIAL ANTERIOR SEG PHOTOGRPHY WINTERP &amp; RPT WFLUORESCEIN ANGIOGRPH,,118.0,Sidney_Health_Center
92311,PRESCRIPTION FITTING CONTACT LENS WMEDICAL SUPERVSN CORNEAL LENS APHA,,145.0,Sidney_Health_Center
92312,PRESCRIPTION FITTING CONTACT LENS WMEDICAL SUPERVSN CORNEAL LENS APHA,,182.0,Sidney_Health_Center
92313,PRESCRIPTION FITTING CONTACT LENS WMED SUPERVISN CORNEOSCLERAL LENS,,263.0,Sidney_Health_Center
92315,PRESCRIPTION FITTING CONTACT LENS WMEDICAL SUPERVSN INDEPENDENT TECH,,93.0,Sidney_Health_Center
92316,PRESCRIPTION FITTING CONTACT LENS WMEDICAL SUPERVSN INDEPENDENT TECH,,199.0,Sidney_Health_Center
92317,PRESCRIPTION FITTING CONTACT LENS WMEDICAL SUPERVSN INDEPENDENT TECH,,159.0,Sidney_Health_Center
92325,MODIFICATION CONTACT LENS (SEP PROC) WMEDICAL SUPERVISION ADAPTATION,,57.0,Sidney_Health_Center
92326,REPLACE CONTACT LENS,,83.0,Sidney_Health_Center
92502,OTOLARYNGOLOGIC EXAM UNDER GENERAL ANES,,445.0,Sidney_Health_Center
92504,BINOCULAR MICROSCOPY (SEP DX PROC),,97.0,Sidney_Health_Center
92511,NASOPHARYNGOSCOPY WENDOSCOPE (SEP PROC),,281.0,Sidney_Health_Center
92512,NASAL FUNCTION STUDIES,,209.0,Sidney_Health_Center
92516,FACIAL NERVE FUNCTION STUDIES,,466.0,Sidney_Health_Center
92520,LARYNGEAL FUNCTION STUDIES,,203.0,Sidney_Health_Center
92526,TREAT SWALLOWING DYSFUNCTION &amp; OR ORAL FUNCTION FEEDING,,175.0,Sidney_Health_Center
92541,SPONTANEOUS NYSTAGMUS TEST WGAZE &amp; FIXN NYSTAGMUS WRECORDING,,146.0,Sidney_Health_Center
92542,POSITIONAL NYSTAGMUS TEST MINIMUM 4 POSITIONS WRECORDING,,143.0,Sidney_Health_Center
92544,OPTOKINETIC NYSTAGMUS TEST BIDIRECTIONAL FOVEAL PERIPHERAL STIMULATION,,124.0,Sidney_Health_Center
92545,OSCILLATING TRACKING TEST WRECORDING,,108.0,Sidney_Health_Center
92546,SINUSOIDAL VERTICAL AXIS ROTATIONAL TESTING,,43.0,Sidney_Health_Center
92547,USE VERTICAL ELECTRODES,,31.0,Sidney_Health_Center
92548,COMPUTERIZED DYNAMIC POSTUROGRAPHY SENS ORG TEST,,224.0,Sidney_Health_Center
92550,TYMPANOMETRY REFLEX THRESHOLD,,103.0,Sidney_Health_Center
92551,SCREENING TEST PURE TONE AIR ONLY,,10.0,Sidney_Health_Center
92552,PURE TONE AUDIOMETRY (THRESHOLD) AIR ONLY,,70.0,Sidney_Health_Center
92553,PURE TONE AUDIOMETRY (THRESHOLD) AIR &amp; BONE,,70.0,Sidney_Health_Center
92555,SPEECH AUDIOMETRY THRESHOLD,,66.0,Sidney_Health_Center
92556,SPEECH AUDIOMETRY THRESHOLD WSPEECH RECOGNITION,,118.0,Sidney_Health_Center
92557,COMPREHENSIVE AUDIOMETRY THRESHOLD EVAL &amp; SPEECH RECOGNITION,,113.0,Sidney_Health_Center
92559,AUDIOMETRIC TESTING GROUPS,,59.0,Sidney_Health_Center
92561,BEKESY AUDIOMETRY DX,,81.0,Sidney_Health_Center
92562,LOUDNESS BALANCE TEST ALTERNATE BINAURAL MONAURAL,,85.0,Sidney_Health_Center
92563,TONE DECAY TEST,,58.0,Sidney_Health_Center
92564,SHORT INCREMENT SENSITIVITY INDEX (SISI),,95.0,Sidney_Health_Center
92565,STENGER TEST PURE TONE,,54.0,Sidney_Health_Center
92567,TYMPANOMETRY (IMPEDANCE TESTING),,44.0,Sidney_Health_Center
92567,TYMPANOMETRY (IMPEDANCE TESTING),,74.0,Sidney_Health_Center
92568,ACOUSTIC REFLEX TESTING THRESHOLD,,62.0,Sidney_Health_Center
92570,ACOUSTIC IMMITTANCE TESTING,,87.0,Sidney_Health_Center
92571,FILTERED SPEECH TEST,,57.0,Sidney_Health_Center
92572,STAGGERED SPONDAIC WORD TEST,,161.0,Sidney_Health_Center
92575,SENSORINEURAL ACUITY LEVEL TEST,,107.0,Sidney_Health_Center
92576,SYNTHETIC SENTENCE ID TEST,,60.0,Sidney_Health_Center
92577,STENGER TEST SPEECH,,80.0,Sidney_Health_Center
92579,VISUAL REINFORCEMENT AUDIOMETRY (VRA),,124.0,Sidney_Health_Center
92582,CONDITIONING PLAY AUDIOMETRY,,223.0,Sidney_Health_Center
92583,SELECT PICTURE AUDIOMETRY,,90.0,Sidney_Health_Center
92584,ELECTROCOCHLEOGRAPHY,,282.0,Sidney_Health_Center
92585,AUDITRY EVOKED POTENTIALS EVOKED RESPONSE AUDIOMETRY &amp; OR CNS TESTING,,99.0,Sidney_Health_Center
92586,AUDITRY EVOKED POTENTIALS EVOKED RESPONSE AUDIOMETRY &amp; OR CNS TESTING,,239.0,Sidney_Health_Center
92587,EVOKED OTOACOUSTIC EMISSIONS LIMITED,,67.0,Sidney_Health_Center
92588,EVOKED OTOACOUSTIC EMISSIONS COMPREHENSIVE DX,,21.0,Sidney_Health_Center
92590,HEARING AID EXAM &amp; SELECTION MONAURAL,,164.0,Sidney_Health_Center
92591,HEARING AID EXAM &amp; SELECTION BINAURAL,,199.0,Sidney_Health_Center
92592,HEARING AID CHECK MONAURAL,,87.0,Sidney_Health_Center
92593,HEARING AID CHECK BINAURAL,,116.0,Sidney_Health_Center
92594,ELECTROACOUSTIC EVALUATION HEARING AID MONAURAL,,88.0,Sidney_Health_Center
92595,ELECTROACOUSTIC EVALUATION HEARING AID BINAURAL,,123.0,Sidney_Health_Center
92596,EAR PROTECTOR ATTENUATION MEASUREMENTS,,175.0,Sidney_Health_Center
92597,EVAL FOR USE &amp; OR FITTING VOICE PROSTHETIC DEVICE SUPPLMNT ORAL SPEECH,,332.0,Sidney_Health_Center
92601,DX ANALYSIS COCHLEAR IMPLANT PATIENT &lt; 7 YRS WPROGRAMMING,,519.0,Sidney_Health_Center
92602,DX ANALYSIS COCHLEAR IMPLANT PATIENT &lt; 7 YRS REPROGRAMMING,,374.0,Sidney_Health_Center
92603,DX ANALYSIS COCHLEAR IMPLANT PATIENT &gt; 7 YRS WPROGRAMMING,,414.0,Sidney_Health_Center
92604,DX ANALYSIS COCHLEAR IMPLANT PATIENT &gt; 7 YRS REPROGRAMMING,,178.0,Sidney_Health_Center
92607,EVAL PRESCRIPTION SPEECH-GENERATING AUGMENTATIVE &amp; ALTERNATIVE COMMUNI,,263.0,Sidney_Health_Center
92608,EVAL PRESCRIP SPEECH-GENERATING AUGMENTATIVE &amp; ALTERNATIVE COMMUNICATI,,135.0,Sidney_Health_Center
92609,THERAPEUTIC SERVICES NON-SPEECH GENERATIVE DEVICE USE WPROGRAMMING &amp;,,157.0,Sidney_Health_Center
92610,EVAL ORAL &amp; PHARYNGEAL SWALLOW FUNCTION,,355.0,Sidney_Health_Center
92611,MOTION FLUOROSCOPIC EVAL SWALLOW FUNCTION CINE VIDEO RECORD,,473.0,Sidney_Health_Center
92612,FLEXIBLE FIBEROPTIC ENDOSCOPIC EVAL SWALLOW CINE VIDEO RECORD,,580.0,Sidney_Health_Center
92613,FLEXIBLE FIBEROPTIC ENDOSCOPIC EVAL SWALLW CINE VIDEO RECRD INTERP,,196.0,Sidney_Health_Center
92614,FLEXIBLE FIBEROPTIC ENDOSCOPIC EVAL LARYNGEAL SENSORY TEST CINE VIDEO,,450.0,Sidney_Health_Center
92615,FLEXIBLE FIBEROPTIC ENDOSCOPIC EVAL LARYNGEAL SENSORY TEST CINE VIDEO,,138.0,Sidney_Health_Center
92616,FLEXIBLE FIBEROPTIC ENDOSCOPIC EVAL SWALLOWING &amp; LARYNGEAL SENSORY TES,,594.0,Sidney_Health_Center
92617,FLEX FIBEROPTIC ENDOSCOP EVAL SWALLOWING &amp; LARYNGEAL SENSORY TEST CINE,,230.0,Sidney_Health_Center
92620,CENTRAL AUDITORY FUNCTION EVALUATION WREPORT INIT 60 MIN,,253.0,Sidney_Health_Center
