Location,Dept Number,Charge Code,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Minimum Contracted price,Maximum Contracted Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,InterWest,Pacific Source,Mountain Health Co-Op PPO,Mountain Health Co-Op HPN,United Medicare,hospital
BTMC,6400,86237,SSB-LA (SMITH ATO ANTIBODY),302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86238,dsDNA AUTO ANTIBODY,302,86225,39.0,23.4,31.01,39.0,39.0,32.46,32.46,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,6400,86239,SM AUTO ANTIBODY,302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86240,RIBOSOM P AUTO ANTIBODY,301,83516,62.0,37.2,27.25,62.0,62.0,27.25,27.25,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86241,CHROMATIN AUTO ANTIBODY,302,86235,148.0,88.8,42.37,148.0,148.0,42.37,42.37,133.2,117.66,140.6,140.6,142.08,143.56,128.76,111.0,Benefis_Teton_Medical_Center
BTMC,6400,86242,SMRMP AUTO ANTIBODY,302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86243,SCL 70 AUTO ANTIBODY,302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86244,JO-1 AUTO ANTIBODY,302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86245,RNP AUTO ANTIBODY,302,86235,62.0,37.2,42.37,62.0,62.0,42.37,42.37,55.8,49.29,58.9,58.9,59.52,60.14,53.94,46.5,Benefis_Teton_Medical_Center
BTMC,6400,86254,ANCA TITER,309,86255,158.0,94.8,28.47,158.0,158.0,28.47,28.47,142.2,125.61,150.1,150.1,151.68,153.26,137.46,118.5,Benefis_Teton_Medical_Center
BTMC,6400,86255,ANNA(MOTSEN PANEL),309,86255,360.5,216.3,28.47,360.5,360.5,28.47,28.47,324.45,286.6,342.48,342.48,346.08,349.69,313.64,270.38,Benefis_Teton_Medical_Center
BTMC,6400,862550,HU ANTIBODY SCREEN,309,86255,285.5,171.3,28.47,285.5,285.5,28.47,28.47,256.95,226.97,271.23,271.23,274.08,276.94,248.39,214.13,Benefis_Teton_Medical_Center
BTMC,6400,862551,ANCA (C&P ANCA),309,86255,76.0,45.6,28.47,76.0,76.0,28.47,28.47,68.4,60.42,72.2,72.2,72.96,73.72,66.12,57.0,Benefis_Teton_Medical_Center
BTMC,6400,862552,SMOOTH MUSCLE AB,309,86255,52.0,31.2,28.47,52.0,52.0,28.47,28.47,46.8,41.34,49.4,49.4,49.92,50.44,45.24,39.0,Benefis_Teton_Medical_Center
BTMC,6400,86256,ENDOMYSIAL Ab IGA,309,86255,105.0,63.0,28.47,105.0,105.0,28.47,28.47,94.5,83.48,99.75,99.75,100.8,101.85,91.35,78.75,Benefis_Teton_Medical_Center
BTMC,6400,862560,BABESIA SEROLOGY by TFA,302,86256,48.0,28.8,28.47,48.0,48.0,28.47,28.47,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,862561,"ENDOMYSIAL ANTIBODY, IGA",302,86255,80.0,48.0,28.47,80.0,80.0,28.47,28.47,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,862562,ANTIBODY TITER,302,86256,39.0,23.4,28.47,39.0,39.0,28.47,28.47,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,6400,86257,ANEU Ab(ANTI-NEURORAL NUCLEAR ANTI,309,86255,129.0,77.4,28.47,129.0,129.0,28.47,28.47,116.1,102.56,122.55,122.55,123.84,125.13,112.23,96.75,Benefis_Teton_Medical_Center
BTMC,6400,86287,HEP B SUR,302,87340,79.0,47.4,24.41,79.0,79.0,24.41,24.41,71.1,62.81,75.05,75.05,75.84,76.63,68.73,59.25,Benefis_Teton_Medical_Center
BTMC,6400,86304,CA 125 (C125),302,86304,148.0,88.8,49.16,148.0,148.0,49.16,49.16,133.2,117.66,140.6,140.6,142.08,143.56,128.76,111.0,Benefis_Teton_Medical_Center
BTMC,6400,863160,CHROMOGRANINA,301,86316,82.0,49.2,49.16,82.0,82.0,49.16,49.16,73.8,65.19,77.9,77.9,78.72,79.54,71.34,61.5,Benefis_Teton_Medical_Center
BTMC,6400,86317,CA 19-9,302,86301,175.0,105.0,49.16,175.0,175.0,49.16,49.16,157.5,139.13,166.25,166.25,168.0,169.75,152.25,131.25,Benefis_Teton_Medical_Center
BTMC,6400,86320,PNEUMOCOCCAL ANTIBODY,309,86317,73.5,44.1,35.42,73.5,73.5,35.42,35.42,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,86329,COMPLEMENT C4 (CO4.C),302,86160,76.0,45.6,28.35,76.0,76.0,28.35,28.35,68.4,60.42,72.2,72.2,72.96,73.72,66.12,57.0,Benefis_Teton_Medical_Center
BTMC,6400,86330,ALGN 1 coconut,309,86003,40.0,24.0,12.34,40.0,40.0,12.34,12.34,36.0,31.8,38.0,38.0,38.4,38.8,34.8,30.0,Benefis_Teton_Medical_Center
BTMC,6400,86332,IEP.SU,302,86334,210.0,126.0,52.78,210.0,210.0,52.78,52.78,189.0,166.95,199.5,199.5,201.6,203.7,182.7,157.5,Benefis_Teton_Medical_Center
BTMC,6400,863321,C1Q IMMUNE COMPLEX DETECTION,309,86332,129.0,77.4,57.58,129.0,129.0,57.58,57.58,116.1,102.56,122.55,122.55,123.84,125.13,112.23,96.75,Benefis_Teton_Medical_Center
BTMC,6400,86333,ALG ANIMAL GRP.12,309,86003,156.0,93.6,12.34,156.0,156.0,12.34,12.34,140.4,124.02,148.2,148.2,149.76,151.32,135.72,117.0,Benefis_Teton_Medical_Center
BTMC,6400,86334,IMMUNO ELECTOPHORSIS,300,86320,268.5,161.1,70.68,268.5,268.5,70.68,70.68,241.65,213.46,255.08,255.08,257.76,260.45,233.6,201.38,Benefis_Teton_Medical_Center
BTMC,6400,863340,IMMUNOELECTRO SERUM,302,86334,160.0,96.0,52.78,160.0,160.0,52.78,52.78,144.0,127.2,152.0,152.0,153.6,155.2,139.2,120.0,Benefis_Teton_Medical_Center
BTMC,6400,86335,IFA(MOTSEN PANEL),302,86334,281.5,168.9,52.78,281.5,281.5,52.78,52.78,253.35,223.79,267.43,267.43,270.24,273.06,244.91,211.13,Benefis_Teton_Medical_Center
BTMC,6400,863350,IMMUNOELECTRO URINE,302,86335,206.5,123.9,69.34,206.5,206.5,69.34,69.34,185.85,164.17,196.18,196.18,198.24,200.31,179.66,154.88,Benefis_Teton_Medical_Center
BTMC,6400,86336,INHIBIN A,300,86336,322.5,193.5,36.84,322.5,322.5,36.84,36.84,290.25,256.39,306.38,306.38,309.6,312.83,280.58,241.88,Benefis_Teton_Medical_Center
BTMC,6400,863360,"INHIBIN A, TUMOR MARKER",300,86336,56.0,33.6,36.84,56.0,56.0,36.84,36.84,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,86340,INTRINSIC FACTOR BLOCKING AB,309,86340,60.5,36.3,35.63,60.5,60.5,35.63,35.63,54.45,48.1,57.48,57.48,58.08,58.69,52.64,45.38,Benefis_Teton_Medical_Center
BTMC,6400,86341,ISLET CELL ANTIBODY/REFLEX TITER,309,86341,203.5,122.1,55.69,203.5,203.5,55.69,55.69,183.15,161.78,193.33,193.33,195.36,197.4,177.05,152.63,Benefis_Teton_Medical_Center
BTMC,6400,863410,ISLET CELL ANTIBODY,309,86341,68.0,40.8,54.06,68.0,68.0,55.69,55.69,61.2,54.06,64.6,64.6,65.28,65.96,59.16,51.0,Benefis_Teton_Medical_Center
BTMC,6400,86355,LYMPHOCYTE PANEL 1,305,86355,381.5,228.9,89.15,381.5,381.5,89.15,89.15,343.35,303.29,362.43,362.43,366.24,370.06,331.91,286.13,Benefis_Teton_Medical_Center
BTMC,6400,86359,T CELLS,305,86359,90.0,54.0,71.55,90.0,90.0,89.15,89.15,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,86360,CD4/CD8 RATIO,305,86360,90.0,54.0,71.55,110.99,90.0,110.99,110.99,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,86361,CD4,302,86361,215.5,129.3,63.26,215.5,215.5,63.26,63.26,193.95,171.32,204.73,204.73,206.88,209.04,187.49,161.63,Benefis_Teton_Medical_Center
BTMC,6400,86363,ALGN/ONION IGE,309,86003,27.0,16.2,12.34,27.0,27.0,12.34,12.34,24.3,21.47,25.65,25.65,25.92,26.19,23.49,20.25,Benefis_Teton_Medical_Center
BTMC,6400,86376,MSOMAL AB,302,86376,168.5,101.1,34.37,168.5,168.5,34.37,34.37,151.65,133.96,160.08,160.08,161.76,163.45,146.6,126.38,Benefis_Teton_Medical_Center
BTMC,6400,863760,MICROSOMALABY LIVER/KIDNEY,302,86376,67.0,40.2,34.37,67.0,67.0,34.37,34.37,60.3,53.27,63.65,63.65,64.32,64.99,58.29,50.25,Benefis_Teton_Medical_Center
BTMC,6400,863761,THYROPEROXIDASE (TPO) ABS,302,86376,50.0,30.0,34.37,50.0,50.0,34.37,34.37,45.0,39.75,47.5,47.5,48.0,48.5,43.5,37.5,Benefis_Teton_Medical_Center
BTMC,6400,86377,LIVER/KIDNEY MICROSOMAL ANTIBODY,302,86376,216.5,129.9,34.37,216.5,216.5,34.37,34.37,194.85,172.12,205.68,205.68,207.84,210.01,188.36,162.38,Benefis_Teton_Medical_Center
BTMC,6400,86382,RABIES VACCINE TITER,309,86382,184.0,110.4,39.95,184.0,184.0,39.95,39.95,165.6,146.28,174.8,174.8,176.64,178.48,160.08,138.0,Benefis_Teton_Medical_Center
BTMC,6400,86403,PROTEUS O,309,86403,105.0,63.0,27.27,105.0,105.0,27.27,27.27,94.5,83.48,99.75,99.75,100.8,101.85,91.35,78.75,Benefis_Teton_Medical_Center
BTMC,6400,86480,QUANTIFERON -TB -GOLD,302,86480,147.0,88.2,116.87,147.0,147.0,146.42,146.42,132.3,116.87,139.65,139.65,141.12,142.59,127.89,110.25,Benefis_Teton_Medical_Center
BTMC,6400,864800,QUANTIFERON GOLD,302,86480,207.5,124.5,146.42,207.5,207.5,146.42,146.42,186.75,164.96,197.13,197.13,199.2,201.28,180.53,155.63,Benefis_Teton_Medical_Center
BTMC,6400,86580,TUBERCULOSIS INTRADERMAL,302,86580,35.0,21.0,26.53,35.0,35.0,26.53,26.53,31.5,27.83,33.25,33.25,33.6,33.95,30.45,26.25,Benefis_Teton_Medical_Center
BTMC,6400,86588,STREP SCREENING,306,87880,86.5,51.9,39.06,86.5,86.5,39.06,39.06,77.85,68.77,82.18,82.18,83.04,83.91,75.26,64.88,Benefis_Teton_Medical_Center
BTMC,6400,86592,CSF VDRL,302,86592,48.0,28.8,10.08,48.0,48.0,10.08,10.08,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,865920,RPR (RPR),302,86592,35.0,21.0,10.08,35.0,35.0,10.08,10.08,31.5,27.83,33.25,33.25,33.6,33.95,30.45,26.25,Benefis_Teton_Medical_Center
BTMC,6400,86593,RPR TITER,302,86593,10.0,6.0,7.95,10.4,10.0,10.4,10.4,9.0,7.95,9.5,9.5,9.6,9.7,8.7,7.5,Benefis_Teton_Medical_Center
BTMC,6400,86603,ADENOVIRUS ANTIBODIES,309,86603,133.0,79.8,30.4,133.0,133.0,30.4,30.4,119.7,105.74,126.35,126.35,127.68,129.01,115.71,99.75,Benefis_Teton_Medical_Center
BTMC,6400,86606,ASPERGILLUS SEROLOGY,309,86606,80.0,48.0,35.56,80.0,80.0,35.56,35.56,72.0,63.6,76.0,76.0,76.8,77.6,69.6,60.0,Benefis_Teton_Medical_Center
BTMC,6400,866060,ASPERGILLUS PRECIPITINS,309,86606,135.0,81.0,35.56,135.0,135.0,35.56,35.56,121.5,107.33,128.25,128.25,129.6,130.95,117.45,101.25,Benefis_Teton_Medical_Center
BTMC,6400,86614,BORDETELLA PERTUSSIS CULTURE,309,86615,158.0,94.8,31.17,158.0,158.0,31.17,31.17,142.2,125.61,150.1,150.1,151.68,153.26,137.46,118.5,Benefis_Teton_Medical_Center
BTMC,6400,86615,BORDETELLA PERTUSSIS ANTIBODY PANEL,309,86615,156.0,93.6,31.17,156.0,156.0,31.17,31.17,140.4,124.02,148.2,148.2,149.76,151.32,135.72,117.0,Benefis_Teton_Medical_Center
BTMC,6400,86617,LYME IgM w BLOT,309,86617,56.0,33.6,36.59,56.0,56.0,36.59,36.59,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,866171,LYME IgM W BLOT,309,86617,56.0,33.6,36.59,56.0,56.0,36.59,36.59,50.4,44.52,53.2,53.2,53.76,54.32,48.72,42.0,Benefis_Teton_Medical_Center
BTMC,6400,86618,LYME SEROLOGY,309,86618,58.0,34.8,40.23,58.0,58.0,40.23,40.23,52.2,46.11,55.1,55.1,55.68,56.26,50.46,43.5,Benefis_Teton_Medical_Center
BTMC,6400,86622,BRUCELLA,309,86622,50.0,30.0,21.11,50.0,50.0,21.11,21.11,45.0,39.75,47.5,47.5,48.0,48.5,43.5,37.5,Benefis_Teton_Medical_Center
BTMC,6400,866221,"BRUCELLA AB, IGG",309,86622,48.0,28.8,21.11,48.0,48.0,21.11,21.11,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,866222,"BRUCELLA AB, IGM",309,86622,49.0,29.4,21.11,49.0,49.0,21.11,21.11,44.1,38.96,46.55,46.55,47.04,47.53,42.63,36.75,Benefis_Teton_Medical_Center
BTMC,6400,86628,CANDIDA ANTIBODY + ANTIGEN PANEL,309,86628,291.0,174.6,28.37,291.0,291.0,28.37,28.37,261.9,231.35,276.45,276.45,279.36,282.27,253.17,218.25,Benefis_Teton_Medical_Center
BTMC,6400,86631,CHLAMYDIA AB PANEL,309,86631,85.5,51.3,27.93,85.5,85.5,27.93,27.93,76.95,67.97,81.23,81.23,82.08,82.94,74.39,64.13,Benefis_Teton_Medical_Center
BTMC,6400,86635,COCCIDIOIDES ANTIBODY PROFILE,302,86635,191.5,114.9,27.09,191.5,191.5,27.09,27.09,172.35,152.24,181.93,181.93,183.84,185.76,166.61,143.63,Benefis_Teton_Medical_Center
BTMC,6400,866350,COCCIDIIOIDES ANTIBODY,302,86635,103.0,61.8,27.09,103.0,103.0,27.09,27.09,92.7,81.89,97.85,97.85,98.88,99.91,89.61,77.25,Benefis_Teton_Medical_Center
BTMC,6400,86638,COXIELLA BURNETII(Q FEVER),309,86638,55.0,33.0,28.63,55.0,55.0,28.63,28.63,49.5,43.73,52.25,52.25,52.8,53.35,47.85,41.25,Benefis_Teton_Medical_Center
BTMC,6400,866380,Q FEVER ANTIBODIES IgG IgM,309,86638,107.0,64.2,28.63,107.0,107.0,28.63,28.63,96.3,85.07,101.65,101.65,102.72,103.79,93.09,80.25,Benefis_Teton_Medical_Center
BTMC,6400,866381,C. BURNETTI (Q FEVER),309,86638,110.0,66.0,28.63,110.0,110.0,28.63,28.63,99.0,87.45,104.5,104.5,105.6,106.7,95.7,82.5,Benefis_Teton_Medical_Center
BTMC,6400,866441,"CMV, IGG",300,86644,52.0,31.2,34.0,52.0,52.0,34.0,34.0,46.8,41.34,49.4,49.4,49.92,50.44,45.24,39.0,Benefis_Teton_Medical_Center
BTMC,6400,866451,"CMV, IGM",300,86645,52.0,31.2,39.81,52.0,52.0,39.81,39.81,46.8,41.34,49.4,49.4,49.92,50.44,45.24,39.0,Benefis_Teton_Medical_Center
BTMC,6400,86652,COXSACKIE B VIRUS ANTIBODY,309,86652,156.0,93.6,31.17,156.0,156.0,31.17,31.17,140.4,124.02,148.2,148.2,149.76,151.32,135.72,117.0,Benefis_Teton_Medical_Center
BTMC,6400,86658,COXSACKIE A ANTIBODY PANEL,309,86658,156.0,93.6,30.78,156.0,156.0,30.78,30.78,140.4,124.02,148.2,148.2,149.76,151.32,135.72,117.0,Benefis_Teton_Medical_Center
BTMC,6400,86664,EPSTEIN B NUCLEAR (EBNA),309,86664,266.0,159.6,36.12,266.0,266.0,36.12,36.12,239.4,211.47,252.7,252.7,255.36,258.02,231.42,199.5,Benefis_Teton_Medical_Center
BTMC,6400,866651,EBV IGG,302,86665,151.5,90.9,42.86,151.5,151.5,42.86,42.86,136.35,120.44,143.93,143.93,145.44,146.96,131.81,113.63,Benefis_Teton_Medical_Center
BTMC,6400,866652,EBV 1GM,302,86665,151.5,90.9,42.86,151.5,151.5,42.86,42.86,136.35,120.44,143.93,143.93,145.44,146.96,131.81,113.63,Benefis_Teton_Medical_Center
BTMC,6400,86668,FRANCISELLA TULARENSIS,300,87081,54.0,32.4,15.66,54.0,54.0,15.66,15.66,48.6,42.93,51.3,51.3,51.84,52.38,46.98,40.5,Benefis_Teton_Medical_Center
BTMC,6400,86676,H PYLORI IGM,302,86677,106.0,63.6,39.81,106.0,106.0,39.81,39.81,95.4,84.27,100.7,100.7,101.76,102.82,92.22,79.5,Benefis_Teton_Medical_Center
BTMC,6400,86677,H. PYLORI,302,86677,111.5,66.9,39.81,111.5,111.5,39.81,39.81,100.35,88.64,105.93,105.93,107.04,108.16,97.01,83.63,Benefis_Teton_Medical_Center
BTMC,6400,866770,H PYLORI IGG,302,86677,127.5,76.5,39.81,127.5,127.5,39.81,39.81,114.75,101.36,121.13,121.13,122.4,123.68,110.93,95.63,Benefis_Teton_Medical_Center
BTMC,6400,866771,H PYLORI IGA,302,86677,127.5,76.5,39.81,127.5,127.5,39.81,39.81,114.75,101.36,121.13,121.13,122.4,123.68,110.93,95.63,Benefis_Teton_Medical_Center
BTMC,6400,86694,LAB TEST(HPIGM),309,86694,134.0,80.4,34.0,134.0,134.0,34.0,34.0,120.6,106.53,127.3,127.3,128.64,129.98,116.58,100.5,Benefis_Teton_Medical_Center
BTMC,6400,866941,HERPES IGM,309,86694,38.0,22.8,30.21,38.0,38.0,34.0,34.0,34.2,30.21,36.1,36.1,36.48,36.86,33.06,28.5,Benefis_Teton_Medical_Center
BTMC,6400,86695,LAB TEST(HPIGG),302,86695,104.0,62.4,31.17,104.0,104.0,31.17,31.17,93.6,82.68,98.8,98.8,99.84,100.88,90.48,78.0,Benefis_Teton_Medical_Center
BTMC,6400,866952,HERPES TYPE 1 IGM,302,86695,45.0,27.0,31.17,45.0,45.0,31.17,31.17,40.5,35.78,42.75,42.75,43.2,43.65,39.15,33.75,Benefis_Teton_Medical_Center
BTMC,6400,866961,HSV2 IgG,302,86696,97.0,58.2,45.71,97.0,97.0,45.71,45.71,87.3,77.12,92.15,92.15,93.12,94.09,84.39,72.75,Benefis_Teton_Medical_Center
BTMC,6400,866962,HERPES TYPE 2 IGM,302,86696,48.0,28.8,38.16,48.0,48.0,45.71,45.71,43.2,38.16,45.6,45.6,46.08,46.56,41.76,36.0,Benefis_Teton_Medical_Center
BTMC,6400,86698,HISTOPLASMA,309,86698,235.5,141.3,32.59,235.5,235.5,32.59,32.59,211.95,187.22,223.73,223.73,226.08,228.44,204.89,176.63,Benefis_Teton_Medical_Center
BTMC,6400,866980,"HISTPLASMA ABY,CSF",309,86698,90.0,54.0,32.59,90.0,90.0,32.59,32.59,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,86701,RAPID HIV1/2,302,86701,177.5,106.5,21.0,177.5,177.5,21.0,21.0,159.75,141.11,168.63,168.63,170.4,172.18,154.43,133.13,Benefis_Teton_Medical_Center
BTMC,6400,867011,HIV 1 ANTIBODY,302,86701,113.5,68.1,21.0,113.5,113.5,21.0,21.0,102.15,90.23,107.83,107.83,108.96,110.1,98.75,85.13,Benefis_Teton_Medical_Center
BTMC,6400,86702,HIV 2 ANTIBODY,302,86702,161.0,96.6,31.94,161.0,161.0,31.94,31.94,144.9,128.0,152.95,152.95,154.56,156.17,140.07,120.75,Benefis_Teton_Medical_Center
BTMC,6400,867040,"HEPATITIS B CORE ANTIBODY, IGM",300,86704,86.5,51.9,28.47,86.5,86.5,28.47,28.47,77.85,68.77,82.18,82.18,83.04,83.91,75.26,64.88,Benefis_Teton_Medical_Center
BTMC,6400,86705,HEPATITISB CORE ANTIBODY IGM,302,86705,25.0,15.0,19.88,27.81,25.0,27.81,27.81,22.5,19.88,23.75,23.75,24.0,24.25,21.75,18.75,Benefis_Teton_Medical_Center
BTMC,6400,867060,HEPATITUS B SURF ANTIBODY,302,86706,68.0,40.8,25.38,68.0,68.0,25.38,25.38,61.2,54.06,64.6,64.6,65.28,65.96,59.16,51.0,Benefis_Teton_Medical_Center
BTMC,6400,867069,HEPATITUS B-s ANTIBODY,302,86706,46.5,27.9,25.38,46.5,46.5,25.38,25.38,41.85,36.97,44.18,44.18,44.64,45.11,40.46,34.88,Benefis_Teton_Medical_Center
BTMC,6400,86707,HEPATITIS Be ANTIBODY,309,86707,73.5,44.1,27.34,73.5,73.5,27.34,27.34,66.15,58.43,69.83,69.83,70.56,71.3,63.95,55.13,Benefis_Teton_Medical_Center
BTMC,6400,867070,HEPATITUS Be ANTIBODY,309,86707,53.0,31.8,27.34,53.0,53.0,27.34,27.34,47.7,42.14,50.35,50.35,50.88,51.41,46.11,39.75,Benefis_Teton_Medical_Center
BTMC,6400,86708,HEP A REFLEX PANEL,302,86708,92.0,55.2,29.28,92.0,92.0,29.28,29.28,82.8,73.14,87.4,87.4,88.32,89.24,80.04,69.0,Benefis_Teton_Medical_Center
BTMC,6400,867080,"HEPATITUS A IGM ANTIBODY,SERUM",302,86708,90.0,54.0,29.28,90.0,90.0,29.28,29.28,81.0,71.55,85.5,85.5,86.4,87.3,78.3,67.5,Benefis_Teton_Medical_Center
BTMC,6400,86709,HEP A IgM,302,86709,51.0,30.6,26.6,51.0,51.0,26.6,26.6,45.9,40.55,48.45,48.45,48.96,49.47,44.37,38.25,Benefis_Teton_Medical_Center
BTMC,6400,86710,INFLUENZA A VIRUS AB,309,86710,66.0,39.6,32.01,66.0,66.0,32.01,32.01,59.4,52.47,62.7,62.7,63.36,64.02,57.42,49.5,Benefis_Teton_Medical_Center
BTMC,6400,86711,INFLU- A + B  ANTIBODY TITER,309,86710,167.5,100.5,32.01,167.5,167.5,32.01,32.01,150.75,133.16,159.13,159.13,160.8,162.48,145.73,125.63,Benefis_Teton_Medical_Center
BTMC,6400,867112,JCV STRATIFY AB,300,86711,2575.0,1545.0,39.9,2575.0,2575.0,39.9,39.9,2317.5,2047.13,2446.25,2446.25,2472.0,2497.75,2240.25,1931.25,Benefis_Teton_Medical_Center
BTMC,6400,86713,LEGIONELLA PNEMOPHILIC ANTIBODY IgM,309,86713,192.5,115.5,36.16,192.5,192.5,36.16,36.16,173.25,153.04,182.88,182.88,184.8,186.73,167.48,144.38,Benefis_Teton_Medical_Center
BTMC,6400,867130,LEGIONELLA PNEMOPHILIA ANTIBODY IgG,309,86713,85.5,51.3,36.16,85.5,85.5,36.16,36.16,76.95,67.97,81.23,81.23,82.08,82.94,74.39,64.13,Benefis_Teton_Medical_Center
BTMC,6400,867131,LEGIONELLA AB,309,86713,64.0,38.4,36.16,64.0,64.0,36.16,36.16,57.6,50.88,60.8,60.8,61.44,62.08,55.68,48.0,Benefis_Teton_Medical_Center
BTMC,6400,86720,LEPTOSPIRA AbsC./REFLEX,309,86720,162.0,97.2,38.27,162.0,162.0,38.27,38.27,145.8,128.79,153.9,153.9,155.52,157.14,140.94,121.5,Benefis_Teton_Medical_Center
BTMC,6400,86735,MUMPS IgG ANTIBODY,302,86735,39.0,23.4,30.84,39.0,39.0,30.84,30.84,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,6400,867351,MUMPS IGM (STATE),302,86735,39.0,23.4,30.84,39.0,39.0,30.84,30.84,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,6400,867352,MUMPS SEROLOGY (MUMPS.C),302,86735,93.0,55.8,30.84,93.0,93.0,30.84,30.84,83.7,73.94,88.35,88.35,89.28,90.21,80.91,69.75,Benefis_Teton_Medical_Center
BTMC,6400,867359,"MUMPS,IgG ANTIBODY",300,86735,95.0,57.0,30.84,95.0,95.0,30.84,30.84,85.5,75.53,90.25,90.25,91.2,92.15,82.65,71.25,Benefis_Teton_Medical_Center
BTMC,6400,86736,MUMPS IgM,302,86735,117.0,70.2,30.84,117.0,117.0,30.84,30.84,105.3,93.02,111.15,111.15,112.32,113.49,101.79,87.75,Benefis_Teton_Medical_Center
BTMC,6400,86738,"MYCOPLAMA AB, IGG/IGM",309,86738,64.0,38.4,31.27,64.0,64.0,31.27,31.27,57.6,50.88,60.8,60.8,61.44,62.08,55.68,48.0,Benefis_Teton_Medical_Center
BTMC,6400,867380,"PARAINFLUENZAE ABYS 1,2,3",309,86738,130.0,78.0,31.27,130.0,130.0,31.27,31.27,117.0,103.35,123.5,123.5,124.8,126.1,113.1,97.5,Benefis_Teton_Medical_Center
BTMC,6400,867471,"PARVOVIRUS B19, IgG (PRVOGM1)",309,86747,32.0,19.2,25.44,35.51,32.0,35.51,35.51,28.8,25.44,30.4,30.4,30.72,31.04,27.84,24.0,Benefis_Teton_Medical_Center
BTMC,6400,867472,"PARVOVIRUS B19, IgM (PRVOGM1)",309,86747,32.0,19.2,25.44,35.51,32.0,35.51,35.51,28.8,25.44,30.4,30.4,30.72,31.04,27.84,24.0,Benefis_Teton_Medical_Center
BTMC,6400,86753,TRYPANOSOMIASIS,309,86753,78.0,46.8,29.28,78.0,78.0,29.28,29.28,70.2,62.01,74.1,74.1,74.88,75.66,67.86,58.5,Benefis_Teton_Medical_Center
BTMC,6400,86756,RESPIRATORY SYNCYTIAL VIRUS AB,309,86756,100.5,60.3,37.54,100.5,100.5,37.54,37.54,90.45,79.9,95.48,95.48,96.48,97.49,87.44,75.38,Benefis_Teton_Medical_Center
BTMC,6400,86757,ROCKY MT SPOTTED FEVER IgM,309,86757,63.0,37.8,45.71,63.0,63.0,45.71,45.71,56.7,50.09,59.85,59.85,60.48,61.11,54.81,47.25,Benefis_Teton_Medical_Center
BTMC,6400,86762,RUBELLA IgG ANTIBODY,302,86762,39.0,23.4,31.01,39.0,39.0,34.0,34.0,35.1,31.01,37.05,37.05,37.44,37.83,33.93,29.25,Benefis_Teton_Medical_Center
BTMC,6400,867620,"RUBELLA SCREEN, IGG",302,86762,81.0,48.6,34.0,81.0,81.0,34.0,34.0,72.9,64.4,76.95,76.95,77.76,78.57,70.47,60.75,Benefis_Teton_Medical_Center
BTMC,6400,867622,RUBELLA IgG IgM,302,86762,414.5,248.7,34.0,414.5,414.5,34.0,34.0,373.05,329.53,393.78,393.78,397.92,402.07,360.62,310.88,Benefis_Teton_Medical_Center
