Number,Description,Revenue Code,CPT Code,Price,Discounted Cash Price,Min Contract Price,Max Contract Price,BCBS Traditional Network,BCBS Point of Service Network,BCBS Closed Plan Network,BCBS HealthLink ,BCBS Medicare Advantage,Allegiance,First Choice Health,United Health,Pacific Source,Mountain Health Coop,hospital
6000384,SCAPULA-RIGHT,320.0,73010,182.0,182.0,53.0775,178.35999999999999,53.0775,53.0775,53.0775,53.0775,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6000385,SHOULDER COMP-RIGHT,320.0,73030,182.0,182.0,67.3575,178.35999999999999,67.3575,67.3575,67.3575,67.3575,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6000386,SHOULDER LTD-RIGHT,320.0,73020,128.96,128.96,38.78,126.38080000000001,38.78,38.78,38.78,38.78,107.0368,109.616,126.38080000000001,109.616,125.0912,125.0912,Missouri_River_Medical_Center
6000387,STERNOCLAVICULAR JT-RIGHT,320.0,71130,205.92,205.92,81.655,201.80159999999998,81.655,81.655,81.655,81.655,170.91359999999997,175.03199999999998,201.80159999999998,175.03199999999998,199.74239999999998,199.74239999999998,Missouri_River_Medical_Center
6000388,TIBIA & FIBULA-RIGHT,320.0,73590,138.32,138.32,64.295,135.5536,64.295,64.295,64.295,64.295,114.80559999999998,117.57199999999999,135.5536,117.57199999999999,134.1704,134.1704,Missouri_River_Medical_Center
6000389,TOES-RIGHT,320.0,73660,114.4,114.4,61.2325,112.11200000000001,61.2325,61.2325,61.2325,61.2325,94.952,97.24000000000001,112.11200000000001,97.24000000000001,110.968,110.968,Missouri_River_Medical_Center
6000390,"UPPER EXTREMITY, INFANT, 2 VIEW-RIGHT",320.0,73092,170.56,170.56,63.279999999999994,167.1488,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,141.5648,144.976,167.1488,144.976,165.4432,165.4432,Missouri_River_Medical_Center
6000391,WRIST COMP-RIGHT,320.0,73110,182.0,182.0,85.7325,178.35999999999999,85.7325,85.7325,85.7325,85.7325,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6000392,WRIST LTD-RIGHT,320.0,73100,145.6,145.6,69.405,142.688,69.405,69.405,69.405,69.405,120.84799999999998,123.75999999999999,142.688,123.75999999999999,141.232,141.232,Missouri_River_Medical_Center
6000500,C-SPINE COMPLETE,320.0,72050,270.4,270.4,105.1225,264.99199999999996,105.1225,105.1225,105.1225,105.1225,224.43199999999996,229.83999999999997,264.99199999999996,229.83999999999997,262.28799999999995,262.28799999999995,Missouri_River_Medical_Center
6000700,THORACIC SP (DORSAL),320.0,72070,209.04,209.04,61.2325,204.8592,61.2325,61.2325,61.2325,61.2325,173.5032,177.684,204.8592,177.684,202.7688,202.7688,Missouri_River_Medical_Center
6000800,ELBOW COMP-LEFT,320.0,73080,182.0,182.0,63.279999999999994,178.35999999999999,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6000900,FOREARM-LEFT,320.0,73090,141.44,141.44,58.17,138.6112,58.17,58.17,58.17,58.17,117.39519999999999,120.22399999999999,138.6112,120.22399999999999,137.1968,137.1968,Missouri_River_Medical_Center
6001000,JAW (MANDIBLE) LTD < 4,320.0,70100,138.32,138.32,78.5925,135.5536,78.5925,78.5925,78.5925,78.5925,114.80559999999998,117.57199999999999,135.5536,117.57199999999999,134.1704,134.1704,Missouri_River_Medical_Center
6001021,"CHEST PA, LAT, & APICAL LORDOTIC",320.0,71021,242.32,242.32,201.1256,242.32,242.32,230.20399999999998,230.20399999999998,218.088,201.1256,205.97199999999998,237.47359999999998,205.97199999999998,235.0504,235.0504,Missouri_River_Medical_Center
6001022,CHEST W/OBLIQUES,320.0,71022,312.0,312.0,258.96,312.0,312.0,296.4,296.4,280.8,258.96,265.2,305.76,265.2,302.64,302.64,Missouri_River_Medical_Center
6001100,RIBS UNILATERAL W/O CHEST-LEFT,320.0,71101,232.96,232.96,78.5925,228.3008,78.5925,78.5925,78.5925,78.5925,193.3568,198.016,228.3008,198.016,225.9712,225.9712,Missouri_River_Medical_Center
6001111,RIBS BILATERAL W/CHEST,320.0,71111,346.32,346.32,100.0125,339.3936,100.0125,100.0125,100.0125,100.0125,287.44559999999996,294.372,339.3936,294.372,335.93039999999996,335.93039999999996,Missouri_River_Medical_Center
6001140,LUMBAR SP COMP FLEX EXT,320.0,72114,322.4,322.4,126.55999999999999,315.952,126.55999999999999,126.55999999999999,126.55999999999999,126.55999999999999,267.592,274.03999999999996,315.952,274.03999999999996,312.72799999999995,312.72799999999995,Missouri_River_Medical_Center
6001142,KNEE LTD (COMPSN),320.0,73560,195.52,195.52,71.435,191.6096,71.435,71.435,71.435,71.435,162.2816,166.192,191.6096,166.192,189.6544,189.6544,Missouri_River_Medical_Center
6001250,CT CHEST W/O CONTRAST,352.0,71250,1274.0,1274.0,286.78999999999996,1248.52,286.78999999999996,286.78999999999996,286.78999999999996,286.78999999999996,1057.4199999999998,1082.8999999999999,1248.52,1082.8999999999999,1235.78,1235.78,Missouri_River_Medical_Center
6001260,CT CHEST W CONTRAST,352.0,71260,1426.88,1426.88,382.72499999999997,1398.3424,382.72499999999997,382.72499999999997,382.72499999999997,382.72499999999997,1184.3104,1212.848,1398.3424,1212.848,1384.0736000000002,1384.0736000000002,Missouri_River_Medical_Center
6001270,CT SOFT TISSUE NECK WITH CONTRAST,352.0,70491,1516.32,1516.32,381.71000000000004,1485.9936,381.71000000000004,381.71000000000004,381.71000000000004,381.71000000000004,1258.5456,1288.8719999999998,1485.9936,1288.8719999999998,1470.8303999999998,1470.8303999999998,Missouri_River_Medical_Center
6001271,CT SOFT TISSUE NECK W/ & W/O CONTRAST,352.0,70492,1808.56,1808.56,467.4425,1772.3888,467.4425,467.4425,467.4425,467.4425,1501.1047999999998,1537.2759999999998,1772.3888,1537.2759999999998,1754.3031999999998,1754.3031999999998,Missouri_River_Medical_Center
6001300,HAND COMP-LEFT,320.0,73130,186.16,186.16,74.4975,182.4368,74.4975,74.4975,74.4975,74.4975,154.5128,158.236,182.4368,158.236,180.5752,180.5752,Missouri_River_Medical_Center
6001302,HAND COMP (CMPSN),320.0,73130,262.08,262.08,74.4975,256.8384,74.4975,74.4975,74.4975,74.4975,217.52639999999997,222.76799999999997,256.8384,222.76799999999997,254.21759999999998,254.21759999999998,Missouri_River_Medical_Center
6001400,FINGER-LEFT,320.0,73140,125.84,125.84,81.655,123.3232,81.655,81.655,81.655,81.655,104.4472,106.964,123.3232,106.964,122.0648,122.0648,Missouri_River_Medical_Center
6001402,FINGER (CMPSN),320.0,73140,176.8,176.8,81.655,173.264,81.655,81.655,81.655,81.655,146.744,150.28,173.264,150.28,171.496,171.496,Missouri_River_Medical_Center
6001500,FACIAL BONES COMP 3 +,320.0,70150,234.0,234.0,92.8725,229.32,92.8725,92.8725,92.8725,92.8725,194.22,198.9,229.32,198.9,226.98,226.98,Missouri_River_Medical_Center
6001600,NASAL BONE - 3 VIEWS,320.0,70160,133.12,133.12,78.5925,130.4576,78.5925,78.5925,78.5925,78.5925,110.4896,113.152,130.4576,113.152,129.1264,129.1264,Missouri_River_Medical_Center
6001700,PELVIS LTD,320.0,72170,164.32,164.32,56.14,161.03359999999998,56.14,56.14,56.14,56.14,136.38559999999998,139.672,161.03359999999998,139.672,159.3904,159.3904,Missouri_River_Medical_Center
6002010,"DEXASCAN, IVA",320.0,72010,242.32,242.32,201.1256,242.32,242.32,230.20399999999998,230.20399999999998,218.088,201.1256,205.97199999999998,237.47359999999998,205.97199999999998,235.0504,235.0504,Missouri_River_Medical_Center
6002110,LUMBAR SPINE COMP/W/ OBLIQUES,320.0,72110,281.84,281.84,101.045,276.2032,101.045,101.045,101.045,101.045,233.92719999999997,239.56399999999996,276.2032,239.56399999999996,273.3848,273.3848,Missouri_River_Medical_Center
6002193,CT PELVIS W/CONTRAST,350.0,72193,1287.52,1287.52,527.6424999999999,1261.7695999999999,527.6424999999999,527.6424999999999,527.6424999999999,527.6424999999999,1068.6416,1094.392,1261.7695999999999,1094.392,1248.8944,1248.8944,Missouri_River_Medical_Center
6002200,SINUSES 3 OR MORE,320.0,70220,261.04,261.04,72.4675,255.81920000000002,72.4675,72.4675,72.4675,72.4675,216.66320000000002,221.88400000000001,255.81920000000002,221.88400000000001,253.20880000000002,253.20880000000002,Missouri_River_Medical_Center
6002550,SKULL LIMITED LESS THAN 4 VIEWS,320.0,70250,180.96,180.96,72.4675,177.3408,72.4675,72.4675,72.4675,72.4675,150.1968,153.816,177.3408,153.816,175.5312,175.5312,Missouri_River_Medical_Center
6002600,SKULL COMP MINIMUM OF 4 VIEWS,320.0,70260,264.16,264.16,84.7175,258.8768,84.7175,84.7175,84.7175,84.7175,219.2528,224.536,258.8768,224.536,256.2352,256.2352,Missouri_River_Medical_Center
6003092,"UPPER EXTREMITY, INFANT, 2 VIEW-LEFT",320.0,73092,170.56,170.56,63.279999999999994,167.1488,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,141.5648,144.976,167.1488,144.976,165.4432,165.4432,Missouri_River_Medical_Center
6003540,PELVIS AND HIPS - INFANT/CHILD,320.0,73540,208.0,208.0,172.64,208.0,208.0,197.6,197.6,187.20000000000002,172.64,176.79999999999998,203.84,176.79999999999998,201.76,201.76,Missouri_River_Medical_Center
6003592,"LOWER EXTREMITY, INFANT, 2 VIEW-LEFT",320.0,73592,168.48,168.48,63.279999999999994,165.1104,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,139.83839999999998,143.208,165.1104,143.208,163.42559999999997,163.42559999999997,Missouri_River_Medical_Center
6003600,NECK LIMITED SOFT TISSUE,320.0,70360,152.88,152.88,61.2325,149.8224,61.2325,61.2325,61.2325,61.2325,126.89039999999999,129.94799999999998,149.8224,129.94799999999998,148.2936,148.2936,Missouri_River_Medical_Center
6003620,FOOT LTD (2 VIEW)-LEFT,320.0,73620,141.44,141.44,57.154999999999994,138.6112,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,117.39519999999999,120.22399999999999,138.6112,120.22399999999999,137.1968,137.1968,Missouri_River_Medical_Center
6004160,CT ABDOMEN W/CONTRAST,350.0,74160,1437.28,1437.28,525.6125000000001,1408.5344,525.6125000000001,525.6125000000001,525.6125000000001,525.6125000000001,1192.9424,1221.6879999999999,1408.5344,1221.6879999999999,1394.1616,1394.1616,Missouri_River_Medical_Center
6005100,HIP COMP-LEFT,320.0,73521,210.08,210.08,81.655,205.8784,81.655,81.655,81.655,81.655,174.3664,178.568,205.8784,178.568,203.7776,203.7776,Missouri_River_Medical_Center
6005500,FEMUR AP & LAT-LEFT,320.0,73552,182.0,182.0,72.4675,178.35999999999999,72.4675,72.4675,72.4675,72.4675,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6005600,KNEE LTD-LEFT,320.0,73560,133.12,133.12,71.435,130.4576,71.435,71.435,71.435,71.435,110.4896,113.152,130.4576,113.152,129.1264,129.1264,Missouri_River_Medical_Center
6005640,KNEE COMPLETE-LEFT,320.0,73564,222.56,222.56,92.8725,218.1088,92.8725,92.8725,92.8725,92.8725,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
6005642,KNEE COMPLETE (COMPSN),320.0,7356450,322.4,322.4,92.8725,315.952,92.8725,92.8725,92.8725,92.8725,267.592,274.03999999999996,315.952,274.03999999999996,312.72799999999995,312.72799999999995,Missouri_River_Medical_Center
6005900,TIBIA & FIBULA-LEFT,320.0,73590,138.32,138.32,64.295,135.5536,64.295,64.295,64.295,64.295,114.80559999999998,117.57199999999999,135.5536,117.57199999999999,134.1704,134.1704,Missouri_River_Medical_Center
6006010,CHILD XRAY THORAX / FB,320.0,76010,261.04,261.04,56.14,255.81920000000002,56.14,56.14,56.14,56.14,216.66320000000002,221.88400000000001,255.81920000000002,221.88400000000001,253.20880000000002,253.20880000000002,Missouri_River_Medical_Center
6006075,"DEXASCAN, AXIAL SKELETON",320.0,77080,471.12,471.12,84.7175,461.6976,84.7175,84.7175,84.7175,84.7175,391.02959999999996,400.452,461.6976,400.452,456.9864,456.9864,Missouri_River_Medical_Center
6006100,ANKLE COMP (3)-LEFT,320.0,73610,191.36,191.36,74.4975,187.5328,74.4975,74.4975,74.4975,74.4975,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
6006101,ANKLE COMP (3)-RIGHT,320.0,73610,191.36,191.36,74.4975,187.5328,74.4975,74.4975,74.4975,74.4975,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
6006102,ANKLE COMP (CMPSN),320.0,73610,276.64,276.64,74.4975,271.1072,74.4975,74.4975,74.4975,74.4975,229.61119999999997,235.14399999999998,271.1072,235.14399999999998,268.3408,268.3408,Missouri_River_Medical_Center
6006300,FOOT COMP-LEFT,320.0,73630,191.36,191.36,69.405,187.5328,69.405,69.405,69.405,69.405,158.8288,162.656,187.5328,162.656,185.6192,185.6192,Missouri_River_Medical_Center
6006302,FOOT (CMPSN),320.0,73630,276.64,276.64,69.405,271.1072,69.405,69.405,69.405,69.405,229.61119999999997,235.14399999999998,271.1072,235.14399999999998,268.3408,268.3408,Missouri_River_Medical_Center
6006500,HEEL-LEFT,320.0,73650,133.12,133.12,57.154999999999994,130.4576,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,110.4896,113.152,130.4576,113.152,129.1264,129.1264,Missouri_River_Medical_Center
6006600,TOES-LEFT,320.0,73660,114.4,114.4,61.2325,112.11200000000001,61.2325,61.2325,61.2325,61.2325,94.952,97.24000000000001,112.11200000000001,97.24000000000001,110.968,110.968,Missouri_River_Medical_Center
6007020,ORBITS COMPLETE MIN 4 VIEWS,320.0,70200,222.56,222.56,92.8725,218.1088,92.8725,92.8725,92.8725,92.8725,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
6007081,DEXA SCAN EXTREMITY,320.0,77081,474.24,474.24,63.279999999999994,464.7552,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,393.6192,403.104,464.7552,403.104,460.01279999999997,460.01279999999997,Missouri_River_Medical_Center
6007110,RIBS BILATERAL W/O CHEST,320.0,71110,302.64,302.64,80.6225,296.5872,80.6225,80.6225,80.6225,80.6225,251.19119999999998,257.24399999999997,296.5872,257.24399999999997,293.5608,293.5608,Missouri_River_Medical_Center
6007400,ABDOMEN KUB,320.0,74018,153.92,153.92,127.75359999999998,153.92,153.92,146.224,146.224,138.528,127.75359999999998,130.832,150.84159999999997,130.832,149.30239999999998,149.30239999999998,Missouri_River_Medical_Center
6009002,ABDOMEM 3 OR MORE VIEWS,320.0,74021,275.6,275.6,228.74800000000002,275.6,275.6,261.82,261.82,248.04000000000002,228.74800000000002,234.26000000000002,270.088,234.26000000000002,267.332,267.332,Missouri_River_Medical_Center
6009008,ACRMOMIOCLAVICULAR JT BILATERAL,320.0,73050,222.56,222.56,62.265,218.1088,62.265,62.265,62.265,62.265,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
6009018,BONE AGE,320.0,77072,189.28,189.28,44.905,185.49439999999998,44.905,44.905,44.905,44.905,157.1024,160.888,185.49439999999998,160.888,183.6016,183.6016,Missouri_River_Medical_Center
6009019,BONE SURVEY 7 VIEWS,320.0,77075,428.48,428.48,192.885,419.91040000000004,192.885,192.885,192.885,192.885,355.6384,364.208,419.91040000000004,364.208,415.6256,415.6256,Missouri_River_Medical_Center
6009020,CERVICAL SP AP & LAT,320.0,72040,187.2,187.2,76.545,183.456,76.545,76.545,76.545,76.545,155.37599999999998,159.11999999999998,183.456,159.11999999999998,181.58399999999997,181.58399999999997,Missouri_River_Medical_Center
6009021,CERVICAL SP COMP FLEX EXT,320.0,72052,291.2,291.2,126.55999999999999,285.376,126.55999999999999,126.55999999999999,126.55999999999999,126.55999999999999,241.69599999999997,247.51999999999998,285.376,247.51999999999998,282.464,282.464,Missouri_River_Medical_Center
6009022,CHEST 4 OR MORE VIEWS,320.0,71048,252.72,252.72,209.7576,252.72,252.72,240.08399999999997,240.08399999999997,227.448,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009023,CHEST PA & LAT,324.0,71046,200.72,200.72,166.5976,200.72,200.72,190.684,190.684,180.648,166.5976,170.612,196.7056,170.612,194.6984,194.6984,Missouri_River_Medical_Center
6009024,CLAVICLE (CMPSN),320.0,73000,225.68,225.68,65.31,221.1664,65.31,65.31,65.31,65.31,187.3144,191.828,221.1664,191.828,218.9096,218.9096,Missouri_River_Medical_Center
6009025,CLAVICLE-LEFT,320.0,73000,160.16,160.16,65.31,156.9568,65.31,65.31,65.31,65.31,132.9328,136.136,156.9568,136.136,155.3552,155.3552,Missouri_River_Medical_Center
6009026,COCCYX & SACRUM,320.0,72220,186.16,186.16,64.295,182.4368,64.295,64.295,64.295,64.295,154.5128,158.236,182.4368,158.236,180.5752,180.5752,Missouri_River_Medical_Center
6009027,ELBOW (CMPSN),320.0,73080,257.92,257.92,63.279999999999994,252.76160000000002,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,214.0736,219.232,252.76160000000002,219.232,250.1824,250.1824,Missouri_River_Medical_Center
6009028,CHEST 3 VIEWS,320.0,71047,252.72,252.72,209.7576,252.72,252.72,240.08399999999997,240.08399999999997,227.448,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009030,EYE FOR FOREIGN BODY,320.0,70030,206.96,206.96,64.295,202.8208,64.295,64.295,64.295,64.295,171.7768,175.916,202.8208,175.916,200.7512,200.7512,Missouri_River_Medical_Center
6009031,FACIAL BONES< 3 VIEWS,320.0,70140,182.0,182.0,60.217499999999994,178.35999999999999,60.217499999999994,60.217499999999994,60.217499999999994,60.217499999999994,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6009032,FEMUR (CMPSN),320.0,73550,257.92,257.92,214.0736,257.92,257.92,245.024,245.024,232.12800000000001,214.0736,219.232,252.76160000000002,219.232,250.1824,250.1824,Missouri_River_Medical_Center
6009034,FOOT LTD (CMPSN),320.0,73620,198.64,198.64,57.154999999999994,194.66719999999998,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,164.8712,168.844,194.66719999999998,168.844,192.68079999999998,192.68079999999998,Missouri_River_Medical_Center
6009035,FOREARM(COMPSN),320.0,73090,210.08,210.08,58.17,205.8784,58.17,58.17,58.17,58.17,174.3664,178.568,205.8784,178.568,203.7776,203.7776,Missouri_River_Medical_Center
6009038,HAND LTD-LEFT,320.0,73120,141.44,141.44,62.265,138.6112,62.265,62.265,62.265,62.265,117.39519999999999,120.22399999999999,138.6112,120.22399999999999,137.1968,137.1968,Missouri_River_Medical_Center
6009039,HAND LTD (CMPSN),320.0,73120,198.64,198.64,62.265,194.66719999999998,62.265,62.265,62.265,62.265,164.8712,168.844,194.66719999999998,168.844,192.68079999999998,192.68079999999998,Missouri_River_Medical_Center
6009040,HEEL (CMPSN),320.0,73650,196.56,196.56,57.154999999999994,192.6288,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,163.1448,167.076,192.6288,167.076,190.6632,190.6632,Missouri_River_Medical_Center
6009041,HIP COMP (CMPSN),320.0,73502,299.52,299.52,96.95,293.52959999999996,96.95,96.95,96.95,96.95,248.60159999999996,254.59199999999998,293.52959999999996,254.59199999999998,290.53439999999995,290.53439999999995,Missouri_River_Medical_Center
6009042,HIP 1 VIEW-LEFT,320.0,73501,142.48,142.48,63.279999999999994,139.63039999999998,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,118.25839999999998,121.10799999999999,139.63039999999998,121.10799999999999,138.20559999999998,138.20559999999998,Missouri_River_Medical_Center
6009043,HUMERUS (CMPSN),320.0,73060,200.72,200.72,65.31,196.7056,65.31,65.31,65.31,65.31,166.5976,170.612,196.7056,170.612,194.6984,194.6984,Missouri_River_Medical_Center
6009044,HUMERUS-LEFT,320.0,73060,164.32,164.32,65.31,161.03359999999998,65.31,65.31,65.31,65.31,136.38559999999998,139.672,161.03359999999998,139.672,159.3904,159.3904,Missouri_River_Medical_Center
6009045,"HIP XRAY,BILATERAL (W/PELVIS), 3-4 VIEW",320.0,73522,252.72,252.72,106.1375,247.66559999999998,106.1375,106.1375,106.1375,106.1375,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009046,KNEE XRAY 3 VIEWS,320.0,73562,252.72,252.72,84.7175,247.66559999999998,84.7175,84.7175,84.7175,84.7175,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009047,"KNEE XRAY , BOTH KNEES, STA NDING, AP VI",320.0,73562,252.72,252.72,84.7175,247.66559999999998,84.7175,84.7175,84.7175,84.7175,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009048,JAW (MANDIBLE) COMP 4 +,320.0,70110,215.28,215.28,84.7175,210.9744,84.7175,84.7175,84.7175,84.7175,178.6824,182.988,210.9744,182.988,208.8216,208.8216,Missouri_River_Medical_Center
6009049,THORAX 3 VIEWS,320.0,72072,252.72,252.72,76.545,247.66559999999998,76.545,76.545,76.545,76.545,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009050,THORAX MIN OF 4 VIEWS,320.0,72074,252.72,252.72,87.78,247.66559999999998,87.78,87.78,87.78,87.78,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009051,LUMBAR SPINE AP & LAT,320.0,72100,222.56,222.56,76.545,218.1088,76.545,76.545,76.545,76.545,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
6009052,MASTOIDS COMP 3 +,320.0,70130,255.84,255.84,121.45000000000002,250.7232,121.45000000000002,121.45000000000002,121.45000000000002,121.45000000000002,212.3472,217.464,250.7232,217.464,248.16479999999999,248.16479999999999,Missouri_River_Medical_Center
6009053,MASTOIDS LTD < 3,320.0,70120,170.56,170.56,78.5925,167.1488,78.5925,78.5925,78.5925,78.5925,141.5648,144.976,167.1488,144.976,165.4432,165.4432,Missouri_River_Medical_Center
6009054,OPTIC FORAMINA,320.0,70190,176.8,176.8,77.56,173.264,77.56,77.56,77.56,77.56,146.744,150.28,173.264,150.28,171.496,171.496,Missouri_River_Medical_Center
6009055,PATELLA-LEFT,320.0,73560,131.04,131.04,71.435,128.4192,71.435,71.435,71.435,71.435,108.76319999999998,111.38399999999999,128.4192,111.38399999999999,127.10879999999999,127.10879999999999,Missouri_River_Medical_Center
6009056,PELVIS COMP,320.0,72170,230.88,230.88,56.14,226.26239999999999,56.14,56.14,56.14,56.14,191.63039999999998,196.248,226.26239999999999,196.248,223.9536,223.9536,Missouri_River_Medical_Center
6009057,PETROUS PYRAMIDS,320.0,70250,169.52,169.52,72.4675,166.1296,72.4675,72.4675,72.4675,72.4675,140.7016,144.092,166.1296,144.092,164.4344,164.4344,Missouri_River_Medical_Center
6009058,PELVIS MIN OF 3 VIEWS,320.0,72190,252.72,252.72,79.6075,247.66559999999998,79.6075,79.6075,79.6075,79.6075,209.7576,214.81199999999998,247.66559999999998,214.81199999999998,245.1384,245.1384,Missouri_River_Medical_Center
6009059,RIBS UNILATERAL W/CHEST-LEFT,320.0,71101,274.56,274.56,78.5925,269.0688,78.5925,78.5925,78.5925,78.5925,227.88479999999998,233.376,269.0688,233.376,266.3232,266.3232,Missouri_River_Medical_Center
6009060,SACROILIAC COMP > 3 VIEWS,320.0,72202,225.68,225.68,75.53,221.1664,75.53,75.53,75.53,75.53,187.3144,191.828,221.1664,191.828,218.9096,218.9096,Missouri_River_Medical_Center
6009061,SACROILIAC LTD > 3 VIEWS,320.0,72200,169.52,169.52,66.3425,166.1296,66.3425,66.3425,66.3425,66.3425,140.7016,144.092,166.1296,144.092,164.4344,164.4344,Missouri_River_Medical_Center
6009062,SCAPULA-LEFT,320.0,73010,182.0,182.0,53.0775,178.35999999999999,53.0775,53.0775,53.0775,53.0775,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6009064,SCOLIOSIS AP & LAT,320.0,72092,176.8,176.8,146.744,176.8,176.8,167.96,167.96,159.12,146.744,150.28,173.264,150.28,171.496,171.496,Missouri_River_Medical_Center
6009068,SHOULER COMPLETE (CMPSN),320.0,73030,257.92,257.92,67.3575,252.76160000000002,67.3575,67.3575,67.3575,67.3575,214.0736,219.232,252.76160000000002,219.232,250.1824,250.1824,Missouri_River_Medical_Center
6009070,SHOULDER LTD-LEFT,320.0,73020,128.96,128.96,38.78,126.38080000000001,38.78,38.78,38.78,38.78,107.0368,109.616,126.38080000000001,109.616,125.0912,125.0912,Missouri_River_Medical_Center
6009071,SINUSES 2 VIEWS,320.0,70210,153.92,153.92,63.279999999999994,150.84159999999997,63.279999999999994,63.279999999999994,63.279999999999994,63.279999999999994,127.75359999999998,130.832,150.84159999999997,130.832,149.30239999999998,149.30239999999998,Missouri_River_Medical_Center
6009073,SPINE ENTIRE AP & LAT,320.0,72010,325.52,325.52,270.18159999999995,325.52,325.52,309.24399999999997,309.24399999999997,292.968,270.18159999999995,276.69199999999995,319.0096,276.69199999999995,315.7544,315.7544,Missouri_River_Medical_Center
6009074,STERNOCLAVICULAR JT-LEFT,320.0,71130,205.92,205.92,81.655,201.80159999999998,81.655,81.655,81.655,81.655,170.91359999999997,175.03199999999998,201.80159999999998,175.03199999999998,199.74239999999998,199.74239999999998,Missouri_River_Medical_Center
6009075,STERNUM,320.0,71120,186.16,186.16,64.295,182.4368,64.295,64.295,64.295,64.295,154.5128,158.236,182.4368,158.236,180.5752,180.5752,Missouri_River_Medical_Center
6009078,THORACOLUMBAR SPINE,320.0,72080,222.56,222.56,66.3425,218.1088,66.3425,66.3425,66.3425,66.3425,184.7248,189.176,218.1088,189.176,215.8832,215.8832,Missouri_River_Medical_Center
6009079,TIBIA & FIBULA (CMPSN),320.0,73590,182.0,182.0,64.295,178.35999999999999,64.295,64.295,64.295,64.295,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6009102,ELBOW LTD-LEFT,320.0,73070,136.24,136.24,57.154999999999994,133.5152,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,113.0792,115.804,133.5152,115.804,132.1528,132.1528,Missouri_River_Medical_Center
6009103,ELBOW LTD (CMPSN),320.0,73070,194.48,194.48,57.154999999999994,190.5904,57.154999999999994,57.154999999999994,57.154999999999994,57.154999999999994,161.4184,165.308,190.5904,165.308,188.64559999999997,188.64559999999997,Missouri_River_Medical_Center
6009104,TOES (CMPSN),320.0,73660,167.44,167.44,61.2325,164.0912,61.2325,61.2325,61.2325,61.2325,138.9752,142.32399999999998,164.0912,142.32399999999998,162.4168,162.4168,Missouri_River_Medical_Center
6009106,WRIST COMP (CMPSN),320.0,73110,266.24,266.24,85.7325,260.9152,85.7325,85.7325,85.7325,85.7325,220.9792,226.304,260.9152,226.304,258.2528,258.2528,Missouri_River_Medical_Center
6009107,WRIST COMP-LEFT,320.0,73110,182.0,182.0,85.7325,178.35999999999999,85.7325,85.7325,85.7325,85.7325,151.06,154.7,178.35999999999999,154.7,176.54,176.54,Missouri_River_Medical_Center
6009108,WRIST LTD-LEFT,320.0,73100,145.6,145.6,69.405,142.688,69.405,69.405,69.405,69.405,120.84799999999998,123.75999999999999,142.688,123.75999999999999,141.232,141.232,Missouri_River_Medical_Center
