Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_OF_MONTANA,EBMS,FIRST_CHOICE_HEALTH,MOUNTAIN_HEALTH_CO_OP,PACIFICSOURCE,UNITED_HEALTHCARE,hospital
06300119_1,FIRE FIGHTING PHYSICAL,Outpatient,521,99395,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 18-39 years",,0,150,142.5,139.5,150,142.5,139.5,142.5,142.5,145.5,150,142.5,Northern_Rockies_Medical_Center
06300120_1,FIRE FIGHTING PHYSICAL,Inpatient,521,99397,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 65 years and older",,0,150,142.5,139.5,150,142.5,139.5,142.5,142.5,145.5,150,142.5,Northern_Rockies_Medical_Center
06300120_1,FIRE FIGHTING PHYSICAL,Outpatient,521,99397,"Periodic comprehensive preventive medicine reevaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnostic procedures, established patient; 65 years and older",,0,150,142.5,139.5,150,142.5,139.5,142.5,142.5,145.5,150,142.5,Northern_Rockies_Medical_Center
06300122_1,FRACTURE CARE,Ambulatory Surgical,521,26607,"Closed treatment of metacarpal fracture, with manipulation, with external fixation, each bone",,0,1450,1377.5,1348.5,1450,1377.5,1348.5,1377.5,1377.5,1406.5,1450,1377.5,Northern_Rockies_Medical_Center
06300122_1,FRACTURE CARE,Inpatient,521,26607,"Closed treatment of metacarpal fracture, with manipulation, with external fixation, each bone",,0,1450,1377.5,1348.5,1450,1377.5,1348.5,1377.5,1377.5,1406.5,1450,1377.5,Northern_Rockies_Medical_Center
06300123_1,FRACTURE CARE PATELLA,Ambulatory Surgical,521,27520,"Closed treatment of patellar fracture, without manipulation",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300123_1,FRACTURE CARE PATELLA,Inpatient,521,27520,"Closed treatment of patellar fracture, without manipulation",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300124_1,FRACTURE CARE ULNA,Ambulatory Surgical,521,24670,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); without manipulation",,0,470,446.5,437.1,470,446.5,437.1,446.5,446.5,455.9,470,446.5,Northern_Rockies_Medical_Center
06300124_1,FRACTURE CARE ULNA,Inpatient,521,24670,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); without manipulation",,0,470,446.5,437.1,470,446.5,437.1,446.5,446.5,455.9,470,446.5,Northern_Rockies_Medical_Center
06300125_1,FRACTURE CARE-TIBIA CLOSED,Ambulatory Surgical,521,27530,"Closed treatment of tibial fracture, proximal (plateau); without manipulation",,0,897.92,853.02,835.07,897.92,853.02,835.07,853.02,853.02,870.98,897.92,853.02,Northern_Rockies_Medical_Center
06300125_1,FRACTURE CARE-TIBIA CLOSED,Inpatient,521,27530,"Closed treatment of tibial fracture, proximal (plateau); without manipulation",,0,897.92,853.02,835.07,897.92,853.02,835.07,853.02,853.02,870.98,897.92,853.02,Northern_Rockies_Medical_Center
06300126_1,FRACTURED NOSE,Inpatient,521,21310,Closed treatment of nasal bone fracture without manipulation,,0,272,258.4,252.96,272,258.4,252.96,258.4,258.4,263.84,272,258.4,Northern_Rockies_Medical_Center
06300126_1,FRACTURED NOSE,Outpatient,521,21310,Closed treatment of nasal bone fracture without manipulation,,0,272,258.4,252.96,272,258.4,252.96,258.4,258.4,263.84,272,258.4,Northern_Rockies_Medical_Center
06300127_1,FULL THICKNESS SKIN GRAFT 2 CM,Ambulatory Surgical,521,15050,"Pinch graft, single or multiple, to cover small ulcer, tip of digit, or other minimal open area (except on face), up to defect size 2 cm diameter",,0,1050,997.5,976.5,1050,997.5,976.5,997.5,997.5,1018.5,1050,997.5,Northern_Rockies_Medical_Center
06300127_1,FULL THICKNESS SKIN GRAFT 2 CM,Inpatient,521,15050,"Pinch graft, single or multiple, to cover small ulcer, tip of digit, or other minimal open area (except on face), up to defect size 2 cm diameter",,0,1050,997.5,976.5,1050,997.5,976.5,997.5,997.5,1018.5,1050,997.5,Northern_Rockies_Medical_Center
06300128_1,FX CARE CALCANEAL (HEEL),Ambulatory Surgical,521,28400,Closed treatment of calcaneal fracture; without manipulation,,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300128_1,FX CARE CALCANEAL (HEEL),Inpatient,521,28400,Closed treatment of calcaneal fracture; without manipulation,,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300129_1,FX CARE CLAVICLE,Ambulatory Surgical,521,23505,Closed treatment of clavicular fracture; with manipulation,,0,1451,1378.45,1349.43,1451,1378.45,1349.43,1378.45,1378.45,1407.47,1451,1378.45,Northern_Rockies_Medical_Center
06300129_1,FX CARE CLAVICLE,Inpatient,521,23505,Closed treatment of clavicular fracture; with manipulation,,0,1451,1378.45,1349.43,1451,1378.45,1349.43,1378.45,1378.45,1407.47,1451,1378.45,Northern_Rockies_Medical_Center
06300130_1,FX CARE CLAVICLE WITH OUT MANIPULA,Ambulatory Surgical,521,23500,Closed treatment of clavicular fracture; without manipulation,,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300130_1,FX CARE CLAVICLE WITH OUT MANIPULA,Inpatient,521,23500,Closed treatment of clavicular fracture; without manipulation,,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300131_1,FX CARE CLSD TRMT W/O MANIP,Ambulatory Surgical,521,26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",,0,576,547.2,535.68,576,547.2,535.68,547.2,547.2,558.72,576,547.2,Northern_Rockies_Medical_Center
06300131_1,FX CARE CLSD TRMT W/O MANIP,Inpatient,521,26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",,0,576,547.2,535.68,576,547.2,535.68,547.2,547.2,558.72,576,547.2,Northern_Rockies_Medical_Center
06300132_1,FX CARE COCCYX,Ambulatory Surgical,521,27200,Closed treatment of coccygeal fracture,,0,418,397.1,388.74,418,397.1,388.74,397.1,397.1,405.46,418,397.1,Northern_Rockies_Medical_Center
06300132_1,FX CARE COCCYX,Inpatient,521,27200,Closed treatment of coccygeal fracture,,0,418,397.1,388.74,418,397.1,388.74,397.1,397.1,405.46,418,397.1,Northern_Rockies_Medical_Center
06300133_1,FX CARE DISTAL FIB W/O MANIP,Ambulatory Surgical,521,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,,0,865,821.75,804.45,865,821.75,804.45,821.75,821.75,839.05,865,821.75,Northern_Rockies_Medical_Center
06300133_1,FX CARE DISTAL FIB W/O MANIP,Inpatient,521,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,,0,865,821.75,804.45,865,821.75,804.45,821.75,821.75,839.05,865,821.75,Northern_Rockies_Medical_Center
06300134_1,FX CARE DISTAL RADIUS FRAC W/MANIP,Ambulatory Surgical,521,25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation",,0,1248,1185.6,1160.64,1248,1185.6,1160.64,1185.6,1185.6,1210.56,1248,1185.6,Northern_Rockies_Medical_Center
06300134_1,FX CARE DISTAL RADIUS FRAC W/MANIP,Inpatient,521,25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation",,0,1248,1185.6,1160.64,1248,1185.6,1160.64,1185.6,1185.6,1210.56,1248,1185.6,Northern_Rockies_Medical_Center
06300135_1,FX CARE FEMUR,Ambulatory Surgical,521,27230,"Closed treatment of femoral fracture, proximal end, neck; without manipulation",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300135_1,FX CARE FEMUR,Inpatient,521,27230,"Closed treatment of femoral fracture, proximal end, neck; without manipulation",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300136_1,FX CARE MEDIAL MALLEOLUS W/O MANIP,Ambulatory Surgical,521,27760,Closed treatment of medial malleolus fracture; without manipulation,,0,919,873.05,854.67,919,873.05,854.67,873.05,873.05,891.43,919,873.05,Northern_Rockies_Medical_Center
06300136_1,FX CARE MEDIAL MALLEOLUS W/O MANIP,Inpatient,521,27760,Closed treatment of medial malleolus fracture; without manipulation,,0,919,873.05,854.67,919,873.05,854.67,873.05,873.05,891.43,919,873.05,Northern_Rockies_Medical_Center
06300137_1,FX CARE METACARPAL,Ambulatory Surgical,521,26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",,0,795,755.25,739.35,795,755.25,739.35,755.25,755.25,771.15,795,755.25,Northern_Rockies_Medical_Center
06300137_1,FX CARE METACARPAL,Inpatient,521,26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",,0,795,755.25,739.35,795,755.25,739.35,755.25,755.25,771.15,795,755.25,Northern_Rockies_Medical_Center
06300138_1,FX CARE METATARSAL,Ambulatory Surgical,521,28470,"Closed treatment of metatarsal fracture; without manipulation, each",,0,642,609.9,597.06,642,609.9,597.06,609.9,609.9,622.74,642,609.9,Northern_Rockies_Medical_Center
06300138_1,FX CARE METATARSAL,Inpatient,521,28470,"Closed treatment of metatarsal fracture; without manipulation, each",,0,642,609.9,597.06,642,609.9,597.06,609.9,609.9,622.74,642,609.9,Northern_Rockies_Medical_Center
06300139_1,FX CARE NAVICULAR FX,Ambulatory Surgical,521,25622,Closed treatment of carpal scaphoid (navicular) fracture; without manipulation,,0,818,777.1,760.74,818,777.1,760.74,777.1,777.1,793.46,818,777.1,Northern_Rockies_Medical_Center
06300139_1,FX CARE NAVICULAR FX,Inpatient,521,25622,Closed treatment of carpal scaphoid (navicular) fracture; without manipulation,,0,818,777.1,760.74,818,777.1,760.74,777.1,777.1,793.46,818,777.1,Northern_Rockies_Medical_Center
06300140_1,FX CARE OPEN REP OF DISTAL PHAL,Ambulatory Surgical,521,26765,"Open treatment of distal phalangeal fracture, finger or thumb, includes internal fixation, when performed, each",,0,1600,1520,1488,1600,1520,1488,1520,1520,1552,1600,1520,Northern_Rockies_Medical_Center
06300140_1,FX CARE OPEN REP OF DISTAL PHAL,Inpatient,521,26765,"Open treatment of distal phalangeal fracture, finger or thumb, includes internal fixation, when performed, each",,0,1600,1520,1488,1600,1520,1488,1520,1520,1552,1600,1520,Northern_Rockies_Medical_Center
06300141_1,FX CARE PHALANX (FINGER/THUMB),Ambulatory Surgical,521,26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without manipulation, each",,0,394.8,375.06,367.16,394.8,375.06,367.16,375.06,375.06,382.96,394.8,375.06,Northern_Rockies_Medical_Center
06300141_1,FX CARE PHALANX (FINGER/THUMB),Inpatient,521,26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without manipulation, each",,0,394.8,375.06,367.16,394.8,375.06,367.16,375.06,375.06,382.96,394.8,375.06,Northern_Rockies_Medical_Center
06300142_1,FX CARE PROXIMAL PHALANX,Ambulatory Surgical,521,28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each",,0,232,220.4,215.76,232,220.4,215.76,220.4,220.4,225.04,232,220.4,Northern_Rockies_Medical_Center
06300142_1,FX CARE PROXIMAL PHALANX,Inpatient,521,28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each",,0,232,220.4,215.76,232,220.4,215.76,220.4,220.4,225.04,232,220.4,Northern_Rockies_Medical_Center
06300143_1,FX CARE TARSAL,Ambulatory Surgical,521,28450,"Treatment of tarsal bone fracture (except talus and calcaneus); without manipulation, each",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300143_1,FX CARE TARSAL,Inpatient,521,28450,"Treatment of tarsal bone fracture (except talus and calcaneus); without manipulation, each",,0,392,372.4,364.56,392,372.4,364.56,372.4,372.4,380.24,392,372.4,Northern_Rockies_Medical_Center
06300144_1,FX CARE-DIST RADIUS;CLO;W/O MANIP,Ambulatory Surgical,521,25600,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; without manipulation",,0,470.4,446.88,437.47,470.4,446.88,437.47,446.88,446.88,456.29,470.4,446.88,Northern_Rockies_Medical_Center
06300144_1,FX CARE-DIST RADIUS;CLO;W/O MANIP,Inpatient,521,25600,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; without manipulation",,0,470.4,446.88,437.47,470.4,446.88,437.47,446.88,446.88,456.29,470.4,446.88,Northern_Rockies_Medical_Center
06300146_1,HEARING SCREEN,Inpatient,521,92551,"Screening test, pure tone, air only",,0,73,69.35,67.89,73,69.35,67.89,69.35,69.35,70.81,73,69.35,Northern_Rockies_Medical_Center
06300146_1,HEARING SCREEN,Outpatient,521,92551,"Screening test, pure tone, air only",,0,73,69.35,67.89,73,69.35,67.89,69.35,69.35,70.81,73,69.35,Northern_Rockies_Medical_Center
06300147_1,HOME VISIT,Inpatient,521,99347,"Home visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A problem focused interval history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor. Typically, 15 minutes are spent face-to-face with the patient and/or family.",,0,170,161.5,158.1,170,161.5,158.1,161.5,161.5,164.9,170,161.5,Northern_Rockies_Medical_Center
06300147_1,HOME VISIT,Outpatient,521,99347,"Home visit for the evaluation and management of an established patient, which requires at least 2 of these 3 key components: A problem focused interval history; A problem focused examination; Straightforward medical decision making. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the presenting problem(s) are self limited or minor. Typically, 15 minutes are spent face-to-face with the patient and/or family.",,0,170,161.5,158.1,170,161.5,158.1,161.5,161.5,164.9,170,161.5,Northern_Rockies_Medical_Center
06300148_1,HUMERUS FX CARE,Ambulatory Surgical,521,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,1039,987.05,966.27,1039,987.05,966.27,987.05,987.05,1007.83,1039,987.05,Northern_Rockies_Medical_Center
06300148_1,HUMERUS FX CARE,Inpatient,521,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,1039,987.05,966.27,1039,987.05,966.27,987.05,987.05,1007.83,1039,987.05,Northern_Rockies_Medical_Center
06300149_1,I & D ABSCESS  COMPLICATED,Ambulatory Surgical,522,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,566,537.7,526.38,566,537.7,526.38,537.7,537.7,549.02,566,537.7,Northern_Rockies_Medical_Center
06300149_1,I & D ABSCESS  COMPLICATED,Inpatient,522,10061,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); complicated or multiple",,0,566,537.7,526.38,566,537.7,526.38,537.7,537.7,549.02,566,537.7,Northern_Rockies_Medical_Center
06300150_1,I & D ABSCESS,Ambulatory Surgical,521,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,322,305.9,299.46,322,305.9,299.46,305.9,305.9,312.34,322,305.9,Northern_Rockies_Medical_Center
06300150_1,I & D ABSCESS,Inpatient,521,10060,"Incision and drainage of abscess (eg, carbuncle, suppurative hidradenitis, cutaneous or subcutaneous abscess, cyst, furuncle, or paronychia); simple or single",,0,322,305.9,299.46,322,305.9,299.46,305.9,305.9,312.34,322,305.9,Northern_Rockies_Medical_Center
06300151_1,IMPACTED CERUMEN,Inpatient,521,69220,"Debridement, mastoidectomy cavity, simple (eg, routine cleaning)",,0,184.8,175.56,171.86,184.8,175.56,171.86,175.56,175.56,179.26,184.8,175.56,Northern_Rockies_Medical_Center
06300151_1,IMPACTED CERUMEN,Outpatient,521,69220,"Debridement, mastoidectomy cavity, simple (eg, routine cleaning)",,0,184.8,175.56,171.86,184.8,175.56,171.86,175.56,175.56,179.26,184.8,175.56,Northern_Rockies_Medical_Center
06300152_1,INCISION & DRAINAGE OF HEMATOMA,Ambulatory Surgical,521,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,995,945.25,925.35,995,945.25,925.35,945.25,945.25,965.15,995,945.25,Northern_Rockies_Medical_Center
06300152_1,INCISION & DRAINAGE OF HEMATOMA,Inpatient,521,10140,"Incision and drainage of hematoma, seroma or fluid collection",,0,995,945.25,925.35,995,945.25,925.35,945.25,945.25,965.15,995,945.25,Northern_Rockies_Medical_Center
06300153_1,INCISION AND DRAINAGE HEMATOMA,Ambulatory Surgical,521,25028,"Incision and drainage, forearm and/or wrist; deep abscess or hematoma",,0,1736.02,1649.22,1614.5,1736.02,1649.22,1614.5,1649.22,1649.22,1683.94,1736.02,1649.22,Northern_Rockies_Medical_Center
06300153_1,INCISION AND DRAINAGE HEMATOMA,Inpatient,521,25028,"Incision and drainage, forearm and/or wrist; deep abscess or hematoma",,0,1736.02,1649.22,1614.5,1736.02,1649.22,1614.5,1649.22,1649.22,1683.94,1736.02,1649.22,Northern_Rockies_Medical_Center
06300154_1,INCISION OF THRO HEMORR,Ambulatory Surgical,521,46083,"Incision of thrombosed hemorrhoid, external",,0,418.8,397.86,389.48,418.8,397.86,389.48,397.86,397.86,406.24,418.8,397.86,Northern_Rockies_Medical_Center
06300154_1,INCISION OF THRO HEMORR,Inpatient,521,46083,"Incision of thrombosed hemorrhoid, external",,0,418.8,397.86,389.48,418.8,397.86,389.48,397.86,397.86,406.24,418.8,397.86,Northern_Rockies_Medical_Center
06300156_1,INCISIONAL BX OF BREAST,Ambulatory Surgical,521,19101,"Biopsy of breast; open, incisional",,0,2500,2375,2325,2500,2375,2325,2375,2375,2425,2500,2375,Northern_Rockies_Medical_Center
06300156_1,INCISIONAL BX OF BREAST,Inpatient,521,19101,"Biopsy of breast; open, incisional",,0,2500,2375,2325,2500,2375,2325,2375,2375,2425,2500,2375,Northern_Rockies_Medical_Center
06300157_1,INDIRECT LARYNGOSCOPY,Ambulatory Surgical,521,31505,"Laryngoscopy, indirect; diagnostic (separate procedure)",,0,255,242.25,237.15,255,242.25,237.15,242.25,242.25,247.35,255,242.25,Northern_Rockies_Medical_Center
06300157_1,INDIRECT LARYNGOSCOPY,Inpatient,521,31505,"Laryngoscopy, indirect; diagnostic (separate procedure)",,0,255,242.25,237.15,255,242.25,237.15,242.25,242.25,247.35,255,242.25,Northern_Rockies_Medical_Center
06300158_1,INJ INTRALESIONAL UP TO SEVEN,Inpatient,521,11900,"Injection, intralesional; up to and including 7 lesions",,0,154,146.3,143.22,154,146.3,143.22,146.3,146.3,149.38,154,146.3,Northern_Rockies_Medical_Center
06300158_1,INJ INTRALESIONAL UP TO SEVEN,Outpatient,521,11900,"Injection, intralesional; up to and including 7 lesions",,0,154,146.3,143.22,154,146.3,143.22,146.3,146.3,149.38,154,146.3,Northern_Rockies_Medical_Center
06300159_1,INJ OF SCLEROSING SOL MULT PROC,Ambulatory Surgical,521,36470,Injection of sclerosant; single incompetent vein (other than telangiectasia),,0,499,474.05,464.07,499,474.05,464.07,474.05,474.05,484.03,499,474.05,Northern_Rockies_Medical_Center
06300159_1,INJ OF SCLEROSING SOL MULT PROC,Inpatient,521,36470,Injection of sclerosant; single incompetent vein (other than telangiectasia),,0,499,474.05,464.07,499,474.05,464.07,474.05,474.05,484.03,499,474.05,Northern_Rockies_Medical_Center
06300160_1,INJ TENDON SH  LIGAMENT  TRIGGER P,Ambulatory Surgical,521,20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",,0,277.2,263.34,257.8,277.2,263.34,257.8,263.34,263.34,268.88,277.2,263.34,Northern_Rockies_Medical_Center
06300160_1,INJ TENDON SH  LIGAMENT  TRIGGER P,Inpatient,521,20550,"Injection(s); single tendon sheath, or ligament, aponeurosis (eg, plantar ""fascia"")",,0,277.2,263.34,257.8,277.2,263.34,257.8,263.34,263.34,268.88,277.2,263.34,Northern_Rockies_Medical_Center
06300162_1,ASP AND OR INJECTION INTER JOINT OR BURS,Ambulatory Surgical,521,20605,"Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance",,0,235.96,224.16,219.44,235.96,224.16,219.44,224.16,224.16,228.88,235.96,224.16,Northern_Rockies_Medical_Center
06300162_1,ASP AND OR INJECTION INTER JOINT OR BURS,Inpatient,521,20605,"Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance",,0,235.96,224.16,219.44,235.96,224.16,219.44,224.16,224.16,228.88,235.96,224.16,Northern_Rockies_Medical_Center
06300163_1,INSERTION CENTRAL VEN CATH (PIC),Ambulatory Surgical,521,36556,Insertion of non-tunneled centrally inserted central venous catheter; age 5 years or older,,0,463,439.85,430.59,463,439.85,430.59,439.85,439.85,449.11,463,439.85,Northern_Rockies_Medical_Center
06300163_1,INSERTION CENTRAL VEN CATH (PIC),Inpatient,521,36556,Insertion of non-tunneled centrally inserted central venous catheter; age 5 years or older,,0,463,439.85,430.59,463,439.85,430.59,439.85,439.85,449.11,463,439.85,Northern_Rockies_Medical_Center
06300164_1,INSERTION OF IUD,Inpatient,521,58300,Insertion of intrauterine device (IUD),,0,270,256.5,251.1,270,256.5,251.1,256.5,256.5,261.9,270,256.5,Northern_Rockies_Medical_Center
06300164_1,INSERTION OF IUD,Outpatient,521,58300,Insertion of intrauterine device (IUD),,0,270,256.5,251.1,270,256.5,251.1,256.5,256.5,261.9,270,256.5,Northern_Rockies_Medical_Center
06300165_1,INSERTION OF PESSARY,Ambulatory Surgical,521,57160,Fitting and insertion of pessary or other intravaginal support device,,0,172.2,163.59,160.15,172.2,163.59,160.15,163.59,163.59,167.03,172.2,163.59,Northern_Rockies_Medical_Center
06300165_1,INSERTION OF PESSARY,Inpatient,521,57160,Fitting and insertion of pessary or other intravaginal support device,,0,172.2,163.59,160.15,172.2,163.59,160.15,163.59,163.59,167.03,172.2,163.59,Northern_Rockies_Medical_Center
06300167_1,NEW TO MEDICARE,Inpatient,521,G0402,Initial preventive exam,,0,243.6,231.42,226.55,243.6,231.42,226.55,231.42,231.42,236.29,243.6,231.42,Northern_Rockies_Medical_Center
06300167_1,NEW TO MEDICARE,Outpatient,521,G0402,Initial preventive exam,,0,243.6,231.42,226.55,243.6,231.42,226.55,231.42,231.42,236.29,243.6,231.42,Northern_Rockies_Medical_Center
06300169_1,JOINT INJ/ASP-LARGE JOINT,Ambulatory Surgical,521,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,320.83,304.79,298.37,320.83,304.79,298.37,304.79,304.79,311.21,320.83,304.79,Northern_Rockies_Medical_Center
06300169_1,JOINT INJ/ASP-LARGE JOINT,Inpatient,521,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,320.83,304.79,298.37,320.83,304.79,298.37,304.79,304.79,311.21,320.83,304.79,Northern_Rockies_Medical_Center
06300170_1,JOINT INJECTION  SMALL JT,Ambulatory Surgical,521,20600,"Arthrocentesis, aspiration and/or injection, small joint or bursa (eg, fingers, toes); without ultrasound guidance",,0,129,122.55,119.97,129,122.55,119.97,122.55,122.55,125.13,129,122.55,Northern_Rockies_Medical_Center
06300170_1,JOINT INJECTION  SMALL JT,Inpatient,521,20600,"Arthrocentesis, aspiration and/or injection, small joint or bursa (eg, fingers, toes); without ultrasound guidance",,0,129,122.55,119.97,129,122.55,119.97,122.55,122.55,125.13,129,122.55,Northern_Rockies_Medical_Center
06300171_1,LAC REAPIR COMPLEX 2.6 CM TO 7.5 CM,Ambulatory Surgical,521,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,1398,1328.1,1300.14,1398,1328.1,1300.14,1328.1,1328.1,1356.06,1398,1328.1,Northern_Rockies_Medical_Center
06300171_1,LAC REAPIR COMPLEX 2.6 CM TO 7.5 CM,Inpatient,521,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,1398,1328.1,1300.14,1398,1328.1,1300.14,1328.1,1328.1,1356.06,1398,1328.1,Northern_Rockies_Medical_Center
06300172_1,LAC REP COMPLEX 2.0 CM,Ambulatory Surgical,521,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,804,763.8,747.72,804,763.8,747.72,763.8,763.8,779.88,804,763.8,Northern_Rockies_Medical_Center
06300172_1,LAC REP COMPLEX 2.0 CM,Inpatient,521,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,804,763.8,747.72,804,763.8,747.72,763.8,763.8,779.88,804,763.8,Northern_Rockies_Medical_Center
06300173_1,LAC REPAIR COMPLEX 1.1 TO 2.5,Ambulatory Surgical,521,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,700,665,651,700,665,651,665,665,679,700,665,Northern_Rockies_Medical_Center
06300173_1,LAC REPAIR COMPLEX 1.1 TO 2.5,Inpatient,521,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,700,665,651,700,665,651,665,665,679,700,665,Northern_Rockies_Medical_Center
06300174_1,LAC REPAIR 2.5-7.5 CM SCALP  TRUN,Ambulatory Surgical,521,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,631,599.45,586.83,631,599.45,586.83,599.45,599.45,612.07,631,599.45,Northern_Rockies_Medical_Center
06300174_1,LAC REPAIR 2.5-7.5 CM SCALP  TRUN,Inpatient,521,12032,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 2.6 cm to 7.5 cm",,0,631,599.45,586.83,631,599.45,586.83,599.45,599.45,612.07,631,599.45,Northern_Rockies_Medical_Center
06300175_1,LAC REPAIR TO 2.5 CM NECK  HANDS,Inpatient,521,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,548,520.6,509.64,548,520.6,509.64,520.6,520.6,531.56,548,520.6,Northern_Rockies_Medical_Center
06300175_1,LAC REPAIR TO 2.5 CM NECK  HANDS,Outpatient,521,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,548,520.6,509.64,548,520.6,509.64,520.6,520.6,531.56,548,520.6,Northern_Rockies_Medical_Center
