Updated January 2022,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,hospital
10180,"Incision & Drainage of Postop wound, inf",10180,$474.00 ,$427.93 ,$385.14 ,$385.14 ,$427.93 ,$379.20 ,$300.72 ,$151.80 ,$133.40 ,$450.30 ,$402.90 ,,$136.85 ,$132.94 ,$119.60 ,$474.00 ,$119.60 ,$474.00 ,Liberty_Medical_Center
11000,Debridement,11000,$105.00 ,$94.38 ,$84.94 ,$84.94 ,$94.38 ,$84.00 ,$48.07 ,$39.60 ,$34.80 ,$99.75 ,$89.25 ,,$35.70 ,$34.68 ,$31.20 ,$105.00 ,$31.20 ,$105.00 ,Liberty_Medical_Center
11055,Paring - Benign lesion,11055,$108.00 ,$104.34 ,$93.91 ,$93.91 ,$104.34 ,$86.40 ,$26.97 ,$23.10 ,$20.30 ,$102.60 ,$91.80 ,,$20.83 ,$20.23 ,$18.20 ,$108.00 ,$18.20 ,$108.00 ,Liberty_Medical_Center
11056,"Paring - Benign lesion, 2-4",11056,$128.00 ,$123.10 ,$110.79 ,$110.79 ,$123.10 ,$102.40 ,$38.10 ,$33.00 ,$29.00 ,$121.60 ,$108.80 ,,$29.75 ,$28.90 ,$26.00 ,$128.00 ,$26.00 ,$128.00 ,Liberty_Medical_Center
11057,Destruction/Lesion,11057,$139.00 ,$135.41 ,$121.87 ,$121.87 ,$135.41 ,$111.20 ,$50.41 , $-   , $-   ,$132.05 ,$118.15 ,, $-   , $-   , $-   ,$139.00 , $-   ,$139.00 ,Liberty_Medical_Center
11102,Biopsy by shave/scoop/saucerize/curette,11102,$173.00 ,$166.48 ,$149.83 ,$149.83 ,$166.48 ,$138.40 ,,$43.56 ,$38.28 ,$164.35 ,$147.05 ,,$39.27 ,$38.15 ,$34.32 ,$173.00 ,$34.32 ,$173.00 ,Liberty_Medical_Center
11103,Biopsy ea addl shave/scoop/curette/sauce,11103,$93.00 ,$88.52 ,$79.67 ,$79.67 ,$88.52 ,$74.40 ,,$25.08 ,$22.04 ,$88.35 ,$79.05 ,,$22.61 ,$21.96 ,$19.76 ,$93.00 ,$19.76 ,$93.00 ,Liberty_Medical_Center
11104,Biopsy Punch,11104,$217.00 ,$209.27 ,$188.34 ,$188.34 ,$209.27 ,$173.60 ,,$54.78 ,$48.14 ,$206.15 ,$184.45 ,,$49.39 ,$47.97 ,$43.16 ,$217.00 ,$43.16 ,$217.00 ,Liberty_Medical_Center
11105,Biopsy punch each additional,11105,$108.00 ,$100.83 ,$90.75 ,$90.75 ,$100.83 ,$86.40 ,,$29.70 ,$26.10 ,$102.60 ,$91.80 ,,$26.78 ,$26.01 ,$23.40 ,$108.00 ,$23.40 ,$108.00 ,Liberty_Medical_Center
11106,"Biopsy, Incisional",11106,$261.00 ,$253.24 ,$227.92 ,$227.92 ,$253.24 ,$208.80 ,,$66.66 ,$58.58 ,$247.95 ,$221.85 ,,$60.10 ,$58.38 ,$52.52 ,$261.00 ,$52.52 ,$261.00 ,Liberty_Medical_Center
11107,Biopsy incisional each additional,11107,$126.00 ,$119.58 ,$107.62 ,$107.62 ,$119.58 ,$100.80 ,,$35.64 ,$31.32 ,$119.70 ,$107.10 ,,$32.13 ,$31.21 ,$28.08 ,$126.00 ,$28.08 ,$126.00 ,Liberty_Medical_Center
11200,Removal Skin Tags up to 15,11200,$172.00 ,$147.72 ,$132.95 ,$132.95 ,$147.72 ,$137.60 ,$123.69 ,$54.12 ,$47.56 ,$163.40 ,$146.20 ,,$48.79 ,$47.40 ,$42.64 ,$172.00 ,$42.64 ,$172.00 ,Liberty_Medical_Center
11201,Removal Skin tags each additional 10,11201,$40.00 ,$31.07 ,$27.96 ,$27.96 ,$31.07 ,$32.00 ,$28.72 ,$19.14 ,$16.82 ,$38.00 ,$34.00 ,,$17.26 ,$16.76 ,$15.08 ,$40.00 ,$15.08 ,$40.00 ,Liberty_Medical_Center
11300,Shaving/Lesion,11300,$172.00 ,$166.48 ,$149.83 ,$149.83 ,$166.48 ,$137.60 ,$59.79 ,$39.60 ,$34.80 ,$163.40 ,$146.20 ,,$35.70 ,$34.68 ,$31.20 ,$172.00 ,$31.20 ,$172.00 ,Liberty_Medical_Center
11301,"Removal, Lesion",11301,$211.00 ,$202.24 ,$182.02 ,$182.02 ,$202.24 ,$168.80 ,$90.27 ,$59.40 ,$52.20 ,$200.45 ,$179.35 ,,$53.55 ,$52.02 ,$46.80 ,$211.00 ,$46.80 ,$211.00 ,Liberty_Medical_Center
11302,Shaving of epidermal or dermal lesio,11302,$247.00 ,$233.89 ,$210.50 ,$210.50 ,$233.89 ,$197.60 ,$106.69 ,$69.30 ,$60.90 ,$234.65 ,$209.95 ,,$62.48 ,$60.69 ,$54.60 ,$247.00 ,$54.60 ,$247.00 ,Liberty_Medical_Center
11303,"Shaving lesion, trunk, arms or legs",11303,$273.00 ,$257.34 ,$231.61 ,$231.61 ,$257.34 ,$218.40 ,$125.45 ,$82.50 ,$72.50 ,$259.35 ,$232.05 ,,$74.38 ,$72.25 ,$65.00 ,$273.00 ,$65.00 ,$273.00 ,Liberty_Medical_Center
11305,Shaving  of Epidermal or dermal lesion s,11305,$180.00 ,$175.27 ,$157.74 ,$157.74 ,$175.27 ,$144.00 ,$65.65 ,$52.80 ,$46.40 ,$171.00 ,$153.00 ,,$47.60 ,$46.24 ,$41.60 ,$180.00 ,$41.60 ,$180.00 ,Liberty_Medical_Center
11306,Shaving of epidermal or dermal lesion,11306,$214.00 ,$205.17 ,$184.65 ,$184.65 ,$205.17 ,$171.20 ,$87.93 ,$63.36 ,$55.68 ,$203.30 ,$181.90 ,,$57.12 ,$55.49 ,$49.92 ,$214.00 ,$49.92 ,$214.00 ,Liberty_Medical_Center
11307,Shaving of epidermal or dermal lesion,11307,$260.00 ,$239.76 ,$215.78 ,$215.78 ,$239.76 ,$208.00 ,$113.14 ,$79.20 ,$69.60 ,$247.00 ,$221.00 ,,$71.40 ,$69.36 ,$62.40 ,$260.00 ,$62.40 ,$260.00 ,Liberty_Medical_Center
11308,Shaving of epidermal or dermal lesion,11308,$265.00 ,$256.17 ,$230.55 ,$230.55 ,$256.17 ,$212.00 ,$124.86 ,$96.36 ,$84.68 ,$251.75 ,$225.25 ,,$86.87 ,$84.39 ,$75.92 ,$265.00 ,$75.92 ,$265.00 ,Liberty_Medical_Center
11310,Shaving of epidermal  or dermal lesion,11310,$199.00 ,$192.86 ,$173.57 ,$173.57 ,$192.86 ,$159.20 ,$80.31 ,$52.80 ,$46.40 ,$189.05 ,$169.15 ,,$47.60 ,$46.24 ,$41.60 ,$199.00 ,$41.60 ,$199.00 ,Liberty_Medical_Center
11311,Shaving of epidermal or dermal lesio,11311,$235.00 ,$228.62 ,$205.76 ,$205.76 ,$228.62 ,$188.00 ,$110.79 ,$72.60 ,$63.80 ,$223.25 ,$199.75 ,,$65.45 ,$63.58 ,$57.20 ,$235.00 ,$57.20 ,$235.00 ,Liberty_Medical_Center
11312,"Shaving of epidermal lesion, 1.1 to",11312,$281.00 ,$264.38 ,$237.94 ,$237.94 ,$264.38 ,$224.80 ,$131.90 ,$85.80 ,$75.40 ,$266.95 ,$238.85 ,,$77.35 ,$75.14 ,$67.60 ,$281.00 ,$67.60 ,$281.00 ,Liberty_Medical_Center
11313,Shaving of epidermal or dermal lesion,11313,$326.00 ,$308.93 ,$278.04 ,$278.04 ,$308.93 ,$260.80 ,$170.00 ,$110.88 ,$97.44 ,$309.70 ,$277.10 ,,$99.96 ,$97.10 ,$87.36 ,$326.00 ,$87.36 ,$326.00 ,Liberty_Medical_Center
11400,Excision trunk/extremies 0.5 cm >,11400,$240.00 ,$209.27 ,$188.34 ,$188.34 ,$209.27 ,$192.00 ,$136.00 ,$59.40 ,$52.20 ,$228.00 ,$204.00 ,,$53.55 ,$52.02 ,$46.80 ,$240.00 ,$46.80 ,$240.00 ,Liberty_Medical_Center
11401,Excision 0.6 to 1.0 cm,11401,$290.00 ,$255.00 ,$229.50 ,$229.50 ,$255.00 ,$232.00 ,$174.69 ,$84.48 ,$74.24 ,$275.50 ,$246.50 ,,$76.16 ,$73.98 ,$66.56 ,$290.00 ,$66.56 ,$290.00 ,Liberty_Medical_Center
11402,Excision 1.1 to 2.0,11402,$320.00 ,$283.13 ,$254.82 ,$254.82 ,$283.13 ,$256.00 ,$192.86 ,$95.70 ,$84.10 ,$304.00 ,$272.00 ,,$86.28 ,$83.81 ,$75.40 ,$320.00 ,$75.40 ,$320.00 ,Liberty_Medical_Center
11403,Excision 2.1 to 3.0 cm,11403,$369.00 ,$327.10 ,$294.39 ,$294.39 ,$327.10 ,$295.20 ,$248.55 ,$121.44 ,$106.72 ,$350.55 ,$313.65 ,,$109.48 ,$106.35 ,$95.68 ,$369.00 ,$95.68 ,$369.00 ,Liberty_Medical_Center
11404,Excision 3.1 to 4.0 cm,11404,$419.00 ,$371.65 ,$334.49 ,$334.49 ,$371.65 ,$335.20 ,$273.17 ,$139.26 ,$122.38 ,$398.05 ,$356.15 ,,$125.55 ,$121.96 ,$109.72 ,$419.00 ,$109.72 ,$419.00 ,Liberty_Medical_Center
11406,Excision over 4.0 cm,11406,$597.00 ,$531.68 ,$478.51 ,$478.51 ,$531.68 ,$477.60 ,$416.79 ,$232.32 ,$204.16 ,$567.15 ,$507.45 ,,$209.44 ,$203.46 ,$183.04 ,$597.00 ,$183.04 ,$597.00 ,Liberty_Medical_Center
11420,"Excision scalp,neck,hand,feet 0.5 >",11420,$238.00 ,$211.03 ,$189.93 ,$189.93 ,$211.03 ,$190.40 ,$136.58 ,$67.98 ,$59.74 ,$226.10 ,$202.30 ,,$61.29 ,$59.53 ,$53.56 ,$238.00 ,$53.56 ,$238.00 ,Liberty_Medical_Center
11421,Excision 0.6 to 1.0 cm,11421,$304.00 ,$266.13 ,$239.52 ,$239.52 ,$266.13 ,$243.20 ,$184.65 ,$97.02 ,$85.26 ,$288.80 ,$258.40 ,,$87.47 ,$84.97 ,$76.44 ,$304.00 ,$76.44 ,$304.00 ,Liberty_Medical_Center
11422,Excision 1.1 to 2.0 cm,11422,$340.00 ,$299.55 ,$269.60 ,$269.60 ,$299.55 ,$272.00 ,$229.79 ,$110.88 ,$97.44 ,$323.00 ,$289.00 ,,$99.96 ,$97.10 ,$87.36 ,$340.00 ,$87.36 ,$340.00 ,Liberty_Medical_Center
11423,Excision 2.1 to 3.0 cm,11423,$392.00 ,$340.58 ,$306.52 ,$306.52 ,$340.58 ,$313.60 ,$263.20 ,$135.96 ,$119.48 ,$372.40 ,$333.20 ,,$122.57 ,$119.07 ,$107.12 ,$392.00 ,$107.12 ,$392.00 ,Liberty_Medical_Center
11424,Excision 3.1 to 4.0 cm,11424,$449.00 ,$393.34 ,$354.01 ,$354.01 ,$393.34 ,$359.20 ,$302.48 ,$163.68 ,$143.84 ,$426.55 ,$381.65 ,,$147.56 ,$143.34 ,$128.96 ,$449.00 ,$128.96 ,$449.00 ,Liberty_Medical_Center
11440,"Excision face,ears,lips 0.5 cm >",11440,$260.00 ,$232.72 ,$209.45 ,$209.45 ,$232.72 ,$208.00 ,$173.52 ,$69.30 ,$60.90 ,$247.00 ,$221.00 ,,$62.48 ,$60.69 ,$54.60 ,$260.00 ,$54.60 ,$260.00 ,Liberty_Medical_Center
11441,Excision 0.6 to 1.0 cm,11441,$326.00 ,$286.07 ,$257.46 ,$257.46 ,$286.07 ,$260.80 ,$221.00 ,$100.98 ,$88.74 ,$309.70 ,$277.10 ,,$91.04 ,$88.43 ,$79.56 ,$326.00 ,$79.56 ,$326.00 ,Liberty_Medical_Center
11442,Excision 1.1 to 2.0 cm,11442,$367.00 ,$318.31 ,$286.48 ,$286.48 ,$318.31 ,$293.60 ,$243.86 ,$116.82 ,$102.66 ,$348.65 ,$311.95 ,,$105.32 ,$102.31 ,$92.04 ,$367.00 ,$92.04 ,$367.00 ,Liberty_Medical_Center
11443,Excision 2.1 to 3.0 cm,11443,$435.00 ,$378.10 ,$340.29 ,$340.29 ,$378.10 ,$348.00 ,$298.96 ,$154.44 ,$135.72 ,$413.25 ,$369.75 ,,$139.23 ,$135.25 ,$121.68 ,$435.00 ,$121.68 ,$435.00 ,Liberty_Medical_Center
11444,Excision 3.1 to 4.0 cm,11444,$544.00 ,$474.24 ,$426.82 ,$426.82 ,$474.24 ,$435.20 ,$381.62 ,$210.54 ,$185.02 ,$516.80 ,$462.40 ,,$189.81 ,$184.38 ,$165.88 ,$544.00 ,$165.88 ,$544.00 ,Liberty_Medical_Center
11446,Excision over 4.0 cm,11446,$810.00 ,$653.03 ,$587.73 ,$587.73 ,$653.03 ,$648.00 ,$547.51 ,$316.80 ,$278.40 ,$769.50 ,$688.50 ,,$285.60 ,$277.44 ,$249.60 ,$810.00 ,$249.60 ,$810.00 ,Liberty_Medical_Center
11600,Excision Malig Trunk&Extremity 0.5 cm/<,11600,$337.00 ,$328.86 ,$295.97 ,$295.97 ,$328.86 ,$269.60 ,$201.65 ,$107.58 ,$94.54 ,$320.15 ,$286.45 ,,$96.99 ,$94.21 ,$84.76 ,$337.00 ,$84.76 ,$337.00 ,Liberty_Medical_Center
11601,Excision 0.6 to 1.0 cm,11601,$391.00 ,$382.20 ,$343.98 ,$343.98 ,$382.20 ,$312.80 ,$250.89 ,$136.62 ,$120.06 ,$371.45 ,$332.35 ,,$123.17 ,$119.65 ,$107.64 ,$391.00 ,$107.64 ,$391.00 ,Liberty_Medical_Center
11602,Excision 1.1 to 2.0 cm,11602,$421.00 ,$411.51 ,$370.36 ,$370.36 ,$411.51 ,$336.80 ,$276.10 ,$149.82 ,$131.66 ,$399.95 ,$357.85 ,,$135.07 ,$131.21 ,$118.04 ,$421.00 ,$118.04 ,$421.00 ,Liberty_Medical_Center
11603,Excision 2.1 to 3.0 cm,11603,$489.00 ,$468.96 ,$422.06 ,$422.06 ,$468.96 ,$391.20 ,$331.20 ,$186.12 ,$163.56 ,$464.55 ,$415.65 ,,$167.79 ,$163.00 ,$146.64 ,$489.00 ,$146.64 ,$489.00 ,Liberty_Medical_Center
11604,Excision 3.1 to 4.0 cm,11604,$540.00 ,$523.48 ,$471.13 ,$471.13 ,$523.48 ,$432.00 ,$364.03 ,$209.22 ,$183.86 ,$513.00 ,$459.00 ,,$188.62 ,$183.23 ,$164.84 ,$540.00 ,$164.84 ,$540.00 ,Liberty_Medical_Center
11606,Excision over 4.0 cm,11606,$805.00 ,$750.92 ,$675.83 ,$675.83 ,$750.92 ,$644.00 ,$541.65 ,$331.32 ,$291.16 ,$764.75 ,$684.25 ,,$298.69 ,$290.16 ,$261.04 ,$805.00 ,$261.04 ,$805.00 ,Liberty_Medical_Center
11620,Excision Malig Scalp/neck/h/f/g 0.5 cm/<,11620,$338.00 ,$330.62 ,$297.56 ,$297.56 ,$330.62 ,$270.40 ,$204.00 ,$108.24 ,$95.12 ,$321.10 ,$287.30 ,,$97.58 ,$94.79 ,$85.28 ,$338.00 ,$85.28 ,$338.00 ,Liberty_Medical_Center
11621,Excision 0.6 to 1.0 cm,11621,$284.00 ,$383.96 ,$345.56 ,$345.56 ,$383.96 ,$227.20 ,$252.65 ,$137.28 ,$120.64 ,$269.80 ,$241.40 ,,$123.76 ,$120.22 ,$108.16 ,$284.00 ,$108.16 ,$383.96 ,Liberty_Medical_Center
11622,Excision 1.1 to 2.0 cm,11622,$429.00 ,$425.00 ,$382.50 ,$382.50 ,$425.00 ,$343.20 ,$289.00 ,$159.06 ,$139.78 ,$407.55 ,$364.65 ,,$143.40 ,$139.30 ,$125.32 ,$429.00 ,$125.32 ,$429.00 ,Liberty_Medical_Center
11623,Excision 2.1 to 3.0 cm,11623,$602.00 ,$499.44 ,$449.50 ,$449.50 ,$499.44 ,$481.60 ,$358.75 ,$205.26 ,$180.38 ,$571.90 ,$511.70 ,,$185.05 ,$179.76 ,$161.72 ,$602.00 ,$161.72 ,$602.00 ,Liberty_Medical_Center
11624,"Excision, Malig lesion 3.1 to 4.0 cm",11624,$656.00 ,$565.68 ,$509.11 ,$509.11 ,$565.68 ,$524.80 ,$406.24 ,$238.92 ,$209.96 ,$623.20 ,$557.60 ,,$215.39 ,$209.24 ,$188.24 ,$656.00 ,$188.24 ,$656.00 ,Liberty_Medical_Center
11626,Excision over 4.0 cm,11626,$791.00 ,$683.51 ,$615.16 ,$615.16 ,$683.51 ,$632.80 ,$496.51 ,$304.26 ,$267.38 ,$751.45 ,$672.35 ,,$274.30 ,$266.46 ,$239.72 ,$791.00 ,$239.72 ,$791.00 ,Liberty_Medical_Center
11640,Excision Malig F/E/EL/N/L 0.5cm/<,11640,$339.00 ,$338.24 ,$304.42 ,$304.42 ,$338.24 ,$271.20 ,$211.03 ,$110.22 ,$96.86 ,$322.05 ,$288.15 ,,$99.37 ,$96.53 ,$86.84 ,$339.00 ,$86.84 ,$339.00 ,Liberty_Medical_Center
11641,Excision 0.6 to 1.0 cm,11641,$406.00 ,$397.44 ,$357.70 ,$357.70 ,$397.44 ,$324.80 ,$263.20 ,$143.22 ,$125.86 ,$385.70 ,$345.10 ,,$129.12 ,$125.43 ,$112.84 ,$406.00 ,$112.84 ,$406.00 ,Liberty_Medical_Center
11642,Excision 1.1 to 2.0 cm,11642,$461.00 ,$450.79 ,$405.71 ,$405.71 ,$450.79 ,$368.80 ,$310.10 ,$172.92 ,$151.96 ,$437.95 ,$391.85 ,,$155.89 ,$151.44 ,$136.24 ,$461.00 ,$136.24 ,$461.00 ,Liberty_Medical_Center
11643,Excision 2.1 to 3.0 cm,11643,$561.00 ,$531.10 ,$477.99 ,$477.99 ,$531.10 ,$448.80 ,$388.65 ,$225.72 ,$198.36 ,$532.95 ,$476.85 ,,$203.49 ,$197.68 ,$177.84 ,$561.00 ,$177.84 ,$561.00 ,Liberty_Medical_Center
11644,"excision, 3.1 to 4.0 cm",11644,$712.00 ,$655.37 ,$589.83 ,$589.83 ,$655.37 ,$569.60 ,$481.86 ,$286.44 ,$251.72 ,$676.40 ,$605.20 ,,$258.23 ,$250.85 ,$225.68 ,$712.00 ,$225.68 ,$712.00 ,Liberty_Medical_Center
11646,Excision over 4.0 cm,11646,"$1,000.00 ",$854.09 ,$768.68 ,$768.68 ,$854.09 ,$800.00 ,$667.10 ,$413.16 ,$363.08 ,$950.00 ,$850.00 ,,$372.47 ,$361.83 ,$325.52 ,"$1,000.00 ",$325.52 ,"$1,000.00 ",Liberty_Medical_Center
11719,"Trimming, nondystroophic nails",11719,$45.00 ,$23.45 ,$21.11 ,$21.11 ,$23.45 ,$36.00 ,$12.90 ,$11.22 ,$9.86 ,$42.75 ,$38.25 ,,$10.12 ,$9.83 ,$8.84 ,$45.00 ,$8.84 ,$45.00 ,Liberty_Medical_Center
11720,Debridement of nail(s),11720,$67.00 ,$54.52 ,$49.07 ,$49.07 ,$54.52 ,$53.60 ,$24.62 ,$21.12 ,$18.56 ,$63.65 ,$56.95 ,,$19.04 ,$18.50 ,$16.64 ,$67.00 ,$16.64 ,$67.00 ,Liberty_Medical_Center
11732,"Avulsion of Nail, additional",11732,$75.00 ,$55.69 ,$50.12 ,$50.12 ,$55.69 ,$60.00 ,$29.90 ,$25.08 ,$22.04 ,$71.25 ,$63.75 ,,$22.61 ,$21.96 ,$19.76 ,$75.00 ,$19.76 ,$75.00 ,Liberty_Medical_Center
11740,Evacuation Hematoma,11740,$95.00 ,$89.10 ,$80.19 ,$80.19 ,$89.10 ,$76.00 ,$55.10 ,$24.42 ,$21.46 ,$90.25 ,$80.75 ,,$22.02 ,$21.39 ,$19.24 ,$95.00 ,$19.24 ,$95.00 ,Liberty_Medical_Center
11750,"Excision of nail and nail matrix, pa",11750,$277.00 ,$260.86 ,$234.77 ,$234.77 ,$260.86 ,$221.60 ,$170.58 ,$104.28 ,$91.64 ,$263.15 ,$235.45 ,,$94.01 ,$91.32 ,$82.16 ,$277.00 ,$82.16 ,$277.00 ,Liberty_Medical_Center
11760,Repair Nail Bed,11760,$444.00 ,$325.34 ,$292.81 ,$292.81 ,$325.34 ,$355.20 ,$191.10 ,$107.58 ,$94.54 ,$421.80 ,$377.40 ,,$96.99 ,$94.21 ,$84.76 ,$444.00 ,$84.76 ,$444.00 ,Liberty_Medical_Center
11765,Wedge excision of skin of nail fold,11765,$288.00 ,$281.38 ,$253.24 ,$253.24 ,$281.38 ,$230.40 ,$157.10 ,$80.52 ,$70.76 ,$273.60 ,$244.80 ,,$72.59 ,$70.52 ,$63.44 ,$288.00 ,$63.44 ,$288.00 ,Liberty_Medical_Center
11900,"Injection, intralesional",11900,$113.00 ,$91.45 ,$82.31 ,$82.31 ,$91.45 ,$90.40 ,$52.76 ,$34.32 ,$30.16 ,$107.35 ,$96.05 ,,$30.94 ,$30.06 ,$27.04 ,$113.00 ,$27.04 ,$113.00 ,Liberty_Medical_Center
11901,"Injection, intralesional more then 7 les",11901,$140.00 ,$115.48 ,$103.93 ,$103.93 ,$115.48 ,$112.00 ,$82.07 ,$5.28 ,$4.64 ,$133.00 ,$119.00 ,,$4.76 ,$4.62 ,$4.16 ,$140.00 ,$4.16 ,$140.00 ,Liberty_Medical_Center
12001,Laceration simple S/N/Ax/G/T/E  2.5 cm/<,12001,$186.00 ,$151.24 ,$136.12 ,$136.12 ,$151.24 ,$148.80 ,$74.45 ,$55.44 ,$48.72 ,$176.70 ,$158.10 ,,$49.98 ,$48.55 ,$43.68 ,$186.00 ,$43.68 ,$186.00 ,Liberty_Medical_Center
12002,Laceration Repair 2.6 to 7.5 cm,12002,$219.00 ,$185.24 ,$166.72 ,$166.72 ,$185.24 ,$175.20 ,$98.48 ,$75.24 ,$66.12 ,$208.05 ,$186.15 ,,$67.83 ,$65.89 ,$59.28 ,$219.00 ,$59.28 ,$219.00 ,Liberty_Medical_Center
12004,Laceration Repair 7.6 to 12.5 cm,12004,$258.00 ,$216.31 ,$194.68 ,$194.68 ,$216.31 ,$206.40 ,$122.52 ,$95.04 ,$83.52 ,$245.10 ,$219.30 ,,$85.68 ,$83.23 ,$74.88 ,$258.00 ,$74.88 ,$258.00 ,Liberty_Medical_Center
12005,Laceration Repair 12.6 cm to 20.0 cm,12005,$333.00 ,$286.07 ,$257.46 ,$257.46 ,$286.07 ,$266.40 ,$159.45 ,$130.02 ,$114.26 ,$316.35 ,$283.05 ,,$117.22 ,$113.87 ,$102.44 ,$333.00 ,$102.44 ,$333.00 ,Liberty_Medical_Center
12006,Laceration Repair 20.1 to 30.0 cm,12006,$401.00 ,$337.65 ,$303.89 ,$303.89 ,$337.65 ,$320.80 ,$195.79 ,$157.74 ,$138.62 ,$380.95 ,$340.85 ,,$142.21 ,$138.14 ,$124.28 ,$401.00 ,$124.28 ,$401.00 ,Liberty_Medical_Center
12011,Lac Simple Repair F/E/EL/N/L/MM 2.5 cm/<,12011,$222.00 ,$184.65 ,$166.19 ,$166.19 ,$184.65 ,$177.60 ,$92.62 ,$70.62 ,$62.06 ,$210.90 ,$188.70 ,,$63.67 ,$61.85 ,$55.64 ,$222.00 ,$55.64 ,$222.00 ,Liberty_Medical_Center
12013,Laceration Repair 2.6 to 5.0 cm,12013,$242.00 ,$192.86 ,$173.57 ,$173.57 ,$192.86 ,$193.60 ,$97.31 ,$80.52 ,$70.76 ,$229.90 ,$205.70 ,,$72.59 ,$70.52 ,$63.44 ,$242.00 ,$63.44 ,$242.00 ,Liberty_Medical_Center
12014,Laceration Repair 5.1 to 7.5 cm,12014,$330.00 ,$234.48 ,$211.03 ,$211.03 ,$234.48 ,$264.00 ,$125.45 ,$103.62 ,$91.06 ,$313.50 ,$280.50 ,,$93.42 ,$90.75 ,$81.64 ,$330.00 ,$81.64 ,$330.00 ,Liberty_Medical_Center
12015,Laceration Repair 7.6 to 12.5 cm,12015,$360.00 ,$283.72 ,$255.35 ,$255.35 ,$283.72 ,$288.00 ,$157.69 ,$130.68 ,$114.84 ,$342.00 ,$306.00 ,,$117.81 ,$114.44 ,$102.96 ,$360.00 ,$102.96 ,$360.00 ,Liberty_Medical_Center
12016,Laceration Repair 12.6 to 20.0 cm,12016,$455.00 ,$361.10 ,$324.99 ,$324.99 ,$361.10 ,$364.00 ,$214.55 ,$176.88 ,$155.44 ,$432.25 ,$386.75 ,,$159.46 ,$154.90 ,$139.36 ,$455.00 ,$139.36 ,$455.00 ,Liberty_Medical_Center
12020,Treatment of Superficial Wound Dehiscenc,12020,$623.00 ,$492.99 ,$443.69 ,$443.69 ,$492.99 ,$498.40 ,$317.13 ,$176.22 ,$154.86 ,$591.85 ,$529.55 ,,$158.87 ,$154.33 ,$138.84 ,$623.00 ,$138.84 ,$623.00 ,Liberty_Medical_Center
12031,Lac Intermediate Repair S/A/T/E 2.5 cm/<,12031,$527.00 ,$420.31 ,$378.28 ,$378.28 ,$420.31 ,$421.60 ,$258.51 ,$132.00 ,$116.00 ,$500.65 ,$447.95 ,,$119.00 ,$115.60 ,$104.00 ,$527.00 ,$104.00 ,$527.00 ,Liberty_Medical_Center
12032,Laceration 2.6 to 7.5 cm,12032,$516.00 ,$503.55 ,$453.20 ,$453.20 ,$503.55 ,$412.80 ,$328.86 ,$166.32 ,$146.16 ,$490.20 ,$438.60 ,,$149.94 ,$145.66 ,$131.04 ,$516.00 ,$131.04 ,$516.00 ,Liberty_Medical_Center
12034,Laceration 7.6 to 12.5,12034,$695.00 ,$541.65 ,$487.49 ,$487.49 ,$541.65 ,$556.00 ,$351.13 ,$196.02 ,$172.26 ,$660.25 ,$590.75 ,,$176.72 ,$171.67 ,$154.44 ,$695.00 ,$154.44 ,$695.00 ,Liberty_Medical_Center
12035,Laceration 12.6 to 20.0 cm,12035,$846.00 ,$646.58 ,$581.92 ,$581.92 ,$646.58 ,$676.80 ,$405.65 ,$231.00 ,$203.00 ,$803.70 ,$719.10 ,,$208.25 ,$202.30 ,$182.00 ,$846.00 ,$182.00 ,$846.00 ,Liberty_Medical_Center
12036,Laceration 20.1 to 30.0 cm,12036,$940.00 ,$723.37 ,$651.03 ,$651.03 ,$723.37 ,$752.00 ,$473.65 ,$279.18 ,$245.34 ,$893.00 ,$799.00 ,,$251.69 ,$244.49 ,$219.96 ,$940.00 ,$219.96 ,$940.00 ,Liberty_Medical_Center
12041,Lac Interm N/H/F/G  2.5 cm/<,12041,$408.00 ,$421.48 ,$379.33 ,$379.33 ,$421.48 ,$326.40 ,$253.82 ,$138.60 ,$121.80 ,$387.60 ,$346.80 ,,$124.95 ,$121.38 ,$109.20 ,$408.00 ,$109.20 ,$421.48 ,Liberty_Medical_Center
12042,Laceration 2.6 to 7.5 cm,12042,$643.00 ,$500.61 ,$450.55 ,$450.55 ,$500.61 ,$514.40 ,$338.24 ,$184.14 ,$161.82 ,$610.85 ,$546.55 ,,$166.01 ,$161.26 ,$145.08 ,$643.00 ,$145.08 ,$643.00 ,Liberty_Medical_Center
12044,Laceration 7.6 to 12.5 cm,12044,$795.00 ,$621.37 ,$559.23 ,$559.23 ,$621.37 ,$636.00 ,$363.44 ,$210.54 ,$185.02 ,$755.25 ,$675.75 ,,$189.81 ,$184.38 ,$165.88 ,$795.00 ,$165.88 ,$795.00 ,Liberty_Medical_Center
12052,Laceration 2.6 to 5.0 cm,12052,$654.00 ,$508.24 ,$457.42 ,$457.42 ,$508.24 ,$523.20 ,$344.69 ,$189.42 ,$166.46 ,$621.30 ,$555.90 ,,$170.77 ,$165.89 ,$149.24 ,$654.00 ,$149.24 ,$654.00 ,Liberty_Medical_Center
