Charge Code,Charge Code Description,Proc Code,Rate,hospital
5130008,AgNo3 (SILVER NITRATE STICK),,4.00,The_Ruby_Valley_Hospital
5130009,TAPE: ZONAS 2  ROLL,,19.00,The_Ruby_Valley_Hospital
5130010,ALCOHOL WIPES (EACH),,0.00,The_Ruby_Valley_Hospital
5130011,AMBUBAG (ADULT/CHILD/INFANT),,145.00,The_Ruby_Valley_Hospital
5130012,AMNIHOOK (OB),,12.00,The_Ruby_Valley_Hospital
5130013,GAUZE-VASELINE DRESSING 1X8,,5.00,The_Ruby_Valley_Hospital
5130014,BANDAID -2  X 4 1/2  EXTRA LARGE,,4.00,The_Ruby_Valley_Hospital
5130018,ACE BANDAGE - 4,A4590,1.00,The_Ruby_Valley_Hospital
5130019,ACE BANDAGE - 2,A4590,0.00,The_Ruby_Valley_Hospital
5130020,ACE BANDAGE - 3,A4590,1.00,The_Ruby_Valley_Hospital
5130022,KLING NON-STERILE BANDAGE 1,,4.00,The_Ruby_Valley_Hospital
5130023,KLING NON-STERILE BANDAGE 2,,4.00,The_Ruby_Valley_Hospital
5130024,KLING NON-STERILE BANDAGE 3,,4.00,The_Ruby_Valley_Hospital
5130025,PEAK FLOW METER,,79.00,The_Ruby_Valley_Hospital
5130026,KLING STERILE BANDAGE 2,,10.00,The_Ruby_Valley_Hospital
5130027,KLING STERILE BANDAGE 3  & 4,,12.00,The_Ruby_Valley_Hospital
5130028,PEAK FLOW METER MOUTHPIECE,,4.00,The_Ruby_Valley_Hospital
5130030,BATH UNASSISTED,,25.00,The_Ruby_Valley_Hospital
5130031,BUTTERFLY BANDAGE,,4.00,The_Ruby_Valley_Hospital
5130032,BASIN (PREP) ER,,0.00,The_Ruby_Valley_Hospital
5130034,BETADINE / H202 PREP ER,,0.00,The_Ruby_Valley_Hospital
5130037,BIOPSY FORCEPS,,0.00,The_Ruby_Valley_Hospital
5130038,BIOPSY NEEDLES,,0.00,The_Ruby_Valley_Hospital
5130039,IV BLOOD SOLUTION SET (TUBING),,23.00,The_Ruby_Valley_Hospital
5130040,IV SMALLBORE IV EXTENSION SETS,,33.00,The_Ruby_Valley_Hospital
5130041,GAUZE TUBING 5/8  OR 1 (PER FOOT),,4.00,The_Ruby_Valley_Hospital
5130042,GAUZE TUBING 1.5 (PER FOOT),,4.00,The_Ruby_Valley_Hospital
5130043,BLUE PAD LG (1),,5.00,The_Ruby_Valley_Hospital
5130046,COLOSTOMY DRAINAGE BAG,,18.00,The_Ruby_Valley_Hospital
5130048,COLOSTOMY STOMA ADHESIVE WAFER,,10.00,The_Ruby_Valley_Hospital
5130050,DRESSING - ETE (4 X 8)EA,,31.00,The_Ruby_Valley_Hospital
5130051,CASTING PLASTER 2,,26.00,The_Ruby_Valley_Hospital
5130052,CASTING PLASTER 3,A4580,29.00,The_Ruby_Valley_Hospital
5130053,CASTING PLASTER 4,A4580,31.00,The_Ruby_Valley_Hospital
5130054,CASTING PLASTERS 5,A4580,33.00,The_Ruby_Valley_Hospital
5130055,CASTING PLASTER 6,,37.00,The_Ruby_Valley_Hospital
5130056,CASTING FIBERGLASS 2,A4590,49.00,The_Ruby_Valley_Hospital
5130057,CASTING FIBERGLASS 3,A4590,55.00,The_Ruby_Valley_Hospital
5130058,CASTING FIBERGLASS 4,A4590,60.00,The_Ruby_Valley_Hospital
5130059,CASTING FIBERGLASS 5,A4590,67.00,The_Ruby_Valley_Hospital
5130061,CASTING FELT PADDING,A4590,19.00,The_Ruby_Valley_Hospital
5130062,CASTING STOCKINETTE 2  (PER FOOT),A4590,4.00,The_Ruby_Valley_Hospital
5130063,CASTING STOCKINETTE 3  (PER FOOT),A4590,4.00,The_Ruby_Valley_Hospital
5130064,CASTING STOCKINETTE 4  (PER FOOT),A4590,4.00,The_Ruby_Valley_Hospital
5130065,CASTING WALKING HEEL,A4590,24.00,The_Ruby_Valley_Hospital
5130066,CASTING WALKING SHOE,A4590,29.00,The_Ruby_Valley_Hospital
5130067,CAST PADDING-2  WEBRIL/ROLL,A4590,5.00,The_Ruby_Valley_Hospital
5130068,CATHETER TRAY,,26.00,The_Ruby_Valley_Hospital
5130070,CAST 3  DELTA/ROLL,A4590,29.00,The_Ruby_Valley_Hospital
5130071,BLOOD PRESS CUFF-GUARD,,24.00,The_Ruby_Valley_Hospital
5130072,CAST 2  DELTA/ROLL,A4590,33.00,The_Ruby_Valley_Hospital
5130073,CATHETER - FOLEY,,19.00,The_Ruby_Valley_Hospital
5130074,DIAPERS / NEWBORN EA,,0.00,The_Ruby_Valley_Hospital
5130075,CATHETER DRAIN BAGS,,37.00,The_Ruby_Valley_Hospital
5130076,POST OP SHOE MED/LGE,,35.00,The_Ruby_Valley_Hospital
5130077,CATHETER FLUSH - HICKMAN,,17.00,The_Ruby_Valley_Hospital
5130078,CAUTERY FORCEPS,,0.00,The_Ruby_Valley_Hospital
5130081,CAUTERY - SURGERY,,103.00,The_Ruby_Valley_Hospital
5130082,CAUTERY - ER,,56.00,The_Ruby_Valley_Hospital
5130083,CHEMSTRIP / URISTIX (URINE BLOOD SUGAR),,10.00,The_Ruby_Valley_Hospital
5130084,CHEST TUB (THORACIC CATH),,64.00,The_Ruby_Valley_Hospital
5130087,COLOSTOMY BAGS (BANGORT),,12.00,The_Ruby_Valley_Hospital
5130088,COLOSTOMY BELT,,20.00,The_Ruby_Valley_Hospital
5130089,COHESIVE BANDAGE-1,A4590,8.00,The_Ruby_Valley_Hospital
5130090,COHESIVE BANDAGE-2,A4590,20.00,The_Ruby_Valley_Hospital
5130091,COHESIVE BANDAGE-3,A4590,12.00,The_Ruby_Valley_Hospital
5130092,COHESIVE BANDAGE-4,A4590,16.00,The_Ruby_Valley_Hospital
5130094,DECUBIPAD (POLYESTER SHEEP PAD) 30x60,,110.00,The_Ruby_Valley_Hospital
5130095,DECUBIPAD (POLYESTER SHEEPSKIN) 20 x40,,94.00,The_Ruby_Valley_Hospital
5130096,DECUBIPAD (POLYESTER SHEEPSKIN) 24x40,,48.00,The_Ruby_Valley_Hospital
5130097,DENTURE CUP,,0.00,The_Ruby_Valley_Hospital
5130099,CATHETER-3WAY IRRIG FOLEY,,99.00,The_Ruby_Valley_Hospital
5130100,GOWN ISOLATION,,10.00,The_Ruby_Valley_Hospital
5130101,DISPENSING BOTTLE 1 OZ,,0.00,The_Ruby_Valley_Hospital
5130102,QUICK COMBO (PATCH),,164.00,The_Ruby_Valley_Hospital
5130103,DIAPERS / ADULT / ea,,19.00,The_Ruby_Valley_Hospital
5130104,DOUCHE VAGINAL,,19.00,The_Ruby_Valley_Hospital
5130107,DRAIN PENROSE,,24.00,The_Ruby_Valley_Hospital
5130109,DRAIN THORA VAC (CHEST),,267.00,The_Ruby_Valley_Hospital
5130112,MESALT DRESSING 3 X 3,,19.00,The_Ruby_Valley_Hospital
5130113,ADAPTIC DRESSING 3X3,,0.00,The_Ruby_Valley_Hospital
5130114,ADAPTIC DRESSING 3X8,,6.00,The_Ruby_Valley_Hospital
5130115,DOMEPAST DRESSING,,94.00,The_Ruby_Valley_Hospital
5130116,DUODERM DRESSING  4  X 4,,43.00,The_Ruby_Valley_Hospital
5130117,CURASORB CALCIUM ALGINATE DRESSING,,34.00,The_Ruby_Valley_Hospital
5130118,KERLEX / ROLL,,12.00,The_Ruby_Valley_Hospital
5130119,KERLIX FLUFFS/SPONGES (5),,4.00,The_Ruby_Valley_Hospital
5130121,TEGADERM 6  X 8,,17.00,The_Ruby_Valley_Hospital
5130122,WHITE PAD-LARGE,,10.00,The_Ruby_Valley_Hospital
5130123,KLING NON-STERILE BANDAGE 4,,4.00,The_Ruby_Valley_Hospital
5130138,STERI-STRIPS (EA),,11.00,The_Ruby_Valley_Hospital
5130139,OP-SITE 5 1/2  X 4,,12.00,The_Ruby_Valley_Hospital
5130140,SURGIFIX DRESSING / FT,,4.00,The_Ruby_Valley_Hospital
5130141,TEGADERM DRESSING W/PAD 3 1/2 X 4,,10.00,The_Ruby_Valley_Hospital
5130142,TEGADERM DRESSING (OP SITE1 3/4 X 1 3/4,,4.00,The_Ruby_Valley_Hospital
5130143,OIL EMULSION/VASELINE DRESSING,,4.00,The_Ruby_Valley_Hospital
5130144,NEOSPORIN DRESSING,,12.00,The_Ruby_Valley_Hospital
5130146,SURGICEL: HEMOSTAT GAUZE,,144.00,The_Ruby_Valley_Hospital
5130155,TELFA PAD (EA),,4.00,The_Ruby_Valley_Hospital
5130156,TELFA PADS / LG,,8.00,The_Ruby_Valley_Hospital
5130157,SHEEPSKIN - SMALL,,49.00,The_Ruby_Valley_Hospital
5130158,GAUZE-VASELINE 3X18,,17.00,The_Ruby_Valley_Hospital
5130159,EGG-CRATE PAD (EGGSHELL),,69.00,The_Ruby_Valley_Hospital
5130160,SHEEPSKIN - LARGE,,88.00,The_Ruby_Valley_Hospital
5130161,ENDOTRACHEAL TUBE CUFFED,,49.00,The_Ruby_Valley_Hospital
5130162,ENDOTRACHEAL TUBE UNCUFFED,,26.00,The_Ruby_Valley_Hospital
5130163,HEART ELECTRODES,,24.00,The_Ruby_Valley_Hospital
5130164,ENEMA FLEETS,,12.00,The_Ruby_Valley_Hospital
5130165,ENEMA FLEETS REPEAT SAME DAY,,11.00,The_Ruby_Valley_Hospital
5130166,ENEMA OIL RETENSION,,14.00,The_Ruby_Valley_Hospital
5130168,ENEMA SOAP SUDS - REPEAT,,18.00,The_Ruby_Valley_Hospital
5130169,ENEMA BUCKET (DISPOSABLE),,12.00,The_Ruby_Valley_Hospital
5130170,GENTEAL EYE DROPS,,23.50,The_Ruby_Valley_Hospital
5130171,EVAC-Q-KIT (X-RAY),,30.00,The_Ruby_Valley_Hospital
5130172,GAUZE-VASELINE 6X36,,50.00,The_Ruby_Valley_Hospital
5130173,EYE PATCH,,4.00,The_Ruby_Valley_Hospital
5130174,FEEDING TUBE BAG,,18.00,The_Ruby_Valley_Hospital
5130175,GASTRICK LAVAGE (TUM-E-VAC),,85.00,The_Ruby_Valley_Hospital
5130176,ARM SPLINT - COLLES W/ PAD,A4570,55.00,The_Ruby_Valley_Hospital
5130177,ARM SPLINT - COLLES WO/PAD,A4570,24.00,The_Ruby_Valley_Hospital
5130179,GAUZE BANDAGE IODOFORM(<12 ),,4.00,The_Ruby_Valley_Hospital
5130180,GAUZE BANDAGE (NUGAUZE/IODOFORM),,0.00,The_Ruby_Valley_Hospital
5130181,GAUZE PACKING 1/2,,33.00,The_Ruby_Valley_Hospital
5130182,GAUZE PACKING 1/4,,33.00,The_Ruby_Valley_Hospital
5130184,GLOVE SURGICAL PAIR,,0.00,The_Ruby_Valley_Hospital
5130185,GLYCERINE SWABS (LEMON),,4.00,The_Ruby_Valley_Hospital
5130188,HEMOCULT TEST,,29.00,The_Ruby_Valley_Hospital
5130189,HEMOCULT (FECES),,10.00,The_Ruby_Valley_Hospital
5130192,ICE BAG DISPOSABLE,,12.00,The_Ruby_Valley_Hospital
5130193,ICE BAG REUSABLE,,0.00,The_Ruby_Valley_Hospital
5130195,INVALID CUSHION,,9.00,The_Ruby_Valley_Hospital
5130199,IV PIGGYBACK TUBING,,11.00,The_Ruby_Valley_Hospital
5130200,IV LONG CATHALON,,33.00,The_Ruby_Valley_Hospital
5130201,STERILE LAP SHEET,,0.00,The_Ruby_Valley_Hospital
5130202,IV PUMP TUBE (TPA) NON FILTER,,94.00,The_Ruby_Valley_Hospital
5130203,IV CATHALON-PROTECTIVE,,24.00,The_Ruby_Valley_Hospital
5130204,IV ARM SUPPORT BOARD,,0.00,The_Ruby_Valley_Hospital
5130205,IV TUBING / PEDATROL,,30.00,The_Ruby_Valley_Hospital
5130207,IV PUMP TUBING (VENT&FILTER),,78.00,The_Ruby_Valley_Hospital
5130208,IV PUMP TUBING - VENTED,,56.00,The_Ruby_Valley_Hospital
5130209,IV PUMP RENTAL /DAY,,0.00,The_Ruby_Valley_Hospital
5130210,IV TUBING/ MINI DRIP,,24.00,The_Ruby_Valley_Hospital
5130211,K-Y LUBRICANT JELLY,,0.00,The_Ruby_Valley_Hospital
5130212,ELOCON CREAM 1% 45 GM,,159.00,The_Ruby_Valley_Hospital
5130213,ELOCON CREAM 1% 15 GM,,107.00,The_Ruby_Valley_Hospital
5130215,KLEENEX (LG),,0.00,The_Ruby_Valley_Hospital
5130218,LINEN CHANGE/PARTIAL,,0.00,The_Ruby_Valley_Hospital
5130219,LINEN CHANGE/COMPLETE,,0.00,The_Ruby_Valley_Hospital
5130221,PEDS NEBULIZER UNIT W/MASK,,17.00,The_Ruby_Valley_Hospital
5130222,MAST TROUSERS / USE,,0.00,The_Ruby_Valley_Hospital
5130223,AERO CHAMBER,,113.00,The_Ruby_Valley_Hospital
5130224,HANDIVENT NEBULIZER,,18.00,The_Ruby_Valley_Hospital
5130225,BUTTERFLY (INFUSION SETS),,33.00,The_Ruby_Valley_Hospital
5130229,O2 NASAL CANNULA PEDIATRIC,,18.00,The_Ruby_Valley_Hospital
5130230,SPINAL NEEDLE ALL SIZES,,18.00,The_Ruby_Valley_Hospital
5130231,NEEDLE HUBER SET,,30.00,The_Ruby_Valley_Hospital
5130232,PILLOW W/CASE & COVER,,55.00,The_Ruby_Valley_Hospital
5130234,NASOPHARYGEAL AIRWAY TUBE,,43.00,The_Ruby_Valley_Hospital
5130240,OXYGEN SET UP,,0.00,The_Ruby_Valley_Hospital
5130243,OXYGEN CANULA PEDS,,10.00,The_Ruby_Valley_Hospital
5130244,OXYGEN FACE MASK,,19.00,The_Ruby_Valley_Hospital
5130245,OXYGEN POCKET MASK,,61.00,The_Ruby_Valley_Hospital
5130246,OXYGEN TUBING,,19.00,The_Ruby_Valley_Hospital
5130247,PADS V OR PERI PAD (EA),,0.00,The_Ruby_Valley_Hospital
5130248,PADS (12) V OR PERI,,0.00,The_Ruby_Valley_Hospital
5130249,PATIENT CARE KIT,,0.00,The_Ruby_Valley_Hospital
5130250,PERI BOTTLE,,4.00,The_Ruby_Valley_Hospital
5130251,PERI WASH,,24.00,The_Ruby_Valley_Hospital
5130253,Q TIPS (STERILE),,3.00,The_Ruby_Valley_Hospital
5130254,SCAPEL BLADE,,10.00,The_Ruby_Valley_Hospital
5130255,SCAPEL (EA),,10.00,The_Ruby_Valley_Hospital
5130256,RESTON PAD 1 SQUARE,,29.00,The_Ruby_Valley_Hospital
5130257,RESTON PAD 1/2 SQUARE,,18.00,The_Ruby_Valley_Hospital
5130258,SKIN COTE / SKIN PREP SWAB,,4.00,The_Ruby_Valley_Hospital
5130259,SKIN GUARD (BARRIER GUARD) 2X21/2,,49.00,The_Ruby_Valley_Hospital
5130260,SKIN COTE SKIN PREP (WIPES) PER BOX,,35.00,The_Ruby_Valley_Hospital
5130261,STAPLE REMOVAL KIT,,24.00,The_Ruby_Valley_Hospital
5130262,SLIPPERS PILLOW PAW,,5.00,The_Ruby_Valley_Hospital
5130263,SLIPPERS TERRYCLOTH,,0.00,The_Ruby_Valley_Hospital
5130264,SPECULUM,,17.00,The_Ruby_Valley_Hospital
5130267,STERILE MAJOR SET,,0.00,The_Ruby_Valley_Hospital
5130268,STERILE MINOR SET D&C/T&A,,0.00,The_Ruby_Valley_Hospital
5130269,STERILE SMALL MINOR SET,,0.00,The_Ruby_Valley_Hospital
5130270,STERILE MED MINOR SET,,0.00,The_Ruby_Valley_Hospital
5130271,STERILE LG MINOR PACK,,0.00,The_Ruby_Valley_Hospital
5130272,SUPPLY  NON-STERILE,,94.00,The_Ruby_Valley_Hospital
5130273,STERILE LAP PACK,,0.00,The_Ruby_Valley_Hospital
5130274,STERILE SINGLE INSTRUMENT,,0.00,The_Ruby_Valley_Hospital
5130275,STERILE TOWEL (SET OF 2),,0.00,The_Ruby_Valley_Hospital
5130276,STERILE SPONGE 2X2 (5H),,4.00,The_Ruby_Valley_Hospital
5130277,STERILE SPONGE 3X3 (2),,4.00,The_Ruby_Valley_Hospital
5130278,STERILE SPONGE 4X4  2-12PLY,,4.00,The_Ruby_Valley_Hospital
5130279,STERILE SPONGE 3X3 (5H),,5.00,The_Ruby_Valley_Hospital
5130280,STERILE ABD DRESSING 8 X10,,0.00,The_Ruby_Valley_Hospital
5130281,STERILE LAP SPONGE (10),,0.00,The_Ruby_Valley_Hospital
5130284,SPONGE ROSEBUD (PEANUT) ea,,0.00,The_Ruby_Valley_Hospital
5130285,SPONGE TONSIL / PKG,,0.00,The_Ruby_Valley_Hospital
5130286,STERILE SINGLE BASIN,,0.00,The_Ruby_Valley_Hospital
5130287,STERILE ORAL SWAB,,4.00,The_Ruby_Valley_Hospital
5130288,STERILE NEEDLE BOOK,,0.00,The_Ruby_Valley_Hospital
5130289,STERILE INFUSION CAP,,5.00,The_Ruby_Valley_Hospital
5130290,STOCKINGS (ANTI-EMBOLISM),,15.00,The_Ruby_Valley_Hospital
5130291,STOCKINGS (ANTI-EMBOLISM) WAIST HIGH,,35.00,The_Ruby_Valley_Hospital
5130292,STOCKINGS (ANTI-EMBOLISM),,29.00,The_Ruby_Valley_Hospital
5130296,SUCTION TUBING (TONSIL),,30.00,The_Ruby_Valley_Hospital
5130297,SUCTION TUBING (GOMCO) WITH 14 FR SLEEVE,,26.00,The_Ruby_Valley_Hospital
5130298,SUCTION CATHETER 18 FR,,17.00,The_Ruby_Valley_Hospital
5130299,SUCTION TIPS,,11.00,The_Ruby_Valley_Hospital
5130300,SUTURES-GUT,,31.00,The_Ruby_Valley_Hospital
5130301,SUTURES-VICRYL,,43.00,The_Ruby_Valley_Hospital
5130302,SUTURE REMOVAL KIT,,5.00,The_Ruby_Valley_Hospital
5130303,SYRINGE - BULB,,11.00,The_Ruby_Valley_Hospital
5130304,SYRINGE CATHETER IRRIGATION 2 OZ,,0.00,The_Ruby_Valley_Hospital
5130305,SYRINGE 10CC CONTROL TOP,,0.00,The_Ruby_Valley_Hospital
5130306,SYRINGE EAR,,5.00,The_Ruby_Valley_Hospital
5130307,SYRINGE LUER LOCK 20CC,,0.00,The_Ruby_Valley_Hospital
5130308,SYRINGE LO DOSE (INSULINE),,0.00,The_Ruby_Valley_Hospital
5130309,SYRINGE TB,,0.00,The_Ruby_Valley_Hospital
5130310,BLUE PAD SM (1),,4.00,The_Ruby_Valley_Hospital
5130311,SYRINGE 3CC W/25 GUAGE NEEDLE,,0.00,The_Ruby_Valley_Hospital
5130312,SYRINGE ICC,,0.00,The_Ruby_Valley_Hospital
5130313,SYRINGE 3cc,,0.00,The_Ruby_Valley_Hospital
5130314,SYRINGE 5cc,,0.00,The_Ruby_Valley_Hospital
5130315,SYRINGE 10cc,,0.00,The_Ruby_Valley_Hospital
5130316,SYRINGE 20cc,,0.00,The_Ruby_Valley_Hospital
5130317,SYRINGE LUER LOCK 30CC,,0.00,The_Ruby_Valley_Hospital
5130318,SYRINGE 60cc,,0.00,The_Ruby_Valley_Hospital
5130319,TAPE ME-FIX 1  /YD,,4.00,The_Ruby_Valley_Hospital
5130321,TES-TAPE,,44.00,The_Ruby_Valley_Hospital
5130322,TEST TAPE /TEST,,0.00,The_Ruby_Valley_Hospital
5130326,TOOTHGUARD,,24.00,The_Ruby_Valley_Hospital
5130328,TOOTHETTES,,4.00,The_Ruby_Valley_Hospital
5130331,TUBING LEG BAG EXTENSION,,11.00,The_Ruby_Valley_Hospital
5130332,TUBING AIRWAY,,11.00,The_Ruby_Valley_Hospital
5130333,TUBING ABDOMINAL,,171.00,The_Ruby_Valley_Hospital
5130334,TUBING STOMACH,,12.00,The_Ruby_Valley_Hospital
5130335,TUBING STOMACH 18 FR,,12.00,The_Ruby_Valley_Hospital
5130336,TUBE RECTAL,,67.00,The_Ruby_Valley_Hospital
5130337,TUBING - LEVIN,,23.00,The_Ruby_Valley_Hospital
5130338,TUBING CHEST #28,,33.00,The_Ruby_Valley_Hospital
5130339,TUBING CHEST #24,,33.00,The_Ruby_Valley_Hospital
5130340,TUBING SURGERY SUCTION,,17.00,The_Ruby_Valley_Hospital
5130341,TUBING SUCTION - CONNECTING 10',,11.00,The_Ruby_Valley_Hospital
5130342,TUBING ENDOTRACHEAL CUFFED,,49.00,The_Ruby_Valley_Hospital
5130343,TUBING ENDOTRACHEAL UNCUFFED (PEDS),,26.00,The_Ruby_Valley_Hospital
5130344,TUBING NG LAVAGE,,33.00,The_Ruby_Valley_Hospital
5130345,TUBING STOMACH 32 FR,,61.00,The_Ruby_Valley_Hospital
5130346,OXYGEN NON-REBREATHING MASK,,20.00,The_Ruby_Valley_Hospital
5130348,STERIL V-PADS PERI PADS (INDIV),,5.00,The_Ruby_Valley_Hospital
5130350,WATER STERILE 20ml,,5.00,The_Ruby_Valley_Hospital
5130351,SYRINGE LO DOSE (INSULINE)/BOX (100),,49.00,The_Ruby_Valley_Hospital
5130352,SOLUSET IV TUBING,,131.00,The_Ruby_Valley_Hospital
5130355,JEVITY / CAN,,20.00,The_Ruby_Valley_Hospital
5130356,CHEST DRAINAGE UNIT-DRY,,236.00,The_Ruby_Valley_Hospital
5130359,THORACENTESIS CATHATER,,67.00,The_Ruby_Valley_Hospital
5130385,SUTURE - PROLENE,,53.00,The_Ruby_Valley_Hospital
5130386,SUTURE - PROLENE,,34.00,The_Ruby_Valley_Hospital
5130387,SUTURE - ETHILON (NYLON),,53.00,The_Ruby_Valley_Hospital
5130388,SUTURE - SILK,,40.00,The_Ruby_Valley_Hospital
5130389,SUTURE-PGA 1 PKG.,,30.00,The_Ruby_Valley_Hospital
5130399,GOMCO SUCTION (DAILY),,37.00,The_Ruby_Valley_Hospital
5130410,PROMISE PAD (PINK/3),,11.00,The_Ruby_Valley_Hospital
5130411,MOLIFORM PADS,,75.00,The_Ruby_Valley_Hospital
5130412,PROMISE PADS (YEL/3),,24.00,The_Ruby_Valley_Hospital
5130413,ATTENDS PULL ON,,41.00,The_Ruby_Valley_Hospital
5130414,STERI STRIP / PACKAGE,,20.00,The_Ruby_Valley_Hospital
5130417,RAZOR - DISPOSABLE,,0.00,The_Ruby_Valley_Hospital
5130418,NOSE IRRIGATION,,19.00,The_Ruby_Valley_Hospital
5130419,URINE COLLECTION HAT,,0.00,The_Ruby_Valley_Hospital
5130420,SHAVE PREP TRAY,,0.00,The_Ruby_Valley_Hospital
5130421,URINE COLLECTION BAGS (PEDS),,0.00,The_Ruby_Valley_Hospital
5130422,BETADINE SWABSTICKS 3,,5.00,The_Ruby_Valley_Hospital
5130423,BETADINE SWABSTICK 1,,4.00,The_Ruby_Valley_Hospital
5130424,CATHETER: CATH STRAP,,23.00,The_Ruby_Valley_Hospital
5130425,CATH LEG BAG,,23.00,The_Ruby_Valley_Hospital
5130427,FINGER GUARD,A4570,19.00,The_Ruby_Valley_Hospital
5130429,IV CONTROL A FLOW EXTENSION,,55.00,The_Ruby_Valley_Hospital
5130430,CATHETER MINI KIT FOR FEMALE SPECIMEN,,50.00,The_Ruby_Valley_Hospital
5130431,URINE DIP STICK,,10.00,The_Ruby_Valley_Hospital
5130432,EZ - EM PREP KIT (X-RAY),,20.00,The_Ruby_Valley_Hospital
5130433,SKIN PREP,,4.00,The_Ruby_Valley_Hospital
5130434,BLUE PADS (3) SMALL,,11.00,The_Ruby_Valley_Hospital
5130435,LOTION,,0.00,The_Ruby_Valley_Hospital
5130436,WHITE PADS MOLIFORM,,15.00,The_Ruby_Valley_Hospital
5130437,GLOVE STERILE/PAIR,,0.00,The_Ruby_Valley_Hospital
5130438,IRRIGATION TRAY,,0.00,The_Ruby_Valley_Hospital
5130439,TUBING: LEVIN 16 FR,,11.00,The_Ruby_Valley_Hospital
5130440,BLUE PAD / LG (3),,11.00,The_Ruby_Valley_Hospital
5130442,FLEXIPASTE,,56.00,The_Ruby_Valley_Hospital
5130444,IV CATHALON,,17.00,The_Ruby_Valley_Hospital
5130445,UNNA BANDAGE,,54.00,The_Ruby_Valley_Hospital
5130446,CATHATER / CUT DOWN,,35.00,The_Ruby_Valley_Hospital
5130447,WRIST  ELASTIC SPLINT,A4570,43.00,The_Ruby_Valley_Hospital
5130448,ARM SLING / SNOOPY,,20.00,The_Ruby_Valley_Hospital
5130449,ACE BANDAGE - 6,A4590,6.00,The_Ruby_Valley_Hospital
5130450,BABY POWDER 4oz,,0.00,The_Ruby_Valley_Hospital
5130451,IV PUMP TUBING (NITRO),,81.00,The_Ruby_Valley_Hospital
5130452,IV PUMP 2ND TUBING,,12.00,The_Ruby_Valley_Hospital
5130453,IV PRIMARY TUBING S/U,,23.00,The_Ruby_Valley_Hospital
5130454,CATHATER TRAY STRAIGHT/CATH,,48.00,The_Ruby_Valley_Hospital
5130455,LIGHTCAST II,,34.00,The_Ruby_Valley_Hospital
5130459,MATERNITY PD SINGLE XLG,,5.00,The_Ruby_Valley_Hospital
5130460,PROMISE PANTY (BROWN),,19.00,The_Ruby_Valley_Hospital
5130462,PROMISE PANTY (GREEN),,19.00,The_Ruby_Valley_Hospital
5130463,FINGER STIX LANCELETS,,0.00,The_Ruby_Valley_Hospital
5130464,SUCTION CATHETER (DALEE),,19.00,The_Ruby_Valley_Hospital
5130465,TUBING ENDOTHACHEAL TUBE NEONATAL,,44.00,The_Ruby_Valley_Hospital
5130466,POVADINE (IODINE) SOAP,,0.00,The_Ruby_Valley_Hospital
5130467,LUMBAR-SACRAL OTHOSES (BRACE),,200.00,The_Ruby_Valley_Hospital
5130468,STERILE DRAIN SPONGE 4X4 (2) 6ply,,4.00,The_Ruby_Valley_Hospital
5130469,FLEETS PREP KIT II,,44.00,The_Ruby_Valley_Hospital
5130472,BACTERIOSTATIC SALINE 30ML,,5.00,The_Ruby_Valley_Hospital
5130473,SUTURE STERI STRIPS,,12.00,The_Ruby_Valley_Hospital
5130476,PHILADELPHIA COLLAR,,161.00,The_Ruby_Valley_Hospital
5130477,LUMBAR SUPPORT,,53.00,The_Ruby_Valley_Hospital
5130478,PULSE OXIM INFANT PROBE,,150.00,The_Ruby_Valley_Hospital
5130479,HAND RESTING SPLINT,,188.00,The_Ruby_Valley_Hospital
5130480,ACL BRACE,,849.00,The_Ruby_Valley_Hospital
5130481,MATERNITY PADS (12/BAG),,18.00,The_Ruby_Valley_Hospital
5130482,GLOVES (EXAM) / BOX OF 100,,50.00,The_Ruby_Valley_Hospital
5130483,BABY WIPES 16 PACK,,17.00,The_Ruby_Valley_Hospital
5130484,INFECTIOUS WASTE BAGS (SMALL),,0.00,The_Ruby_Valley_Hospital
5130485,CATHETER TRAY W/DRAIN BAG,,56.00,The_Ruby_Valley_Hospital
5130488,STERILE FIELD,,4.00,The_Ruby_Valley_Hospital
5130489,STERILE FIELD (FENESTRATED),,19.00,The_Ruby_Valley_Hospital
5130499,E-Z SCRUB STERILE BRUSH,,4.00,The_Ruby_Valley_Hospital
5130526,URINAL W/LID,,0.00,The_Ruby_Valley_Hospital
5130528,FRACTURE BEDPAN,,17.00,The_Ruby_Valley_Hospital
5130556,URINE STRAINER,,12.00,The_Ruby_Valley_Hospital
5130623,EPSOM SALT 16OZ,,10.00,The_Ruby_Valley_Hospital
5130689,CULTURETTE,,0.00,The_Ruby_Valley_Hospital
5130698,SOF-FOAM 3X3 STERILE DRESSING,,19.00,The_Ruby_Valley_Hospital
5130699,SOF-FOAM 4X5 STERILE DRESSING,,24.00,The_Ruby_Valley_Hospital
5130700,FOAM 4X4 STERILE DRESSING,,34.00,The_Ruby_Valley_Hospital
5130701,FOAM 8X8 STERILE DRESSING,,34.00,The_Ruby_Valley_Hospital
5130715,EXTENSION SET EA.,,30.00,The_Ruby_Valley_Hospital
5130789,ENEMA FLEETS PEDS,,19.00,The_Ruby_Valley_Hospital
5130844,BABY WIPES 40 PACK,,17.00,The_Ruby_Valley_Hospital
5130895,IV NEEDLELESS HEPLOCK,,12.00,The_Ruby_Valley_Hospital
5130897,IV NEEDLELESS PRIMARY TUBING,,26.00,The_Ruby_Valley_Hospital
