CDM,DESCRIPTION,DEPT,CURRENT CHG,hospital
41500053,AZITHROMYCIN 250MG TAB,4150,20.0,Mountainview_Medical_Center
41500054,BACITRACIN OPTH OINT,4150,43.6,Mountainview_Medical_Center
41500055,BACLOFEN 10MG TAB,4150,4.8,Mountainview_Medical_Center
41500056,BACTERIOSTATIC 0.9% SOD CHL INJ,4150,6.72,Mountainview_Medical_Center
41500057,BENAZEPRIL 20MG TAB,4150,6.94,Mountainview_Medical_Center
41500058,BISACODYL 10MG SUPP,4150,2.04,Mountainview_Medical_Center
41500059,BISACODYL 5MG TABS,4150,0.77,Mountainview_Medical_Center
41500060,BRILINTA TAB (TICAGRELOR)  90 MG,4150,22.08,Mountainview_Medical_Center
41500061,BUDESONIDE INH SUSP .5MG/2ML,4150,33.0,Mountainview_Medical_Center
41500062,BUMETANIDE 0.25MG/ML INJ,4150,20.45,Mountainview_Medical_Center
41500063,BUMETANIDE 1MG TAB,4150,17.62,Mountainview_Medical_Center
41500064,BUMETANIDE 1MG/4ML,4150,5.7,Mountainview_Medical_Center
41500065,BUPROPION 150MG XL TAB,4150,26.25,Mountainview_Medical_Center
41500066,BUSPIRONE 15MG TAB,4150,20.23,Mountainview_Medical_Center
41500067,BYSTOLIC 5MG ORAL TAB,4150,26.28,Mountainview_Medical_Center
41500068,CALCIUM CARB 600MG TAB,4150,0.2,Mountainview_Medical_Center
41500069,CALCIUM CHLORIDE 10% INJ,4150,37.2,Mountainview_Medical_Center
41500070,CARB/LEVO 25-100MG TAB,4150,5.59,Mountainview_Medical_Center
41500071,CARB/LEVO ER 50-200MG TAB,4150,16.62,Mountainview_Medical_Center
41500072,CARBAMAZEPINE 200MG TAB,4150,10.56,Mountainview_Medical_Center
41500073,CARVEDILOL 12.5MG TAB,4150,27.67,Mountainview_Medical_Center
41500074,CARVEDILOL 3.125MG TAB,4150,6.0,Mountainview_Medical_Center
41500075,CARVEDILOL 6.25MG TAB,4150,16.8,Mountainview_Medical_Center
41500076,CEFACLOR 250MG CAP,4150,13.14,Mountainview_Medical_Center
41500077,CEFAZOLIN 1GM INJ,4150,25.36,Mountainview_Medical_Center
41500078,CEFDINIR 300MG CAP,4150,28.13,Mountainview_Medical_Center
41500079,CEFDINIR SUSP. 250/5ML,4150,238.02,Mountainview_Medical_Center
41500080,CEFOXITIN 1GM INJ,4150,39.6,Mountainview_Medical_Center
41500081,CEFTAZIDIME 2GM INJ,4150,46.95,Mountainview_Medical_Center
41500082,CEFTRIAXONE 1GM VIAL,4150,40.5,Mountainview_Medical_Center
41500083,CEFTRIAXONE 2GM INJ,4150,45.0,Mountainview_Medical_Center
41500084,CEPHALEXIN 250MG CAP,4150,22.85,Mountainview_Medical_Center
41500085,CEPHALEXIN 250MG/5ML SUS,4150,42.29,Mountainview_Medical_Center
41500086,CEPHALEXIN 500MG CAP,4150,8.09,Mountainview_Medical_Center
41500088,CHILDREN'S IBUPROFEN SUSP 100MG/5M,4150,1.37,Mountainview_Medical_Center
41500089,CHILDREN'S PAIN/FEVER ACETA SUSP 1,4150,2.76,Mountainview_Medical_Center
41500090,CHLORTHALIDONE 25 MG TAB,4150,7.97,Mountainview_Medical_Center
41500091,CIPROFLOXACIN 400MG INJ,4150,24.43,Mountainview_Medical_Center
41500092,CIPROFLOXACIN 500MG TAB,4150,9.4,Mountainview_Medical_Center
41500093,CITALOPRAM 10MG TAB,4150,17.03,Mountainview_Medical_Center
41500095,CLEOCIN/D5W 300MG INJ PER BAG,4150,45.48,Mountainview_Medical_Center
41500096,CLINDAMYCIN 150MG/ML,4150,32.47,Mountainview_Medical_Center
41500097,CLINDAMYCIN HCL 150MG CAP,4150,6.87,Mountainview_Medical_Center
41500098,CLONIDINE 0.1MG TAB,4150,1.5,Mountainview_Medical_Center
41500099,CLONIDINE DIS 0.1MG/24HR PATCH,4150,54.71,Mountainview_Medical_Center
41500100,CLOPIDOGREL 75MG TAB,4150,26.65,Mountainview_Medical_Center
41500101,CLOTRIMAZOLE 10MG TROCHE,4150,10.62,Mountainview_Medical_Center
41500102,COLCRYS 0.6MG TAB,4150,39.53,Mountainview_Medical_Center
41500104,CYANIDE ANTI KIT PKG UNIT,4150,600.0,Mountainview_Medical_Center
41500105,CYANOCOBALAMIN 1000MCG/ML,4150,41.52,Mountainview_Medical_Center
41500106,CYCLOBENZAPRINE 10MG TAB,4150,13.85,Mountainview_Medical_Center
41500107,DEMEROL 25MG/ML,4150,30.9,Mountainview_Medical_Center
41500108,DEMEROL HCL 50MG/ML INJ,4150,30.9,Mountainview_Medical_Center
41500109,DEXAMETHASONE 10MG/ML,4150,10.3,Mountainview_Medical_Center
41500110,DEXAMETHASONE 4MG TAB,4150,8.21,Mountainview_Medical_Center
41500111,DEXAMETHASONE 4MG/ML,4150,6.54,Mountainview_Medical_Center
41500112,DEXAMETHASONE OPH SOL 0.1%,4150,106.73,Mountainview_Medical_Center
41500113,DEXTROSE 50% INJ,4150,17.76,Mountainview_Medical_Center
41500114,DIAZEPAM 10MG/2ML,4150,26.4,Mountainview_Medical_Center
41500115,DIAZEPAM 5MG TAB,4150,6.0,Mountainview_Medical_Center
41500116,DIAZEPAM RECTAL GEL 2.5MG,4150,464.63,Mountainview_Medical_Center
41500117,DIGOXIN 0.125MG TAB,4150,13.91,Mountainview_Medical_Center
41500118,DIGOXIN 0.25MG TAB,4150,5.04,Mountainview_Medical_Center
41500119,DIGOXIN 500MCG/2ML,4150,3.18,Mountainview_Medical_Center
41500120,DILTIAZEM XR ER 240MG CAP,4150,10.93,Mountainview_Medical_Center
41500121,DILTIZEM HCL INJ. 25MG/5ML,4150,30.11,Mountainview_Medical_Center
41500122,DIPHENHYDRAMINE 50MG/ML,4150,6.47,Mountainview_Medical_Center
41500123,DIVALPROEX 250MG DR TAB,4150,11.64,Mountainview_Medical_Center
41500125,DOBUTAM/D5W 1MG/ML INJ,4150,0.12,Mountainview_Medical_Center
41500126,DOBUTAMINE 250MG/5% DEXTROSE 250ML,4150,44.36,Mountainview_Medical_Center
41500127,DOCUSATE LIQUID 50MG/5ML,4150,5.76,Mountainview_Medical_Center
41500128,DOPAMINE 400MG/5% DEXTROSE 250ML,4150,46.62,Mountainview_Medical_Center
41500129,DOUBLE ANTIBIOTIC OINT,4150,70.02,Mountainview_Medical_Center
41500130,DOXAZOSIN 4MG TAB,4150,9.34,Mountainview_Medical_Center
41500131,ENALAPRIL 20MG TAB,4150,11.74,Mountainview_Medical_Center
41500132,ENALAPRIL 5MG TAB,4150,7.86,Mountainview_Medical_Center
41500133,ENDOCET 10MG/325MG TAB,4150,23.46,Mountainview_Medical_Center
41500134,ENDOCET 5-325MG TAB,4150,25.02,Mountainview_Medical_Center
41500135,ENOXAPARIN 100MG/ML INJ,4150,39.36,Mountainview_Medical_Center
41500136,ENOXAPARIN 30MG/0.3ML INJ,4150,40.18,Mountainview_Medical_Center
41500137,ENOXAPARIN 40MG/0.4ML INJ,4150,41.09,Mountainview_Medical_Center
41500138,"EPINEPHRINE 1:10,000",4150,31.95,Mountainview_Medical_Center
41500139,EPINEPHRINE 1:1000 1MG/ML,4150,49.5,Mountainview_Medical_Center
41500140,ETHYL CHLORIDE AEROSAL 103ML,4150,52.8,Mountainview_Medical_Center
41500141,FAMOTIDINE 20MG TAB,4150,2.04,Mountainview_Medical_Center
41500142,FENTANYL 12MCG/HR,4150,33.5,Mountainview_Medical_Center
41500143,FENTANYL 25MCG/HR PATCH,4150,47.64,Mountainview_Medical_Center
41500144,FENTANYL 50MCG/HR PATCH,4150,43.71,Mountainview_Medical_Center
41500145,FENTANYL 75MCG/HR PATCH,4150,66.41,Mountainview_Medical_Center
41500146,FENTANYL CITRATE 100MCG/2ML INJ,4150,10.04,Mountainview_Medical_Center
41500147,FERROUS SULFATE 325MG TAB,4150,0.33,Mountainview_Medical_Center
41500148,FINASTERIDE 5MG TAB,4150,20.63,Mountainview_Medical_Center
41500149,FISH OIL 1000MG TAB,4150,0.5,Mountainview_Medical_Center
41500150,FLECTOR PATCH 1.3%,4150,47.5,Mountainview_Medical_Center
41500151,FLUCONAZOLE 100MG TAB,4150,40.0,Mountainview_Medical_Center
41500152,FLUCONAZOLE 150MG TAB,4150,59.8,Mountainview_Medical_Center
41500153,FLUDROCORTISONE 0.1MG TAB,4150,5.24,Mountainview_Medical_Center
41500154,FLUMAZENIL INJ 0.5MG/5ML,4150,44.69,Mountainview_Medical_Center
41500155,FLUOXETINE 20MG CAPS,4150,-42.6,Mountainview_Medical_Center
41500156,FLUOXETINE 10MG CAP,4150,17.15,Mountainview_Medical_Center
41500157,FLUVASTATIN 40MG CAP,4150,30.85,Mountainview_Medical_Center
41500158,FOLIC ACID 1MG TAB,4150,0.51,Mountainview_Medical_Center
41500159,FOSPHENYTOIN 100/2ML INJ,4150,59.4,Mountainview_Medical_Center
41500160,FUROSEMIDE 10MG/ML INJ PER ML,4150,21.62,Mountainview_Medical_Center
41500161,FUROSEMIDE 20MG TAB,4150,0.92,Mountainview_Medical_Center
41500162,FUROSEMIDE 40MG TAB,4150,3.54,Mountainview_Medical_Center
41500163,GABAPENTIN 300MG CAP,4150,5.02,Mountainview_Medical_Center
41500164,GABAPENTIN 600MG TAB,4150,15.78,Mountainview_Medical_Center
41500165,GEMFIBROZIL 600MG TAB,4150,40.55,Mountainview_Medical_Center
41500166,GENTAMICIN 80MG/2ML,4150,8.79,Mountainview_Medical_Center
41500167,GLIPIZIDE 10MG TAB,4150,3.96,Mountainview_Medical_Center
41500168,GLUCAGEN 1MG INJ,4150,339.77,Mountainview_Medical_Center
41500169,GLYBURIDE 2.5 MG TAB,4150,3.17,Mountainview_Medical_Center
41500170,GRANULEX SPRAY PER BOTTLE,4150,50.01,Mountainview_Medical_Center
41500171,HALOPERIDOL 1MG TAB,4150,3.04,Mountainview_Medical_Center
41500172,HALOPERIDOL 5MG/ML,4150,39.6,Mountainview_Medical_Center
41500173,HCTZ 25MG TAB,4150,0.52,Mountainview_Medical_Center
41500174,"HEPARIN 10,000 U/ML",4150,16.8,Mountainview_Medical_Center
41500175,HEPARIN 1000U/ML,4150,3.98,Mountainview_Medical_Center
41500176,HEPARIN LOCK FLUSH SYR 10U/ML,4150,23.83,Mountainview_Medical_Center
41500177,HUMALOG 100U/ML INJ,4150,54.39,Mountainview_Medical_Center
41500178,HUMULIN 70/30 INJ,4150,0.6,Mountainview_Medical_Center
41500179,HUMULIN N U-100,4150,0.35,Mountainview_Medical_Center
41500180,HUMULIN R U-100 INJ,4150,0.12,Mountainview_Medical_Center
41500181,HYALGAN 10MG/ML,4150,257.4,Mountainview_Medical_Center
41500182,HYDRALAZINE 25MG TAB,4150,6.0,Mountainview_Medical_Center
41500183,HYDRO-APAP 5-325MG TAB,4150,4.56,Mountainview_Medical_Center
41500184,HYDROCHLOROT 12.5MG CAP,4150,9.26,Mountainview_Medical_Center
41500185,HYDROCODONE/APAP 5/500 6PK,4150,41.84,Mountainview_Medical_Center
41500186,HYDROCODONE/APAP 5-500MG TAB,4150,13.2,Mountainview_Medical_Center
41500188,HYDROCORTISONE 1% CREAM,4150,13.86,Mountainview_Medical_Center
41500189,HYDROXYZ PAM 25MG CAP,4150,1.91,Mountainview_Medical_Center
41500190,IBUPROFEN 200MG TAB,4150,0.19,Mountainview_Medical_Center
41500191,INDAPAMIDE 2.5MG TAB,4150,8.1,Mountainview_Medical_Center
41500192,INDOMETHACIN 25MG CAP,4150,2.51,Mountainview_Medical_Center
41500193,INFED 50MG /ML INJ,4150,31.11,Mountainview_Medical_Center
41500194,INFUVITE ADULT INJ MVI,4150,52.8,Mountainview_Medical_Center
41500195,IPRATROPIUM BROMIDE 0.02%,4150,17.79,Mountainview_Medical_Center
41500196,IPRATROPIUM/ALBUT 0.5MG-3.0MG,4150,13.88,Mountainview_Medical_Center
41500197,ISOSORBIDE MONO 30MG ER,4150,7.37,Mountainview_Medical_Center
41500198,KAOPECTATE 262MG BIS SUB 15MG,4150,4.74,Mountainview_Medical_Center
41500199,KETAMINE HCL 50MG/ML,4150,3.3,Mountainview_Medical_Center
41500200,KETOROLAC 30MG/ML INJ,4150,34.99,Mountainview_Medical_Center
41500201,K-PHOS NEUTRAL TAB,4150,3.08,Mountainview_Medical_Center
41500202,LABETALOL 200MG TAB,4150,6.0,Mountainview_Medical_Center
41500203,LABETOLOL HCL 100MG/20ML,4150,51.57,Mountainview_Medical_Center
41500204,LAMOTRIGINE 25MG TAB,4150,27.18,Mountainview_Medical_Center
41500206,LANTUS INSULIN 100U/ML (PER UNIT),4150,1.97,Mountainview_Medical_Center
41500207,LEVAQUIN 250MG TAB,4150,56.4,Mountainview_Medical_Center
41500208,LEVAQUIN 500MG IV,4150,15.06,Mountainview_Medical_Center
41500209,LEVAQUIN 500MG TAB,4150,35.37,Mountainview_Medical_Center
41500210,LEVAQUIN 750MG INJ (IV),4150,79.97,Mountainview_Medical_Center
41500211,LEVAQUIN 750MG TAB,4150,54.83,Mountainview_Medical_Center
41500212,LEVEMIR INSULIN 100U/ML,4150,2.13,Mountainview_Medical_Center
41500213,LEVOFLOXACIN 25MG/ML INJ,4150,92.28,Mountainview_Medical_Center
41500214,LEVOFLOXACIN 500MG TAB,4150,40.0,Mountainview_Medical_Center
41500215,LEVOPHED 4MG/ML INJ,4150,23.64,Mountainview_Medical_Center
41500217,LEVOTHYROXINE 100 MCG TAB,4150,3.71,Mountainview_Medical_Center
41500219,LEVOTHYROXINE 25MCG TAB,4150,2.89,Mountainview_Medical_Center
41500220,LEVOTHYROXINE 50MCG TAB,4150,3.27,Mountainview_Medical_Center
41500221,LEVOTHYROXINE 75MCG TAB,4150,4.8,Mountainview_Medical_Center
41500222,LEVOTHYROXINE 88MCG TAB,4150,8.92,Mountainview_Medical_Center
41500223,LIDOCAINE 2% 20MG/ML,4150,25.58,Mountainview_Medical_Center
41500224,LIDOCAINE 2% VISC SOL,4150,0.91,Mountainview_Medical_Center
41500225,LIDOCAINE GEL 2% JELLY,4150,45.85,Mountainview_Medical_Center
41500226,LIDOCAINE HCL 2%/EPINEPHRINE 1:100,4150,23.68,Mountainview_Medical_Center
41500227,LIDOCAINE OINT 5%,4150,118.8,Mountainview_Medical_Center
41500228,LIDOCAINE/PRILOCAINE CRM 2.5%,4150,62.1,Mountainview_Medical_Center
41500229,LIDODERM PATCH 5%,4150,50.29,Mountainview_Medical_Center
41500230,LIPITOR 10MG TAB,4150,26.64,Mountainview_Medical_Center
41500232,LISINOPRIL 10MG TAB,4150,6.53,Mountainview_Medical_Center
41500235,LISINOPRIL 5MG TAB,4150,6.34,Mountainview_Medical_Center
41500236,LITHIUM CARB 300MG CAP,4150,6.0,Mountainview_Medical_Center
41500237,LOPERAMIDE 2MG CAP,4150,1.04,Mountainview_Medical_Center
41500238,LORAZEPAM .5MG,4150,4.37,Mountainview_Medical_Center
41500239,LORAZEPAM 1MG,4150,4.79,Mountainview_Medical_Center
41500240,LORAZEPAM 2MG/ML INJ,4150,45.71,Mountainview_Medical_Center
41500241,LOSARTAN POT 100MG TAB,4150,25.75,Mountainview_Medical_Center
41500242,LOSARTAN POT 25MG TAB,4150,2.0,Mountainview_Medical_Center
41500243,LOSARTAN POT 50MG TAB,4150,14.93,Mountainview_Medical_Center
41500245,LOTRIMIN ULTRA 1% CREAM,4150,44.85,Mountainview_Medical_Center
41500246,LUMIGAN 0.03% OPTH SOLN,4150,270.29,Mountainview_Medical_Center
41500247,LYRICA 100MG CAPS,4150,20.4,Mountainview_Medical_Center
41500248,LYRICA 25MG CAP,4150,34.68,Mountainview_Medical_Center
41500250,LYRICA 75MG CAP,4150,49.05,Mountainview_Medical_Center
41500251,MAG OX 400MG,4150,0.74,Mountainview_Medical_Center
41500252,MAGNESIUM 250MG TAB,4150,0.24,Mountainview_Medical_Center
41500253,MAGNESIUM CITRATE 10OZ,4150,13.2,Mountainview_Medical_Center
41500254,MAGNESIUM SULFATE 50% INJ,4150,12.51,Mountainview_Medical_Center
41500255,MARCAINE 0.5%,4150,42.8,Mountainview_Medical_Center
41500256,MECLIZINE 25MG TAB,4150,9.65,Mountainview_Medical_Center
41500257,MEDIHONEY GEL WOUND,4150,48.0,Mountainview_Medical_Center
41500258,MELATONIN 5MG SUBLINGUAL,4150,0.79,Mountainview_Medical_Center
41500259,METAXALONE 800MG,4150,29.95,Mountainview_Medical_Center
41500260,METFORMIN 500MG TAB,4150,4.54,Mountainview_Medical_Center
41500263,METHYLENE BL 1% INJ,4150,41.25,Mountainview_Medical_Center
41500264,METHYLERGON INJ. 0.2MG/ML,4150,40.9,Mountainview_Medical_Center
41500265,METHYLPREDNISOLONE TABLET 4MG,4150,127.19,Mountainview_Medical_Center
41500267,METOCLOPRAMIDE 5MG TAB,4150,2.29,Mountainview_Medical_Center
41500268,METOCLOPRAMIDE 5MG/ML INJ,4150,17.58,Mountainview_Medical_Center
41500269,METOLAZONE 2.5MG TAB,4150,8.58,Mountainview_Medical_Center
41500270,METOLAZONE 5MG TAB,4150,24.96,Mountainview_Medical_Center
41500271,METOPROL TAR 25MG TAB,4150,1.78,Mountainview_Medical_Center
41500272,METOPROLOL 5MG/5ML,4150,8.54,Mountainview_Medical_Center
41500273,METOPROLOL ER 25MG TAB,4150,9.47,Mountainview_Medical_Center
41500274,METOPROLOL ER 50MG TAB,4150,6.96,Mountainview_Medical_Center
41500275,METOPROLOL TAR 50MG TAB,4150,3.69,Mountainview_Medical_Center
41500277,METRONIDAZOLE 500MG IV BAGS,4150,50.68,Mountainview_Medical_Center
41500279,MIACALCIN 200IU/AC SPRAY,4150,122.37,Mountainview_Medical_Center
41500280,MICONAZOLE NIT 2% CREAM,4150,18.0,Mountainview_Medical_Center
41500281,MIDAZOLAM 1MG/ML INJ,4150,5.15,Mountainview_Medical_Center
41500282,MIDAZOLAM 2MG/2ML INJ,4150,3.0,Mountainview_Medical_Center
41500283,MINTOX SUSP. 12 FL. OZ,4150,0.35,Mountainview_Medical_Center
41500284,MIRTAZAPINE 30MG TAB,4150,32.0,Mountainview_Medical_Center
41500286,MORPHINE CONC ORAL SOLN 20MG/ML,4150,5.54,Mountainview_Medical_Center
41500287,MORPHINE SUL ER 50MG CAP,4150,41.76,Mountainview_Medical_Center
41500288,MORPHINE SULFATE 10MG/ML INJ,4150,14.52,Mountainview_Medical_Center
41500289,MUCINEX 600MG TAB,4150,3.0,Mountainview_Medical_Center
41500290,NAFCILLIN 2GM INJ PER VIAL,4150,44.55,Mountainview_Medical_Center
41500291,NALOXONE 1MG/ML INJ,4150,32.77,Mountainview_Medical_Center
41500292,NALOXONE HCL INJ 2MG/2ML,4150,33.56,Mountainview_Medical_Center
41500293,NAMENDA 10MG TAB,4150,29.2,Mountainview_Medical_Center
41500294,NAPROXEN SOD 220MG TAB,4150,0.5,Mountainview_Medical_Center
41500295,NASAL DECONGESTANT SPRAY,4150,29.94,Mountainview_Medical_Center
41500296,NEO/POLY/HC OTIC SOL,4150,192.29,Mountainview_Medical_Center
41500297,NEUPOGEN INJ 480/0.8,4150,1022.57,Mountainview_Medical_Center
41500298,NEUT SOD. BICARBONATE 4% 2.4 MEQ 5,4150,6.66,Mountainview_Medical_Center
41500299,NIACIN 500MG TAB,4150,1.57,Mountainview_Medical_Center
41500300,NICOTINE TRANS SYS 14MG,4150,21.73,Mountainview_Medical_Center
41500301,NICOTINE TRANS SYS 21MG,4150,12.85,Mountainview_Medical_Center
41500303,NITRATEST PAPER,4150,94.59,Mountainview_Medical_Center
41500304,NITRO-BID 2% OINT PER DOSE,4150,8.53,Mountainview_Medical_Center
41500305,NITROGLY/D5W INJ 25MG,4150,57.48,Mountainview_Medical_Center
41500306,NITROGLYCERIN 0.1MG/ML,4150,0.18,Mountainview_Medical_Center
41500307,NITROGLYCERINE 250ML BTL,4150,33.9,Mountainview_Medical_Center
41500308,NITROPRESS FTV 50MG INJ,4150,47.27,Mountainview_Medical_Center
41500309,NITROPRUSSIDE 50MG VIAL,4150,78.14,Mountainview_Medical_Center
41500310,NITROSTAT  .04MG SL TAB,4150,9.02,Mountainview_Medical_Center
41500311,NOREPINEPHRINE AMP,4150,42.6,Mountainview_Medical_Center
41500312,NOVOLOG 100U/ML INJ,4150,1.77,Mountainview_Medical_Center
41500313,NYAMYC PER BOTTLE,4150,123.62,Mountainview_Medical_Center
41500314,NYSTATIN 100000U CREAM,4150,43.32,Mountainview_Medical_Center
41500315,OCUVITE LUTE CAP,4150,1.98,Mountainview_Medical_Center
41500316,OLANZAPINE 2.5MG TAB,4150,18.0,Mountainview_Medical_Center
41500317,OMEPRAZOLE 20MG DR CAP,4150,9.36,Mountainview_Medical_Center
41500318,ONDANSETRON 4MG DISSOLVE TAB,4150,9.87,Mountainview_Medical_Center
41500319,ONDANSETRON 4MG/2ML INJ,4150,7.52,Mountainview_Medical_Center
41500320,ONDANSETRON ODT 8MG TAB,4150,30.0,Mountainview_Medical_Center
41500321,ONDANSETRON ORALLY DISOLVING TAB 8,4150,30.0,Mountainview_Medical_Center
41500322,ORPHENADRINE INJ 30MG/ML,4150,49.52,Mountainview_Medical_Center
41500323,OXYBUTYNIN 5MG TAB,4150,5.04,Mountainview_Medical_Center
41500324,OXYCOD/APAP 5-325MG TAB,4150,8.8,Mountainview_Medical_Center
41500325,OXYCODONE 5MG TAB,4150,3.57,Mountainview_Medical_Center
41500326,OXYCONTIN 10MG CR TAB,4150,26.58,Mountainview_Medical_Center
41500327,OXYCONTIN 20MG CR TAB,4150,41.31,Mountainview_Medical_Center
41500328,PANTOPRAZOLE 40MG TAB,4150,27.0,Mountainview_Medical_Center
41500329,PAROXETINE 20MG TAB,4150,18.24,Mountainview_Medical_Center
41500330,PENICILLIN-VK 500MG TAB,4150,6.51,Mountainview_Medical_Center
41500331,PHENOBARBITAL INJ 65MG/ML,4150,57.44,Mountainview_Medical_Center
41500333,PHENYTOIN SODIUM 250MG/5ML,4150,4.08,Mountainview_Medical_Center
41500334,PHILLIPS MILK OF MAGNESIA PER TSP,4150,3.48,Mountainview_Medical_Center
41500335,PHOS NAK PACKET,4150,2.58,Mountainview_Medical_Center
41500336,PIPER/TAZOBA 3-0.375G INJ,4150,49.9,Mountainview_Medical_Center
41500337,PITOCIN INJ. 10 U/ML,4150,7.44,Mountainview_Medical_Center
41500338,PITRESSIN 20USP/ML,4150,28.2,Mountainview_Medical_Center
41500339,POLYETHYLENE GLYCOL 3350 PER TSP,4150,3.14,Mountainview_Medical_Center
41500340,PONTOCAINE TOPICAL SOLN 2%,4150,31.35,Mountainview_Medical_Center
41500341,POTASSIUM ACETATE 2MEQ/ML INJ,4150,29.94,Mountainview_Medical_Center
41500342,POTASSIUM CHL 20MEQ TAB,4150,3.73,Mountainview_Medical_Center
41500343,POTASSIUM CHLORIDE 10MEQ ER TAB,4150,3.72,Mountainview_Medical_Center
41500344,POTASSIUM CHLORIDE 20MEQ/1LITER 0.,4150,4.14,Mountainview_Medical_Center
41500345,POTASSIUM CHLORIDE 2MEQ/ML,4150,9.6,Mountainview_Medical_Center
41500346,POTASSIUM CHLORIDE 40MEQ VIAL,4150,9.6,Mountainview_Medical_Center
41500347,PRADAXA 150MG CAP,4150,44.06,Mountainview_Medical_Center
41500348,PRAVASTATIN 20MG TAB,4150,25.45,Mountainview_Medical_Center
41500349,PREDNISOLONE ORAL SOLN 5MG/5ML,4150,5.4,Mountainview_Medical_Center
41500350,PREDNISONE 10MG TAB,4150,5.72,Mountainview_Medical_Center
41500351,PREDNISONE 1MG TAB,4150,1.98,Mountainview_Medical_Center
41500352,PREDNISONE 20MG TAB,4150,9.41,Mountainview_Medical_Center
41500353,PREDNISONE 5MG TAB,4150,1.33,Mountainview_Medical_Center
41500354,PREMARIN 0.3MG TAB,4150,18.78,Mountainview_Medical_Center
41500355,PREMARIN 0.625 MG TAB,4150,17.22,Mountainview_Medical_Center
41500356,PREPERATION H OINT,4150,49.75,Mountainview_Medical_Center
41500357,PREVACID 15MG DR CAP,4150,36.0,Mountainview_Medical_Center
41500358,PREVALITE POWDER 4GM /PK,4150,18.24,Mountainview_Medical_Center
41500359,PROCAINAMIDE HCL 1GM/2ML,4150,41.75,Mountainview_Medical_Center
41500360,PROCHLORPERAZINE 10MG TAB,4150,6.72,Mountainview_Medical_Center
41500361,PROCHLORPERAZINE 10MG/2ML INJ,4150,25.2,Mountainview_Medical_Center
41500362,PROCHLORPERAZINE 25MG SUPP,4150,25.38,Mountainview_Medical_Center
41500363,PROCHLORPERAZINE 50MG/10ML,4150,75.53,Mountainview_Medical_Center
41500364,PROLIA SOL 60MG/ML,4150,2083.84,Mountainview_Medical_Center
41500366,PROMETHAZINE 25MG TAB,4150,3.34,Mountainview_Medical_Center
41500367,PROMETHAZINE 25MG/ML INJ,4150,9.5,Mountainview_Medical_Center
41500368,PROMETHAZINE 50MG/ML INJ,4150,19.02,Mountainview_Medical_Center
41500369,LUPRON DEPOT 45MG INJ,4150,10504.37,Mountainview_Medical_Center
41500370,PROPANTHELINE 15MG TAB,4150,6.0,Mountainview_Medical_Center
41500371,PROPARACAINE OPTH 0.5%,4150,48.0,Mountainview_Medical_Center
41500372,PROPOXY/APAP 100-650MG TAB,4150,7.38,Mountainview_Medical_Center
41500373,PROPRANOLOL 10MG TAB,4150,6.0,Mountainview_Medical_Center
41500374,PROPRANOLOL 20MG TAB,4150,3.36,Mountainview_Medical_Center
41500375,PROTAMINE 250MG/25ML,4150,7.14,Mountainview_Medical_Center
41500376,PROTONIX IV 40MG,4150,33.0,Mountainview_Medical_Center
41500378,PROVIGIL 200MG,4150,52.96,Mountainview_Medical_Center
41500379,PULMICORT RESPULE 0.5MG/2ML,4150,26.9,Mountainview_Medical_Center
41500380,PYRIDIOST TAB 60MG,4150,10.5,Mountainview_Medical_Center
41500381,QUETIAPINE 25MG TAB,4150,25.64,Mountainview_Medical_Center
41500382,QUINAPRIL 10MG TAB,4150,11.94,Mountainview_Medical_Center
41500383,RACEPINEPHRINE INH SOL 2.25%,4150,7.5,Mountainview_Medical_Center
41500384,RANITIDINE 150MG,4150,4.6,Mountainview_Medical_Center
41500385,REHYDRATING SALTS,4150,4.98,Mountainview_Medical_Center
41500386,RISPERDAL 1MG TAB,4150,27.8,Mountainview_Medical_Center
41500387,RISPERIDONE 0.5MG TAB,4150,15.0,Mountainview_Medical_Center
41500388,ROCURONIUM 50MG/5ML INJ,4150,33.35,Mountainview_Medical_Center
41500389,SALSALATE 750MG TAB,4150,3.0,Mountainview_Medical_Center
41500390,SANDOSTATIN KIT LAR 30MG,4150,6973.73,Mountainview_Medical_Center
41500391,SELENIUM 200MCG,4150,0.48,Mountainview_Medical_Center
41500392,DOCUSATE SENNA 50-8.6MG TAB,4150,0.46,Mountainview_Medical_Center
41500393,SENNA SYRUP PER ML,4150,0.48,Mountainview_Medical_Center
41500394,SEROQUEL 100MG TAB,4150,44.0,Mountainview_Medical_Center
41500395,SEROQUEL 25MG,4150,25.65,Mountainview_Medical_Center
41500396,SEROQUEL XR 300MG TAB,4150,36.12,Mountainview_Medical_Center
41500397,SERTRALINE 100MG TAB,4150,15.6,Mountainview_Medical_Center
41500398,SERTRALINE 50MG TAB,4150,5.4,Mountainview_Medical_Center
41500399,SILDENAFIL 20MG TAB,4150,12.0,Mountainview_Medical_Center
41500400,SILVASORB GEL,4150,50.42,Mountainview_Medical_Center
41500401,SILVER NITRATE APPLICATORS,4150,2.82,Mountainview_Medical_Center
41500402,SILVER SULFADIAZINE 1%,4150,45.5,Mountainview_Medical_Center
41500403,SIMVASTATIN 10MG TAB,4150,25.2,Mountainview_Medical_Center
41500404,SIMVASTATIN 20MG TAB,4150,29.55,Mountainview_Medical_Center
41500405,SIMVASTATIN 40MG TAB,4150,5.99,Mountainview_Medical_Center
