CPT Code,Description,Procedure Code,Revenue Code,Charge Amount,Click to select insurance,hospital
C1713,REAMER LOW PROFILE 40/44MM,27264605,272,1555.7,,St_Peter's_Health
C1713,BLADE HELICAL TFNA 105MM,27858080,278,1557.26,,St_Peter's_Health
C1713,BLADE HELICAL TFNA 115MM,27858881,278,1557.26,,St_Peter's_Health
C1713,BLADE HELICAL TFNA 85MM,27859666,278,1557.26,,St_Peter's_Health
C1713,BLADE HELICAL TFNA 95MM,27858840,278,1557.26,,St_Peter's_Health
C1713,HELICAL BLADE TFNA 100MM,27859646,278,1557.26,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 3.5MM 6HOLE,27865673,278,1558.23,,St_Peter's_Health
C1713,PLATE LCP FIBULA 7H LFT 2.7MM,27852191,278,1561.56,,St_Peter's_Health
C1713,ANCHOR PANALOK RC QUICK #2 CP2,27020300,278,1563.73,,St_Peter's_Health
C1713,PLATE CURVED BROAD 4.5MM 14H,27857858,278,1564.85,,St_Peter's_Health
C1713,PLATE CALCANEAL SMALL,27832461,278,1569.7,,St_Peter's_Health
C1713,T-PLATE HAND LOCK 2.3MM 8HOLE,27842734,278,1572.85,,St_Peter's_Health
C1713,PLATE VA LCP FUSION 2.4X27MM,27861111,278,1575.15,,St_Peter's_Health
C1713,MODULE 2.7MM PLATES/SCREWS,27825186,278,1576.48,,St_Peter's_Health
C1713,NAIL TROCH TI CANN 11MM 130DEG,27845325,278,1577.24,,St_Peter's_Health
C1713,NAIL TIBIAL CANNULATED 8X330MM,27876120,278,1581.84,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 11X360MM,27872973,278,1581.84,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 11X375MM,27875920,278,1581.84,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 9X375MM,27874317,278,1581.84,,St_Peter's_Health
C1713,PLATE LCKNG SF HF Y,27834525,278,1582.96,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X60MM,27866401,278,1583.45,,St_Peter's_Health
C1713,PLATE OLECRANON 2.7X3.5 6H RT,27876676,278,1584.96,,St_Peter's_Health
C1713,PLATE RECON LOW PRO 7H 3.5MM,27846059,278,1589.92,,St_Peter's_Health
C1713,BIO-PUSHLOCK 3.5MM X 14MM,27829069,278,1590.98,,St_Peter's_Health
C1713,SCREW LAG 90X10.5MM,27830696,278,1593.39,,St_Peter's_Health
C1713,SWIVELOCK BIOCOMP 6.25X19.1,27836472,278,1595.84,,St_Peter's_Health
C1713,ROD TITANIUM CURVED 4.0X60MM,27865236,278,1602.95,,St_Peter's_Health
C1713,WEDGE CHRONOS 10 DEG RECTANGLE,27851164,278,1613.19,,St_Peter's_Health
C1713,PLATE DORSAL SMARTLOCK WIDE RT,27853569,278,1617.21,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 3H RT,27848358,278,1617.81,,St_Peter's_Health
C1713,SCREW LAG T1 10.5X120MM,27834398,278,1618.22,,St_Peter's_Health
C1713,PLATE 2.4 FRAC ANGL 3X3 449.82,27080020,278,1618.24,,St_Peter's_Health
C1713,SCREW LAG TI 10.5 X 110MM,27828903,278,1618.28,,St_Peter's_Health
C1713,TIBIAL BEARING UKA 9MM SZ 6,27872661,278,1621.62,,St_Peter's_Health
C1713,SCREW ACUTRAK 4.7X50.0MM,27864937,278,1622.56,,St_Peter's_Health
C1713,PLATE DISTAL RADIUS 2.4MM 2H,27864440,278,1624.98,,St_Peter's_Health
C1713,SCRE CENTRAL MODULAR 30MM,27874421,278,1630.72,,St_Peter's_Health
C1713,SCREW CENTRAL MODULAR 25MM,27874180,278,1630.72,,St_Peter's_Health
C1713,IMPLANT SPEED 13X10X10MM,27862944,278,1631.06,,St_Peter's_Health
C1713,SPEED IMPLANT 9X10X10MM,27863363,278,1631.06,,St_Peter's_Health
C1713,PLATE OLECRANON 2.7/3.5 LEFT,27866225,278,1638.49,,St_Peter's_Health
C1713,WEDGE CHRONOS 14DEG RECTANGLE,27851166,278,1642.65,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 4H LFT,27846767,278,1642.87,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 4HL RT,27846946,278,1642.87,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 6H 3.5X105,27861903,278,1651.73,,St_Peter's_Health
C1713,PLATE DISTAL RADIUS 2.4 4H LT,27867401,278,1654.55,,St_Peter's_Health
C1713,NAIL TIBIAL CANNULATED 8X345MM,27872197,278,1659.84,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 9X360MM,27871683,278,1660.93,,St_Peter's_Health
C1713,PLATE FUSION VA LCP 0DEG RIGHT,27864866,278,1661.44,,St_Peter's_Health
C1713,PLATE FUSION VA-LCP 0DEG LEFT,27861631,278,1661.44,,St_Peter's_Health
C1713,REAMER CANNULATED 2.5X45X4.0,27262956,272,1662.66,,St_Peter's_Health
C1713,PLATE LCP FIBULA 5H LFT 2.7MM,27852187,278,1665.09,,St_Peter's_Health
C1713,PLATE LCP BROAD 10HOLE 4.5MM,27846932,278,1667.94,,St_Peter's_Health
C1713,PLATE STANDARD LEFT,27857828,278,1668.5,,St_Peter's_Health
C1713,NAIL IMPLATE DISTAL RADIUS LNG,27854899,278,1670.79,,St_Peter's_Health
C1713,NAIL IMPLATE METACARPAL 4.0MM,27854898,278,1670.79,,St_Peter's_Health
C1713,PLATE VA FUSION STD 2.4/2.7MM,27857942,278,1673.56,,St_Peter's_Health
C1713,FEMORAL HEAD ARTICULEZE 12/14,27845930,278,1674.91,,St_Peter's_Health
C1713,SSWIVELOCK W/ TAPE AR-2324BCCT,27244597,272,1675.26,,St_Peter's_Health
C1713,PLATE 3.5MM PED HIP,27831462,278,1676.39,,St_Peter's_Health
C1713,PLATE HIP PEDS LCP 3.5,27830313,278,1676.39,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X55MM,27865113,278,1678.46,,St_Peter's_Health
C1713,PLATE LCP 4HOLE 4.5,27845073,278,1682.58,,St_Peter's_Health
C1713,PLATE VA-LCP NRRW 2.4MM 2H LT,27856653,278,1689.99,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 6H LT,27847180,278,1690.25,,St_Peter's_Health
C1713,SUTURE ANCHOR BIOCMP SWVLK,27833031,278,1691.64,,St_Peter's_Health
C1713,ROD TITANIUM CURVED 4.0X35MM,27864608,278,1699.12,,St_Peter's_Health
C1713,ROD TITANIUM CURVED 4.0X75MM,27864665,278,1699.12,,St_Peter's_Health
C1713,SCREW COMPRESSION 7.0X50MM,27875519,278,1703.52,,St_Peter's_Health
C1713,SCREW COMPRESSION 7.0X55MM,27875520,278,1703.52,,St_Peter's_Health
C1713,SCREW COMPRESSION FT 7.0X70MM,27875088,278,1703.52,,St_Peter's_Health
C1713,X-PLATE SMALL TI 2.4MM,27875280,278,1703.52,,St_Peter's_Health
C1713,SCREW LAG TROC NAIL 10.5X85MM,27829279,278,1707.45,,St_Peter's_Health
C1713,SCREW MODULAR CENTRAL 35MM,27872800,278,1712.26,,St_Peter's_Health
C1713,TIGHTROPE REPAIR KIT CAN TITAN,27829001,278,1712.91,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 3.5MM 6H RT,27857726,278,1717.79,,St_Peter's_Health
C1713,PLATE RECON LOW PRO 10H 3.5MM,27846058,278,1718.12,,St_Peter's_Health
C1713,PLATE HIP STNDRD BARREL OMEGA3,27846895,278,1720.91,,St_Peter's_Health
C1713,PLATE 2.4 FRAC ANGL 4X4 449.84,27080016,278,1725.36,,St_Peter's_Health
C1713,PLATE FUSION VA-LCP 2.4/2.7MM,27857864,278,1727.91,,St_Peter's_Health
C1713,T-PLATE HAND LOCK 2.3M PROFYLE,27842205,278,1736.72,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X80MM,27860631,278,1745.6,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X85MM,27859047,278,1745.6,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X95MM,27859046,278,1745.6,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 5H RT,27845071,278,1748.43,,St_Peter's_Health
C1713,PLATE LCP DISTAL FIBULA 5HL LT,27844608,278,1748.43,,St_Peter's_Health
C1713,PLATE SHORT BEND 442.53,27827302,278,1752.66,,St_Peter's_Health
C1713,PLATE LCP PED HIP 3.5 120D,27832664,278,1754.27,,St_Peter's_Health
C1713,PLATE 2.4 TITANIUM 6H,27834148,278,1760.42,,St_Peter's_Health
C1713,PLATE LCKNG SF HS Y,27834521,278,1761.88,,St_Peter's_Health
C1713,ANCHOR PEG GLENOID X-LINK 40MM,27840352,278,1762.8,,St_Peter's_Health
C1713,PLATE L-FUSION 2.4X2.7 SHRT RT,27852414,278,1773.97,,St_Peter's_Health
C1713,BASEPLATE TRI PRIMARY TIBIAL 3,27823074,278,1779.96,,St_Peter's_Health
C1713,PROXIMAL LAT TIBIA PLATE RT,27826948,278,1779.96,,St_Peter's_Health
C1713,DRILL BIT CENTRAL 40/44MM,27269851,272,1782.14,,St_Peter's_Health
C1713,PLATE CURVED 242.510,27826660,278,1784.33,,St_Peter's_Health
C1713,PLATE LCP FIBULA 5H RT 2.7MM,27852186,278,1790.28,,St_Peter's_Health
C1713,PLATE 1.0 MESH 38X42MM  420.02,27809031,278,1791.48,,St_Peter's_Health
C1713,INJECT DRILLABLE STERILE 3CC,27852101,278,1798.09,,St_Peter's_Health
C1713,PLATE LCP FIBULA 3H RT 2.7MM,27852182,278,1798.09,,St_Peter's_Health
C1713,PLATE 10HL 95DEG DCS 178MM,27828081,278,1798.52,,St_Peter's_Health
C1713,PLATE VOLAR SMARTLOCK NAR RT,27828149,278,1799.62,,St_Peter's_Health
C1713,PLATE DISTAL HUMERUS 2.7/3.5 7,27872474,278,1806.17,,St_Peter's_Health
C1713,NAIL TIBIAL CANNULATED 8X300MM,27865324,278,1821.94,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 12X345MM,27868058,278,1821.94,,St_Peter's_Health
C1713,NAIL HINDFOOT 12X180MM RIGHT,27870523,278,1823.64,,St_Peter's_Health
C1713,PLATE VA LCP DISTAL  4H 2.4MM,27858931,278,1823.97,,St_Peter's_Health
C1713,CLAMP LARGE COMBINATION,27049435,270,1825.41,,St_Peter's_Health
C1713,NAIL FEMORAL TI 13MMX420MM RT,27871587,278,1830.19,,St_Peter's_Health
C1713,SCREW ACUTRACK 5.5 X 60MM,27849313,278,1833.78,,St_Peter's_Health
C1713,PFC AUGMENT 4MM,27814734,278,1835.65,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X65MM,27851540,278,1850.33,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X70MM,27851539,278,1850.33,,St_Peter's_Health
C1713,SCREW ACUTRAK 7.5X75MM,27851282,278,1850.33,,St_Peter's_Health
C1713,CROSSLINK ANCHOR PEG GLEN 44MM,27827057,278,1850.94,,St_Peter's_Health
C1713,META OPEN WEDGE TI 4.0MM,27877056,278,1852.0,,St_Peter's_Health
C1713,T PLATE 2.0MM 6 HOLE,27877347,278,1852.0,,St_Peter's_Health
C1713,T-PLATE ROTATION 2.0MM 5 HOLE,27877348,278,1852.0,,St_Peter's_Health
C1713,PLATE CALCANEAL 2.7MM RIGHT,27869078,278,1852.91,,St_Peter's_Health
C1713,X-PLATE TI MEDIUM 3.0MM,27876857,278,1863.0,,St_Peter's_Health
C1713,TIBIAL INSERT TRIATHLON CR X3,27841034,278,1864.72,,St_Peter's_Health
C1713,PLATE LOCKING THIRD TUBULAR 5H,27840925,278,1867.29,,St_Peter's_Health
C1713,SCREW BONE ACUTRAK 4/5 25MM,27841372,278,1868.89,,St_Peter's_Health
C1713,SCREW BONE ACUTRAK 4/5 30MM,27841463,278,1868.89,,St_Peter's_Health
C1713,SCREW BONE ACUTRAK 4/5 40MM,27841371,278,1868.89,,St_Peter's_Health
C1713,SCREW FIXATION 6/7 60MM,27840811,278,1868.89,,St_Peter's_Health
C1713,PLATE POLYAXIAL LOCKING,27862325,278,1869.28,,St_Peter's_Health
C1713,BME IMPLANT KIT 15X12MM,27877304,278,1878.0,,St_Peter's_Health
C1713,PLATE LCP FIBULA 4H LFT 2.7MM,27852185,278,1879.81,,St_Peter's_Health
C1713,PLATE LCP FIBULA 4H RT 2.7MM,27852184,278,1879.81,,St_Peter's_Health
C1713,FOAM PACK BIOACTIVE VITOSS,27858991,278,1885.9,,St_Peter's_Health
C1713,COUPLING HELICAL BLADE SCREW,27245558,272,1890.92,,St_Peter's_Health
C1713,PLATE DISTAL VA-LCP 2.4 5H RT,27859430,278,1892.22,,St_Peter's_Health
C1713,PLATE HUMERUS VA-LCP 2.7/3.5,27869909,278,1905.54,,St_Peter's_Health
C1713,DOG BONE KIT AR-2271,27873222,278,1907.36,,St_Peter's_Health
C1713,MPS SYM PLATE R75,27838675,278,1910.77,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 10X400MM,27869925,278,1912.09,,St_Peter's_Health
C1713,PUTTY ALLOMTRIX INJ  5CC,27080109,278,1913.18,,St_Peter's_Health
C1713,SUTURE KIT BUTTON INSERTER,27273667,272,1913.6,,St_Peter's_Health
C1713,PLATE DVRA-L HND INV,27819804,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRAN-R HAND INV,27825877,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRANS-R HND INV,27819809,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRA-R HND INV,27819802,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRAS-L HND INV,27819808,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRAS-R HND INV,27819807,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRAW-L HND INV,27819812,278,1920.83,,St_Peter's_Health
C1713,PLATE DVRAW-R HND INV,27819811,278,1920.83,,St_Peter's_Health
C1713,PLATE TIBIA VA-LCP 2.7MM 6H LT,27851165,278,1925.37,,St_Peter's_Health
C1713,SCREW LOW PRO P.T. 4.5X50MM,27874204,278,1926.08,,St_Peter's_Health
C1713,SCREW LOW PRO P.T. 5.5X50MM,27874205,278,1926.08,,St_Peter's_Health
C1713,PLATE ORBITAL TITANIUM SML LFT,27870910,278,1926.29,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 3.5MM 7H LT,27852885,278,1926.71,,St_Peter's_Health
C1713,PLATE OLECRANON LCP 4H 3.5MM L,27853665,278,1932.06,,St_Peter's_Health
C1713,PLATE LOW PRO 3.0MM 2 HOLE,27875279,278,1937.52,,St_Peter's_Health
C1713,ADAPTER SLEEVE FEMORAL +10MM,27846859,278,1938.29,,St_Peter's_Health
C1713,PLATE TIBIAL RT 437322,27825999,278,1940.48,,St_Peter's_Health
C1713,PLATE OLECRANON 2.7/3.5 4H LFT,27862473,278,1953.14,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X  95MM,27836850,278,1956.18,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 125MM,27836856,278,1956.18,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 12X420MM,27869604,278,1956.86,,St_Peter's_Health
C1713,PLATE VA LCP DISTAL 2.7MM 4H,27854625,278,1957.53,,St_Peter's_Health
C1713,PLATE VA-LCP 2.7X131MM 6HOLE,27872728,278,1960.14,,St_Peter's_Health
C1713,PLATE CALCANEAL SHORT 2.7 LEFT,27862276,278,1964.08,,St_Peter's_Health
C1713,SWIVELOCK DX 3.5MM AR-8978,27871694,278,1966.69,,St_Peter's_Health
C1713,PLATE STERNAL TITANIUM 12HOLE,27871690,278,1972.15,,St_Peter's_Health
C1713,SCREW COMPRESSION 7.0X45MM,27863395,278,1975.02,,St_Peter's_Health
C1713,SCREW COMPRESSION 7.0X55MM,27863394,278,1975.02,,St_Peter's_Health
C1713,PLATE HUMERUS 3.5X158MM 6H LFT,27872882,278,1978.08,,St_Peter's_Health
C1713,PLATE ANAT FIB LCK 4H RT,27833793,278,1987.26,,St_Peter's_Health
C1713,BASEPLATE TRI PRIMARY TIBIAL 2,27828386,278,1991.6,,St_Peter's_Health
C1713,PLATE OLECRANON LCP 3.5 6H LFT,27851121,278,1993.7,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 100MM,27836851,278,2000.71,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 110MM,27836853,278,2000.71,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 115MM,27836854,278,2000.71,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 120MM,27836855,278,2000.71,,St_Peter's_Health
C1713,PLATE DISTAL HUMERUS 2.7X3.5 L,27865999,278,2000.81,,St_Peter's_Health
C1713,PLATE DISTAL HUMERUS 2.7X3.5MM,27868729,278,2000.81,,St_Peter's_Health
C1713,PLATE VA DISTAL RADIUS 7H RT,27852651,278,2004.42,,St_Peter's_Health
C1713,PLATE ANATOMIC FIBULA LT 3HOLE,27830335,278,2004.89,,St_Peter's_Health
C1713,SCREW PEDICAL 40MM,27010484,278,2006.0,,St_Peter's_Health
C1713,SCREW PEDICAL 50MM,27010483,278,2006.0,,St_Peter's_Health
C1713,SCREW PEDICAL 55MM,27010482,278,2006.0,,St_Peter's_Health
C1713,NAIL FEMORAL LATERAL 12X460MM,27865664,278,2007.7,,St_Peter's_Health
C1713,NAIL FEMORAL TI 13MMX440MM RT,27867254,278,2007.7,,St_Peter's_Health
C1713,NAIL FEMORAL TI LAT 11X400MM,27866914,278,2007.7,,St_Peter's_Health
C1713,NAIL TIBIAL CANNULATED 8X360MM,27859579,278,2008.52,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 10X315MM,27859744,278,2008.52,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 12X360MM,27858839,278,2008.52,,St_Peter's_Health
C1713,PLATE OLECRANON 3.5MM 4H RIGHT,27850165,278,2009.35,,St_Peter's_Health
C1713,PLATE MEDIAL PROXIMAL 4.5 4H R,27875020,278,2010.32,,St_Peter's_Health
C1713,PLATE DVRANS-L HND INV,27819810,278,2016.92,,St_Peter's_Health
C1713,FEMEROL POST STAB LT SZ 4,27831202,278,2017.6,,St_Peter's_Health
C1713,FEMORAL POST STAB CMT SZ 2.5,27830534,278,2017.6,,St_Peter's_Health
C1713,FEMORAL POST STAB SIG SZ3 LEFT,27842738,278,2017.6,,St_Peter's_Health
C1713,FEMORAL POST STAB SZ2.5 RT,27843433,278,2017.6,,St_Peter's_Health
C1713,SPEED IMPLANT 18X18X18MM,27866669,278,2018.02,,St_Peter's_Health
C1713,INTBRACE KNEE LIGAMENT AUG,27875563,278,2025.92,,St_Peter's_Health
C1713,PLATE OLECRANON 90MM 2H RT,27857341,278,2031.28,,St_Peter's_Health
C1713,PLATE OLECRANON VA-LCP 2H LEFT,27856273,278,2031.28,,St_Peter's_Health
C1713,PLATE PROX RADIUS SMALL,27834547,278,2035.2,,St_Peter's_Health
C1713,PLATE MEDIAL PROXIMAL 4.5 6H R,27873866,278,2036.32,,St_Peter's_Health
C1713,PLATE CALCANEAL LONG 2.7X56MM,27868705,278,2045.53,,St_Peter's_Health
C1713,TIGHTROPE KNOTLESS TITANIUM TR,27842080,278,2052.76,,St_Peter's_Health
C1713,TIGHTROPE KNOTLESS TR,27842079,278,2052.76,,St_Peter's_Health
C1713,PLATE ANATOMIC FIBULA LCK 3H,27831793,278,2053.96,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 12X400MM,27868302,278,2054.71,,St_Peter's_Health
C1713,NAIL HUMERAL TI CANN 9.5X160MM,27873824,278,2056.08,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 105MM,27836852,278,2060.69,,St_Peter's_Health
C1713,SCREW LAG 10.5MM X 90MM,27836498,278,2060.69,,St_Peter's_Health
C1713,PLATE DISTAL HUMERUS 2.7X111MM,27857437,278,2062.74,,St_Peter's_Health
C1713,3.5MM LCP POSTEROMEDIAL,27850709,278,2063.69,,St_Peter's_Health
C1713,SCREW CANCELLOUS POLY 3.5X24MM,27864767,278,2080.76,,St_Peter's_Health
C1713,SCREW CANCELLOUS POLY 4.5X26MM,27863284,278,2080.76,,St_Peter's_Health
C1713,SCREW RETAINER 3.5X14MM,27835028,278,2083.07,,St_Peter's_Health
C1713,BASEPLATE TRI PRIMARY TIBIAL 4,27823102,278,2091.18,,St_Peter's_Health
C1713,BASEPLATE TRI PRIMARY TIBIAL 5,27823568,278,2091.18,,St_Peter's_Health
C1713,TROCHANTORIC NAIL KIT 11X180M,27823026,278,2095.55,,St_Peter's_Health
C1713,CLUSTERHOLE TRIDENT II 56F,27873906,278,2119.52,,St_Peter's_Health
C1713,PLATE HUMERUS 2.7/35 9HOLE LFT,27862273,278,2120.87,,St_Peter's_Health
C1713,BASEPLATE TIBIAL PRIMARY #6,27826377,278,2123.94,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 10X400MM,27861723,278,2128.15,,St_Peter's_Health
C1713,SYNMESH CAGE 12.0X11MM,27860518,278,2131.13,,St_Peter's_Health
C1713,PLATE LT ANAT FIB LCK 4HL,27843814,278,2150.78,,St_Peter's_Health
C1713,NAIL HUMERAL TI CANN 8X160MM,27872369,278,2158.88,,St_Peter's_Health
C1713,PLATE VA LCP DISTAL 2.4MM 6X4H,27850464,278,2162.63,,St_Peter's_Health
C1713,DISTAL AUGMENT PFC SZ5 4MM RT,27859108,278,2162.73,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 11X360MM,27864979,278,2178.0,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 11X420MM,27864607,278,2178.0,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 12X380MM,27862777,278,2178.0,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 9MM 320MM,27861088,278,2178.0,,St_Peter's_Health
C1713,PLATE DISTAL-HUMERUS 4HOLE LFT,27862275,278,2186.5,,St_Peter's_Health
C1713,PLATE HUMERUS  2.7/3.5 1H LEFT,27862868,278,2186.5,,St_Peter's_Health
C1713,PLATE HUMERUS LCP 3.5 3H LEFT,27876065,278,2187.12,,St_Peter's_Health
C1713,TIGHTROPE SYND REPAIR KIT,27827012,278,2187.98,,St_Peter's_Health
C1713,TIGHTROPE SYNDESMOSIS KIT,27826900,278,2187.98,,St_Peter's_Health
C1713,PLATE VA LOCKING 2.7MM LEFT,27859213,278,2187.99,,St_Peter's_Health
C1713,PLATE RT ANAT FIB LCK 6H,27830875,278,2194.89,,St_Peter's_Health
C1713,PLATE HUMERUS VA-LCP 1H LT 2.7,27856272,278,2205.69,,St_Peter's_Health
C1713,PLATE HUMERUS VA-LCP 3H LT 2.7,27856271,278,2205.69,,St_Peter's_Health
C1713,PLATE HUMERUS VA-LCP 82MM 2H,27857339,278,2205.69,,St_Peter's_Health
C1713,PLATE HUMERUS VA-LCP 82MM 2H,27857340,278,2205.69,,St_Peter's_Health
C1713,NAIL FEMORAL RECON TI 10MM RT,27857162,278,2213.29,,St_Peter's_Health
C1713,PLATE DISTAL HUMERUS 3.5X230MM,27876073,278,2215.2,,St_Peter's_Health
C1713,PATELLA DOME VIT-E 37X10MM,27868362,278,2218.67,,St_Peter's_Health
C1713,PLATE LEFT,27842519,278,2222.49,,St_Peter's_Health
C1713,PLATE TIBIAL RT 3.5MM 239.956,27823456,278,2228.77,,St_Peter's_Health
C1713,SCREW MVC 7.0X60MM,27842103,278,2232.7,,St_Peter's_Health
C1713,SCREW MVC 7.0X65MM,27841937,278,2232.7,,St_Peter's_Health
C1713,SCREW MVC 7.0X70MM,27842104,278,2232.7,,St_Peter's_Health
C1713,PLATE HOOK METATARSAL 5TH,27873864,278,2241.2,,St_Peter's_Health
C1713,INSERT TIBIAL BEARING PS 5 13M,27836991,278,2246.4,,St_Peter's_Health
C1713,TIBIAL BEARING INSERT 11MM 2,27836171,278,2246.4,,St_Peter's_Health
C1713,TIBIAL INSERT TRIATHLON CR X3,27841585,278,2246.4,,St_Peter's_Health
C1713,TIBIAL INSERT TRIATHLON CR X3,27842094,278,2246.4,,St_Peter's_Health
C1713,PLATE LT ANAT FIB LCK 6HL,27830877,278,2251.75,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 10X380MM,27858820,278,2265.11,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 10X420MM,27859089,278,2265.11,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 11X380MM,27858948,278,2265.11,,St_Peter's_Health
C1713,NAIL FEMORAL TI CANN 13X340MM,27858988,278,2265.11,,St_Peter's_Health
C1713,SCREW EXPEDIUM 7.0X55MM,27858650,278,2266.37,,St_Peter's_Health
C1713,SCREW EXPEDIUM 8.0X45MM,27858651,278,2266.37,,St_Peter's_Health
C1713,TIBIA SIGMA STAB CMNT SZ2 8MM,27846442,278,2271.33,,St_Peter's_Health
C1713,TIBIA SIGMA STAB SZ3 10MM CEM.,27847185,278,2271.33,,St_Peter's_Health
C1713,TIBIA SIGMA STAB SZ4 8MM CMNT,27847203,278,2271.33,,St_Peter's_Health
C1713,NAIL TFNA CANN 10X170MM 125DEG,27870474,278,2271.36,,St_Peter's_Health
C1713,PLATE HUMERAL MEDIUM LEFT,27858940,278,2273.96,,St_Peter's_Health
C1713,PLATE LCP TIBIA 2.7/3.5MM LEFT,27852163,278,2278.0,,St_Peter's_Health
C1713,PLATE CLAVICLE LCP 3.5MM 7H RT,27849037,278,2279.68,,St_Peter's_Health
C1713,PLATE OLECRANON LCP 4H RT,27854586,278,2287.14,,St_Peter's_Health
C1713,PLATE 13H ACUMED,27830237,278,2304.62,,St_Peter's_Health
C1713,PLATE OLECRANON 11H,27831973,278,2304.62,,St_Peter's_Health
C1713,FEMORAL STEM FLUTED 16MM X 125,27823288,278,2308.49,,St_Peter's_Health
C1713,PLATE TIBIA MEDIAL 3.5 4H RT,27867918,278,2309.26,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 3.5 8H LEFT,27848357,278,2310.33,,St_Peter's_Health
C1713,PLATE LCP CLAVICLE 3.5MM 8H RT,27845557,278,2310.33,,St_Peter's_Health
C1713,NAIL TIBIAL 11x240-390mm,27091309,278,2332.36,,St_Peter's_Health
C1713,NAIL TIBIAL 12x270-390mm,27091310,278,2332.36,,St_Peter's_Health
C1713,NAIL TIBIAL 9x240-390mm,27091306,278,2332.36,,St_Peter's_Health
C1713,LEFT ANATOMIC FIBULA PLATE,27830878,278,2335.07,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANN 11X345MM,27855187,278,2336.71,,St_Peter's_Health
C1713,NAIL TIBIAL TI CANNULATE 345MM,27854595,278,2336.71,,St_Peter's_Health
C1713,PLATE MEDIAL TIBIA 4H LT 3.5MM,27852175,278,2337.97,,St_Peter's_Health
C1713,PLATE RT ANAT FIB LCK 8H,27830876,278,2338.68,,St_Peter's_Health
C1713,FEMOR POST STAB CEMT LT SZ 2,27831820,278,2338.96,,St_Peter's_Health
C1713,FEMOR POST STAB CEMT LT SZ 2.5,27830266,278,2338.96,,St_Peter's_Health
C1713,FEMOR POST STAB CEMT LT SZ 3,27830021,278,2338.96,,St_Peter's_Health
C1713,FEMOR POST STAB CEMT RT SZ 3,27830020,278,2338.96,,St_Peter's_Health
C1713,FEMOR POST STAB CEMT RT SZ 5,27830019,278,2338.96,,St_Peter's_Health
C1713,FEMORAL CRUCIATE CEMENT LT 1.5,27836444,278,2338.96,,St_Peter's_Health
C1713,FEMORAL POST STAB CEMT 6 LT,27832623,278,2338.96,,St_Peter's_Health
C1713,FEMORAL POST STAB CMENT SZ5 LT,27844729,278,2338.96,,St_Peter's_Health
C1713,FEMORAL POST STAB CMT RT 4,27830111,278,2338.96,,St_Peter's_Health
C1713,FEMORAL POST STAB CMT RT SZ2,27831683,278,2338.96,,St_Peter's_Health
