"Powell County Memorial Hospital Association, dba Deer Lodge Medical Center",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,hospital
98110831,EAP,CPT® 69210,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 69210 Remove Impacted Ear Wax,114,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,91.2, -   ,  -    ,Deer_Lodge_Medical_Center
98110596,EAP,CPT® 92950,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 92950 Cardiopulmonary Resuscitation,618,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,494.4, -   ,  -    ,Deer_Lodge_Medical_Center
98110102,EAP,CPT® 92960,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 92960 Cardioversion Elective External,358,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,286.4, -   ,  -    ,Deer_Lodge_Medical_Center
97510016,EAP,CPT® 97597,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,RMVL DEVITAL TIS 20 CM/<,77,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,61.6, -   ,  -    ,Deer_Lodge_Medical_Center
98110144,EAP,CPT® 99151,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99151 Mod Sed Same Phys/qhp <5yrs 1st 15 Min,83,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,66.4, -   ,  -    ,Deer_Lodge_Medical_Center
98110145,EAP,CPT® 99152,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99152 Mod Sed Same Phys/qhp 5/>yrs 1st 15 Min,40,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,32, -   ,  -    ,Deer_Lodge_Medical_Center
98110146,EAP,CPT® 99153,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99153 Mod Sed Same Phys/qhp Ea Addl 15 Min,34,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,27.2, -   ,  -    ,Deer_Lodge_Medical_Center
98110604,EAP,CPT® 99281,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99281 Emergency Dept Visit Level I,73,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,58.4, -   ,  -    ,Deer_Lodge_Medical_Center
98110489,EAP,CPT® 99282,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99282 Emergency Dept Visit Level Ii,143,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,114.4, -   ,  -    ,Deer_Lodge_Medical_Center
98110009,EAP,CPT® 99283,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99283 Emergency Dept Visit Level Iii,204,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,163.2, -   ,  -    ,Deer_Lodge_Medical_Center
98110012,EAP,CPT® 99284,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99284 Emergency Dept Visit Level Iv,386,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,308.8, -   ,  -    ,Deer_Lodge_Medical_Center
98110016,EAP,CPT® 99285,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99285 Emergency Dept Visit Level 5,569,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,455.2, -   ,  -    ,Deer_Lodge_Medical_Center
98110021,EAP,CPT® 99291,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99291 Critical Care First Hour,726,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,580.8, -   ,  -    ,Deer_Lodge_Medical_Center
98110023,EAP,CPT® 99292,,0981 - PROFESSIONAL FEES - EMERGENCY ROOM,Hc Pr 99292 Critical Care Addl 30 Min,365,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,292, -   ,  -    ,Deer_Lodge_Medical_Center
98210067,EAP,CPT® 25031,,0982 - PROFESSIONAL FEES - OUTPATIENT SERVICES,Hc Pr 25031 Drainage Of Forearm Bursa,1165,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,932, -   ,  -    ,Deer_Lodge_Medical_Center
98210082,EAP,CPT® 28505,,0982 - PROFESSIONAL FEES - OUTPATIENT SERVICES,Hc Pr 28505 Treat Big Toe Fracture,1659,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,1327.2, -   ,  -    ,Deer_Lodge_Medical_Center
98210125,EAP,CPT® 43227,,0982 - PROFESSIONAL FEES - OUTPATIENT SERVICES,Hc Pr 43227 Esophagoscopy Control Bleed,565,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,452, -   ,  -    ,Deer_Lodge_Medical_Center
98210054,EAP,CPT® 64484,,0982 - PROFESSIONAL FEES - OUTPATIENT SERVICES,Hc Pr 64484 Injs Transfor L/s Ea Add Lv Comp,164,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,131.2, -   ,  -    ,Deer_Lodge_Medical_Center
98310205,EAP,CPT® 11102,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr Tangential Biopsy Skin Single Lesion,133,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,106.4, -   ,  -    ,Deer_Lodge_Medical_Center
98310206,EAP,CPT® 11103,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr Tangential Biopsy Skin Ea Sep/additional Lesion,77,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,61.6, -   ,  -    ,Deer_Lodge_Medical_Center
98310202,EAP,CPT® 11104,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11104 Punch Biopsy Skin Single Lesion,167,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,133.6, -   ,  -    ,Deer_Lodge_Medical_Center
98310203,EAP,CPT® 11105,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11105 Punch Biopsy Skin Ea Sep/additional Lesion,93,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,74.4, -   ,  -    ,Deer_Lodge_Medical_Center
98310454,EAP,CPT® 11107,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11107 Incisional Biopsy Skin Ea Sep/additional Lesion,108,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,86.4, -   ,  -    ,Deer_Lodge_Medical_Center
98310345,EAP,CPT® 11305,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11305 Shave Skin Lesion 0.5 Cm Or Less Sclp Nk Hnd Ft Gen,130,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,104, -   ,  -    ,Deer_Lodge_Medical_Center
98310347,EAP,CPT® 11306,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11306 Shave Skin Lesion 0.6 To 1.0 Cm Sclp Nk Hnd Ft Gen,173,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,138.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910485,EAP,CPT® 11404,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11404 Exc Tr-ext B9+marg 3.1-4 Cm,546,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,436.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910489,EAP,CPT® 11421,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11421 Exc H-f-nk-sp B9+marg 0.6-1,365,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,292, -   ,  -    ,Deer_Lodge_Medical_Center
96910490,EAP,CPT® 11424,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11424 Exc H-f-nk-sp B9+marg 3.1-4,603,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,482.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910492,EAP,CPT® 11441,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11441 Exc Face-mm B9+marg 0.6-1 Cm,436,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,348.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910493,EAP,CPT® 11450,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11450 Removal Sweat Gland Lesion Axil,865,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,692, -   ,  -    ,Deer_Lodge_Medical_Center
96910494,EAP,CPT® 11600,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11600 Exc Tr-ext Mlg+marg 0.5 < Cm,402,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,321.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910495,EAP,CPT® 11601,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11601 Exc Tr-ext Mlg+marg 0.6-1 Cm,501,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,400.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910496,EAP,CPT® 11602,,0983 - PROFESSIONAL FEES - CLINIC,EXC TR-EXT MLG+MARG 1.1-2 CM,547,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,437.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910535,EAP,CPT® 11603,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11603 Exc Tr-ext Mlg+marg 2.1-3 Cm,658,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,526.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910497,EAP,CPT® 11719,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11719 Trim Nail(s),25,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,20, -   ,  -    ,Deer_Lodge_Medical_Center
96910498,EAP,CPT® 11721,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11721 Debride Nail 6 Or More,83,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,66.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910501,EAP,CPT® 11900,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11900 Injection Into Skin Lesions,108,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,86.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910502,EAP,CPT® 11901,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11901 Added Skin Lesions Injection,164,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,131.2, -   ,  -    ,Deer_Lodge_Medical_Center
98310351,EAP,CPT® 11976,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 11976 Removal Of Contraceptive Cap,309,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,247.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910506,EAP,CPT® 17110,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17110 Destruct B9 Lesion 1-14,226,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,180.8, -   ,  -    ,Deer_Lodge_Medical_Center
98310353,EAP,CPT® 17250,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17250 Chemical Cautery Tissue,127,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,101.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910507,EAP,CPT® 17261,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17261 Destruction Of Skin Lesions Tnk/arm/lg M 0.6-1,300,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,240, -   ,  -    ,Deer_Lodge_Medical_Center
96910508,EAP,CPT® 17262,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17262 Destruction Of Skin Lesions Tnk/arm/lg M 1.1-2,383,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,306.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910509,EAP,CPT® 17263,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17263 Destruction Of Skin Lesions Tnk/arm/lg M 2.1-3,426,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,340.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910510,EAP,CPT® 17266,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 17266 Destruction Of Skin Lesions Tnk/arm/lg M >4,538,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,430.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910519,EAP,CPT® 20526,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 20526 Ther Injection Carp Tunnel,195,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,156, -   ,  -    ,Deer_Lodge_Medical_Center
96910520,EAP,CPT® 20550,,0983 - PROFESSIONAL FEES - CLINIC,"Hc Pr 20550 Inj Tendon Sheat,lig,trig",133,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,106.4, -   ,  -    ,Deer_Lodge_Medical_Center
96911041,EAP,CPT® 20606,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 20606 Drain/inj Joint/bursa Intermediate W/us,184,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,147.2, -   ,  -    ,Deer_Lodge_Medical_Center
96911042,EAP,CPT® 20611,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 20611 Drain/inj Joint/bursa Major W/us,204,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,163.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910800,EAP,CPT® 29085,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 29085 Apply Hand/wrist Cast,222,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,177.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910870,EAP,CPT® 29355,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 29355 Application Of Long Leg Cast,358,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,286.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910871,EAP,CPT® 29365,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 29365 Cylinder Cast Application,293,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,234.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910873,EAP,CPT® 29440,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 29440 Addition Of Walker To Cast,93,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,74.4, -   ,  -    ,Deer_Lodge_Medical_Center
98310053,EAP,CPT® 46500,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 46500 Injection Into Hemorrhoid(s),590,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,472, -   ,  -    ,Deer_Lodge_Medical_Center
96910219,EAP,CPT® 49500,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 49500 Repair Inguinal Hernia Initial Reducible,1387,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,1109.6, -   ,  -    ,Deer_Lodge_Medical_Center
98310440,EAP,CPT® 51701,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 51701 Insert Bladder Catheter,87,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,69.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910242,EAP,CPT® 52000,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 52000 Cystoscopy,271,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,216.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910829,EAP,CPT® 55000,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 55000 Drainage Of Hydrocele,284,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,227.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910839,EAP,CPT® 57160,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 57160 Insert Pessary/other Device,160,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,128, -   ,  -    ,Deer_Lodge_Medical_Center
96910840,EAP,CPT® 57170,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 57170 Fitting Of Diaphragm/cap,161,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,128.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910843,EAP,CPT® 57500,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 57500 Biopsy Of Cervix,247,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,197.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910845,EAP,CPT® 57511,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 57511 Cryocautery Of Cervix,445,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,356, -   ,  -    ,Deer_Lodge_Medical_Center
96910847,EAP,CPT® 57800,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 57800 Dilation Of Cervical Canal,168,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,134.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910848,EAP,CPT® 58100,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 58100 Biopsy Of Uterus Lining,235,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,188, -   ,  -    ,Deer_Lodge_Medical_Center
96910850,EAP,CPT® 58300,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 58300 Insert Intrauterine Device,314,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,251.2, -   ,  -    ,Deer_Lodge_Medical_Center
98310195,EAP,CPT® 64435,,0983 - PROFESSIONAL FEES - CLINIC,"Hc Pr 64435 N Block Inj, Paracervical",275,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,220, -   ,  -    ,Deer_Lodge_Medical_Center
96910859,EAP,CPT® 64493,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 64493 Inj Paravert F Jnt L/s 1 Lev,297,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,237.6, -   ,  -    ,Deer_Lodge_Medical_Center
96910860,EAP,CPT® 64494,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 64494 Inj Paravert F Jnt L/s 2 Lev,173,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,138.4, -   ,  -    ,Deer_Lodge_Medical_Center
98310833,EAP,CPT® 77003,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 77003 Fluoroguide For Spine Inject,309,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,247.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910461,EAP,CPT® 90460,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 90460 Immu Adm Any Route 1st Vac/tox <18 Yrs,58,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,46.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910639,EAP,CPT® 90473,,0983 - PROFESSIONAL FEES - CLINIC,"Hc Pr 90473 Immuniz Admin,intranasal/oral,1 Vac/tox",59,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,47.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910465,EAP,CPT® 95115,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 95115 Immunotherapy One Injection,28,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,22.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910466,EAP,CPT® 95117,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 95117 Immunotherapy Injections,34,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,27.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910468,EAP,CPT® 96360,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 96360 Hydration Iv Infusion Init,121,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,96.8, -   ,  -    ,Deer_Lodge_Medical_Center
96910469,EAP,CPT® 96361,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 96361 Hydrate Iv Infusion Add-on,43,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,34.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910470,EAP,CPT® 96365,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 96365 Ther/proph/diag Iv Inf Init,229,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,183.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910473,EAP,CPT® 96368,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 96368 Ther/diag Concurrent Inf,68,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,54.4, -   ,  -    ,Deer_Lodge_Medical_Center
96910476,EAP,CPT® 96375,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 96375 Tx/pro/dx Inj New Drug Addon,59,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,47.2, -   ,  -    ,Deer_Lodge_Medical_Center
96910006,EAP,CPT® 97010,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 97010 Hot Or Cold Packs Therapy,11,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,8.8, -   ,  -    ,Deer_Lodge_Medical_Center
98310152,EAP,CPT® 97014,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 97014 Electric Stimulation Therapy,36,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,28.8, -   ,  -    ,Deer_Lodge_Medical_Center
98310117,EAP,CPT® 97032,,0983 - PROFESSIONAL FEES - CLINIC,Hc Pr 97032 Electrical Stimulation,46,1,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  Non-negotiated fee schedule  ,  See (A) Below  ,  See (E) Below  ,36.8, -   ,  -    ,Deer_Lodge_Medical_Center
