Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,ALLEGIANCE,BCBS_CLOSED_NETWORK,BCBS_HEALTHLINK_NETWORK,BCBS_POS,BCBS_TRADITIONAL,EBMS,HEALTH_INFO_NET_PEAK_EQUITY,HEALTH_INFO_NET_STANDARD,HUMANA_PPO_NETWORK,INTEGRATED_HEALTH_PLAN,INTERWEST_HEALTH_PPO,INTERWEST_HEALTH_TRADITIONAL,MOUNTAIN_HEALTH_CO-OP_HPN,MOUNTAIN_HEALTH_CO-OP_PPO_POS,PACIFIC_SOURCE,UHC_COMMERCIAL,hospital
6500649,AMOXICILLEN 500MG PT PAK,Outpatient,250,,,00781-2613-05,0,39,31.2,31.2,39,37.05,32.37,32.37,32.37,32.37,37.05,37.83,37.83,35.88,37.05,38.22,39,34.32,38.22,37.83,,Pioneer_Medical_Center
6500664,FENTANYL PATCH 25 MCG,Inpatient,250,,,60505-7006-02,0,39,31.2,31.2,39,37.05,33.93,33.93,33.93,33.93,37.05,37.83,37.83,37.05,37.05,38.22,39,34.32,38.22,37.83,,Pioneer_Medical_Center
6500664,FENTANYL PATCH 25 MCG,Outpatient,250,,,60505-7006-02,0,39,31.2,31.2,39,37.05,32.37,32.37,32.37,32.37,37.05,37.83,37.83,35.88,37.05,38.22,39,34.32,38.22,37.83,,Pioneer_Medical_Center
6500672,CUBICIN PER 1 MG,Inpatient,636,J0878,Daptomycin injection,67919-0011-01,0,0.96,0.768,0.768,0.96,0.912,0.8352,0.8352,0.8352,0.8352,0.912,0.9312,0.9312,0.912,0.912,0.9408,0.96,0.8448,0.9408,0.9312,,Pioneer_Medical_Center
6500672,CUBICIN PER 1 MG,Outpatient,636,J0878,Daptomycin injection,67919-0011-01,0,0.96,0.768,0.768,0.96,0.912,0.7968,0.7968,0.7968,0.7968,0.912,0.9312,0.9312,0.8832,0.912,0.9408,0.96,0.8448,0.9408,0.9312,,Pioneer_Medical_Center
6500706,ATROPINE SULFATE .1MG,Inpatient,636,J0461,Atropine sulfate injection,76329-3339-01,0,18,14.4,14.4,18,17.1,15.66,15.66,15.66,15.66,17.1,17.46,17.46,17.1,17.1,17.64,18,15.84,17.64,17.46,,Pioneer_Medical_Center
6500706,ATROPINE SULFATE .1MG,Outpatient,636,J0461,Atropine sulfate injection,76329-3339-01,0,18,14.4,14.4,18,17.1,14.94,14.94,14.94,14.94,17.1,17.46,17.46,16.56,17.1,17.64,18,15.84,17.64,17.46,,Pioneer_Medical_Center
6500714,AMOX CLAV 875/125 PT PAK,Inpatient,250,,,65862-0503-20,0,93,74.4,74.4,93,88.35,80.91,80.91,80.91,80.91,88.35,90.21,90.21,88.35,88.35,91.14,93,81.84,91.14,90.21,,Pioneer_Medical_Center
6500714,AMOX CLAV 875/125 PT PAK,Outpatient,250,,,65862-0503-20,0,93,74.4,74.4,93,88.35,77.19,77.19,77.19,77.19,88.35,90.21,90.21,85.56,88.35,91.14,93,81.84,91.14,90.21,,Pioneer_Medical_Center
6500722,AMIODERONE 200MG TAB,Inpatient,250,,,51672-4025-04,0,2,1.6,1.6,2,1.9,1.74,1.74,1.74,1.74,1.9,1.94,1.94,1.9,1.9,1.96,2,1.76,1.96,1.94,,Pioneer_Medical_Center
6500722,AMIODERONE 200MG TAB,Outpatient,250,,,51672-4025-04,0,2,1.6,1.6,2,1.9,1.66,1.66,1.66,1.66,1.9,1.94,1.94,1.84,1.9,1.96,2,1.76,1.96,1.94,,Pioneer_Medical_Center
6500730,NYSTATIN PT PACK,Inpatient,250,,,66689-0008-16,0,29,23.2,23.2,29,27.55,25.23,25.23,25.23,25.23,27.55,28.13,28.13,27.55,27.55,28.42,29,25.52,28.42,28.13,,Pioneer_Medical_Center
6500730,NYSTATIN PT PACK,Outpatient,250,,,66689-0008-16,0,29,23.2,23.2,29,27.55,24.07,24.07,24.07,24.07,27.55,28.13,28.13,26.68,27.55,28.42,29,25.52,28.42,28.13,,Pioneer_Medical_Center
6500748,UROJET LIDOCAINE JELLY,Inpatient,250,,,25021-0673-76,0,35.63,28.504,28.504,35.63,33.8485,30.9981,30.9981,30.9981,30.9981,33.8485,34.5611,34.5611,33.8485,33.8485,34.9174,35.63,31.3544,34.9174,34.5611,,Pioneer_Medical_Center
6500748,UROJET LIDOCAINE JELLY,Outpatient,250,,,25021-0673-76,0,35.63,28.504,28.504,35.63,33.8485,29.5729,29.5729,29.5729,29.5729,33.8485,34.5611,34.5611,32.7796,33.8485,34.9174,35.63,31.3544,34.9174,34.5611,,Pioneer_Medical_Center
6500805,CALCIUM CHLORIDE 1GR/10ML,Inpatient,259,,,76329-3304-01,0,24,19.2,19.2,24,22.8,20.88,20.88,20.88,20.88,22.8,23.28,23.28,22.8,22.8,23.52,24,21.12,23.52,23.28,,Pioneer_Medical_Center
6500805,CALCIUM CHLORIDE 1GR/10ML,Outpatient,259,,,76329-3304-01,0,24,19.2,19.2,24,22.8,19.92,19.92,19.92,19.92,22.8,23.28,23.28,22.08,22.8,23.52,24,21.12,23.52,23.28,,Pioneer_Medical_Center
6500854,CALCIUM GLUCONATE PER 10ML,Inpatient,636,J0610,Calcium gluconate injection,63323-0311-19,0,36.5,29.2,29.2,36.5,34.675,31.755,31.755,31.755,31.755,34.675,35.405,35.405,34.675,34.675,35.77,36.5,32.12,35.77,35.405,,Pioneer_Medical_Center
6500854,CALCIUM GLUCONATE PER 10ML,Outpatient,636,J0610,Calcium gluconate injection,63323-0311-19,0,36.5,29.2,29.2,36.5,34.675,30.295,30.295,30.295,30.295,34.675,35.405,35.405,33.58,34.675,35.77,36.5,32.12,35.77,35.405,,Pioneer_Medical_Center
6500904,ANCEF (CEFAZOLIN) 500MG,Inpatient,636,J0690,Cefazolin sodium injection,60505-6142-05,0,21.88,17.504,17.504,21.88,20.786,19.0356,19.0356,19.0356,19.0356,20.786,21.2236,21.2236,20.786,20.786,21.4424,21.88,19.2544,21.4424,21.2236,,Pioneer_Medical_Center
6500904,ANCEF (CEFAZOLIN) 500MG,Outpatient,636,J0690,Cefazolin sodium injection,60505-6142-05,0,21.88,17.504,17.504,21.88,20.786,18.1604,18.1604,18.1604,18.1604,20.786,21.2236,21.2236,20.1296,20.786,21.4424,21.88,19.2544,21.4424,21.2236,,Pioneer_Medical_Center
6500912,PHENOBARBITAL UP TO 120MG,Inpatient,636,J2560,Phenobarbital sodium inj,,0,113.58,90.864,90.864,113.58,107.901,98.8146,98.8146,98.8146,98.8146,107.901,110.1726,110.1726,107.901,107.901,111.3084,113.58,99.9504,111.3084,110.1726,,Pioneer_Medical_Center
6500912,PHENOBARBITAL UP TO 120MG,Outpatient,636,J2560,Phenobarbital sodium inj,,0,113.58,90.864,90.864,113.58,107.901,94.2714,94.2714,94.2714,94.2714,107.901,110.1726,110.1726,104.4936,107.901,111.3084,113.58,99.9504,111.3084,110.1726,,Pioneer_Medical_Center
6500920,CIPROFLOXACIN OPTH SOLUTION,Inpatient,250,,,61314-0656-05,0,25.4,20.32,20.32,25.4,24.13,22.098,22.098,22.098,22.098,24.13,24.638,24.638,24.13,24.13,24.892,25.4,22.352,24.892,24.638,,Pioneer_Medical_Center
6500920,CIPROFLOXACIN OPTH SOLUTION,Outpatient,250,,,61314-0656-05,0,25.4,20.32,20.32,25.4,24.13,21.082,21.082,21.082,21.082,24.13,24.638,24.638,23.368,24.13,24.892,25.4,22.352,24.892,24.638,,Pioneer_Medical_Center
6501019,MAGNESIUM SULFATE PER 500MG,Inpatient,636,J3475,Inj magnesium sulfate,63323-0064-04,0,12.5,10,10,12.5,11.875,10.875,10.875,10.875,10.875,11.875,12.125,12.125,11.875,11.875,12.25,12.5,11,12.25,12.125,,Pioneer_Medical_Center
6501019,MAGNESIUM SULFATE PER 500MG,Outpatient,636,J3475,Inj magnesium sulfate,63323-0064-04,0,12.5,10,10,12.5,11.875,10.375,10.375,10.375,10.375,11.875,12.125,12.125,11.5,11.875,12.25,12.5,11,12.25,12.125,,Pioneer_Medical_Center
6501027,FOLIC ACID PER MG,Inpatient,259,,,11534-0165-01,0,19,15.2,15.2,19,18.05,16.53,16.53,16.53,16.53,18.05,18.43,18.43,18.05,18.05,18.62,19,16.72,18.62,18.43,,Pioneer_Medical_Center
6501027,FOLIC ACID PER MG,Outpatient,259,,,11534-0165-01,0,19,15.2,15.2,19,18.05,15.77,15.77,15.77,15.77,18.05,18.43,18.43,17.48,18.05,18.62,19,16.72,18.62,18.43,,Pioneer_Medical_Center
6501035,PREDNISOLONE PER 15MG/5ML DOSE,Inpatient,250,,,00054-3722-50,0,3.9,3.12,3.12,3.9,3.705,3.393,3.393,3.393,3.393,3.705,3.783,3.783,3.705,3.705,3.822,3.9,3.432,3.822,3.783,,Pioneer_Medical_Center
6501035,PREDNISOLONE PER 15MG/5ML DOSE,Outpatient,250,,,00054-3722-50,0,3.9,3.12,3.12,3.9,3.705,3.237,3.237,3.237,3.237,3.705,3.783,3.783,3.588,3.705,3.822,3.9,3.432,3.822,3.783,,Pioneer_Medical_Center
6501043,MULTIVITAMIN INJ,Inpatient,259,,,54643-5649-01,0,47,37.6,37.6,47,44.65,40.89,40.89,40.89,40.89,44.65,45.59,45.59,44.65,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
6501043,MULTIVITAMIN INJ,Outpatient,259,,,54643-5649-01,0,47,37.6,37.6,47,44.65,39.01,39.01,39.01,39.01,44.65,45.59,45.59,43.24,44.65,46.06,47,41.36,46.06,45.59,,Pioneer_Medical_Center
6501076,ROCEPHIN PER 250MG,Inpatient,636,J0696,Ceftriaxone sodium injection,60505-6148-04,0,14,11.2,11.2,14,13.3,12.18,12.18,12.18,12.18,13.3,13.58,13.58,13.3,13.3,13.72,14,12.32,13.72,13.58,,Pioneer_Medical_Center
6501076,ROCEPHIN PER 250MG,Outpatient,636,J0696,Ceftriaxone sodium injection,60505-6148-04,0,14,11.2,11.2,14,13.3,11.62,11.62,11.62,11.62,13.3,13.58,13.58,12.88,13.3,13.72,14,12.32,13.72,13.58,,Pioneer_Medical_Center
6501084,AFRIN NASAL SPRAY 15 ML BOTTLE,Inpatient,250,,,00904-5711-35,0,21,16.8,16.8,21,19.95,18.27,18.27,18.27,18.27,19.95,20.37,20.37,19.95,19.95,20.58,21,18.48,20.58,20.37,,Pioneer_Medical_Center
6501084,AFRIN NASAL SPRAY 15 ML BOTTLE,Outpatient,250,,,00904-5711-35,0,21,16.8,16.8,21,19.95,17.43,17.43,17.43,17.43,19.95,20.37,20.37,19.32,19.95,20.58,21,18.48,20.58,20.37,,Pioneer_Medical_Center
6501092,KEFLEX SUSP 250MG/5ML PT PACK,Inpatient,250,,,00093-4177-73,0,60,48,48,60,57,52.2,52.2,52.2,52.2,57,58.2,58.2,57,57,58.8,60,52.8,58.8,58.2,,Pioneer_Medical_Center
6501092,KEFLEX SUSP 250MG/5ML PT PACK,Outpatient,250,,,00093-4177-73,0,60,48,48,60,57,49.8,49.8,49.8,49.8,57,58.2,58.2,55.2,57,58.8,60,52.8,58.8,58.2,,Pioneer_Medical_Center
6501100,KEFLEX 500MG PT PACK,Inpatient,250,,,65862-0019-05,0,37,29.6,29.6,37,35.15,32.19,32.19,32.19,32.19,35.15,35.89,35.89,35.15,35.15,36.26,37,32.56,36.26,35.89,,Pioneer_Medical_Center
6501100,KEFLEX 500MG PT PACK,Outpatient,250,,,65862-0019-05,0,37,29.6,29.6,37,35.15,30.71,30.71,30.71,30.71,35.15,35.89,35.89,34.04,35.15,36.26,37,32.56,36.26,35.89,,Pioneer_Medical_Center
6501126,AVELOX PER 100MG,Inpatient,636,J2280,"Inj, moxifloxacin 100 mg",,0,51,40.8,40.8,51,48.45,44.37,44.37,44.37,44.37,48.45,49.47,49.47,48.45,48.45,49.98,51,44.88,49.98,49.47,,Pioneer_Medical_Center
6501126,AVELOX PER 100MG,Outpatient,636,J2280,"Inj, moxifloxacin 100 mg",,0,51,40.8,40.8,51,48.45,42.33,42.33,42.33,42.33,48.45,49.47,49.47,46.92,48.45,49.98,51,44.88,49.98,49.47,,Pioneer_Medical_Center
6501134,CIPRO 250MG PATIENT PACK (8 PILLS),Inpatient,250,,,55111-0126-01,0,34,27.2,27.2,34,32.3,29.58,29.58,29.58,29.58,32.3,32.98,32.98,32.3,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
6501134,CIPRO 250MG PATIENT PACK (8 PILLS),Outpatient,250,,,55111-0126-01,0,34,27.2,27.2,34,32.3,28.22,28.22,28.22,28.22,32.3,32.98,32.98,31.28,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
6501159,VITAMIN B12 UP TO 1000 MCG,Inpatient,636,J3420,Vitamin b12 injection,63323-0044-01,0,29,23.2,23.2,29,27.55,25.23,25.23,25.23,25.23,27.55,28.13,28.13,27.55,27.55,28.42,29,25.52,28.42,28.13,,Pioneer_Medical_Center
6501159,VITAMIN B12 UP TO 1000 MCG,Outpatient,636,J3420,Vitamin b12 injection,63323-0044-01,0,29,23.2,23.2,29,27.55,24.07,24.07,24.07,24.07,27.55,28.13,28.13,26.68,27.55,28.42,29,25.52,28.42,28.13,,Pioneer_Medical_Center
6501175,FLAGYL PT PACK,Inpatient,250,,,68001-0365-00,0,59,47.2,47.2,59,56.05,51.33,51.33,51.33,51.33,56.05,57.23,57.23,56.05,56.05,57.82,59,51.92,57.82,57.23,,Pioneer_Medical_Center
6501175,FLAGYL PT PACK,Outpatient,250,,,68001-0365-00,0,59,47.2,47.2,59,56.05,48.97,48.97,48.97,48.97,56.05,57.23,57.23,54.28,56.05,57.82,59,51.92,57.82,57.23,,Pioneer_Medical_Center
6501183,HYALGAN PER DOSE,Inpatient,636,J7321,Hyalgan or supartz inj dose,58468-0090-00,0,353,282.4,282.4,353,335.35,307.11,307.11,307.11,307.11,335.35,342.41,342.41,335.35,335.35,345.94,353,310.64,345.94,342.41,,Pioneer_Medical_Center
6501183,HYALGAN PER DOSE,Outpatient,636,J7321,Hyalgan or supartz inj dose,58468-0090-00,0,353,282.4,282.4,353,335.35,292.99,292.99,292.99,292.99,335.35,342.41,342.41,324.76,335.35,345.94,353,310.64,345.94,342.41,,Pioneer_Medical_Center
6501209,DECADRON 10 MG PO,Inpatient,250,,,,0,6,4.8,4.8,6,5.7,5.22,5.22,5.22,5.22,5.7,5.82,5.82,5.7,5.7,5.88,6,5.28,5.88,5.82,,Pioneer_Medical_Center
6501209,DECADRON 10 MG PO,Outpatient,250,,,,0,6,4.8,4.8,6,5.7,4.98,4.98,4.98,4.98,5.7,5.82,5.82,5.52,5.7,5.88,6,5.28,5.88,5.82,,Pioneer_Medical_Center
6501217,KEFLEX 250MG PT PAK,Inpatient,250,,,65862-0018-05,0,34,27.2,27.2,34,32.3,29.58,29.58,29.58,29.58,32.3,32.98,32.98,32.3,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
6501217,KEFLEX 250MG PT PAK,Outpatient,250,,,65862-0018-05,0,34,27.2,27.2,34,32.3,28.22,28.22,28.22,28.22,32.3,32.98,32.98,31.28,32.3,33.32,34,29.92,33.32,32.98,,Pioneer_Medical_Center
6501233,HEPARIN PER 1000 UNITS,Inpatient,636,J1644,Inj heparin sodium per 1000u,63326-0262-01,0,6.25,5,5,6.25,5.9375,5.4375,5.4375,5.4375,5.4375,5.9375,6.0625,6.0625,5.9375,5.9375,6.125,6.25,5.5,6.125,6.0625,,Pioneer_Medical_Center
6501233,HEPARIN PER 1000 UNITS,Outpatient,636,J1644,Inj heparin sodium per 1000u,63326-0262-01,0,6.25,5,5,6.25,5.9375,5.1875,5.1875,5.1875,5.1875,5.9375,6.0625,6.0625,5.75,5.9375,6.125,6.25,5.5,6.125,6.0625,,Pioneer_Medical_Center
6501308,DEXTROSE 50% 50ML INJECTION,Inpatient,259,,,00409-7517-16,0,35,28,28,35,33.25,30.45,30.45,30.45,30.45,33.25,33.95,33.95,33.25,33.25,34.3,35,30.8,34.3,33.95,,Pioneer_Medical_Center
6501308,DEXTROSE 50% 50ML INJECTION,Outpatient,259,,,00409-7517-16,0,35,28,28,35,33.25,29.05,29.05,29.05,29.05,33.25,33.95,33.95,32.2,33.25,34.3,35,30.8,34.3,33.95,,Pioneer_Medical_Center
6501407,DIAZEPAM PER 5MG (VALIUM),Inpatient,636,J3360,Diazepam injection,69339-0136-32,0,30.22,24.176,24.176,30.22,28.709,26.2914,26.2914,26.2914,26.2914,28.709,29.3134,29.3134,28.709,28.709,29.6156,30.22,26.5936,29.6156,29.3134,,Pioneer_Medical_Center
6501407,DIAZEPAM PER 5MG (VALIUM),Outpatient,636,J3360,Diazepam injection,69339-0136-32,0,30.22,24.176,24.176,30.22,28.709,25.0826,25.0826,25.0826,25.0826,28.709,29.3134,29.3134,27.8024,28.709,29.6156,30.22,26.5936,29.6156,29.3134,,Pioneer_Medical_Center
6501431,AMPICILLIN/SULBACTAM PER 1.5 GRAM,Inpatient,636,J0295,Ampicillin sulbactam 1.5 gm,00781-9273-80,0,56.27,45.016,45.016,56.27,53.4565,48.9549,48.9549,48.9549,48.9549,53.4565,54.5819,54.5819,53.4565,53.4565,55.1446,56.27,49.5176,55.1446,54.5819,,Pioneer_Medical_Center
6501431,AMPICILLIN/SULBACTAM PER 1.5 GRAM,Outpatient,636,J0295,Ampicillin sulbactam 1.5 gm,00781-9273-80,0,56.27,45.016,45.016,56.27,53.4565,46.7041,46.7041,46.7041,46.7041,53.4565,54.5819,54.5819,51.7684,53.4565,55.1446,56.27,49.5176,55.1446,54.5819,,Pioneer_Medical_Center
6501456,DIGOXIN UP TO .5MG,Inpatient,636,J1160,Digoxin injection,00781-3059-95,0,51.06,40.848,40.848,51.06,48.507,44.4222,44.4222,44.4222,44.4222,48.507,49.5282,49.5282,48.507,48.507,50.0388,51.06,44.9328,50.0388,49.5282,,Pioneer_Medical_Center
6501456,DIGOXIN UP TO .5MG,Outpatient,636,J1160,Digoxin injection,00781-3059-95,0,51.06,40.848,40.848,51.06,48.507,42.3798,42.3798,42.3798,42.3798,48.507,49.5282,49.5282,46.9752,48.507,50.0388,51.06,44.9328,50.0388,49.5282,,Pioneer_Medical_Center
6501506,CARDIZEM 25MG/5ML,Inpatient,259,,,17478-0937-05,0,15,12,12,15,14.25,13.05,13.05,13.05,13.05,14.25,14.55,14.55,14.25,14.25,14.7,15,13.2,14.7,14.55,,Pioneer_Medical_Center
6501506,CARDIZEM 25MG/5ML,Outpatient,259,,,17478-0937-05,0,15,12,12,15,14.25,12.45,12.45,12.45,12.45,14.25,14.55,14.55,13.8,14.25,14.7,15,13.2,14.7,14.55,,Pioneer_Medical_Center
6501514,REMICADE PER 10MG,Inpatient,636,J1745,Infliximab not biosimil 10mg,57894-0030-01,0,228,182.4,182.4,228,216.6,198.36,198.36,198.36,198.36,216.6,221.16,221.16,216.6,216.6,223.44,228,200.64,223.44,221.16,,Pioneer_Medical_Center
6501514,REMICADE PER 10MG,Outpatient,636,J1745,Infliximab not biosimil 10mg,57894-0030-01,0,228,182.4,182.4,228,216.6,189.24,189.24,189.24,189.24,216.6,221.16,221.16,209.76,216.6,223.44,228,200.64,223.44,221.16,,Pioneer_Medical_Center
6501522,BONIVA PER MG,Inpatient,636,J1740,Ibandronate sodium injection,55150-0191-83,0,434.51,347.608,347.608,434.51,412.7845,378.0237,378.0237,378.0237,378.0237,412.7845,421.4747,421.4747,412.7845,412.7845,425.8198,434.51,382.3688,425.8198,421.4747,,Pioneer_Medical_Center
6501522,BONIVA PER MG,Outpatient,636,J1740,Ibandronate sodium injection,55150-0191-83,0,434.51,347.608,347.608,434.51,412.7845,360.6433,360.6433,360.6433,360.6433,412.7845,421.4747,421.4747,399.7492,412.7845,425.8198,434.51,382.3688,425.8198,421.4747,,Pioneer_Medical_Center
6501548,ARIXTRA .5MG,Inpatient,636,J1652,Fondaparinux sodium,,0,33.4,26.72,26.72,33.4,31.73,29.058,29.058,29.058,29.058,31.73,32.398,32.398,31.73,31.73,32.732,33.4,29.392,32.732,32.398,,Pioneer_Medical_Center
6501548,ARIXTRA .5MG,Outpatient,636,J1652,Fondaparinux sodium,,0,33.4,26.72,26.72,33.4,31.73,27.722,27.722,27.722,27.722,31.73,32.398,32.398,30.728,31.73,32.732,33.4,29.392,32.732,32.398,,Pioneer_Medical_Center
6501563,PROLIA PER MG,Inpatient,636,J0897,Denosumab injection,55513-0710-01,0,30,24,24,30,28.5,26.1,26.1,26.1,26.1,28.5,29.1,29.1,28.5,28.5,29.4,30,26.4,29.4,29.1,,Pioneer_Medical_Center
6501563,PROLIA PER MG,Outpatient,636,J0897,Denosumab injection,55513-0710-01,0,30,24,24,30,28.5,24.9,24.9,24.9,24.9,28.5,29.1,29.1,27.6,28.5,29.4,30,26.4,29.4,29.1,,Pioneer_Medical_Center
6501571,IMMUNE GLOBULIN GAMMAGARD 500MG,Inpatient,636,J1569,Gammagard liquid injection,67457-0886-05,0,100,80,80,100,95,87,87,87,87,95,97,97,95,95,98,100,88,98,97,,Pioneer_Medical_Center
6501571,IMMUNE GLOBULIN GAMMAGARD 500MG,Outpatient,636,J1569,Gammagard liquid injection,67457-0886-05,0,100,80,80,100,95,83,83,83,83,95,97,97,92,95,98,100,88,98,97,,Pioneer_Medical_Center
6501589,FORTEO PER 10MCG,Inpatient,636,J3110,Teriparatide injection,,0,2316,1852.8,1852.8,2316,2200.2,2014.92,2014.92,2014.92,2014.92,2200.2,2246.52,2246.52,2200.2,2200.2,2269.68,2316,2038.08,2269.68,2246.52,,Pioneer_Medical_Center
6501589,FORTEO PER 10MCG,Outpatient,636,J3110,Teriparatide injection,,0,2316,1852.8,1852.8,2316,2200.2,1922.28,1922.28,1922.28,1922.28,2200.2,2246.52,2246.52,2130.72,2200.2,2269.68,2316,2038.08,2269.68,2246.52,,Pioneer_Medical_Center
6501597,ACETEMRA PER MG,Inpatient,636,J3262,Tocilizumab injection,,0,10.92,8.736,8.736,10.92,10.374,9.5004,9.5004,9.5004,9.5004,10.374,10.5924,10.5924,10.374,10.374,10.7016,10.92,9.6096,10.7016,10.5924,,Pioneer_Medical_Center
6501597,ACETEMRA PER MG,Outpatient,636,J3262,Tocilizumab injection,,0,10.92,8.736,8.736,10.92,10.374,9.0636,9.0636,9.0636,9.0636,10.374,10.5924,10.5924,10.0464,10.374,10.7016,10.92,9.6096,10.7016,10.5924,,Pioneer_Medical_Center
6501605,BENADRYL 50MG/ML,Inpatient,636,J1200,Diphenhydramine hcl injectio,63323-0664-01,0,20.84,16.672,16.672,20.84,19.798,18.1308,18.1308,18.1308,18.1308,19.798,20.2148,20.2148,19.798,19.798,20.4232,20.84,18.3392,20.4232,20.2148,,Pioneer_Medical_Center
6501605,BENADRYL 50MG/ML,Outpatient,636,J1200,Diphenhydramine hcl injectio,63323-0664-01,0,20.84,16.672,16.672,20.84,19.798,17.2972,17.2972,17.2972,17.2972,19.798,20.2148,20.2148,19.1728,19.798,20.4232,20.84,18.3392,20.4232,20.2148,,Pioneer_Medical_Center
6501613,BENADRYL PEDS ELIXER PT PAK,Inpatient,250,,,12547-0170-55,0,38.6,30.88,30.88,38.6,36.67,33.582,33.582,33.582,33.582,36.67,37.442,37.442,36.67,36.67,37.828,38.6,33.968,37.828,37.442,,Pioneer_Medical_Center
6501613,BENADRYL PEDS ELIXER PT PAK,Outpatient,250,,,12547-0170-55,0,38.6,30.88,30.88,38.6,36.67,32.038,32.038,32.038,32.038,36.67,37.442,37.442,35.512,36.67,37.828,38.6,33.968,37.828,37.442,,Pioneer_Medical_Center
6501621,BENADRYL 25 MG TAB,Inpatient,250,,,00904-5551-59,0,1,0.8,0.8,1,0.95,0.87,0.87,0.87,0.87,0.95,0.97,0.97,0.95,0.95,0.98,1,0.88,0.98,0.97,,Pioneer_Medical_Center
6501621,BENADRYL 25 MG TAB,Outpatient,250,,,00904-5551-59,0,1,0.8,0.8,1,0.95,0.83,0.83,0.83,0.83,0.95,0.97,0.97,0.92,0.95,0.98,1,0.88,0.98,0.97,,Pioneer_Medical_Center
6501654,DOBUTAMINE 250MG,Inpatient,636,J1250,Inj dobutamine hcl/250 mg,00409-2344-02,0,53.14,42.512,42.512,53.14,50.483,46.2318,46.2318,46.2318,46.2318,50.483,51.5458,51.5458,50.483,50.483,52.0772,53.14,46.7632,52.0772,51.5458,,Pioneer_Medical_Center
6501654,DOBUTAMINE 250MG,Outpatient,636,J1250,Inj dobutamine hcl/250 mg,00409-2344-02,0,53.14,42.512,42.512,53.14,50.483,44.1062,44.1062,44.1062,44.1062,50.483,51.5458,51.5458,48.8888,50.483,52.0772,53.14,46.7632,52.0772,51.5458,,Pioneer_Medical_Center
6501704,DOPAMINE PER 40MG,Inpatient,636,J1265,Dopamine injection,00143-9252-25,0,16.67,13.336,13.336,16.67,15.8365,14.5029,14.5029,14.5029,14.5029,15.8365,16.1699,16.1699,15.8365,15.8365,16.3366,16.67,14.6696,16.3366,16.1699,,Pioneer_Medical_Center
6501704,DOPAMINE PER 40MG,Outpatient,636,J1265,Dopamine injection,00143-9252-25,0,16.67,13.336,13.336,16.67,15.8365,13.8361,13.8361,13.8361,13.8361,15.8365,16.1699,16.1699,15.3364,15.8365,16.3366,16.67,14.6696,16.3366,16.1699,,Pioneer_Medical_Center
6501803,"EPINEPHRINE 1:10,000",Inpatient,636,J0171,Adrenalin epinephrine inject,00409-4921-34,0,37.44,29.952,29.952,37.44,35.568,32.5728,32.5728,32.5728,32.5728,35.568,36.3168,36.3168,35.568,35.568,36.6912,37.44,32.9472,36.6912,36.3168,,Pioneer_Medical_Center
6501803,"EPINEPHRINE 1:10,000",Outpatient,636,J0171,Adrenalin epinephrine inject,00409-4921-34,0,37.44,29.952,29.952,37.44,35.568,31.0752,31.0752,31.0752,31.0752,35.568,36.3168,36.3168,34.4448,35.568,36.6912,37.44,32.9472,36.6912,36.3168,,Pioneer_Medical_Center
6501811,LEVOPHED 1MG/ML,Inpatient,259,,,36000-0162-10,0,5,4,4,5,4.75,4.35,4.35,4.35,4.35,4.75,4.85,4.85,4.75,4.75,4.9,5,4.4,4.9,4.85,,Pioneer_Medical_Center
6501811,LEVOPHED 1MG/ML,Outpatient,259,,,36000-0162-10,0,5,4,4,5,4.75,4.15,4.15,4.15,4.15,4.75,4.85,4.85,4.6,4.75,4.9,5,4.4,4.9,4.85,,Pioneer_Medical_Center
6501852,"EPINEPHRINE 1:1,000 INJ",Inpatient,259,,,00409-7241-01,0,27,21.6,21.6,27,25.65,23.49,23.49,23.49,23.49,25.65,26.19,26.19,25.65,25.65,26.46,27,23.76,26.46,26.19,,Pioneer_Medical_Center
6501852,"EPINEPHRINE 1:1,000 INJ",Outpatient,259,,,00409-7241-01,0,27,21.6,21.6,27,25.65,22.41,22.41,22.41,22.41,25.65,26.19,26.19,24.84,25.65,26.46,27,23.76,26.46,26.19,,Pioneer_Medical_Center
6501878,PROCRIT PER 1000 UNITS,Inpatient,636,J0885,"Epoetin alfa, non-esrd",59676-0320-04,0,41.68,33.344,33.344,41.68,39.596,36.2616,36.2616,36.2616,36.2616,39.596,40.4296,40.4296,39.596,39.596,40.8464,41.68,36.6784,40.8464,40.4296,,Pioneer_Medical_Center
6501878,PROCRIT PER 1000 UNITS,Outpatient,636,J0885,"Epoetin alfa, non-esrd",59676-0320-04,0,41.68,33.344,33.344,41.68,39.596,34.5944,34.5944,34.5944,34.5944,39.596,40.4296,40.4296,38.3456,39.596,40.8464,41.68,36.6784,40.8464,40.4296,,Pioneer_Medical_Center
