DESCRIPTION,CDM,PRICE,hospital
OFFICE CONSULT COMPL 99245 TC,8000242,123.6,Beartooth_Billings_Clinic
PROLONGED SERV 30-74 MIN 99354 TC,8000259,78.15,Beartooth_Billings_Clinic
PROLONGED SERV ADD 30 MIN 99355 TC,8000267,85.25,Beartooth_Billings_Clinic
PREVENTATIVE NEW < 1 YR 99381 TC,8000275,52.8,Beartooth_Billings_Clinic
PREVENTATIVE NEW 1-4 YR 99382 TC,8000283,52.55,Beartooth_Billings_Clinic
PREVENTATIVE NEW 5-11 YR 99383 TC,8000291,52.55,Beartooth_Billings_Clinic
PREVENTATIVE NEW 12-17YR 99384 TC,8000309,62.05,Beartooth_Billings_Clinic
PREVENTATIVE NEW 18-40YR 99385 TC,8000317,68.25,Beartooth_Billings_Clinic
PREVENTATIVE NEW 40-64YR 99386 TC,8000325,75.3,Beartooth_Billings_Clinic
PREVENTATIVE EST <1 YR 99391 TC,8000333,44.6,Beartooth_Billings_Clinic
PREVENTATIVE EST 1-4 YR 99392 TC,8000341,49.6,Beartooth_Billings_Clinic
PREVENTATIVE EST 5-11YR 99393 TC,8000358,49.4,Beartooth_Billings_Clinic
PREVENTATIVE EST 12-17YR 99394 TC,8000366,54.15,Beartooth_Billings_Clinic
DOT PX EST 18-39YR 99395 TC,8000374,13.29,Beartooth_Billings_Clinic
DOT PX EST 40-64 YR 99396 TC,8000382,13.29,Beartooth_Billings_Clinic
DOT PX EST 65+YR 99397 TC,8000390,13.29,Beartooth_Billings_Clinic
PREV SMOKING 10+MIN 99407 TC,8000432,17.05,Beartooth_Billings_Clinic
PX PRE-EMPLOY ADULT 18-39 99395 TC,8000465,12.75,Beartooth_Billings_Clinic
PX PRE-EMPLOY ADULT 40-64 99396 TC,8000473,11.45,Beartooth_Billings_Clinic
PX PERIODIC ADULT 18-39 99395 TC,8000481,12.75,Beartooth_Billings_Clinic
PX PERIODIC ADULT 40-64 99396 TC,8000499,11.45,Beartooth_Billings_Clinic
ANTEPARTUM CARE ONLY >7 59426 TC,8000507,378.5,Beartooth_Billings_Clinic
POSTPARTUM CARE ONLY 59430 TC,8000515,67.35,Beartooth_Billings_Clinic
ANTEPARTUM CARE 4-6 VISITS 59425 TC,8000531,260.1,Beartooth_Billings_Clinic
ALCOH MISUS SCREEN ANN 15M G0442 TC,8000564,5.7,Beartooth_Billings_Clinic
ALC MIS BRIEF 4X/YR 15MIN G0443 TC,8000572,13.65,Beartooth_Billings_Clinic
DEPRESSION SCREEN ANN 15M G0444 TC,8000580,5.7,Beartooth_Billings_Clinic
SEX TRAN INF SCR S/A 30MIN G0445 TC,8000598,13.65,Beartooth_Billings_Clinic
BEH TH 15M INT RED CAR RIS G0446 TC,8000606,13.65,Beartooth_Billings_Clinic
BEH THER FOR OBESITY 15MIN G0447 TC,8000614,13.65,Beartooth_Billings_Clinic
ADVANCE CARE PLAN;1ST 30 MIN,8000622,17.85,Beartooth_Billings_Clinic
ADVANCE CARE PLANNING;ADD'L 30 MINU,8000630,15.55,Beartooth_Billings_Clinic
BASICMED EXAM TC,8000631,13.55,Beartooth_Billings_Clinic
"IV INFUSION, EA ADD'L HR",8000633,94.15,Beartooth_Billings_Clinic
LOW DOSE CT LUNG SCREEN TC,8001851,57.8,Beartooth_Billings_Clinic
IMMUNOTHERAPY ONE INJ 95115,8005001,25.55,Beartooth_Billings_Clinic
ECG MONITOR 48 HOUR 93225 TC,8005100,353.75,Beartooth_Billings_Clinic
FLU IMMUNIZATION IN OFFIC 90471 TC,8005118,31.6,Beartooth_Billings_Clinic
PNEUMO ADMIN SECOND 90472 TC,8005126,36.85,Beartooth_Billings_Clinic
IMMUNIZATION ADMIN SNGL 90471 TC,8005134,30.7,Beartooth_Billings_Clinic
IMMUNIZATION ADMIN 2> 90472 TC,8005142,31.6,Beartooth_Billings_Clinic
IMMUNIZ ADMIN ORAL/NAS 90473 TC,8005159,31.6,Beartooth_Billings_Clinic
IMMUN ADMIN ORAL/NAS 2> 90474 TC,8005167,31.25,Beartooth_Billings_Clinic
ADMIN HEP B VACCINE MDCR G0010 TC,8005175,31.6,Beartooth_Billings_Clinic
VFC IMMUN ADMIN UNDER 8 90465SL TC,8005183,23.05,Beartooth_Billings_Clinic
VFC IMMUN ADMIN EA ADD 90466SL TC,8005191,19.85,Beartooth_Billings_Clinic
VFC ADMIN IMMUN ORAL <8 90467SL TC,8005209,19.85,Beartooth_Billings_Clinic
VFC ADMIN IMM EA ADD >8 90468SL TC,8005217,19.85,Beartooth_Billings_Clinic
VFC ADMIN IMMUNIZATION 90471SL TC,8005225,21.32,Beartooth_Billings_Clinic
VFC ADMIN IMMUNIZATION 90472SL TC,8005233,14.0,Beartooth_Billings_Clinic
VFC ADMIN IMMUN INTRANAS 90473SL TC,8005241,21.32,Beartooth_Billings_Clinic
DRUG ADMINISTRATION 96372 TC,8005258,71.0,Beartooth_Billings_Clinic
VFC ADMIN IMM ORAL/NAS 90474SL TC,8005266,14.0,Beartooth_Billings_Clinic
TB SKIN TEST 86580 TC,8005274,28.4,Beartooth_Billings_Clinic
ADMIN FLU IMMUN MDCR G0008 TC,8005282,30.7,Beartooth_Billings_Clinic
ADMIN PNEUMO IMM MDCR G0009 TC,8005290,33.5,Beartooth_Billings_Clinic
IMM ADMIN BY NURSE 18 W/COUNS 90460,8005324,36.85,Beartooth_Billings_Clinic
IMM ADM BY NUR 18 EA ADD VACC 90461,8005332,19.85,Beartooth_Billings_Clinic
IMM ADMIN BY NURSE W/COUNS 90460SL,8005340,25.9,Beartooth_Billings_Clinic
AIRWAY INHALATION TREAT 94640,8005381,77.8,Beartooth_Billings_Clinic
IMMUNIZATION ADMIN TDAP,8005399,19.35,Beartooth_Billings_Clinic
"IV INF-THER, PROPH, OR DIAG 96365",8005407,239.75,Beartooth_Billings_Clinic
"DEMO &/OR EVAL OF NEB, INHALER, ETC",8005415,43.2,Beartooth_Billings_Clinic
IV PUSH 96374 SINGLE OR INITIAL,8005423,230.85,Beartooth_Billings_Clinic
IV PUSH 96375 DIFF SUB,8005424,148.5,Beartooth_Billings_Clinic
EKG MONITOR 30 DAY 93270,8005431,21.65,Beartooth_Billings_Clinic
IMMUNOTHERAPY INJECTIONS 95117,8050015,32.6,Beartooth_Billings_Clinic
O2 SATURATION 94760 TC,8050023,52.6,Beartooth_Billings_Clinic
SPIROMETRY 94010 TC,8050031,63.1,Beartooth_Billings_Clinic
OFFICE VISIT NURSE EST 99211 TC,8050056,68.25,Beartooth_Billings_Clinic
OFFICE VISIT NEW 99202 PR,8100000,160.5,Beartooth_Billings_Clinic
OFFICE VISIT NEW 99203 PR,8100018,230.7,Beartooth_Billings_Clinic
OFFICE VISIT NEW 99204 PR,8100026,353.25,Beartooth_Billings_Clinic
OFFICE VISIT EST 99212 PR,8100042,88.65,Beartooth_Billings_Clinic
OFFICE VISIT EST 99213 PR,8100059,177.45,Beartooth_Billings_Clinic
OFFICE VISIT EST 99214 PR,8100067,228.05,Beartooth_Billings_Clinic
OFFICE VISIT EST 99215 PR,8100075,308.9,Beartooth_Billings_Clinic
CA SCRN PELVIC/BRST G0101 PR,8100083,100.0,Beartooth_Billings_Clinic
INIT PM E/M NEW 65+ 99387 PR,8100091,329.65,Beartooth_Billings_Clinic
PREV VISIT EST 18-39 99395 PR,8100109,255.75,Beartooth_Billings_Clinic
PREV VISIT EST 40-64 99396 PR,8100117,281.3,Beartooth_Billings_Clinic
PREV VISIT EST 65+ 99397 PR,8100125,329.95,Beartooth_Billings_Clinic
PREV SMOKING 3-10 MIN 99406 PR,8100133,34.1,Beartooth_Billings_Clinic
HEALTH RISK ASSESS 99420 PR,8100141,45.5,Beartooth_Billings_Clinic
PHONE PHYS 21-30 MIN 99443 PR,8100158,263.75,Beartooth_Billings_Clinic
INITIAL PREV EXAM G0402 PR,8100166,177.3,Beartooth_Billings_Clinic
OFFICE VISIT NEW 99201 PR,8100174,113.65,Beartooth_Billings_Clinic
OFFICE VISIT NEW 99205 PR,8100182,441.45,Beartooth_Billings_Clinic
OFFICE VISIT DR EST 99211 PR,8100190,71.65,Beartooth_Billings_Clinic
OFFICE CONSULT MINOR 99241 PR,8100208,170.5,Beartooth_Billings_Clinic
OFFICE CONSULT LOW 99242 PR,8100216,221.6,Beartooth_Billings_Clinic
OFFICE CONSULT LO/MOD 99243 PR,8100224,289.9,Beartooth_Billings_Clinic
OFFICE CONSULT MOD/COMP 99244 PR,8100232,386.5,Beartooth_Billings_Clinic
OFFICE CONSULT COMPL 99245 PR,8100240,494.45,Beartooth_Billings_Clinic
PROLONGED SERV 30-74 MIN 99354 PR,8100257,312.6,Beartooth_Billings_Clinic
PROLONGED SERV ADD 30 MIN 99355 PR,8100265,341.05,Beartooth_Billings_Clinic
PREVENTATIVE NEW <1 YR 99381 PR,8100273,211.2,Beartooth_Billings_Clinic
PREVENTATIVE NEW 1-4 YR 99382 PR,8100281,210.2,Beartooth_Billings_Clinic
PREVENTATIVE NEW 5-11 YR 99383 PR,8100299,210.2,Beartooth_Billings_Clinic
PREVENTATIVE NEW 12-17YR 99384 PR,8100307,248.3,Beartooth_Billings_Clinic
PREVENTATIVE NEW 18-40YR 99385 PR,8100315,272.85,Beartooth_Billings_Clinic
PREVENTATIVE NEW 40-64YR 99386 PR,8100323,301.25,Beartooth_Billings_Clinic
PREVENTATIVE EST < 1 YR 99391 PR,8100331,178.35,Beartooth_Billings_Clinic
PREVENTATIVE EST 1-4 YR 99392 PR,8100349,198.3,Beartooth_Billings_Clinic
PREVENTATIVE EST 5-11YR 99393 PR,8100356,197.5,Beartooth_Billings_Clinic
PREVENTATIVE EST 12-17YR 99394 PR,8100364,216.65,Beartooth_Billings_Clinic
DOT PX EST 18-39 YR 99395 PR,8100372,71.71,Beartooth_Billings_Clinic
DOT PX EST 40-64 YR 99396 PR,8100380,71.71,Beartooth_Billings_Clinic
DOT PX EST 65+YR 99397 PR,8100398,71.71,Beartooth_Billings_Clinic
INITIAL CERT HOME HEALTH G0180 PR,8100406,170.5,Beartooth_Billings_Clinic
RECERT HOME HEALTH G0179 PR,8100414,133.55,Beartooth_Billings_Clinic
SPORTS PHYSICAL 99213 PR,8100422,50.0,Beartooth_Billings_Clinic
PREV SMOKING 10+ MIN 99407 PR,8100430,68.2,Beartooth_Billings_Clinic
PX PRE-EMPLOY ADULT 18-39 99395 PR,8100463,115.1,Beartooth_Billings_Clinic
PX PRE-EMPLOY ADULT 40-65 99396 PR,8100471,103.5,Beartooth_Billings_Clinic
PX PERIODIC ADULT 18-39 99395 PR,8100489,115.1,Beartooth_Billings_Clinic
PX PERIODIC ADULT 40-64 99396 PR,8100497,103.5,Beartooth_Billings_Clinic
ANTEPARTUM CARE ONLY >7 59426 PR,8100505,1514.0,Beartooth_Billings_Clinic
POSTPARTUM CARE ONLY 59430 PR,8100513,269.35,Beartooth_Billings_Clinic
ANTEPARTUM CARE 4-6 VISITS 59425 PR,8100521,1040.45,Beartooth_Billings_Clinic
ANNUAL WELLNESS FIRST VIS G0438 PR,8100547,488.3,Beartooth_Billings_Clinic
ANNUAL WELLNESS SUBSEQ VIS G0439 PR,8100554,323.05,Beartooth_Billings_Clinic
ALCOH MISUS SCREEN ANN 15M G0442 PR,8100562,22.75,Beartooth_Billings_Clinic
ALC MIS BRIEF 4X/YR 15MIN G0443 PR,8100570,54.65,Beartooth_Billings_Clinic
DEPRESSION SCREEN ANN 15M G0444 PR,8100588,22.75,Beartooth_Billings_Clinic
SEX TRAN INF SCR S/A 30MIN G0445 PR,8100596,54.65,Beartooth_Billings_Clinic
BEH TH 15M INT RED CAR RIS G0446 PR,8100604,54.65,Beartooth_Billings_Clinic
BEH THER FOR OBESITY 15MIN G0447 PR,8100612,54.65,Beartooth_Billings_Clinic
ADVANCE CARE PLANNING;1ST 30 MINUTE,8100620,71.45,Beartooth_Billings_Clinic
BASICMED EXAM PR,8100631,73.15,Beartooth_Billings_Clinic
ADVANCE CARE PLANNING;ADD'L 30 MINU,8100638,62.2,Beartooth_Billings_Clinic
PHYS SVC DOC PWR MOBILITY DEVICE,8101842,15.75,Beartooth_Billings_Clinic
LOW DOSE CT LUNG SCREEN PC,8101859,49.4,Beartooth_Billings_Clinic
ADMIN ORAL IMM>8 ADD 90468 PR,8105538,42.65,Beartooth_Billings_Clinic
EKG INTERPRETATION 93010 PR,8105546,41.2,Beartooth_Billings_Clinic
VFC ADMIN IMM EA ADD >8 90468SL PR,8105587,19.85,Beartooth_Billings_Clinic
IMM ADM BY PHY TO 18 W/COUN ANY RAT,8105595,36.85,Beartooth_Billings_Clinic
IMM ADM BY PHY VFC TO 18 W/COUNSEL,8105603,25.9,Beartooth_Billings_Clinic
IMM ADM BY PHY 18 EA ADDL VACC,8105611,25.9,Beartooth_Billings_Clinic
IMM ADM BY PHY VFC 18 EA ADDL VACC,8105629,19.85,Beartooth_Billings_Clinic
PHONE PHYS 5-10 MIN 99441,8105637,130.8,Beartooth_Billings_Clinic
DRAIN SKIN ABCESS 10060TC,8200008,25.55,Beartooth_Billings_Clinic
TRIM NAILS G0127 TC,8200016,15.05,Beartooth_Billings_Clinic
EKG INITIAL PREV EXAM G0403 TC,8200024,239.9,Beartooth_Billings_Clinic
PREP SCREEN PAP Q0091 TC,8200032,24.75,Beartooth_Billings_Clinic
DEBRIDE INFECTED SKIN 11000 TC,8200040,52.85,Beartooth_Billings_Clinic
TRIM SKIN LESION 11055 TC,8200065,22.75,Beartooth_Billings_Clinic
TRIM SKIN LESIONS 2-4 11056 TC,8200073,27.6,Beartooth_Billings_Clinic
BX SKIN LESION 11100 TC,8200081,50.3,Beartooth_Billings_Clinic
BX SKIN LESION ADDON 11101 TC,8200099,27.0,Beartooth_Billings_Clinic
REMOVAL SKIN TAGS 11200 TC,8200107,48.3,Beartooth_Billings_Clinic
SHAVE SKIN LESION <0.5 11300 TC,8200115,40.35,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6-1.0 11301 TC,8200123,50.3,Beartooth_Billings_Clinic
SHAVE SKN LES <0.5 11305 TC,8200131,44.9,Beartooth_Billings_Clinic
SHAVE SKN LES 1.1-2.0 11307 TC,8200149,66.8,Beartooth_Billings_Clinic
SHAVE SKN LES <0.5 11310 TC,8200156,48.6,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6-1.0 11311 TC,8200164,64.2,Beartooth_Billings_Clinic
EKG COMPLETE 93000 TC,8200172,28.05,Beartooth_Billings_Clinic
EXC TR-EXT B9 0.6-1 11401 TC,8200180,75.6,Beartooth_Billings_Clinic
EXC TR-EXT B9 1.1-2 11402 TC,8200198,104.0,Beartooth_Billings_Clinic
EXC TR-EXT B9 2.1-3 11403 TC,8200206,123.9,Beartooth_Billings_Clinic
EXC TR-EXT B9 >4.0 11406 TC,8200214,239.8,Beartooth_Billings_Clinic
EXC H-F-NK-SP B9 0.6-1 11421 TC,8200222,85.55,Beartooth_Billings_Clinic
EXC H-F-NK-SP B9 1.1-2 11422 TC,8200230,104.55,Beartooth_Billings_Clinic
EXC FACE-MM B9 0.6-1 11441 TC,8200248,104.9,Beartooth_Billings_Clinic
EXC TR-EXT MLG 1.1-2 11602 TC,8200255,131.0,Beartooth_Billings_Clinic
EXC TR-EXT MLG 2.1-3 11603 TC,8200263,193.8,Beartooth_Billings_Clinic
EXC H-F-NK-S MLG 2.1-3 11623 TC,8200271,210.25,Beartooth_Billings_Clinic
EXC FACE-MM MLG 0.6-1 11641 TC,8200289,186.7,Beartooth_Billings_Clinic
EXC FACE-MM MLG 1.1-2 11642 TC,8200297,206.3,Beartooth_Billings_Clinic
TRIM NAILS 11719 TC,8200305,72.45,Beartooth_Billings_Clinic
DEBRIDE NAIL 1-5 11720 TC,8200313,26.4,Beartooth_Billings_Clinic
DEBRIDE NAIL 6> 11721 TC,8200321,35.2,Beartooth_Billings_Clinic
REMOVAL NAIL PLATE 11730 TC,8200339,48.6,Beartooth_Billings_Clinic
REMOVAL NAIL BED 11750 TC,8200347,133.3,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12001 TC,8200354,41.8,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12002 TC,8200362,48.9,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12005 TC,8200370,131.0,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12011 TC,8200388,97.75,Beartooth_Billings_Clinic
INT WOUND REPAIR S/TR/EXT 12032 TC,8200396,144.35,Beartooth_Billings_Clinic
DESTRUCT PREMALIG LESION 17000 TC,8200404,38.1,Beartooth_Billings_Clinic
DESTRCT PREMALIG LES 2-14 17003 TC,8200412,16.2,Beartooth_Billings_Clinic
DESTRUCT B9 LESION 1-14 17110 TC,8200420,51.4,Beartooth_Billings_Clinic
CHEMICAL CAUTERY TISSUE 17250 TC,8200438,44.05,Beartooth_Billings_Clinic
INJECT TENDON SHEATH/LIG 20550 TC,8200446,43.45,Beartooth_Billings_Clinic
INJECT TENDON ORIG/INSERT 20551 TC,8200453,43.45,Beartooth_Billings_Clinic
INJ TRIGGER PT 1-2 MUSC 20552 TC,8200461,46.05,Beartooth_Billings_Clinic
INJECT TRIGGER PT 3> 20553 TC,8200479,48.0,Beartooth_Billings_Clinic
ASP/INJ SM JNT/BRSA BIL 20600 TC,8200487,20.45,Beartooth_Billings_Clinic
ASP/INJ JNT/BRSA 20605 TC,8200495,21.7,Beartooth_Billings_Clinic
ASPIRATE/INJ MAJ JNT/BRSA 20610 TC,8200503,24.9,Beartooth_Billings_Clinic
TREAT METACARPAL FX 26600 TC,8200511,145.2,Beartooth_Billings_Clinic
TREAT FINGER DISLOCATION 26770 TC,8200529,138.95,Beartooth_Billings_Clinic
TREAT HIP SOCKET FX 27220 TC,8200537,465.2,Beartooth_Billings_Clinic
APPLICATION CAST FOREARM 29075 TC,8200545,50.3,Beartooth_Billings_Clinic
APPLICATION FOREARM SPLINT 29125 TC,8200552,17.85,Beartooth_Billings_Clinic
APPLICATION OF PASTE BOOT 29580 TC,8200560,17.05,Beartooth_Billings_Clinic
CONTROL OF NOSEBLEED 30901 TC,8200578,33.85,Beartooth_Billings_Clinic
DIAGNOSTIC ANOSCOPY 46600 TC,8200586,42.9,Beartooth_Billings_Clinic
CLEAR OUTER EAR CANAL 69200 TC,8200594,75.85,Beartooth_Billings_Clinic
REMOVE IMPACTED EAR WAX 69210 TC,8200602,15.2,Beartooth_Billings_Clinic
DRAIN HEMATOMA I & D 10140 TC,8200610,82.7,Beartooth_Billings_Clinic
PUNCTURE DRAIN LESION 10160 TC,8200628,59.95,Beartooth_Billings_Clinic
DESTRUCT 15> LESIONS 17004 TC,8200636,158.0,Beartooth_Billings_Clinic
ASPIRATION/INJECTION 20612 TC,8200644,20.3,Beartooth_Billings_Clinic
COLPOSCOPY OF CERVIX INC 57452 TC,8200651,84.1,Beartooth_Billings_Clinic
VAGINA EXAM & BX 57454 TC,8200669,120.2,Beartooth_Billings_Clinic
TYMPANOMETRY 92567 TC,8200677,15.35,Beartooth_Billings_Clinic
APP OF LONG LEG SPLT 29505 TC,8200693,57.15,Beartooth_Billings_Clinic
SHAVE LESION 1.1 TO 2 CM 11302 TC,8200701,61.4,Beartooth_Billings_Clinic
INSERT INTRAUTERINE DEVICE 58300 TC,8200719,112.8,Beartooth_Billings_Clinic
REM OF SKIN LESION 3.1-4CM 11404 TC,8200727,169.65,Beartooth_Billings_Clinic
INC & REM OF FB 10120 TC,8200735,70.2,Beartooth_Billings_Clinic
EXC TR-EXT B9+MARG 0.5 < CM 11400TC,8200743,66.8,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUND 12013 TC,8200750,57.2,Beartooth_Billings_Clinic
EXC TR-EXT MLG 3.1-4 11604 TC,8200768,197.2,Beartooth_Billings_Clinic
INTRO NEED/INTRAC/VEIN 36000 TC,8200776,50.3,Beartooth_Billings_Clinic
APP SHORTARM SPLINT;STATIC 29125 TC,8200784,17.85,Beartooth_Billings_Clinic
APP LONG ARM SPLINT 29105 TC,8200792,41.45,Beartooth_Billings_Clinic
REP SUP WND SC/N/AX/EG<7.5 12002 TC,8200818,48.9,Beartooth_Billings_Clinic
DRAINAGE OF SKIN ABSCESS 10060 TC,8200834,25.1,Beartooth_Billings_Clinic
TREAT DISTAL FIBULA FX 27786 TC,8200842,169.7,Beartooth_Billings_Clinic
SHAVE LES FACE 1.1/ 2.0 CM 11312 TC,8200859,76.15,Beartooth_Billings_Clinic
BIOPSY OF CERVIX 57500 TC,8200867,99.45,Beartooth_Billings_Clinic
TREAT METATARSAL FX 28470 TC,8200875,140.1,Beartooth_Billings_Clinic
TREAT DIST RAD FX CLOSED 25600 TC,8200883,221.65,Beartooth_Billings_Clinic
TREAT CLAVICLE FX CLOSED 23500 TC,8200891,125.6,Beartooth_Billings_Clinic
REMOVE INTRAUTERINE DEVICE 58301 TC,8200909,87.8,Beartooth_Billings_Clinic
SHAVE SKN LES 0.6-1.0CM 11306 TC,8200917,56.25,Beartooth_Billings_Clinic
INCIS & DRAIN ABSCESS COMPL 10061TC,8200925,107.95,Beartooth_Billings_Clinic
INSERTION PESSARY/DEVICE 57160 TC,8200933,46.05,Beartooth_Billings_Clinic
REPAIR SUPERFICIAL WOUNDS 12004 TC,8200941,121.3,Beartooth_Billings_Clinic
EXC TR-EXT MLG .6 TO 1 CM 11601 TC,8200958,121.05,Beartooth_Billings_Clinic
APP CAST LONG ARM SHO/HAND 29065 TC,8200966,65.05,Beartooth_Billings_Clinic
"REMOVE FB, EXT EYE 65205 TC",8200974,37.55,Beartooth_Billings_Clinic
REMOVE FB EYE CORN/W SLIT 65222 TC,8200982,46.05,Beartooth_Billings_Clinic
TR RAD & ULN FRAC W/O MAN CL25560TC,8200990,210.0,Beartooth_Billings_Clinic
TR FEM FRAC/DIST/W/O MANIP 27508 TC,8201006,323.1,Beartooth_Billings_Clinic
DRESS/DEBR THICK BURN<5% 16020 TC,8201014,43.75,Beartooth_Billings_Clinic
TREAT FINGER FRACT CLOSED 26720 TC,8201022,104.3,Beartooth_Billings_Clinic
APPLY FINGER SPLINT/STATIC 29130 TC,8201030,16.15,Beartooth_Billings_Clinic
TR TOE FR/CL NO GR W/O MAN 28510 TC,8201048,75.9,Beartooth_Billings_Clinic
TR CARP FR EX SCAP W/O MAN 25630 TC,8201055,158.5,Beartooth_Billings_Clinic
ENDOMET BIOP W-W/O ENDOCER 58100 TC,8201063,72.75,Beartooth_Billings_Clinic
TRMT RADL HD/NURSEMAID ELBO 24640TC,8201071,83.0,Beartooth_Billings_Clinic
FIN NEED ASPIRW/O IMAG GUID 10021TC,8201089,77.3,Beartooth_Billings_Clinic
EKG TRACING ONLY (CLINIC) 93005,8201097,271.85,Beartooth_Billings_Clinic
INJ ANES AGENT:PERIPH NERV 64450 TC,8201105,56.3,Beartooth_Billings_Clinic
EKG TRACING ONLY CLIN IPPE G0404 TC,8201113,60.0,Beartooth_Billings_Clinic
EXC MLG SC NE HA GE 0.6-1CM 11621TC,8201121,137.4,Beartooth_Billings_Clinic
TR TARS BON(EX T&C)W/O MAN 28450 TC,8201139,114.75,Beartooth_Billings_Clinic
ASP/INJ MAJ JNT/BRSA BIL 2061050 TC,8201147,49.75,Beartooth_Billings_Clinic
ASP/INJ GANGLION CYST BIL 2061250TC,8201162,40.6,Beartooth_Billings_Clinic
TR ARTICULAR FRACT W/MANIP 26742 TC,8201170,167.55,Beartooth_Billings_Clinic
ASP/INJ INT JNT/BRSA BIL 2060550 TC,8201188,43.55,Beartooth_Billings_Clinic
ASP/INJ SM JNT/BRSA BIL 2060050 TC,8201196,40.9,Beartooth_Billings_Clinic
EXC B9 LES FACE 1.1-2.0CM TC 11442,8201204,74.75,Beartooth_Billings_Clinic
EX MAL SC/N/H/F 3.0-4.0CM TC 11624,8201212,126.3,Beartooth_Billings_Clinic
INS TEMP INDWELL BLAD CATH 51702 TC,8201220,17.25,Beartooth_Billings_Clinic
REM PAT ACT CARD EVE RECOR 33284 TC,8201238,137.15,Beartooth_Billings_Clinic
DESTRUCT BENIGN LESION 15+ 17111 TC,8201246,44.6,Beartooth_Billings_Clinic
TR CL HUM EP FR/MED/LAT W/O 24560TC,8201253,140.45,Beartooth_Billings_Clinic
EVAC OF SUBUNGUAL HEMATOMA 11740 TC,8201261,16.75,Beartooth_Billings_Clinic
TR SCAPULA FRACTURE CLOSED 23570 TC,8201279,149.45,Beartooth_Billings_Clinic
TR TIB SHAFT FR W/O MAN/CL 27750 TC,8201287,157.75,Beartooth_Billings_Clinic
REM FB EYE CORN W/O SLIT 65220 TC,8201295,41.45,Beartooth_Billings_Clinic
"ESCHAROTOMY, INIT INCISION 16035 TC",8201303,112.4,Beartooth_Billings_Clinic
APPLY SPLINT SHORT LEG 29515 TC,8201311,36.1,Beartooth_Billings_Clinic
INCIS OF THROM HEMORR EXT 46083 TC,8201329,88.65,Beartooth_Billings_Clinic
EXC S-N-H-F-G B9 0.5CM OR <11420 TC,8201337,42.05,Beartooth_Billings_Clinic
"REP INT F,EY,EA,N,L 2.6-5.0 12052TC",8201345,113.4,Beartooth_Billings_Clinic
EXC FACE-MM MLG 0.5CM OR < 11640 TC,8201352,64.45,Beartooth_Billings_Clinic
INS NON-DWELLING BLAD CATH 51701 TC,8201360,15.7,Beartooth_Billings_Clinic
REPAIR WOUND INT 12042 TC,8201378,83.95,Beartooth_Billings_Clinic
SHAVE LESION >2.0 CM 11303 TC,8201386,52.05,Beartooth_Billings_Clinic
EXC TR-EXC MLG>4.0CM 11606 TC,8201394,166.35,Beartooth_Billings_Clinic
TR RAD HEAD FX W/O MANIP 24650 TC,8201402,130.85,Beartooth_Billings_Clinic
APPLIC OF UNNA BOOT/BILAT 2958050TC,8201410,26.75,Beartooth_Billings_Clinic
"INJ,INT, UP TO & INC 7 LES 11900 TC",8201428,28.2,Beartooth_Billings_Clinic
APPLICATION SHORT LEG CAST 29405 TC,8201436,30.4,Beartooth_Billings_Clinic
REM FOREIGN BODY INTRANASAL 30300TC,8201469,65.15,Beartooth_Billings_Clinic
TREAT PROX HUMERAL FX/CLSD/23600 TC,8201477,152.0,Beartooth_Billings_Clinic
EXC MAL LES TRUNK 0.5CM 11600,8201485,60.1,Beartooth_Billings_Clinic
"EXC B9 LES FACE,EARS,EYELIDS 11440",8201493,51.9,Beartooth_Billings_Clinic
TREAT CLSD DISTAL RADIAL FX 25605,8201501,280.3,Beartooth_Billings_Clinic
INCIS DRAINAGE ABSCESS PERIT 42700,8201519,99.45,Beartooth_Billings_Clinic
TREAT BIMAL ANKLE FX CLSD 27808,8201527,168.05,Beartooth_Billings_Clinic
TRT CLSD DIST PHAL FX 26750,8201535,95.25,Beartooth_Billings_Clinic
CONTROL NOSEBLEED 3090150,8201543,37.15,Beartooth_Billings_Clinic
REMOVAL SKIN TAGS EA ADDT'L 10,8201550,9.5,Beartooth_Billings_Clinic
REMOVAL IMPLANT/SUPERFICIAL,8201568,196.95,Beartooth_Billings_Clinic
REMOVE IMPACTED EAR WAX BILATERAL,8201576,30.4,Beartooth_Billings_Clinic
EXC B9 LESION 2.1 TO 3.0 CM,8201584,100.25,Beartooth_Billings_Clinic
SHAVE SKN LES FACE >2CM 11313 TC,8201592,92.2,Beartooth_Billings_Clinic
"TREAT GREAT TOE, PHALANGE FX",8201600,73.6,Beartooth_Billings_Clinic
TRT FRACTURE PHALANX PHALANGES,8201618,71.5,Beartooth_Billings_Clinic
INCISION/DRAIN PILONIDAL CYST,8201626,89.9,Beartooth_Billings_Clinic
BIOPSY OF VULVA/PERINEUM: 1 LESION,8201634,44.85,Beartooth_Billings_Clinic
INJ ANES AGENT OCCIPITAL NERVE,8201642,50.45,Beartooth_Billings_Clinic
