BILL_ITEM_ID,LONG_DESCRIPTION,ACTIVITY_TYPE,CPT-4,GMC Global AP Price Schedule,GMC Urgent Care Price Schedule,Glendive Hosp Office Visit Price Schedule,Glendive Medical Center Base Price Schedule,Prof GMC Base Price Schedule,Prof GMC Hosp Office Visit Price Schedule,Prof GMC Urgent Care Price Sched,hospital
618836,XR AP Pelvis/Lateral Hip L - Report,Radiology,73502,,,,,62.0,,,Glendive_Medical_Center
5520323,"US Bladder Aspiration, Needle",Radiology,51100,,,,402,180.0,,,Glendive_Medical_Center
5916571,US Breast Biopsy L MG - Report,Radiology,19083,,,,,815.0,,,Glendive_Medical_Center
5916573,US Breast Biopsy R MG - Report,Radiology,19083,,,,,815.0,,,Glendive_Medical_Center
6769667,US Breast Clip Placement L - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
6769669,US Breast Clip Placement R - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
619211,XR Calcaneous L - Report,Radiology,73650,,,,,45.0,,,Glendive_Medical_Center
619241,XR Chest Decubitus L - Report,Radiology,71045,,,,,51.0,,,Glendive_Medical_Center
619456,XR Clavicle L - Report,Radiology,73000,,,,,47.0,,,Glendive_Medical_Center
619539,XR Elbow AP and Lateral L - Report,Radiology,73070,,,,,47.0,,,Glendive_Medical_Center
619606,XR Elbow Arthrogram L - Report,Radiology,73085,,,,,162.0,,,Glendive_Medical_Center
619668,XR Elbow Complete L - Report,Radiology,73080,,,,,49.0,,,Glendive_Medical_Center
5619447,XR Elbow Injection for CT/MRI L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
5916575,US Breast Cyst Aspiration L MG - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
619723,XR Femur L - Report,Radiology,73552,,,,,51.0,,,Glendive_Medical_Center
5916577,US Breast Cyst Aspiration R MG - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
6759051,XR Femur Single View L - Report,Radiology,73551,,,,,47.0,,,Glendive_Medical_Center
5916579,US Breast L MG - Report,Radiology,76642,,,,,187.0,,,Glendive_Medical_Center
628266,US Breast Localization L - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
5916581,US Breast Localization L MG - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
628290,US Breast Localization R - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
5916583,US Breast Localization R MG - Report,Radiology,19285,,,,,444.0,,,Glendive_Medical_Center
619580,XR Finger L - Report,Radiology,73140,,,,,39.0,,,Glendive_Medical_Center
5916585,US Breast R MG - Report,Radiology,76642,,,,,187.0,,,Glendive_Medical_Center
623918,US Carotid Doppler Bilateral - Report,Radiology,93880,,,,,220.0,,,Glendive_Medical_Center
619300,XR Foot Complete L - Report,Radiology,73630,,,,,47.0,,,Glendive_Medical_Center
619255,XR Foot Limited L - Report,Radiology,73620,,,,,43.0,,,Glendive_Medical_Center
624057,US Chest - Report,Radiology,76604,,,,,160.0,,,Glendive_Medical_Center
661784,US Digital Brachial Index - Report,Radiology,93922,,,,,70.0,,,Glendive_Medical_Center
624104,US Echoencephalogram - Report,Radiology,76506,,,,,177.0,,,Glendive_Medical_Center
616314,US Exam,Radiology,76856,,,,316,,,,Glendive_Medical_Center
616323,US Exam,Radiology,76857,,,,337,,,,Glendive_Medical_Center
616333,US Exam,Radiology,76830,,,,316,,,,Glendive_Medical_Center
616346,US Exam,Radiology,75989,,,,887,,,,Glendive_Medical_Center
616351,US Exam,Radiology,76885,,,,1489,,,,Glendive_Medical_Center
616357,US Exam,Radiology,76831,,,,311,,,,Glendive_Medical_Center
616362,US Exam,Radiology,93979,,,,1780,,,,Glendive_Medical_Center
616372,US Exam,Radiology,93979,,,,1780,,,,Glendive_Medical_Center
616394,US Exam,Radiology,49405,,,,2036,,,,Glendive_Medical_Center
616409,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616415,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616430,US Exam,Radiology,75989,,,,887,,,,Glendive_Medical_Center
616448,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616455,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616631,US Exam,Radiology,76700,,,,836,,,,Glendive_Medical_Center
616763,US Exam,Radiology,76942,,,,377,,,,Glendive_Medical_Center
616779,US Exam,Radiology,49083,,,,1108,,,,Glendive_Medical_Center
616832,US Exam,Radiology,49406,,,,2032,,,,Glendive_Medical_Center
616879,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616918,US Exam,Radiology,76775,,,,602,,,,Glendive_Medical_Center
616936,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616954,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616969,US Exam,Radiology,49405,,,,2036,,,,Glendive_Medical_Center
617014,US Exam,Radiology,49406,,,,2032,,,,Glendive_Medical_Center
617028,US Exam,Radiology,76536,,,,602,,,,Glendive_Medical_Center
617057,US Exam,Radiology,49405,,,,2036,,,,Glendive_Medical_Center
617091,US Exam,Radiology,76870,,,,643,,,,Glendive_Medical_Center
617126,US Exam,Radiology,32555,,,,475,,,,Glendive_Medical_Center
617159,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617197,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617226,US Exam,Radiology,,,,,1345,,,,Glendive_Medical_Center
617243,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617282,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617336,US Exam,Radiology,93970,,,,1540,,,,Glendive_Medical_Center
617368,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617387,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
617425,US Exam,Radiology,93970,,,,1540,,,,Glendive_Medical_Center
617464,US Exam,Radiology,93886,,,,4111,,,,Glendive_Medical_Center
617499,US Exam,Radiology,10005,,,,738,,,,Glendive_Medical_Center
617514,US Exam,Radiology,76536,,,,602,,,,Glendive_Medical_Center
619882,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
623104,US Exam,Radiology,76705,,,,602,,,,Glendive_Medical_Center
623140,US Exam,Radiology,76770,,,,836,,,,Glendive_Medical_Center
623168,US Exam,Radiology,76775,,,,602,,,,Glendive_Medical_Center
623196,US Exam,Radiology,93975,,,,3565,,,,Glendive_Medical_Center
623225,US Exam,Radiology,93976,,,,2004,,,,Glendive_Medical_Center
623250,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
623280,US Exam,Radiology,76775,,,,602,,,,Glendive_Medical_Center
623298,US Exam,Radiology,93978,,,,2550,,,,Glendive_Medical_Center
623317,US Exam,Radiology,93979,,,,1780,,,,Glendive_Medical_Center
623331,US Exam,Radiology,93925,,,,2078,,,,Glendive_Medical_Center
623345,US Exam,Radiology,93926,,,,2351,,,,Glendive_Medical_Center
623376,US Exam,Radiology,93926,,,,2351,,,,Glendive_Medical_Center
623413,US Exam,Radiology,93930,,,,2744,,,,Glendive_Medical_Center
623427,US Exam,Radiology,93931,,,,1907,,,,Glendive_Medical_Center
623476,US Exam,Radiology,93931,,,,1907,,,,Glendive_Medical_Center
623668,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
623714,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
623738,US Exam,Radiology,76942,,,,377,,,,Glendive_Medical_Center
623803,US Exam,Radiology,76942,,,,377,,,,Glendive_Medical_Center
623906,US Exam,Radiology,93880,,,,1540,,,,Glendive_Medical_Center
623948,US Exam,Radiology,93882,,,,1137,,,,Glendive_Medical_Center
624000,US Exam,Radiology,93882,,,,1137,,,,Glendive_Medical_Center
624047,US Exam,Radiology,76604,,,,566,,,,Glendive_Medical_Center
624089,US Exam,Radiology,76506,,,,602,,,,Glendive_Medical_Center
624141,US Exam,Radiology,76882,,,,377,,,,Glendive_Medical_Center
624191,US Exam,Radiology,76882,,,,377,,,,Glendive_Medical_Center
624232,US Exam,Radiology,76882,,,,377,,,,Glendive_Medical_Center
624260,US Exam,Radiology,76882,,,,377,,,,Glendive_Medical_Center
628115,US Exam,Radiology,76800,,,,1091,,,,Glendive_Medical_Center
660976,US Exam,Radiology,76830,,,,316,,,,Glendive_Medical_Center
2538084,US Exam,Radiology,76706,,,,847,,,,Glendive_Medical_Center
4456109,US Exam,Radiology,76536,,,,602,,,,Glendive_Medical_Center
4704109,US Exam,Radiology,,,,,275,,,,Glendive_Medical_Center
5399743,US Exam,Radiology,93880,,,,1540,,,,Glendive_Medical_Center
5431490,US Exam,Radiology,76870,,,,643,,,,Glendive_Medical_Center
5435592,US Exam,Radiology,76937,,,,296,,,,Glendive_Medical_Center
5756022,US Exam,Radiology,76881,,,,602,,,,Glendive_Medical_Center
5756024,US Exam,Radiology,76881,,,,602,,,,Glendive_Medical_Center
5756026,US Exam,Radiology,76881,,,,602,,,,Glendive_Medical_Center
5756028,US Exam,Radiology,76881,,,,602,,,,Glendive_Medical_Center
5916495,US Exam,Radiology,76886,,,,1020,,,,Glendive_Medical_Center
6224851,US Exam,Radiology,76775,,,,602,,,,Glendive_Medical_Center
6245512,US Exam,Radiology,10030,,,,1420,,,,Glendive_Medical_Center
6504396,US Exam,Radiology,76641,,,,913,,,,Glendive_Medical_Center
6504400,US Exam,Radiology,76641,,,,913,,,,Glendive_Medical_Center
6514205,US Exam,Radiology,32551,,,,1596,,,,Glendive_Medical_Center
6743579,US Exam,Radiology,93970,,,,1540,,,,Glendive_Medical_Center
6743581,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
6743583,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
6743585,US Exam,Radiology,93970,,,,1540,,,,Glendive_Medical_Center
6743587,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
6743592,US Exam,Radiology,93971,,,,1423,,,,Glendive_Medical_Center
6757168,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
6757170,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
6773370,US Exam,Radiology,76872,,,,898,,,,Glendive_Medical_Center
6803075,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
6803077,US Exam,Radiology,76942,,,,367,,,,Glendive_Medical_Center
7185299,US Exam,Radiology,10005,,,,738,,,,Glendive_Medical_Center
7526479,US Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
619199,XR Forearm L - Report,Radiology,73090,,,,,47.0,,,Glendive_Medical_Center
619071,XR Hand Arthritis PA and Lateral L - Report,Radiology,73130,,,,,49.0,,,Glendive_Medical_Center
618976,XR Hand Complete L - Report,Radiology,73130,,,,,49.0,,,Glendive_Medical_Center
618940,XR Hand Limited L - Report,Radiology,73120,,,,,47.0,,,Glendive_Medical_Center
886083,US Fetal Cardiac Doppler,Radiology,76827,,,,352,158.0,,,Glendive_Medical_Center
2538166,US Fetal Cardiac Doppler Follow Up,Radiology,76828,,,,230,154.0,,,Glendive_Medical_Center
660136,US Fetal Color Flow,Radiology,93325,,,,622,18.0,,,Glendive_Medical_Center
665478,US Fetal Doppler Mid Cerebral Artery,Radiology,76821,,,,332,191.0,,,Glendive_Medical_Center
665477,US Fetal Doppler Umbilical Artery,Radiology,76820,,,,296,138.0,,,Glendive_Medical_Center
6161722,US Fetal Echo Complete,Radiology,76825,,,,398,454.0,,,Glendive_Medical_Center
6161724,US Fetal Echo Limited/Follow Up,Radiology,76826,,,,148,226.0,,,Glendive_Medical_Center
5798476,US FOCUS Paracentesis - Report,Radiology,49083,,,,,544.0,,,Glendive_Medical_Center
660977,US GYN Pelvis Complete - Report,Radiology,76830,,,,,191.0,,,Glendive_Medical_Center
661005,US GYN Pelvis TransAbd,Radiology,76857,,,,337,137.0,,,Glendive_Medical_Center
616336,US GYN Pelvis Transvaginal - Report,Radiology,76830,,,,,191.0,,,Glendive_Medical_Center
3698130,"US Hematoma, Seroma or Fluid Drain",Radiology,10140,,,,1216,608.0,,,Glendive_Medical_Center
616349,US Hemothorax Abscess Drain - Report,Radiology,75989,,,,,324.0,,,Glendive_Medical_Center
5916496,US Hip Infant Static - Report,Radiology,76886,,,,,172.0,,,Glendive_Medical_Center
616355,US Hip Infant/Dynamic w/ Physician - Report,Radiology,76885,,,,,205.0,,,Glendive_Medical_Center
616359,US Hysterosonogram - Report,Radiology,76831,,,,,199.0,,,Glendive_Medical_Center
6759225,XR Hip 4 or More Views L,Radiology,73503,,,,,158.0,,,Glendive_Medical_Center
6766951,XR Hip 4 or More Views L - Report,Radiology,73503,,,,,76.0,,,Glendive_Medical_Center
6120321,US Inject Tendon Single Origin/Insertion,Radiology,20551,,,,620,164.0,,,Glendive_Medical_Center
6116944,US Inject Tendon/Ligament Aponeurosis,Radiology,20550,,,,404,202.0,,,Glendive_Medical_Center
616386,US Intraoperative - Report,Radiology,76998,,,,,351.0,,,Glendive_Medical_Center
5377253,US IVF Follicular Study - Report,Radiology,76857,,,,,137.0,,,Glendive_Medical_Center
5756023,US Joint Lower Non Vasc Complete L - Report,Radiology,76881,,,,,174.0,,,Glendive_Medical_Center
5756025,US Joint Lower Non Vasc Complete R - Report,Radiology,76881,,,,,174.0,,,Glendive_Medical_Center
5756027,US Joint Upper Non Vasc Complete L - Report,Radiology,76881,,,,,174.0,,,Glendive_Medical_Center
5756029,US Joint Upper Non Vasc Complete R - Report,Radiology,76881,,,,,174.0,,,Glendive_Medical_Center
616398,US Liver Abscess Drain - Report,Radiology,49405,,,,,999.0,,,Glendive_Medical_Center
616419,US Liver BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
621689,US Liver BX Proc,Radiology,47000,,,,910,455.0,,,Glendive_Medical_Center
5377254,US Ltd Pelvis Exam,Radiology,76857,,,,337,,,,Glendive_Medical_Center
5661429,US Ltd Pelvis Exam,Radiology,76857,,,,337,,,,Glendive_Medical_Center
616412,US Lung BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
621697,US Lung BX Proc,Radiology,32405,,,,920,460.0,,,Glendive_Medical_Center
7185300,US Lymph Node Fine Needle Aspiration - Report,Radiology,10005,,,,,369.0,,,Glendive_Medical_Center
7526480,US Lymph Node Superficial BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
5332543,US Lymph Node Superficial BX Proc,Radiology,38505,,,,718,359.0,,,Glendive_Medical_Center
5916572,US MG Exam,Radiology,19083,,,,1630,,,,Glendive_Medical_Center
5916574,US MG Exam,Radiology,19083,,,,1630,,,,Glendive_Medical_Center
5916576,US MG Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
5916578,US MG Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
5916580,US MG Exam,Radiology,76642,,,,449,,,,Glendive_Medical_Center
5916586,US MG Exam,Radiology,76642,,,,449,,,,Glendive_Medical_Center
5916588,US MG Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
5916590,US MG Exam,Radiology,76942,,,,663,,,,Glendive_Medical_Center
616434,US Miscellaneous Abcess Drain - Report,Radiology,75989,,,,,324.0,,,Glendive_Medical_Center
616451,US Miscellaneous Needle Guidance - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616457,US Muscle BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616493,US Noninvasive Lower Extrem Art wo Ex - Report,Radiology,93923,,,,,123.0,,,Glendive_Medical_Center
616512,US Noninvasive Upper Extrem Art wo Ex - Report,Radiology,93923,,,,,123.0,,,Glendive_Medical_Center
616521,US OB Detailed Study - Report,Radiology,76811,,,,,523.0,,,Glendive_Medical_Center
616532,US OB Detailed Study Each Addtl Fetus - Report,Radiology,76812,,,,,489.0,,,Glendive_Medical_Center
2952076,US OB Doppler Echo Complete - Report,Radiology,76827,,,,,158.0,,,Glendive_Medical_Center
2952078,US OB Doppler Echo Ltd/Follow Up - Report,Radiology,76828,,,,,154.0,,,Glendive_Medical_Center
2952080,US OB Echo Follow Up/Repeat - Report,Radiology,76826,,,,,226.0,,,Glendive_Medical_Center
626648,US OB Exam,Radiology,76802,,,,224,,,,Glendive_Medical_Center
626663,US OB Exam,Radiology,76801,,,,434,,,,Glendive_Medical_Center
626676,US OB Exam,Radiology,76817,,,,316,,,,Glendive_Medical_Center
626684,US OB Exam,Radiology,76810,,,,245,,,,Glendive_Medical_Center
626740,US OB Exam,Radiology,76811,,,,760,,,,Glendive_Medical_Center
626757,US OB Exam,Radiology,76812,,,,281,,,,Glendive_Medical_Center
626771,US OB Exam,Radiology,76818,,,,398,,,,Glendive_Medical_Center
626791,US OB Exam,Radiology,76816,,,,240,,,,Glendive_Medical_Center
626804,US OB Exam,Radiology,76815,,,,291,,,,Glendive_Medical_Center
626818,US OB Exam,Radiology,76805,,,,428,,,,Glendive_Medical_Center
628225,US OB Exam,Radiology,76827,,,,352,,,,Glendive_Medical_Center
659140,US OB Exam,Radiology,76946,,,,311,,,,Glendive_Medical_Center
666519,US OB Exam,Radiology,76819,,,,332,,,,Glendive_Medical_Center
666518,US OB Fetal Biophys w/o non Stress - Report,Radiology,76819,,,,,213.0,,,Glendive_Medical_Center
616568,US OB Fetal Biophysical Profile w/ NST - Report,Radiology,76818,,,,,289.0,,,Glendive_Medical_Center
628064,US OB Fetal Umbilical Doppler - Report,Radiology,76827,,,,,158.0,,,Glendive_Medical_Center
3418108,US OB First Trimester,Radiology,76801,,,,434,275.0,,,Glendive_Medical_Center
616597,US OB First Trimester - Report,Radiology,76801,,,,,275.0,,,Glendive_Medical_Center
616611,US OB First Trimester Each Addtl Fetus - Report,Radiology,76802,,,,,228.0,,,Glendive_Medical_Center
616638,US OB Follow up/Repeat - Report,Radiology,76816,,,,,234.0,,,Glendive_Medical_Center
616663,US OB Limited - Report,Radiology,76815,,,,,179.0,,,Glendive_Medical_Center
616685,US OB Over 14 weeks - Report,Radiology,76805,,,,,275.0,,,Glendive_Medical_Center
616715,US OB Over 14 weeks Each Addtl Fetus - Report,Radiology,76810,,,,,273.0,,,Glendive_Medical_Center
621717,US OB Transvaginal,Radiology,76817,,,,316,207.0,,,Glendive_Medical_Center
616728,US OB Transvaginal - Report,Radiology,76817,,,,,207.0,,,Glendive_Medical_Center
616769,US Pancreas BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616785,US Paracentesis - Report,Radiology,49083,,,,,544.0,,,Glendive_Medical_Center
4456110,US Parathyroid - Report,Radiology,76536,,,,,156.0,,,Glendive_Medical_Center
616326,US Pelvis Limited - Report,Radiology,76857,,,,,137.0,,,Glendive_Medical_Center
616316,US Pelvis TransAbd Only - Report,Radiology,76856,,,,,189.0,,,Glendive_Medical_Center
616840,US Peritoneal Abscess Drain - Report,Radiology,49406,,,,,1016.0,,,Glendive_Medical_Center
619888,US Pleura BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616890,US Prostate BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
621764,US Prostate BX Proc,Radiology,55700,,,,450,675.0,,,Glendive_Medical_Center
5661428,US REI Follicular Study - Report,Radiology,76857,,,,,137.0,,,Glendive_Medical_Center
616928,US Renal - Report,Radiology,76775,,,,,160.0,,,Glendive_Medical_Center
616944,US Renal BX - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616960,US Renal Cyst Aspiraton - Report,Radiology,76942,,,,,176.0,,,Glendive_Medical_Center
616974,US Renal or Perirenal Abscess Drain - Report,Radiology,49405,,,,,999.0,,,Glendive_Medical_Center
6224852,US Renal w/ Doppler - Report,Radiology,76775,,,,,160.0,,,Glendive_Medical_Center
617019,US Retroperitoneal Abscess Drain - Report,Radiology,49406,,,,,1016.0,,,Glendive_Medical_Center
6245513,US Soft Tissue Fluid Drainage - Report,Radiology,10030,,,,,697.0,,,Glendive_Medical_Center
617033,US Soft Tissue Neck - Report,Radiology,76536,,,,,156.0,,,Glendive_Medical_Center
628123,US Spinal Canal - Report,Radiology,76800,,,,,324.0,,,Glendive_Medical_Center
617065,US Subdiaphramatic Abscess Drain - Report,Radiology,49405,,,,,999.0,,,Glendive_Medical_Center
5399744,US Temporal Artery Doppler - Report,Radiology,93880,,,,,220.0,,,Glendive_Medical_Center
617099,US Testicular - Report,Radiology,76870,,,,,176.0,,,Glendive_Medical_Center
5431491,US Testicular w/ Doppler - Report,Radiology,76870,,,,,176.0,,,Glendive_Medical_Center
617135,US Thoracentesis - Report,Radiology,32555,,,,,499.0,,,Glendive_Medical_Center
617524,US Thyroid - Report,Radiology,76536,,,,,156.0,,,Glendive_Medical_Center
5110119,US Thyroid Core Needle BX,Radiology,60100,,,,805,207.0,,,Glendive_Medical_Center
617507,US Thyroid Fine Needle Aspiration - Report,Radiology,10005,,,,,369.0,,,Glendive_Medical_Center
617473,US Transcranial Doppler - Report,Radiology,93886,,,,,263.0,,,Glendive_Medical_Center
6773369,US Transrectal,Radiology,76872,,,,898,,,,Glendive_Medical_Center
6782514,US Transrectal,Radiology,76872,,,,898,185.0,,,Glendive_Medical_Center
6773371,US Transrectal - Report,Radiology,76872,,,,,185.0,,,Glendive_Medical_Center
5186110,US Trial ED Only - Report,Radiology,76857,,,,,137.0,,,Glendive_Medical_Center
6514206,US Tube Thoracostomy - Report,Radiology,32551,,,,,798.0,,,Glendive_Medical_Center
669400,US Vas Lab Exam,Radiology,93923,,,,1540,,,,Glendive_Medical_Center
669408,US Vas Lab Exam,Radiology,93923,,,,1540,,,,Glendive_Medical_Center
669412,US Vas Lab Exam,Radiology,93922,,,,1020,,,,Glendive_Medical_Center
669415,US Vas Lab Exam,Radiology,93922,,,,1020,,,,Glendive_Medical_Center
6798212,US Vas Lab Exam,Radiology,76942,,,,377,,,,Glendive_Medical_Center
6798214,US Vas Lab Exam,Radiology,76942,,,,377,,,,Glendive_Medical_Center
5986928,US Vasc Access Exam,Radiology,36573,,,,878,,,,Glendive_Medical_Center
5435593,US Vascular Access Guidance - Report,Radiology,76937,,,,,80.0,,,Glendive_Medical_Center
665885,US Velocimetry Mid Cerebral Artery,Radiology,76821,,,,332,191.0,,,Glendive_Medical_Center
617433,US Venous Doppler Bilateral - Report,Radiology,93970,,,,,191.0,,,Glendive_Medical_Center
6743580,US Venous Doppler Lower Extremity Bilat - Report,Radiology,93970,,,,,191.0,,,Glendive_Medical_Center
618884,XR Hip AP L - Report,Radiology,73501,,,,,53.0,,,Glendive_Medical_Center
618795,XR Hip Arthrocentesis Asp or Inj L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
618733,XR Hip Arthrogram L - Report,Radiology,73525,,,,,164.0,,,Glendive_Medical_Center
618634,XR Hip Complete L - Report,Radiology,73502,,,,,62.0,,,Glendive_Medical_Center
6743586,US Venous Doppler Upper Extremity Bilat - Report,Radiology,93970,,,,,191.0,,,Glendive_Medical_Center
5619451,XR Hip Injection for CT/MRI L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
618563,XR Humerus L - Report,Radiology,73060,,,,,47.0,,,Glendive_Medical_Center
617342,US Venous Mapping Bilateral - Report,Radiology,93970,,,,,191.0,,,Glendive_Medical_Center
7182592,XR Iliopsoas Bursa Injection L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
2942077,XR Joint Asp for Infection L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
617234,US Venous Refill Physiological Study Bil - Report,Radiology,,,,,,101.0,,,Glendive_Medical_Center
618407,XR Joint Injection Intermediate L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
618369,XR Knee 3 View L - Report,Radiology,73562,,,,,53.0,,,Glendive_Medical_Center
618466,XR Abdomen Decubitus Only - Report,Radiology,74018,,,,,51.0,,,Glendive_Medical_Center
618504,XR Abdomen Flat and Decubitus - Report,Radiology,74019,,,,,64.0,,,Glendive_Medical_Center
618540,XR Abdomen Flat and Semi Upright - Report,Radiology,74019,,,,,64.0,,,Glendive_Medical_Center
618576,XR Abdomen Flat and Upright - Report,Radiology,74019,,,,,64.0,,,Glendive_Medical_Center
6096968,XR Abdomen Flatplate,Radiology,74018,,,,281,51.0,,,Glendive_Medical_Center
618587,XR Abdomen Flatplate - Report,Radiology,74018,,,,,51.0,,,Glendive_Medical_Center
618620,XR Abdomen Upright - Report,Radiology,74018,,,,,51.0,,,Glendive_Medical_Center
618650,XR AC Joints w/ and w/o weights Bilat - Report,Radiology,73050,,,,,53.0,,,Glendive_Medical_Center
618666,XR AC Joints w/o weights Bilateral - Report,Radiology,73050,,,,,53.0,,,Glendive_Medical_Center
618680,XR Acute Abdominal Series - Report,Radiology,74022,,,,,88.0,,,Glendive_Medical_Center
618345,XR Knee 4 or More Views L - Report,Radiology,73564,,,,,62.0,,,Glendive_Medical_Center
618322,XR Knee AP and Lateral L - Report,Radiology,73560,,,,,47.0,,,Glendive_Medical_Center
618298,XR Knee Arthrogram L - Report,Radiology,73580,,,,,160.0,,,Glendive_Medical_Center
6743706,XR Knee Injection for CT/MR L - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
6743708,XR Knee Injection for CT/MR R - Report,Radiology,77002,,,,,154.0,,,Glendive_Medical_Center
618050,XR Lower Extremity Infant L - Report,Radiology,73592,,,,,45.0,,,Glendive_Medical_Center
617970,XR Mandible Limited L - Report,Radiology,70100,,,,,51.0,,,Glendive_Medical_Center
617933,XR Mastoid Limited L - Report,Radiology,70120,,,,,51.0,,,Glendive_Medical_Center
618891,XR Barium Enema - Report,Radiology,74270,,,,,287.0,,,Glendive_Medical_Center
618920,XR Barium Enema w/ Air Contrast - Report,Radiology,74280,,,,,347.0,,,Glendive_Medical_Center
618950,XR Bone Age Study - Report,Radiology,77072,,,,,53.0,,,Glendive_Medical_Center
618990,XR Bone Length Study - Report,Radiology,77073,,,,,76.0,,,Glendive_Medical_Center
618998,XR Bone Survey for Metastasis Limited - Report,Radiology,77074,,,,,123.0,,,Glendive_Medical_Center
619020,XR Bone Survey Infant - Report,Radiology,77076,,,,,193.0,,,Glendive_Medical_Center
6505579,XR C spine 2 or 3 Views - Report,Radiology,72040,,,,,62.0,,,Glendive_Medical_Center
619061,XR C Spine AP and Lateral Only - Report,Radiology,72040,,,,,62.0,,,Glendive_Medical_Center
619080,XR C Spine AP Lateral and Odontoid - Report,Radiology,72040,,,,,62.0,,,Glendive_Medical_Center
619095,XR C Spine AP/Lat/Flex/Extend Only - Report,Radiology,72050,,,,,76.0,,,Glendive_Medical_Center
619111,XR C Spine Complete w/ Obliques - Report,Radiology,72050,,,,,76.0,,,Glendive_Medical_Center
619141,XR C Spine Flex/Extend Only - Report,Radiology,72040,,,,,62.0,,,Glendive_Medical_Center
660577,XR C Spine Lat/Flex/Ext Only - Report,Radiology,72040,,,,,62.0,,,Glendive_Medical_Center
619164,XR C Spine Single View - Report,Radiology,72020,,,,,45.0,,,Glendive_Medical_Center
619187,XR C Spine w/ Obliques and Flex/Extend - Report,Radiology,72052,,,,,84.0,,,Glendive_Medical_Center
7418238,XR O Knee Arthritis Series Bilat - Report,Radiology,73564,,,,,62.0,,,Glendive_Medical_Center
7418243,XR O Knee w/ Merchant View Bilat - Report,Radiology,73562,,,,,53.0,,,Glendive_Medical_Center
623370,XR Ribs Complete w/ PA Chest L - Report,Radiology,71101,,,,,74.0,,,Glendive_Medical_Center
4006132,XR Ribs L w/o Chest PA - Report,Radiology,71100,,,,,62.0,,,Glendive_Medical_Center
619287,XR Chest Inspiration and Expiration - Report,Radiology,71046,,,,,60.0,,,Glendive_Medical_Center
619319,XR Chest Lateral Only - Report,Radiology,71045,,,,,51.0,,,Glendive_Medical_Center
619345,XR Chest PA and Lat w/ Obliques - Report,Radiology,71048,,,,,90.0,,,Glendive_Medical_Center
